"year","common_name","sci_name","count"
1923,"House Finch","Haemorhous mexicanus",0
1928,"House Finch","Haemorhous mexicanus",0
1929,"House Finch","Haemorhous mexicanus",0
1930,"House Finch","Haemorhous mexicanus",0
1931,"House Finch","Haemorhous mexicanus",0
1932,"House Finch","Haemorhous mexicanus",0
1933,"House Finch","Haemorhous mexicanus",0
1934,"House Finch","Haemorhous mexicanus",0
1935,"House Finch","Haemorhous mexicanus",0
1936,"House Finch","Haemorhous mexicanus",0
1937,"House Finch","Haemorhous mexicanus",0
1938,"House Finch","Haemorhous mexicanus",0
1940,"House Finch","Haemorhous mexicanus",0
1941,"House Finch","Haemorhous mexicanus",0
1943,"House Finch","Haemorhous mexicanus",0
1944,"House Finch","Haemorhous mexicanus",0
1945,"House Finch","Haemorhous mexicanus",0
1946,"House Finch","Haemorhous mexicanus",0
1947,"House Finch","Haemorhous mexicanus",0
1948,"House Finch","Haemorhous mexicanus",0
1950,"House Finch","Haemorhous mexicanus",0
1951,"House Finch","Haemorhous mexicanus",0
1952,"House Finch","Haemorhous mexicanus",0
1953,"House Finch","Haemorhous mexicanus",0
1954,"House Finch","Haemorhous mexicanus",0
1956,"House Finch","Haemorhous mexicanus",0
1957,"House Finch","Haemorhous mexicanus",0
1958,"House Finch","Haemorhous mexicanus",0
1959,"House Finch","Haemorhous mexicanus",0
1960,"House Finch","Haemorhous mexicanus",0
1961,"House Finch","Haemorhous mexicanus",0
1962,"House Finch","Haemorhous mexicanus",0
1963,"House Finch","Haemorhous mexicanus",0
1964,"House Finch","Haemorhous mexicanus",0
1965,"House Finch","Haemorhous mexicanus",0
1966,"House Finch","Haemorhous mexicanus",0
1967,"House Finch","Haemorhous mexicanus",0
1968,"House Finch","Haemorhous mexicanus",0
1969,"House Finch","Haemorhous mexicanus",0
1970,"House Finch","Haemorhous mexicanus",0.0308
1971,"House Finch","Haemorhous mexicanus",0.1228
1972,"House Finch","Haemorhous mexicanus",0.0179
1973,"House Finch","Haemorhous mexicanus",0.0133
1974,"House Finch","Haemorhous mexicanus",0
1975,"House Finch","Haemorhous mexicanus",0.0082
1976,"House Finch","Haemorhous mexicanus",0.3557
1977,"House Finch","Haemorhous mexicanus",0.225
1978,"House Finch","Haemorhous mexicanus",0.855
1979,"House Finch","Haemorhous mexicanus",1.2333
1980,"House Finch","Haemorhous mexicanus",2.2238
1981,"House Finch","Haemorhous mexicanus",0.6781
1982,"House Finch","Haemorhous mexicanus",0.3775
1983,"House Finch","Haemorhous mexicanus",0.5813
1984,"House Finch","Haemorhous mexicanus",0.4259
1985,"House Finch","Haemorhous mexicanus",0.6646
1986,"House Finch","Haemorhous mexicanus",2.744
1987,"House Finch","Haemorhous mexicanus",1.7556
1988,"House Finch","Haemorhous mexicanus",1.5608
1989,"House Finch","Haemorhous mexicanus",2.9722
1990,"House Finch","Haemorhous mexicanus",4.2261
1991,"House Finch","Haemorhous mexicanus",2.0694
1992,"House Finch","Haemorhous mexicanus",2.0342
1993,"House Finch","Haemorhous mexicanus",2.5911
1994,"House Finch","Haemorhous mexicanus",2.4054
1995,"House Finch","Haemorhous mexicanus",2.8594
1996,"House Finch","Haemorhous mexicanus",1.191
1997,"House Finch","Haemorhous mexicanus",1.2465
1998,"House Finch","Haemorhous mexicanus",2.0262
1999,"House Finch","Haemorhous mexicanus",1.4645
2000,"House Finch","Haemorhous mexicanus",1.592
2001,"House Finch","Haemorhous mexicanus",2.2596
2002,"House Finch","Haemorhous mexicanus",1.6746
2003,"House Finch","Haemorhous mexicanus",1.1669
2004,"House Finch","Haemorhous mexicanus",0.4938
2005,"House Finch","Haemorhous mexicanus",1.3315
2006,"House Finch","Haemorhous mexicanus",2.0223
2007,"House Finch","Haemorhous mexicanus",1.9152
2008,"House Finch","Haemorhous mexicanus",1.2164
2009,"House Finch","Haemorhous mexicanus",1.2351
2010,"House Finch","Haemorhous mexicanus",1.8496
2011,"House Finch","Haemorhous mexicanus",1.384
2012,"House Finch","Haemorhous mexicanus",2.0857
2013,"House Finch","Haemorhous mexicanus",1.3436
2014,"House Finch","Haemorhous mexicanus",1.5059
2015,"House Finch","Haemorhous mexicanus",1.5235
2016,"House Finch","Haemorhous mexicanus",1.4007
2017,"House Finch","Haemorhous mexicanus",2.3754
2018,"House Finch","Haemorhous mexicanus",1.0402
2019,"House Finch","Haemorhous mexicanus",1.0273
2020,"House Finch","Haemorhous mexicanus",1.2382
2021,"House Finch","Haemorhous mexicanus",1.0239
2022,"House Finch","Haemorhous mexicanus",2.127
2023,"House Finch","Haemorhous mexicanus",1.5985
2024,"House Finch","Haemorhous mexicanus",1.1643
1923,"Red-bellied Woodpecker","Melanerpes carolinus",0
1928,"Red-bellied Woodpecker","Melanerpes carolinus",0
1929,"Red-bellied Woodpecker","Melanerpes carolinus",0
1930,"Red-bellied Woodpecker","Melanerpes carolinus",0
1931,"Red-bellied Woodpecker","Melanerpes carolinus",0
1932,"Red-bellied Woodpecker","Melanerpes carolinus",0
1933,"Red-bellied Woodpecker","Melanerpes carolinus",0
1934,"Red-bellied Woodpecker","Melanerpes carolinus",0
1935,"Red-bellied Woodpecker","Melanerpes carolinus",0
1936,"Red-bellied Woodpecker","Melanerpes carolinus",0
1937,"Red-bellied Woodpecker","Melanerpes carolinus",0
1938,"Red-bellied Woodpecker","Melanerpes carolinus",0
1940,"Red-bellied Woodpecker","Melanerpes carolinus",0
1941,"Red-bellied Woodpecker","Melanerpes carolinus",0.16
1943,"Red-bellied Woodpecker","Melanerpes carolinus",0.2222
1944,"Red-bellied Woodpecker","Melanerpes carolinus",0
1945,"Red-bellied Woodpecker","Melanerpes carolinus",0.1053
1946,"Red-bellied Woodpecker","Melanerpes carolinus",0.3636
1947,"Red-bellied Woodpecker","Melanerpes carolinus",0.3636
1948,"Red-bellied Woodpecker","Melanerpes carolinus",0.3226
1950,"Red-bellied Woodpecker","Melanerpes carolinus",0.3429
1951,"Red-bellied Woodpecker","Melanerpes carolinus",0.2308
1952,"Red-bellied Woodpecker","Melanerpes carolinus",0.4615
1953,"Red-bellied Woodpecker","Melanerpes carolinus",0.7632
1954,"Red-bellied Woodpecker","Melanerpes carolinus",0.6588
1956,"Red-bellied Woodpecker","Melanerpes carolinus",0.3077
1957,"Red-bellied Woodpecker","Melanerpes carolinus",0.2807
1958,"Red-bellied Woodpecker","Melanerpes carolinus",0.25
1959,"Red-bellied Woodpecker","Melanerpes carolinus",0.4643
1960,"Red-bellied Woodpecker","Melanerpes carolinus",0
1961,"Red-bellied Woodpecker","Melanerpes carolinus",0.6364
1962,"Red-bellied Woodpecker","Melanerpes carolinus",0.3396
1963,"Red-bellied Woodpecker","Melanerpes carolinus",0.6429
1964,"Red-bellied Woodpecker","Melanerpes carolinus",0.6667
1965,"Red-bellied Woodpecker","Melanerpes carolinus",2.1591
1966,"Red-bellied Woodpecker","Melanerpes carolinus",1.0656
1967,"Red-bellied Woodpecker","Melanerpes carolinus",1.551
1968,"Red-bellied Woodpecker","Melanerpes carolinus",1.9286
1969,"Red-bellied Woodpecker","Melanerpes carolinus",1.1268
1970,"Red-bellied Woodpecker","Melanerpes carolinus",0.8923
1971,"Red-bellied Woodpecker","Melanerpes carolinus",1.0702
1972,"Red-bellied Woodpecker","Melanerpes carolinus",0.5
1973,"Red-bellied Woodpecker","Melanerpes carolinus",0.8667
1974,"Red-bellied Woodpecker","Melanerpes carolinus",1.1343
1975,"Red-bellied Woodpecker","Melanerpes carolinus",0.7918
1976,"Red-bellied Woodpecker","Melanerpes carolinus",1.1275
1977,"Red-bellied Woodpecker","Melanerpes carolinus",0.7938
1978,"Red-bellied Woodpecker","Melanerpes carolinus",1.0781
1979,"Red-bellied Woodpecker","Melanerpes carolinus",0.9583
1980,"Red-bellied Woodpecker","Melanerpes carolinus",0.8881
1981,"Red-bellied Woodpecker","Melanerpes carolinus",1.6027
1982,"Red-bellied Woodpecker","Melanerpes carolinus",0.7086
1983,"Red-bellied Woodpecker","Melanerpes carolinus",0.525
1984,"Red-bellied Woodpecker","Melanerpes carolinus",0.6975
1985,"Red-bellied Woodpecker","Melanerpes carolinus",0.6037
1986,"Red-bellied Woodpecker","Melanerpes carolinus",0.888
1987,"Red-bellied Woodpecker","Melanerpes carolinus",0.3926
1988,"Red-bellied Woodpecker","Melanerpes carolinus",0.7568
1989,"Red-bellied Woodpecker","Melanerpes carolinus",0.5556
1990,"Red-bellied Woodpecker","Melanerpes carolinus",0.6957
1991,"Red-bellied Woodpecker","Melanerpes carolinus",1.0978
1992,"Red-bellied Woodpecker","Melanerpes carolinus",1.2308
1993,"Red-bellied Woodpecker","Melanerpes carolinus",0.9485
1994,"Red-bellied Woodpecker","Melanerpes carolinus",0.991
1995,"Red-bellied Woodpecker","Melanerpes carolinus",1.1245
1996,"Red-bellied Woodpecker","Melanerpes carolinus",0.9139
1997,"Red-bellied Woodpecker","Melanerpes carolinus",0.831
1998,"Red-bellied Woodpecker","Melanerpes carolinus",1.1738
1999,"Red-bellied Woodpecker","Melanerpes carolinus",1.1355
2000,"Red-bellied Woodpecker","Melanerpes carolinus",1.68
2001,"Red-bellied Woodpecker","Melanerpes carolinus",1.5298
2002,"Red-bellied Woodpecker","Melanerpes carolinus",1.3492
2003,"Red-bellied Woodpecker","Melanerpes carolinus",1.3105
2004,"Red-bellied Woodpecker","Melanerpes carolinus",1.0864
2005,"Red-bellied Woodpecker","Melanerpes carolinus",0.9778
2006,"Red-bellied Woodpecker","Melanerpes carolinus",1.6952
2007,"Red-bellied Woodpecker","Melanerpes carolinus",1.3175
2008,"Red-bellied Woodpecker","Melanerpes carolinus",1.0075
2009,"Red-bellied Woodpecker","Melanerpes carolinus",1.5139
2010,"Red-bellied Woodpecker","Melanerpes carolinus",1.3534
2011,"Red-bellied Woodpecker","Melanerpes carolinus",1.711
2012,"Red-bellied Woodpecker","Melanerpes carolinus",1.5714
2013,"Red-bellied Woodpecker","Melanerpes carolinus",1.5039
2014,"Red-bellied Woodpecker","Melanerpes carolinus",1.6882
2015,"Red-bellied Woodpecker","Melanerpes carolinus",1.3592
2016,"Red-bellied Woodpecker","Melanerpes carolinus",1.4815
2017,"Red-bellied Woodpecker","Melanerpes carolinus",1.5137
2018,"Red-bellied Woodpecker","Melanerpes carolinus",1.8221
2019,"Red-bellied Woodpecker","Melanerpes carolinus",2.1131
2020,"Red-bellied Woodpecker","Melanerpes carolinus",1.8042
2021,"Red-bellied Woodpecker","Melanerpes carolinus",1.496
2022,"Red-bellied Woodpecker","Melanerpes carolinus",2.3218
2023,"Red-bellied Woodpecker","Melanerpes carolinus",1.4318
2024,"Red-bellied Woodpecker","Melanerpes carolinus",1.3876
1923,"Song Sparrow","Melospiza melodia",0
1928,"Song Sparrow","Melospiza melodia",0
1929,"Song Sparrow","Melospiza melodia",0
1930,"Song Sparrow","Melospiza melodia",0
1931,"Song Sparrow","Melospiza melodia",0
1932,"Song Sparrow","Melospiza melodia",0
1933,"Song Sparrow","Melospiza melodia",0
1934,"Song Sparrow","Melospiza melodia",0
1935,"Song Sparrow","Melospiza melodia",0
1936,"Song Sparrow","Melospiza melodia",0
1937,"Song Sparrow","Melospiza melodia",0
1938,"Song Sparrow","Melospiza melodia",0
1940,"Song Sparrow","Melospiza melodia",0
1941,"Song Sparrow","Melospiza melodia",10.08
1943,"Song Sparrow","Melospiza melodia",7.2222
1944,"Song Sparrow","Melospiza melodia",0
1945,"Song Sparrow","Melospiza melodia",3.7368
1946,"Song Sparrow","Melospiza melodia",21.5
1947,"Song Sparrow","Melospiza melodia",7.5455
1948,"Song Sparrow","Melospiza melodia",3.7742
1950,"Song Sparrow","Melospiza melodia",4.2857
1951,"Song Sparrow","Melospiza melodia",0.9615
1952,"Song Sparrow","Melospiza melodia",1.5385
1953,"Song Sparrow","Melospiza melodia",1.6579
1954,"Song Sparrow","Melospiza melodia",1.8118
1956,"Song Sparrow","Melospiza melodia",0.5769
1957,"Song Sparrow","Melospiza melodia",2.4386
1958,"Song Sparrow","Melospiza melodia",0.55
1959,"Song Sparrow","Melospiza melodia",0.7679
1960,"Song Sparrow","Melospiza melodia",0
1961,"Song Sparrow","Melospiza melodia",2.2364
1962,"Song Sparrow","Melospiza melodia",1.2264
1963,"Song Sparrow","Melospiza melodia",3.8095
1964,"Song Sparrow","Melospiza melodia",1.2593
1965,"Song Sparrow","Melospiza melodia",5.2273
1966,"Song Sparrow","Melospiza melodia",2.459
1967,"Song Sparrow","Melospiza melodia",3.6735
1968,"Song Sparrow","Melospiza melodia",12.8571
1969,"Song Sparrow","Melospiza melodia",10.5634
1970,"Song Sparrow","Melospiza melodia",4.7692
1971,"Song Sparrow","Melospiza melodia",11.5789
1972,"Song Sparrow","Melospiza melodia",3.1607
1973,"Song Sparrow","Melospiza melodia",4.1067
1974,"Song Sparrow","Melospiza melodia",10.9104
1975,"Song Sparrow","Melospiza melodia",1.6163
1976,"Song Sparrow","Melospiza melodia",2.5101
1977,"Song Sparrow","Melospiza melodia",2.3563
1978,"Song Sparrow","Melospiza melodia",7.1375
1979,"Song Sparrow","Melospiza melodia",5.425
1980,"Song Sparrow","Melospiza melodia",4.6154
1981,"Song Sparrow","Melospiza melodia",5.1301
1982,"Song Sparrow","Melospiza melodia",2.8543
1983,"Song Sparrow","Melospiza melodia",4.0875
1984,"Song Sparrow","Melospiza melodia",1.2901
1985,"Song Sparrow","Melospiza melodia",1.5305
1986,"Song Sparrow","Melospiza melodia",3.712
1987,"Song Sparrow","Melospiza melodia",1.7704
1988,"Song Sparrow","Melospiza melodia",1.3108
1989,"Song Sparrow","Melospiza melodia",2.0185
1990,"Song Sparrow","Melospiza melodia",0.6174
1991,"Song Sparrow","Melospiza melodia",1.8801
1992,"Song Sparrow","Melospiza melodia",1.3504
1993,"Song Sparrow","Melospiza melodia",1.8213
1994,"Song Sparrow","Melospiza melodia",1.991
1995,"Song Sparrow","Melospiza melodia",5.759
1996,"Song Sparrow","Melospiza melodia",2.3521
1997,"Song Sparrow","Melospiza melodia",2.6901
1998,"Song Sparrow","Melospiza melodia",2.9757
1999,"Song Sparrow","Melospiza melodia",3.2065
2000,"Song Sparrow","Melospiza melodia",4.408
2001,"Song Sparrow","Melospiza melodia",3.3825
2002,"Song Sparrow","Melospiza melodia",2.2034
2003,"Song Sparrow","Melospiza melodia",3.0764
2004,"Song Sparrow","Melospiza melodia",2.8783
2005,"Song Sparrow","Melospiza melodia",1.9348
2006,"Song Sparrow","Melospiza melodia",4.052
2007,"Song Sparrow","Melospiza melodia",2.2873
2008,"Song Sparrow","Melospiza melodia",3.6269
2009,"Song Sparrow","Melospiza melodia",3.6653
2010,"Song Sparrow","Melospiza melodia",2.3759
2011,"Song Sparrow","Melospiza melodia",4.1749
2012,"Song Sparrow","Melospiza melodia",4.7786
2013,"Song Sparrow","Melospiza melodia",1.7504
2014,"Song Sparrow","Melospiza melodia",4.6176
2015,"Song Sparrow","Melospiza melodia",2.8006
2016,"Song Sparrow","Melospiza melodia",3.1246
2017,"Song Sparrow","Melospiza melodia",3.0423
2018,"Song Sparrow","Melospiza melodia",1.901
2019,"Song Sparrow","Melospiza melodia",2.9714
2020,"Song Sparrow","Melospiza melodia",3.2252
2021,"Song Sparrow","Melospiza melodia",2.5874
2022,"Song Sparrow","Melospiza melodia",3.3035
2023,"Song Sparrow","Melospiza melodia",3.4697
2024,"Song Sparrow","Melospiza melodia",3.7879
1923,"Northern Mockingbird","Mimus polyglottos",0
1928,"Northern Mockingbird","Mimus polyglottos",0
1929,"Northern Mockingbird","Mimus polyglottos",0
1930,"Northern Mockingbird","Mimus polyglottos",0
1931,"Northern Mockingbird","Mimus polyglottos",0
1932,"Northern Mockingbird","Mimus polyglottos",0
1933,"Northern Mockingbird","Mimus polyglottos",0
1934,"Northern Mockingbird","Mimus polyglottos",0
1935,"Northern Mockingbird","Mimus polyglottos",0
1936,"Northern Mockingbird","Mimus polyglottos",0
1937,"Northern Mockingbird","Mimus polyglottos",0
1938,"Northern Mockingbird","Mimus polyglottos",0
1940,"Northern Mockingbird","Mimus polyglottos",0
1941,"Northern Mockingbird","Mimus polyglottos",0.08
1943,"Northern Mockingbird","Mimus polyglottos",0.1667
1944,"Northern Mockingbird","Mimus polyglottos",0
1945,"Northern Mockingbird","Mimus polyglottos",0.5263
1946,"Northern Mockingbird","Mimus polyglottos",0.4091
1947,"Northern Mockingbird","Mimus polyglottos",0.4545
1948,"Northern Mockingbird","Mimus polyglottos",0.5806
1950,"Northern Mockingbird","Mimus polyglottos",0.5429
1951,"Northern Mockingbird","Mimus polyglottos",0.4423
1952,"Northern Mockingbird","Mimus polyglottos",0.8462
1953,"Northern Mockingbird","Mimus polyglottos",1.1842
1954,"Northern Mockingbird","Mimus polyglottos",0.6353
1956,"Northern Mockingbird","Mimus polyglottos",0.6346
1957,"Northern Mockingbird","Mimus polyglottos",1.3684
1958,"Northern Mockingbird","Mimus polyglottos",0.4
1959,"Northern Mockingbird","Mimus polyglottos",1.5893
1960,"Northern Mockingbird","Mimus polyglottos",0
1961,"Northern Mockingbird","Mimus polyglottos",1.3273
1962,"Northern Mockingbird","Mimus polyglottos",1.2264
1963,"Northern Mockingbird","Mimus polyglottos",1.2381
1964,"Northern Mockingbird","Mimus polyglottos",1.4074
1965,"Northern Mockingbird","Mimus polyglottos",2.1818
1966,"Northern Mockingbird","Mimus polyglottos",1.6393
1967,"Northern Mockingbird","Mimus polyglottos",1.6735
1968,"Northern Mockingbird","Mimus polyglottos",1.3214
1969,"Northern Mockingbird","Mimus polyglottos",1.5493
1970,"Northern Mockingbird","Mimus polyglottos",1.1692
1971,"Northern Mockingbird","Mimus polyglottos",1.1579
1972,"Northern Mockingbird","Mimus polyglottos",1.3393
1973,"Northern Mockingbird","Mimus polyglottos",1.12
1974,"Northern Mockingbird","Mimus polyglottos",1.4925
1975,"Northern Mockingbird","Mimus polyglottos",0.9878
1976,"Northern Mockingbird","Mimus polyglottos",1.0805
1977,"Northern Mockingbird","Mimus polyglottos",0.975
1978,"Northern Mockingbird","Mimus polyglottos",1.4572
1979,"Northern Mockingbird","Mimus polyglottos",1.475
1980,"Northern Mockingbird","Mimus polyglottos",1.4336
1981,"Northern Mockingbird","Mimus polyglottos",1.0274
1982,"Northern Mockingbird","Mimus polyglottos",0.9603
1983,"Northern Mockingbird","Mimus polyglottos",1.0563
1984,"Northern Mockingbird","Mimus polyglottos",0.7346
1985,"Northern Mockingbird","Mimus polyglottos",0.8415
1986,"Northern Mockingbird","Mimus polyglottos",0.848
1987,"Northern Mockingbird","Mimus polyglottos",0.9259
1988,"Northern Mockingbird","Mimus polyglottos",0.6284
1989,"Northern Mockingbird","Mimus polyglottos",0.787
1990,"Northern Mockingbird","Mimus polyglottos",0.5826
1991,"Northern Mockingbird","Mimus polyglottos",0.7886
1992,"Northern Mockingbird","Mimus polyglottos",0.7009
1993,"Northern Mockingbird","Mimus polyglottos",0.8247
1994,"Northern Mockingbird","Mimus polyglottos",0.6036
1995,"Northern Mockingbird","Mimus polyglottos",0.7952
1996,"Northern Mockingbird","Mimus polyglottos",0.6891
1997,"Northern Mockingbird","Mimus polyglottos",0.6831
1998,"Northern Mockingbird","Mimus polyglottos",1.0467
1999,"Northern Mockingbird","Mimus polyglottos",0.8
2000,"Northern Mockingbird","Mimus polyglottos",1.088
2001,"Northern Mockingbird","Mimus polyglottos",1.0877
2002,"Northern Mockingbird","Mimus polyglottos",1.2136
2003,"Northern Mockingbird","Mimus polyglottos",1.1232
2004,"Northern Mockingbird","Mimus polyglottos",1.2981
2005,"Northern Mockingbird","Mimus polyglottos",0.5479
2006,"Northern Mockingbird","Mimus polyglottos",1.1747
2007,"Northern Mockingbird","Mimus polyglottos",0.8356
2008,"Northern Mockingbird","Mimus polyglottos",1.0896
2009,"Northern Mockingbird","Mimus polyglottos",0.9323
2010,"Northern Mockingbird","Mimus polyglottos",0.7669
2011,"Northern Mockingbird","Mimus polyglottos",1.1483
2012,"Northern Mockingbird","Mimus polyglottos",1.1571
2013,"Northern Mockingbird","Mimus polyglottos",0.8074
2014,"Northern Mockingbird","Mimus polyglottos",0.8471
2015,"Northern Mockingbird","Mimus polyglottos",0.6348
2016,"Northern Mockingbird","Mimus polyglottos",0.532
2017,"Northern Mockingbird","Mimus polyglottos",0.5995
2018,"Northern Mockingbird","Mimus polyglottos",0.6815
2019,"Northern Mockingbird","Mimus polyglottos",0.5787
2020,"Northern Mockingbird","Mimus polyglottos",0.6014
2021,"Northern Mockingbird","Mimus polyglottos",0.6744
2022,"Northern Mockingbird","Mimus polyglottos",0.8804
2023,"Northern Mockingbird","Mimus polyglottos",0.7652
2024,"Northern Mockingbird","Mimus polyglottos",0.7097
1923,"Brown-headed Cowbird","Molothrus ater",0
1928,"Brown-headed Cowbird","Molothrus ater",0
1929,"Brown-headed Cowbird","Molothrus ater",0
1930,"Brown-headed Cowbird","Molothrus ater",0
1931,"Brown-headed Cowbird","Molothrus ater",0
1932,"Brown-headed Cowbird","Molothrus ater",0
1933,"Brown-headed Cowbird","Molothrus ater",0
1934,"Brown-headed Cowbird","Molothrus ater",0
1935,"Brown-headed Cowbird","Molothrus ater",0
1936,"Brown-headed Cowbird","Molothrus ater",0
1937,"Brown-headed Cowbird","Molothrus ater",0
1938,"Brown-headed Cowbird","Molothrus ater",0
1940,"Brown-headed Cowbird","Molothrus ater",0
1941,"Brown-headed Cowbird","Molothrus ater",0
1943,"Brown-headed Cowbird","Molothrus ater",0
1944,"Brown-headed Cowbird","Molothrus ater",0
1945,"Brown-headed Cowbird","Molothrus ater",0
1946,"Brown-headed Cowbird","Molothrus ater",0
1947,"Brown-headed Cowbird","Molothrus ater",0
1948,"Brown-headed Cowbird","Molothrus ater",0
1950,"Brown-headed Cowbird","Molothrus ater",0
1951,"Brown-headed Cowbird","Molothrus ater",0
1952,"Brown-headed Cowbird","Molothrus ater",0
1953,"Brown-headed Cowbird","Molothrus ater",0
1954,"Brown-headed Cowbird","Molothrus ater",0
1956,"Brown-headed Cowbird","Molothrus ater",0
1957,"Brown-headed Cowbird","Molothrus ater",1
1958,"Brown-headed Cowbird","Molothrus ater",0
1959,"Brown-headed Cowbird","Molothrus ater",0
1960,"Brown-headed Cowbird","Molothrus ater",0
1961,"Brown-headed Cowbird","Molothrus ater",0.1273
1962,"Brown-headed Cowbird","Molothrus ater",0.3774
1963,"Brown-headed Cowbird","Molothrus ater",1.1905
1964,"Brown-headed Cowbird","Molothrus ater",0
1965,"Brown-headed Cowbird","Molothrus ater",0.1136
1966,"Brown-headed Cowbird","Molothrus ater",0.9016
1967,"Brown-headed Cowbird","Molothrus ater",2.0408
1968,"Brown-headed Cowbird","Molothrus ater",0
1969,"Brown-headed Cowbird","Molothrus ater",0.5634
1970,"Brown-headed Cowbird","Molothrus ater",0.0308
1971,"Brown-headed Cowbird","Molothrus ater",0.3509
1972,"Brown-headed Cowbird","Molothrus ater",22.5357
1973,"Brown-headed Cowbird","Molothrus ater",10.6133
1974,"Brown-headed Cowbird","Molothrus ater",0.9104
1975,"Brown-headed Cowbird","Molothrus ater",0.5878
1976,"Brown-headed Cowbird","Molothrus ater",0.1208
1977,"Brown-headed Cowbird","Molothrus ater",0.5063
1978,"Brown-headed Cowbird","Molothrus ater",0.2305
1979,"Brown-headed Cowbird","Molothrus ater",0.3583
1980,"Brown-headed Cowbird","Molothrus ater",0.049
1981,"Brown-headed Cowbird","Molothrus ater",1.2534
1982,"Brown-headed Cowbird","Molothrus ater",3.0662
1983,"Brown-headed Cowbird","Molothrus ater",0.2438
1984,"Brown-headed Cowbird","Molothrus ater",0.3395
1985,"Brown-headed Cowbird","Molothrus ater",0.0122
1986,"Brown-headed Cowbird","Molothrus ater",0.048
1987,"Brown-headed Cowbird","Molothrus ater",0
1988,"Brown-headed Cowbird","Molothrus ater",0.223
1989,"Brown-headed Cowbird","Molothrus ater",0
1990,"Brown-headed Cowbird","Molothrus ater",0.0261
1991,"Brown-headed Cowbird","Molothrus ater",0.0946
1992,"Brown-headed Cowbird","Molothrus ater",0
1993,"Brown-headed Cowbird","Molothrus ater",0.0137
1994,"Brown-headed Cowbird","Molothrus ater",0
1995,"Brown-headed Cowbird","Molothrus ater",0.008
1996,"Brown-headed Cowbird","Molothrus ater",0
1997,"Brown-headed Cowbird","Molothrus ater",0
1998,"Brown-headed Cowbird","Molothrus ater",0.015
1999,"Brown-headed Cowbird","Molothrus ater",0.0258
2000,"Brown-headed Cowbird","Molothrus ater",0
2001,"Brown-headed Cowbird","Molothrus ater",2.1053
2002,"Brown-headed Cowbird","Molothrus ater",0.5424
2003,"Brown-headed Cowbird","Molothrus ater",0
2004,"Brown-headed Cowbird","Molothrus ater",0.0212
2005,"Brown-headed Cowbird","Molothrus ater",1.81
2006,"Brown-headed Cowbird","Molothrus ater",0.0669
2007,"Brown-headed Cowbird","Molothrus ater",0.1952
2008,"Brown-headed Cowbird","Molothrus ater",0
2009,"Brown-headed Cowbird","Molothrus ater",0.8924
2010,"Brown-headed Cowbird","Molothrus ater",0.4812
2011,"Brown-headed Cowbird","Molothrus ater",0.0228
2012,"Brown-headed Cowbird","Molothrus ater",0.1286
2013,"Brown-headed Cowbird","Molothrus ater",0.0123
2014,"Brown-headed Cowbird","Molothrus ater",0.0118
2015,"Brown-headed Cowbird","Molothrus ater",0.3211
2016,"Brown-headed Cowbird","Molothrus ater",0.1481
2017,"Brown-headed Cowbird","Molothrus ater",0.1049
2018,"Brown-headed Cowbird","Molothrus ater",0.373
2019,"Brown-headed Cowbird","Molothrus ater",0.4031
2020,"Brown-headed Cowbird","Molothrus ater",0.0531
2021,"Brown-headed Cowbird","Molothrus ater",0.1901
2022,"Brown-headed Cowbird","Molothrus ater",0
2023,"Brown-headed Cowbird","Molothrus ater",0.0227
2024,"Brown-headed Cowbird","Molothrus ater",0.008
1923,"House Sparrow","Passer domesticus",0
1928,"House Sparrow","Passer domesticus",0
1929,"House Sparrow","Passer domesticus",0
1930,"House Sparrow","Passer domesticus",0
1931,"House Sparrow","Passer domesticus",0
1932,"House Sparrow","Passer domesticus",0
1933,"House Sparrow","Passer domesticus",0
1934,"House Sparrow","Passer domesticus",0
1935,"House Sparrow","Passer domesticus",0
1936,"House Sparrow","Passer domesticus",0
1937,"House Sparrow","Passer domesticus",0
1938,"House Sparrow","Passer domesticus",0
1940,"House Sparrow","Passer domesticus",0
1941,"House Sparrow","Passer domesticus",0.68
1943,"House Sparrow","Passer domesticus",0.6111
1944,"House Sparrow","Passer domesticus",0
1945,"House Sparrow","Passer domesticus",1.0526
1946,"House Sparrow","Passer domesticus",0.9091
1947,"House Sparrow","Passer domesticus",0.5455
1948,"House Sparrow","Passer domesticus",1.129
1950,"House Sparrow","Passer domesticus",0.3714
1951,"House Sparrow","Passer domesticus",0.2115
1952,"House Sparrow","Passer domesticus",3
1953,"House Sparrow","Passer domesticus",1.2105
1954,"House Sparrow","Passer domesticus",0.4
1956,"House Sparrow","Passer domesticus",0.7308
1957,"House Sparrow","Passer domesticus",0.9649
1958,"House Sparrow","Passer domesticus",0.25
1959,"House Sparrow","Passer domesticus",1.4107
1960,"House Sparrow","Passer domesticus",0
1961,"House Sparrow","Passer domesticus",0.7636
1962,"House Sparrow","Passer domesticus",0.5094
1963,"House Sparrow","Passer domesticus",1.5714
1964,"House Sparrow","Passer domesticus",0.9444
1965,"House Sparrow","Passer domesticus",0.8636
1966,"House Sparrow","Passer domesticus",1.541
1967,"House Sparrow","Passer domesticus",1.3061
1968,"House Sparrow","Passer domesticus",1.2143
1969,"House Sparrow","Passer domesticus",3.5211
1970,"House Sparrow","Passer domesticus",2.4615
1971,"House Sparrow","Passer domesticus",0.8421
1972,"House Sparrow","Passer domesticus",2.4643
