"common_name","year","seasonal_change","yoy_change"
"House Sparrow",2001,-0.38810970410586,-0.4209624614069
"House Sparrow",2002,-0.28843772327379,0.0996719808320701
"House Sparrow",2003,0.369932882627227,0.658370605901017
"House Sparrow",2004,0.0277976374397411,-0.342135245187486
"House Sparrow",2005,-0.112381981151789,-0.14017961859153
"House Sparrow",2006,-0.457632188603476,-0.345250207451687
"House Sparrow",2007,0.187219078384629,0.644851266988105
"House Sparrow",2008,-0.71249963905797,-0.899718717442599
"House Sparrow",2009,0.351357853403141,1.06385749246111
"House Sparrow",2010,0.098074841981402,-0.253283011421739
"House Sparrow",2011,-0.315585283962818,-0.41366012594422
"House Sparrow",2012,-0.304387130050627,0.0111981539121911
"House Sparrow",2013,0.071527762184954,0.375914892235581
"House Sparrow",2014,-0.255181230873853,-0.326708993058807
"House Sparrow",2015,-0.07785530618249,0.177325924691363
"House Sparrow",2016,0.031081609493062,0.108936915675552
"House Sparrow",2017,-0.274249235101126,-0.305330844594188
"House Sparrow",2018,-0.145815793330829,0.128433441770297
"House Sparrow",2019,0.22145358878716,0.367269382117989
"House Sparrow",2020,0.197255555555556,-0.024198033231604
"House Sparrow",2021,-0.120937991580584,-0.31819354713614
"House Sparrow",2022,-0.17833033814297,-0.057392346562386
"House Sparrow",2023,-0.430421614605009,-0.252091276462039
"House Sparrow",2024,0.042416129032258,0.472837743637267
"Mourning Dove",1999,-2.98764614621451,0
"Mourning Dove",2000,-0.17315170392434,2.81449444229017
"Mourning Dove",2001,-2.29691190538212,-2.12376020145778
"Mourning Dove",2002,1.93140536287733,4.22831726825945
"Mourning Dove",2003,0.61758528187974,-1.31382008099759
"Mourning Dove",2004,-1.80050940534233,-2.41809468722207
"Mourning Dove",2005,-6.54795880809828,-4.74744940275595
"Mourning Dove",2006,-1.97722596098048,4.5707328471178
"Mourning Dove",2007,-2.83821957276186,-0.86099361178138
"Mourning Dove",2008,-3.4004481193906,-0.56222854662874
"Mourning Dove",2009,0.42679173247112,3.82723985186172
"Mourning Dove",2010,-2.54182731741198,-2.9686190498831
"Mourning Dove",2011,-1.73531111720858,0.8065162002034
"Mourning Dove",2012,-0.61713835125448,1.1181727659541
"Mourning Dove",2013,-2.62775519713262,-2.01061684587814
"Mourning Dove",2014,-2.50563593246605,0.12211926466657
"Mourning Dove",2015,-0.49622065849443,2.00941527397162
"Mourning Dove",2016,-1.84626344892221,-1.35004279042778
"Mourning Dove",2017,-3.7020840948669,-1.85582064594469
"Mourning Dove",2018,-1.50558347459666,2.19650062027024
"Mourning Dove",2019,1.30371779982009,2.80930127441675
"Mourning Dove",2020,-2.76584697986577,-4.06956477968586
"Mourning Dove",2021,-4.3479249492443,-1.58207796937853
"Mourning Dove",2022,-1.04049577701572,3.30742917222858
"Mourning Dove",2023,-0.30941017599819,0.73108560101753
"Mourning Dove",2024,-1.51921302024198,-1.20980284424379
"Northern Cardinal",1999,-1.74007795434022,0
"Northern Cardinal",2000,3.7074231825348,5.44750113687502
"Northern Cardinal",2001,3.1232816313423,-0.584141551192499
"Northern Cardinal",2002,0.553598572244431,-2.56968305909787
"Northern Cardinal",2003,1.10842493312879,0.554826360884359
"Northern Cardinal",2004,-4.09824768889981,-5.2066726220286
"Northern Cardinal",2005,-2.16819500930446,1.93005267959535
"Northern Cardinal",2006,-0.00440924227269868,2.16378576703176
"Northern Cardinal",2007,-4.09028124232625,-4.08587200005355
"Northern Cardinal",2008,-2.86391267535188,1.22636856697437
"Northern Cardinal",2009,-5.28056973496884,-2.41665705961696
"Northern Cardinal",2010,-0.64834641124931,4.63222332371953
"Northern Cardinal",2011,-3.28559811538906,-2.63725170413975
"Northern Cardinal",2012,-0.385353763440859,2.9002443519482
"Northern Cardinal",2013,-5.28518251791277,-4.89982875447191
"Northern Cardinal",2014,-1.43880387883248,3.84637863908029
"Northern Cardinal",2015,-1.76640237993809,-0.327598501105609
"Northern Cardinal",2016,-4.1877547474915,-2.42135236755341
"Northern Cardinal",2017,-1.60033603699984,2.58741871049166
"Northern Cardinal",2018,-3.59742458637298,-1.99708854937314
"Northern Cardinal",2019,-2.5985629605294,0.99886162584358
"Northern Cardinal",2020,-3.94125483870968,-1.34269187818028
"Northern Cardinal",2021,-1.83786996046853,2.10338487824115
"Northern Cardinal",2022,2.35657850980894,4.19444847027747
"Northern Cardinal",2023,-3.4825169210907,-5.83909543089964
"Northern Cardinal",2024,-3.37604838234752,0.10646853874318
"Northern Mockingbird",1999,0.47453648316665,0
"Northern Mockingbird",2000,0.49096830943347,0.0164318262668199
"Northern Mockingbird",2001,-0.23435109741744,-0.72531940685091
"Northern Mockingbird",2002,0.9518982018028,1.18624929922024
"Northern Mockingbird",2003,1.65611698105677,0.70421877925397
"Northern Mockingbird",2004,0.29644083769633,-1.35967614336044
"Northern Mockingbird",2005,-0.33517701415139,-0.63161785184772
"Northern Mockingbird",2006,-0.26186421207057,0.07331280208082
"Northern Mockingbird",2007,-0.30837985587019,-0.0465156437996199
"Northern Mockingbird",2008,-0.31189670909805,-0.00351685322786
"Northern Mockingbird",2009,-0.40383155389323,-0.0919348447951798
"Northern Mockingbird",2010,-0.38826150128189,0.01557005261134
"Northern Mockingbird",2011,0.59838720963699,0.98664871091888
"Northern Mockingbird",2012,-0.06946360669065,-0.66785081632764
"Northern Mockingbird",2013,-0.0965480519393298,-0.0270844452486798
"Northern Mockingbird",2014,-0.0584736650034701,0.0380743869358597
"Northern Mockingbird",2015,0.45523504956355,0.51370871456702
"Northern Mockingbird",2016,-0.15957327310371,-0.61480832266726
"Northern Mockingbird",2017,0.12417471703447,0.28374799013818
"Northern Mockingbird",2018,-0.32897463013065,-0.45314934716512
"Northern Mockingbird",2019,0.58651550468262,0.91549013481327
"Northern Mockingbird",2020,-0.3206526261586,-0.90716813084122
"Northern Mockingbird",2021,0.08731997094657,0.40797259710517
"Northern Mockingbird",2022,-0.16243399962065,-0.24975397056722
"Northern Mockingbird",2023,0.27428018774151,0.43671418736216
"Northern Mockingbird",2024,-0.777045021645022,-1.05132520938653
"Pine Warbler",1999,2.17050298441715,0
"Pine Warbler",2000,1.68676348711929,-0.48373949729786
"Pine Warbler",2001,2.67026139204695,0.98349790492766
"Pine Warbler",2002,4.32370477476845,1.6534433827215
"Pine Warbler",2003,1.23729677869557,-3.08640799607288
"Pine Warbler",2004,1.03507871276194,-0.20221806593363
"Pine Warbler",2005,2.05565736353605,1.02057865077411
"Pine Warbler",2006,0.51344871932827,-1.54220864420778
"Pine Warbler",2007,1.56326847346212,1.04981975413385
"Pine Warbler",2008,1.55247113197439,-0.01079734148773
"Pine Warbler",2009,1.0371777695979,-0.51529336237649
"Pine Warbler",2010,1.20714162314422,0.16996385354632
"Pine Warbler",2011,2.03346369926385,0.82632207611963
"Pine Warbler",2012,1.9506303202054,-0.0828333790584503
"Pine Warbler",2013,0.54038673813067,-1.41024358207473
"Pine Warbler",2014,1.4947072317262,0.95432049359553
"Pine Warbler",2015,1.52454643417182,0.0298392024456198
"Pine Warbler",2016,0.79452495832656,-0.73002147584526
"Pine Warbler",2017,0.5523999687145,-0.24212498961206
"Pine Warbler",2018,0.63519184936927,0.08279188065477
"Pine Warbler",2019,-1.17155238252777,-1.80674423189704
"Pine Warbler",2020,-0.23818664850136,0.93336573402641
"Pine Warbler",2021,2.6528484520587,2.89103510056006
"Pine Warbler",2022,1.70443930211203,-0.94840914994667
"Pine Warbler",2023,1.93487337903456,0.23043407692253
"Pine Warbler",2024,1.69999215254741,-0.23488122648715
"Red-bellied Woodpecker",1999,-1.06930883793519,0
"Red-bellied Woodpecker",2000,-0.55726075055343,0.51204808738176
"Red-bellied Woodpecker",2001,-1.39107939001479,-0.83381863946136
"Red-bellied Woodpecker",2002,-0.93719995735091,0.45387943266388
"Red-bellied Woodpecker",2003,0.4476223103665,1.38482226771741
"Red-bellied Woodpecker",2004,-0.94399141161327,-1.39161372197977
"Red-bellied Woodpecker",2005,-2.0933549113871,-1.14936349977383
"Red-bellied Woodpecker",2006,-2.66549683765257,-0.57214192626547
"Red-bellied Woodpecker",2007,-0.26821891900627,2.3972779186463
"Red-bellied Woodpecker",2008,-0.764520174442,-0.49630125543573
"Red-bellied Woodpecker",2009,-2.21522863643635,-1.45070846199435
"Red-bellied Woodpecker",2010,-1.83828785265158,0.37694078378477
"Red-bellied Woodpecker",2011,-2.39867856781396,-0.56039071516238
"Red-bellied Woodpecker",2012,-1.95786166829752,0.440816899516441
"Red-bellied Woodpecker",2013,-3.29108299372036,-1.33322132542284
"Red-bellied Woodpecker",2014,-1.5103113763054,1.78077161741496
"Red-bellied Woodpecker",2015,-1.57514432803891,-0.0648329517335102
"Red-bellied Woodpecker",2016,-2.29267806588341,-0.7175337378445
"Red-bellied Woodpecker",2017,-1.39856516596782,0.89411289991559
"Red-bellied Woodpecker",2018,-3.59074507196154,-2.19217990599372
"Red-bellied Woodpecker",2019,-2.16943608815427,1.42130898380727
"Red-bellied Woodpecker",2020,-2.72794223602484,-0.55850614787057
"Red-bellied Woodpecker",2021,-1.28056042392318,1.44738181210166
"Red-bellied Woodpecker",2022,-2.98206846201362,-1.70150803809044
"Red-bellied Woodpecker",2023,-1.50118390901788,1.48088455299574
"Red-bellied Woodpecker",2024,-2.55603216711198,-1.0548482580941
"Red-headed Woodpecker",1999,-0.232711153617275,0
"Red-headed Woodpecker",2000,-0.958615620302925,-0.72590446668565
"Red-headed Woodpecker",2001,-0.946179115741668,0.0124365045612571
"Red-headed Woodpecker",2002,0.217052841252449,1.16323195699412
"Red-headed Woodpecker",2003,-0.165593944397293,-0.382646785649742
"Red-headed Woodpecker",2004,-0.027145481205012,0.138448463192281
"Red-headed Woodpecker",2005,-0.186227333811643,-0.159081852606631
"Red-headed Woodpecker",2006,-0.76111905405119,-0.574891720239547
"Red-headed Woodpecker",2007,-0.309542130586611,0.451576923464579
"Red-headed Woodpecker",2008,-0.275661921949019,0.033880208637592
"Red-headed Woodpecker",2009,-0.560140650268131,-0.284478728319112
"Red-headed Woodpecker",2010,-0.401377783630683,0.158762866637448
"Red-headed Woodpecker",2011,-0.383460067100142,0.0179177165305409
"Red-headed Woodpecker",2012,-0.759811702062399,-0.376351634962257
"Red-headed Woodpecker",2013,-1.21716578651477,-0.457354084452376
"Red-headed Woodpecker",2014,-0.394992222343647,0.822173564171128
"Red-headed Woodpecker",2015,-0.039654936095196,0.355337286248451
"Red-headed Woodpecker",2016,-0.235157499608706,-0.19550256351351
"Red-headed Woodpecker",2017,-0.409508612418365,-0.174351112809659
"Red-headed Woodpecker",2018,-1.57053177225469,-1.16102315983632
"Red-headed Woodpecker",2019,-0.747502946607685,0.823028825647005
"Red-headed Woodpecker",2020,-0.489555555555556,0.257947391052129
"Red-headed Woodpecker",2021,-0.0876440243434169,0.401911531212139
"Red-headed Woodpecker",2022,-0.836750646974055,-0.749106622630638
"Red-headed Woodpecker",2023,-0.066207109140583,0.770543537833472
"Red-headed Woodpecker",2024,-1.24832114163953,-1.18211403249894
"Red-winged Blackbird",1999,-22.0961294815343,0
"Red-winged Blackbird",2000,-16.5312815624677,5.56484791906654
"Red-winged Blackbird",2001,-20.595074198312,-4.06379263584424
"Red-winged Blackbird",2002,-7.87733275058275,12.7177414477292
"Red-winged Blackbird",2003,-37.2923465828596,-29.4150138322769
"Red-winged Blackbird",2004,-10.1862608254289,27.1060857574308
"Red-winged Blackbird",2005,-31.1011979619332,-20.9149371365043
"Red-winged Blackbird",2006,-35.3845163701626,-4.28331840822947
"Red-winged Blackbird",2007,-17.2037382180573,18.1807781521054
"Red-winged Blackbird",2008,-14.9133922443753,2.29034597368191
"Red-winged Blackbird",2009,-3.09400796904311,11.8193842753322
"Red-winged Blackbird",2010,-14.5075076201526,-11.4134996511095
"Red-winged Blackbird",2011,-18.6334442879672,-4.12593666781459
"Red-winged Blackbird",2012,-24.9177976395212,-6.28435335155393
"Red-winged Blackbird",2013,-16.6498037018628,8.26799393765839
"Red-winged Blackbird",2014,-19.6693616559625,-3.01955795409974
"Red-winged Blackbird",2015,-23.6411985376124,-3.97183688164986
"Red-winged Blackbird",2016,-44.7378448936355,-21.0966463560232
"Red-winged Blackbird",2017,-30.4045250669387,14.3333198266968
"Red-winged Blackbird",2018,-33.1448650125853,-2.74033994564661
"Red-winged Blackbird",2019,-9.30438333876131,23.840481673824
"Red-winged Blackbird",2020,-22.5983953020134,-13.2940119632521
"Red-winged Blackbird",2021,-21.7740028789455,0.824392423067881
"Red-winged Blackbird",2022,-34.8813566634083,-13.1073537844627
"Red-winged Blackbird",2023,-61.5505217411682,-26.66916507776
"Red-winged Blackbird",2024,-17.586193289425,43.9643284517432
"Ring-billed Gull",1999,-25.0005671446812,0
"Ring-billed Gull",2000,-99.6455162383536,-74.6449490936725
"Ring-billed Gull",2001,-25.5361076628729,74.1094085754807
"Ring-billed Gull",2002,-106.927326588212,-81.3912189253395
"Ring-billed Gull",2003,-35.0404645300487,71.8868620581637
"Ring-billed Gull",2004,-105.508573136212,-70.4681086061637
"Ring-billed Gull",2005,-129.874897496088,-24.3663243598752
"Ring-billed Gull",2006,-101.178212315753,28.6966851803343
"Ring-billed Gull",2007,-21.270478770689,79.9077335450644
"Ring-billed Gull",2008,-289.479509733044,-268.209030962355
"Ring-billed Gull",2009,-397.123947085295,-107.644437352251
"Ring-billed Gull",2010,-520.854467168836,-123.73052008354
"Ring-billed Gull",2011,-449.257381733495,71.5970854353402
"Ring-billed Gull",2012,-347.228507586107,102.028874147389
"Ring-billed Gull",2013,-365.270562716378,-18.0420551302715
"Ring-billed Gull",2014,-381.403007148625,-16.1324444322469
"Ring-billed Gull",2015,-47.9307638600538,333.472243288571
"Ring-billed Gull",2016,-429.113220363351,-381.182456503297
"Ring-billed Gull",2017,-366.296929430015,62.8162909333364
"Ring-billed Gull",2018,-140.302134050179,225.994795379835
"Ring-billed Gull",2019,-176.796642563517,-36.4945085133378
"Ring-billed Gull",2020,-132.950810436635,43.8458321268823
"Ring-billed Gull",2021,-107.164599185164,25.7862112514703
"Ring-billed Gull",2022,-386.946414049587,-279.781814864422
"Ring-billed Gull",2023,-103.945252442159,283.001161607427
"Ring-billed Gull",2024,-214.71328551635,-110.76803307419
"Tufted Titmouse",1999,-1.20450854964485,0
"Tufted Titmouse",2000,-0.00532804471089943,1.19918050493395
"Tufted Titmouse",2001,-0.89167526362026,-0.886347218909361
"Tufted Titmouse",2002,0.491390125758801,1.38306538937906
"Tufted Titmouse",2003,-0.22602925230109,-0.71741937805989
"Tufted Titmouse",2004,-4.28339023005248,-4.05736097775139
"Tufted Titmouse",2005,-2.98671597663143,1.29667425342105
"Tufted Titmouse",2006,-3.10660757792669,-0.119891601295261
"Tufted Titmouse",2007,-2.09362401283003,1.01298356509666
"Tufted Titmouse",2008,-1.48439385171918,0.609230161110851
"Tufted Titmouse",2009,-2.99201824769433,-1.50762439597515
"Tufted Titmouse",2010,-3.68330354808591,-0.69128530039158
"Tufted Titmouse",2011,-4.74988542274926,-1.06658187466335
"Tufted Titmouse",2012,-3.94233793328671,0.80754748946255
"Tufted Titmouse",2013,-6.45317518497558,-2.51083725168887
"Tufted Titmouse",2014,-3.07201067873973,3.38116450623585
"Tufted Titmouse",2015,-1.88489229232882,1.18711838641091
"Tufted Titmouse",2016,-2.85950662991973,-0.97461433759091
"Tufted Titmouse",2017,-2.78522000518342,0.0742866247363096
"Tufted Titmouse",2018,-1.77126717297282,1.0139528322106
"Tufted Titmouse",2019,-3.74438622396971,-1.97311905099689
"Tufted Titmouse",2020,-4.45544444444444,-0.71105822047473
"Tufted Titmouse",2021,-3.53108148807714,0.9243629563673
"Tufted Titmouse",2022,-1.89000752482572,1.64107396325142
"Tufted Titmouse",2023,-2.82623850299226,-0.93623097816654
"Tufted Titmouse",2024,-3.84661071328041,-1.02037221028815
"White-breasted Nuthatch",1999,-1.17027420456559,0
"White-breasted Nuthatch",2000,-0.773498723053917,0.396775481511675
"White-breasted Nuthatch",2001,-1.03464534658026,-0.261146623526345
"White-breasted Nuthatch",2002,-0.630064615764708,0.404580730815554
"White-breasted Nuthatch",2003,-0.616078456965378,0.0139861587993302
"White-breasted Nuthatch",2004,-1.15488865838141,-0.538810201416027
"White-breasted Nuthatch",2005,-1.2794299998935,-0.124541341512095
"White-breasted Nuthatch",2006,-1.05593135543921,0.223498644454291
"White-breasted Nuthatch",2007,-0.714399055623543,0.341532299815666
"White-breasted Nuthatch",2008,-0.854787925775322,-0.140388870151779
"White-breasted Nuthatch",2009,-1.34772095113637,-0.49293302536105
"White-breasted Nuthatch",2010,-0.714757237094642,0.63296371404173
"White-breasted Nuthatch",2011,-1.4443929727016,-0.729635735606961
"White-breasted Nuthatch",2012,-1.06498737929989,0.379405593401713
"White-breasted Nuthatch",2013,-1.08335066418171,-0.0183632848818238
"White-breasted Nuthatch",2014,-1.25241554287599,-0.169064878694277
"White-breasted Nuthatch",2015,-1.27784135645642,-0.0254258135804319
"White-breasted Nuthatch",2016,-1.43520718647628,-0.157365830019855
"White-breasted Nuthatch",2017,-1.08854554798448,0.346661638491795
"White-breasted Nuthatch",2018,-1.71186978436974,-0.623324236385258
"White-breasted Nuthatch",2019,-1.2951999830471,0.416669801322639
"White-breasted Nuthatch",2020,-1.1677260915868,0.127473891460307
"White-breasted Nuthatch",2021,-1.26234891609283,-0.0946228245060388
"White-breasted Nuthatch",2022,-1.72441788548926,-0.462068969396429
"White-breasted Nuthatch",2023,-1.01025079080394,0.714167094685323
"White-breasted Nuthatch",2024,-2.22860815414754,-1.21835736334361
