"year","common_name","count"
1999,"Chipping Sparrow",12
1999,"Common Grackle",14
1999,"Common Yellowthroat",7
1999,"Downy Woodpecker",3
1999,"Eastern Bluebird",3
1999,"Eastern Meadowlark",1
1999,"Eastern Towhee",2
1999,"European Starling",1
1999,"Field Sparrow",2
1999,"House Finch",2
1999,"Killdeer",1
1999,"Mourning Dove",12
1999,"Northern Cardinal",31
1999,"Northern Mockingbird",5
1999,"Pine Warbler",5
1999,"Red-bellied Woodpecker",11
1999,"Red-shouldered Hawk",2
1999,"Red-winged Blackbird",5
1999,"Tufted Titmouse",9
1999,"Turkey Vulture",1
1999,"White-breasted Nuthatch",3
1999,"American Crow",22
1999,"American Goldfinch",3
1999,"American Robin",4
1999,"Blue Jay",12
1999,"Blue-gray Gnatcatcher",9
1999,"Brown Thrasher",2
1999,"Brown-headed Cowbird",2
1999,"Brown-headed Nuthatch",1
1999,"Canada Goose",19
1999,"Carolina Chickadee",6
1999,"Carolina Wren",25
1999,"Chipping Sparrow",10
1999,"Common Grackle",15
1999,"Common Yellowthroat",3
1999,"Downy Woodpecker",4
1999,"Eastern Bluebird",10
1999,"Eastern Meadowlark",4
1999,"Eastern Towhee",1
1999,"European Starling",26
1999,"Field Sparrow",3
1999,"Gray Catbird",1
1999,"Great Blue Heron",1
1999,"House Finch",4
1999,"House Sparrow",2
1999,"Killdeer",2
1999,"Mourning Dove",27
1999,"Northern Cardinal",23
1999,"Northern Mockingbird",7
1999,"Pine Warbler",16
1999,"Red-bellied Woodpecker",9
1999,"Red-shouldered Hawk",2
1999,"Red-winged Blackbird",5
1999,"Tufted Titmouse",16
1999,"American Crow",38
1999,"American Goldfinch",13
1999,"American Robin",3
1999,"Blue Jay",6
1999,"Brown Thrasher",1
1999,"Canada Goose",8
1999,"Carolina Chickadee",19
1999,"Carolina Wren",18
1999,"Chipping Sparrow",2
1999,"Common Grackle",40
1999,"Downy Woodpecker",1
1999,"Eastern Bluebird",11
1999,"Eastern Meadowlark",6
1999,"Eastern Phoebe",13
1999,"Eastern Towhee",8
1999,"European Starling",21
1999,"Field Sparrow",2
1999,"Gray Catbird",2
1999,"House Finch",1
1999,"Mourning Dove",16
1999,"Northern Cardinal",43
1999,"Northern Mockingbird",9
1999,"Pine Warbler",10
1999,"Red-bellied Woodpecker",6
1999,"Red-shouldered Hawk",2
1999,"Red-winged Blackbird",4
1999,"Tufted Titmouse",25
1999,"White-breasted Nuthatch",2
1999,"American Crow",17
1999,"American Goldfinch",6
1999,"American Robin",22
1999,"Blue Jay",1
1999,"Blue-gray Gnatcatcher",5
1999,"Brown Thrasher",1
1999,"Brown-headed Cowbird",1
1999,"Brown-headed Nuthatch",3
1999,"Canada Goose",4
1999,"Carolina Chickadee",7
1999,"Carolina Wren",18
1999,"Chipping Sparrow",6
1999,"Common Grackle",18
1999,"Common Yellowthroat",1
1999,"Downy Woodpecker",1
1999,"Eastern Bluebird",1
1999,"Eastern Meadowlark",1
1999,"Eastern Towhee",13
1999,"European Starling",36
1999,"Field Sparrow",1
1999,"Fish Crow",2
1999,"Gray Catbird",8
1999,"House Finch",5
1999,"Mourning Dove",7
1999,"Northern Cardinal",48
1999,"Northern Mockingbird",8
1999,"Pine Warbler",16
1999,"Red-bellied Woodpecker",7
1999,"Red-winged Blackbird",5
1999,"Tufted Titmouse",13
2000,"American Crow",27
2000,"American Goldfinch",2
2000,"Blue Jay",1
2000,"Blue-gray Gnatcatcher",6
2000,"Brown Thrasher",4
2000,"Brown-headed Cowbird",1
2000,"Carolina Chickadee",8
2000,"Carolina Wren",3
2000,"Eastern Bluebird",9
2000,"Eastern Towhee",4
2000,"European Starling",5
2000,"House Finch",1
2000,"Killdeer",3
2000,"Mourning Dove",10
2000,"Northern Cardinal",32
2000,"Northern Mockingbird",3
2000,"Pileated Woodpecker",2
2000,"Pine Warbler",14
2000,"Red-bellied Woodpecker",6
2000,"Tufted Titmouse",13
2000,"American Crow",16
2000,"American Goldfinch",7
2000,"American Robin",13
2000,"Blue Jay",3
2000,"Blue-gray Gnatcatcher",18
2000,"Brown Thrasher",2
2000,"Brown-headed Cowbird",6
2000,"Carolina Chickadee",13
2000,"Carolina Wren",10
2000,"Chipping Sparrow",12
2000,"Common Grackle",4
2000,"Common Yellowthroat",1
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",1
2000,"Eastern Towhee",3
2000,"European Starling",10
2000,"Great Blue Heron",1
2000,"Mourning Dove",24
2000,"Northern Cardinal",26
2000,"Northern Mockingbird",1
2000,"Pine Warbler",17
2000,"Red-bellied Woodpecker",6
2000,"Tufted Titmouse",18
2000,"American Crow",16
2000,"American Goldfinch",2
2000,"American Robin",8
2000,"Blue Jay",3
2000,"Blue-gray Gnatcatcher",5
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",2
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",10
2000,"Carolina Wren",20
2000,"Chipping Sparrow",6
2000,"Common Grackle",19
2000,"Common Yellowthroat",2
2000,"Downy Woodpecker",1
2000,"Eastern Bluebird",7
2000,"Eastern Meadowlark",4
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",2
2000,"European Starling",2
2000,"Gray Catbird",1
2000,"Killdeer",2
2000,"Mourning Dove",4
2000,"Northern Bobwhite",3
2000,"Northern Cardinal",14
2000,"Northern Mockingbird",4
2000,"Pine Warbler",13
2000,"Red-bellied Woodpecker",3
2000,"Tufted Titmouse",25
2000,"White-breasted Nuthatch",1
2000,"American Crow",30
2000,"American Goldfinch",5
2000,"Blue Jay",5
2000,"Blue-gray Gnatcatcher",7
2000,"Brown Thrasher",1
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",6
2000,"Carolina Wren",20
2000,"Chipping Sparrow",14
2000,"Common Grackle",6
2000,"Common Yellowthroat",2
2000,"Downy Woodpecker",7
2000,"Eastern Bluebird",9
2000,"Eastern Meadowlark",4
2000,"Eastern Phoebe",2
2000,"Eastern Towhee",6
2000,"Field Sparrow",1
2000,"House Sparrow",6
2000,"Mourning Dove",15
2000,"Northern Bobwhite",4
2000,"Northern Cardinal",18
2000,"Northern Mockingbird",4
2000,"Pine Warbler",8
2000,"Red-bellied Woodpecker",3
2000,"Red-winged Blackbird",1
2000,"Tufted Titmouse",17
2000,"White-breasted Nuthatch",3
2000,"American Crow",27
2000,"American Goldfinch",1
2000,"American Robin",4
2000,"Blue Jay",1
2000,"Blue-gray Gnatcatcher",6
2000,"Brown Thrasher",4
2000,"Brown-headed Cowbird",4
2000,"Carolina Chickadee",4
2000,"Carolina Wren",8
2000,"Chipping Sparrow",10
2000,"Common Grackle",2
2000,"Common Yellowthroat",3
2000,"Downy Woodpecker",7
2000,"Eastern Bluebird",15
2000,"Eastern Meadowlark",6
2000,"Eastern Towhee",3
2000,"European Starling",16
2000,"Field Sparrow",2
2000,"House Finch",7
2000,"Mourning Dove",8
2000,"Northern Cardinal",21
2000,"Northern Mockingbird",5
2000,"Pine Warbler",2
2000,"Red-bellied Woodpecker",3
2000,"Red-winged Blackbird",1
2000,"Tufted Titmouse",10
2000,"Turkey Vulture",1
2000,"White-breasted Nuthatch",1
2000,"American Crow",53
2000,"American Goldfinch",3
2000,"American Robin",8
2000,"Blue Jay",1
2000,"Blue-gray Gnatcatcher",2
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",2
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",3
2000,"Carolina Wren",5
2000,"Chipping Sparrow",12
2000,"Common Grackle",30
2000,"Downy Woodpecker",4
2000,"Eastern Bluebird",8
2000,"Eastern Meadowlark",6
2000,"Eastern Towhee",3
2000,"European Starling",11
2000,"Killdeer",2
2000,"Mourning Dove",21
2000,"Northern Cardinal",32
2000,"Northern Mockingbird",16
2000,"Pine Warbler",3
2000,"Red-bellied Woodpecker",6
2000,"Red-winged Blackbird",7
2000,"Tufted Titmouse",13
2000,"White-breasted Nuthatch",2
2000,"American Crow",33
2000,"American Goldfinch",5
2000,"Blue Jay",6
2000,"Blue-gray Gnatcatcher",15
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",1
2000,"Carolina Chickadee",10
2000,"Carolina Wren",13
2000,"Chipping Sparrow",4
2000,"Common Grackle",1
2000,"Common Yellowthroat",6
2000,"Downy Woodpecker",6
2000,"Eastern Bluebird",5
2000,"Eastern Meadowlark",4
2000,"Eastern Towhee",7
2000,"European Starling",2
2000,"Field Sparrow",1
2000,"Gray Catbird",1
2000,"Mourning Dove",31
2000,"Northern Bobwhite",2
2000,"Northern Cardinal",21
2000,"Northern Mockingbird",1
2000,"Pileated Woodpecker",1
2000,"Pine Warbler",10
2000,"Red-bellied Woodpecker",11
2000,"Red-shouldered Hawk",1
2000,"Tufted Titmouse",9
2000,"White-breasted Nuthatch",1
2000,"American Crow",33
2000,"American Goldfinch",10
2000,"American Robin",2
2000,"Blue Jay",6
2000,"Blue-gray Gnatcatcher",8
2000,"Brown-headed Cowbird",1
2000,"Carolina Chickadee",7
2000,"Carolina Wren",4
2000,"Chipping Sparrow",9
2000,"Common Grackle",7
2000,"Common Yellowthroat",1
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",13
2000,"Eastern Meadowlark",9
2000,"Eastern Phoebe",4
2000,"Eastern Towhee",6
2000,"Fish Crow",1
2000,"Killdeer",1
2000,"Mourning Dove",22
2000,"Northern Bobwhite",1
2000,"Northern Cardinal",32
2000,"Northern Mockingbird",7
2000,"Pine Warbler",2
2000,"Red-bellied Woodpecker",6
2000,"Tufted Titmouse",12
2000,"American Crow",21
2000,"American Goldfinch",2
2000,"American Robin",2
2000,"Blue Jay",11
2000,"Blue-gray Gnatcatcher",8
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",3
2000,"Carolina Chickadee",12
2000,"Carolina Wren",14
2000,"Chipping Sparrow",8
2000,"Common Grackle",1
2000,"Downy Woodpecker",4
2000,"Eastern Bluebird",6
2000,"Eastern Towhee",3
2000,"Fish Crow",2
2000,"Great Blue Heron",1
2000,"House Finch",7
2000,"Killdeer",3
2000,"Mourning Dove",13
2000,"Northern Cardinal",30
2000,"Northern Mockingbird",1
2000,"Pine Warbler",11
2000,"Red-bellied Woodpecker",9
2000,"Red-winged Blackbird",2
2000,"Tufted Titmouse",7
2000,"White-breasted Nuthatch",4
2000,"American Crow",12
2000,"American Goldfinch",8
2000,"American Robin",6
2000,"Blue Jay",2
2000,"Blue-gray Gnatcatcher",21
2000,"Brown Thrasher",2
2000,"Brown-headed Cowbird",2
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",8
2000,"Carolina Wren",4
2000,"Chipping Sparrow",7
2000,"Common Grackle",24
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",9
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",4
2000,"European Starling",47
2000,"Gray Catbird",2
2000,"Killdeer",3
2000,"Mourning Dove",11
2000,"Northern Bobwhite",2
2000,"Northern Cardinal",19
2000,"Northern Mockingbird",10
2000,"Pine Warbler",1
2000,"Tufted Titmouse",6
2000,"American Crow",33
2000,"American Robin",1
2000,"Blue-gray Gnatcatcher",14
2000,"Carolina Wren",4
2000,"Common Grackle",1
2000,"Common Yellowthroat",3
2000,"Eastern Bluebird",5
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",1
2000,"Field Sparrow",1
2000,"House Finch",2
2000,"Mourning Dove",18
2000,"Northern Bobwhite",3
2000,"Northern Cardinal",16
2000,"Northern Mockingbird",2
2000,"Pine Warbler",7
2000,"Red-bellied Woodpecker",3
2000,"Tufted Titmouse",15
2000,"American Crow",32
2000,"American Goldfinch",5
2000,"American Robin",5
2000,"Blue Jay",4
2000,"Blue-gray Gnatcatcher",2
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",5
2000,"Carolina Chickadee",1
2000,"Carolina Wren",11
2000,"Chipping Sparrow",11
2000,"Common Yellowthroat",1
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",12
2000,"Eastern Meadowlark",6
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",4
2000,"European Starling",59
2000,"Mourning Dove",14
2000,"Northern Bobwhite",1
2000,"Northern Cardinal",16
2000,"Northern Mockingbird",18
2000,"Pine Warbler",4
2000,"Red-bellied Woodpecker",7
2000,"Red-winged Blackbird",3
2000,"Song Sparrow",1
2000,"Tufted Titmouse",4
2000,"White-breasted Nuthatch",3
2000,"American Crow",29
2000,"American Goldfinch",4
2000,"American Robin",11
2000,"Blue Jay",8
2000,"Blue-gray Gnatcatcher",2
2000,"Carolina Chickadee",6
2000,"Carolina Wren",5
2000,"Chipping Sparrow",4
2000,"Downy Woodpecker",3
2000,"Eastern Bluebird",6
2000,"Eastern Meadowlark",5
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",10
2000,"European Starling",23
2000,"Field Sparrow",1
2000,"Great Blue Heron",2
2000,"House Sparrow",12
2000,"Mourning Dove",31
2000,"Northern Cardinal",39
2000,"Northern Mockingbird",19
2000,"Pine Warbler",4
2000,"Red-bellied Woodpecker",4
2000,"Song Sparrow",8
2000,"Tufted Titmouse",5
2000,"White-breasted Nuthatch",1
2000,"American Crow",27
2000,"American Goldfinch",10
2000,"American Robin",4
2000,"Blue-gray Gnatcatcher",13
2000,"Brown Thrasher",1
2000,"Brown-headed Cowbird",3
2000,"Brown-headed Nuthatch",1
2000,"Canada Goose",2
2000,"Carolina Chickadee",8
2000,"Carolina Wren",6
2000,"Chipping Sparrow",5
2000,"Common Grackle",14
2000,"Downy Woodpecker",1
2000,"Eastern Bluebird",6
2000,"Eastern Phoebe",3
2000,"Eastern Towhee",10
2000,"European Starling",2
2000,"House Finch",5
2000,"Mourning Dove",23
2000,"Northern Cardinal",9
2000,"Northern Mockingbird",4
2000,"Pine Warbler",9
2000,"Red-bellied Woodpecker",3
2000,"Tufted Titmouse",12
2000,"American Crow",33
2000,"American Goldfinch",6
2000,"American Robin",2
2000,"Blue Jay",5
2000,"Brown Thrasher",4
2000,"Canada Goose",23
2000,"Carolina Wren",4
2000,"Chipping Sparrow",10
2000,"Common Grackle",12
2000,"Common Yellowthroat",2
2000,"Eastern Bluebird",4
2000,"Eastern Meadowlark",3
2000,"Eastern Towhee",2
2000,"European Starling",8
2000,"Field Sparrow",1
2000,"Great Blue Heron",2
2000,"House Sparrow",1
2000,"Killdeer",6
2000,"Mourning Dove",17
2000,"Northern Bobwhite",1
2000,"Northern Cardinal",10
2000,"Northern Mockingbird",6
2000,"Pine Warbler",2
2000,"Red-bellied Woodpecker",2
2000,"Red-winged Blackbird",3
2000,"Tufted Titmouse",8
2000,"American Crow",21
2000,"American Goldfinch",8
2000,"Blue Jay",1
2000,"Blue-gray Gnatcatcher",1
2000,"Brown Thrasher",1
2000,"Brown-headed Cowbird",2
2000,"Carolina Chickadee",3
2000,"Carolina Wren",5
2000,"Chipping Sparrow",4
2000,"Common Grackle",9
2000,"Eastern Bluebird",6
2000,"Eastern Meadowlark",1
2000,"Eastern Towhee",1
2000,"European Starling",3
2000,"Field Sparrow",3
2000,"Great Blue Heron",1
2000,"Mourning Dove",19
2000,"Northern Bobwhite",2
2000,"Northern Cardinal",7
2000,"Northern Mockingbird",3
2000,"Pine Warbler",1
2000,"Red-bellied Woodpecker",7
2000,"Red-winged Blackbird",2
2000,"Tufted Titmouse",18
2000,"American Crow",23
2000,"American Goldfinch",5
2000,"American Robin",8
2000,"Blue Jay",4
2000,"Blue-gray Gnatcatcher",5
2000,"Brown-headed Cowbird",4
2000,"Canada Goose",9
2000,"Carolina Chickadee",9
2000,"Carolina Wren",9
2000,"Chipping Sparrow",7
2000,"Common Grackle",18
2000,"Common Yellowthroat",1
2000,"Eastern Bluebird",21
2000,"Eastern Meadowlark",11
2000,"Eastern Towhee",3
2000,"European Starling",12
2000,"Field Sparrow",1
2000,"House Finch",8
2000,"House Sparrow",7
2000,"Killdeer",1
2000,"Mourning Dove",12
2000,"Northern Bobwhite",2
2000,"Northern Cardinal",15
2000,"Northern Mockingbird",13
2000,"Pine Warbler",10
2000,"Red-bellied Woodpecker",7
2000,"Red-winged Blackbird",1
2000,"Tufted Titmouse",13
2000,"Turkey Vulture",2
2000,"White-breasted Nuthatch",1
2000,"American Crow",36
2000,"American Goldfinch",3
2000,"American Robin",4
2000,"Blue-gray Gnatcatcher",5
2000,"Brown Thrasher",2
2000,"Brown-headed Cowbird",3
2000,"Carolina Chickadee",4
2000,"Carolina Wren",16
2000,"Chipping Sparrow",1
2000,"Common Grackle",5
2000,"Common Yellowthroat",3
2000,"Downy Woodpecker",4
2000,"Eastern Bluebird",1
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",4
2000,"European Starling",8
2000,"Field Sparrow",1
2000,"Gray Catbird",3
2000,"Mourning Dove",7
2000,"Northern Bobwhite",1
2000,"Northern Cardinal",29
2000,"Northern Mockingbird",2
2000,"Pine Warbler",5
2000,"Red-bellied Woodpecker",4
2000,"Red-shouldered Hawk",1
2000,"Tufted Titmouse",7
2000,"White-breasted Nuthatch",1
2000,"American Crow",28
2000,"American Goldfinch",12
2000,"American Robin",3
2000,"Blue-gray Gnatcatcher",5
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",3
2000,"Canada Goose",111
2000,"Carolina Chickadee",3
2000,"Carolina Wren",12
2000,"Chipping Sparrow",14
2000,"Common Grackle",7
2000,"Common Yellowthroat",4
2000,"Downy Woodpecker",1
2000,"Eastern Bluebird",7
2000,"Eastern Meadowlark",6
2000,"Eastern Phoebe",2
2000,"Eastern Towhee",6
2000,"European Starling",8
2000,"Field Sparrow",2
2000,"House Sparrow",3
2000,"Killdeer",1
2000,"Mourning Dove",26
2000,"Northern Bobwhite",2
2000,"Northern Cardinal",21
2000,"Northern Mockingbird",3
2000,"Pine Warbler",5
2000,"Red-bellied Woodpecker",2
2000,"Red-winged Blackbird",4
2000,"Tufted Titmouse",13
2000,"American Crow",29
2000,"American Goldfinch",13
2000,"American Robin",3
2000,"Blue Jay",3
2000,"Blue-gray Gnatcatcher",7
2000,"Brown Thrasher",3
2000,"Brown-headed Cowbird",2
2000,"Carolina Chickadee",4
2000,"Carolina Wren",3
2000,"Chipping Sparrow",15
2000,"Common Grackle",8
2000,"Eastern Bluebird",11
2000,"Eastern Meadowlark",1
2000,"Eastern Towhee",6
2000,"European Starling",3
2000,"Gray Catbird",3
2000,"House Finch",4
2000,"Killdeer",1
2000,"Mourning Dove",11
2000,"Northern Cardinal",38
2000,"Northern Mockingbird",4
2000,"Pine Warbler",8
2000,"Red-bellied Woodpecker",2
2000,"Tufted Titmouse",11
2000,"Turkey Vulture",9
2000,"White-breasted Nuthatch",1
2000,"American Crow",25
2000,"American Robin",9
2000,"Blue Jay",4
2000,"Blue-gray Gnatcatcher",1
2000,"Brown Thrasher",3
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",6
2000,"Carolina Wren",10
2000,"Chipping Sparrow",19
2000,"Common Grackle",12
2000,"Common Yellowthroat",4
2000,"Eastern Bluebird",10
2000,"Eastern Meadowlark",5
2000,"Eastern Towhee",4
2000,"European Starling",7
2000,"Field Sparrow",1
2000,"House Finch",4
2000,"House Sparrow",2
2000,"Killdeer",5
2000,"Mourning Dove",12
2000,"Northern Cardinal",17
2000,"Northern Mockingbird",14
2000,"Pine Warbler",5
2000,"Red-bellied Woodpecker",4
2000,"Red-winged Blackbird",8
2000,"Tufted Titmouse",18
2000,"American Crow",13
2000,"American Robin",10
2000,"Blue Jay",3
2000,"Blue-gray Gnatcatcher",1
2000,"Brown-headed Cowbird",1
2000,"Carolina Chickadee",4
2000,"Carolina Wren",7
2000,"Chipping Sparrow",7
2000,"Common Grackle",6
2000,"Eastern Bluebird",6
2000,"Eastern Meadowlark",1
2000,"Eastern Towhee",2
2000,"European Starling",4
2000,"Field Sparrow",3
2000,"House Finch",2
2000,"Mourning Dove",12
2000,"Northern Cardinal",12
2000,"Northern Mockingbird",2
2000,"Pine Warbler",2
2000,"Red-bellied Woodpecker",5
2000,"Tufted Titmouse",14
2000,"White-breasted Nuthatch",1
2000,"American Crow",18
2000,"American Goldfinch",6
2000,"Blue-gray Gnatcatcher",2
2000,"Brown-headed Nuthatch",2
2000,"Carolina Chickadee",12
2000,"Carolina Wren",10
2000,"Common Grackle",7
2000,"Common Yellowthroat",1
2000,"Downy Woodpecker",1
2000,"Eastern Bluebird",2
2000,"Eastern Meadowlark",2
2000,"Eastern Phoebe",1
2000,"Eastern Towhee",4
2000,"Fish Crow",4
2000,"Great Blue Heron",1
2000,"House Sparrow",1
2000,"Mourning Dove",6
2000,"Northern Cardinal",10
2000,"Northern Mockingbird",4
2000,"Pileated Woodpecker",3
2000,"Pine Warbler",12
2000,"Red-bellied Woodpecker",2
2000,"Tufted Titmouse",7
