"","Fish.Crow","Great.Crested.Flycatcher","Summer.Tanager","Brown.headed.Nuthatch","Chipping.Sparrow","White.eyed.Vireo","Northern.Parula","Yellow.throated.Warbler","N..Rough.winged.Swallow","Acadian.Flycatcher","Eastern.Wood.Pewee","Eastern.Phoebe","Brown.headed.Cowbird","Orchard.Oriole","Carolina.Wren","Prothonotary.Warbler","Prairie.Warbler","Hooded.Warbler","Ovenbird","Northern.Cardinal","Red.bellied.Woodpecker","Tufted.Titmouse","Downy.Woodpecker","White.breasted.Nuthatch","Common.Yellowthroat","American.Redstart","Black.thr.Blue.Warbler","Ring.billed.Gull","Yellow.rumped.Warbler","Blue.Jay","White.throated.Sparrow","Yellow.rumped..Myrtle..Warbler","Black.throated.Blue.Warbler","Black.and.white.Warbler","Gray.Catbird","Purple.Martin","Barn.Swallow","Cliff.Swallow","Cedar.Waxwing","House.Finch","American.Robin","Northern.Mockingbird","Blue.Grosbeak","Indigo.Bunting","Yellow.breasted.Chat","Eastern.Bluebird","American.Crow","Carolina.Chickadee","Pine.Warbler","European.Starling","House.Sparrow","Red.eyed.Vireo","Eastern.Kingbird","Scarlet.Tanager","Common.Grackle","Red.winged.Blackbird","Brown.Thrasher","Mourning.Dove","Blue.gray.Gnatcatcher","Wood.Thrush","American.Goldfinch","Eastern.Towhee","Chimney.Swift","Bobolink","Ruby.throated.Hummingbird"
"Eastern.Wood.Pewee",0.538227823005632,0.679483918730399,0.706270153355188,0.636721315725783,0.652399712057917,0.514469289652474,0.253617856384045,0.603802473049633,0.416741947228165,0.640846746839262,1,0.253019619511214,0.439434725701969,0.610674477629535,0.297196344591623,0.1872297820967,0.506206530707057,0.605885719554608,0.391767012088919,0.563884184595754,0.562320074412823,0.693045985054663,0.45584930269115,0.338402212135664,0.308050112781741,0.226496804237755,0.259784394675015,0.0332265595903961,-0.0107931860683781,0.241998887984212,-0.149943968896477,-0.237820273413034,-0.271020969262868,0.129872835974695,0.18807686755941,-0.355693595757809,-0.10286942577872,0.0765210214774242,-0.0178715283433737,0.308481042553836,0.337335161288651,0.362889847589798,0.508135171012052,0.436499149097836,0.477965653260887,0.337990544840998,0.402046221050737,0.432629733558408,0.418827397233427,0.15449968392742,0.130648091841066,0.429630213038609,0.225121296302824,0.166784087852249,-0.0115448589895769,0.13434915655767,0.317772591358774,0.441978627447861,0.239373626400772,0.0925289109786953,0.13260667867311,0.265803260741936,0.129900752460041,-0.000599006435155858,0.424468763673349
"Eastern.Phoebe",0.297558105483156,0.483326654760668,0.377762274764985,0.561860138516638,0.529125127382555,0.0876989602438128,0.345100691181162,0.376086393151281,0.427897091436873,0.0378098473292892,0.253019619511214,1,0.59859027944924,0.504360608430713,0.43840239675046,0.438284293293219,0.363244677494606,0.32416323691509,0.408834577815015,0.423523381122272,0.338371757584814,0.384448872541612,0.213786142181541,0.202133237922836,0.414317136824453,0.486446147219837,0.401336541569365,-0.00349557062685853,0.263507926495702,0.163544822146591,-0.0298912872989092,-0.0168929984571285,0.154641510056061,0.156222019680746,0.159804513801584,0.23119528265845,0.38973930849741,0.0831194641347192,0.254794042977756,0.408820694302095,0.417211023343884,0.48119891428485,0.319493037405638,0.322939752844448,0.224553626760479,0.62688093323296,0.517493864306634,0.349646865148414,0.425666210113794,0.162709190834233,0.102380875211066,0.221212420736385,0.25788532214165,0.233223634057373,0.272781968057717,0.206172641131579,0.457819319347489,0.307230160322549,0.22119485775059,0.075893870954145,0.254781882002106,0.303890255701578,-0.0158268329034058,-0.112154987173015,0.204803586911473
"Brown.headed.Cowbird",0.386998518903307,0.631893670093977,0.658142355601052,0.594508179830466,0.709206479145975,0.0833225716135537,0.475764935670581,0.368770780456409,0.250628478519483,0.200078691449844,0.439434725701969,0.59859027944924,1,0.739887907553433,0.679834736915073,0.691491968691943,0.4707272666474,0.676926362824211,0.657220343146143,0.765250110654349,0.682190877314593,0.649824458904649,0.400139609977686,0.578390908660045,0.419351200959489,0.433777469978975,0.293870047784037,0.150571763075074,0.291760139311723,0.536655881710534,0.0896861488209069,0.0669828484634285,0.223574870921486,0.203107184362119,0.339404300548994,0.274273644212974,0.420571950140338,0.475115298965471,0.1701893558996,0.456350390443298,0.600920587499401,0.624211816059095,0.617615612202004,0.497016668666706,0.489182899452354,0.728753002362127,0.646221307776591,0.583980376870993,0.529707386618532,0.403807443057418,0.473634177106843,0.510920239964237,0.509536813117379,0.62151264520453,0.40910600927992,0.459911488771298,0.639565629581811,0.676854298764851,0.498686917634398,0.39486370160539,0.538195369277038,0.601820693042428,0.404143224965149,0.0673893590503131,0.571140175452048
"Orchard.Oriole",0.46745242832447,0.709001660359717,0.656050130654688,0.655846904079672,0.677463703954854,0.198977346399308,0.399831046096314,0.527078399262,0.177041828610835,0.224167343881253,0.610674477629535,0.504360608430713,0.739887907553433,1,0.589919419624691,0.552639522025451,0.623094520473147,0.600969602409822,0.54445126007052,0.755672766651404,0.693135443990449,0.694328672120088,0.519468058202407,0.45118398869096,0.455748746832553,0.322009709772385,0.224618159951896,0.0677140633495867,0.156088225150757,0.475282862064167,0.138041022661561,0.142403032317683,0.103000937225102,0.226382767098725,0.461809894145041,0.0471788578473861,0.250788764160377,0.25561458936014,0.314507382824536,0.514416373275006,0.553566088146808,0.649183441487638,0.667340253120419,0.56721231407017,0.496903706071667,0.698873102823512,0.654710481155669,0.638618599259869,0.618920642676152,0.417621737481323,0.410056393574449,0.527173600267253,0.500593226502155,0.530112292350973,0.333702395631083,0.487157461040055,0.562416534657295,0.575791400565621,0.448483833592538,0.30414108726598,0.427824235054745,0.506667970134963,0.193339802352356,0.0390088651079971,0.527122754347622
"Carolina.Wren",0.329702371009905,0.477160160079646,0.503195646102786,0.556532633768513,0.634747217667786,0.132181867231866,0.459877048457056,0.415256846975302,-0.0389991837064489,0.0764734585240929,0.297196344591623,0.43840239675046,0.679834736915073,0.589919419624691,1,0.655997954487775,0.607038725867976,0.512327037462089,0.645106933531144,0.764279991524503,0.626333598188949,0.55013236978339,0.386840815906601,0.470420245204093,0.54683784315849,0.501044883204592,0.404106693210103,0.123331846411167,0.507719153521224,0.580530321047728,0.314005989458844,0.328512722077153,0.224039795091376,0.339449000771633,0.430830903764319,0.0766756019207705,0.230179107947126,0.379345611165371,0.290647290484112,0.426817555234076,0.545666425975657,0.651571062556413,0.520672685821207,0.492289833016187,0.423677143835552,0.761750561828756,0.562903140530654,0.638602319167429,0.690213975824998,0.487871528521923,0.407573789984523,0.585389223273944,0.582247048238113,0.630256729348482,0.477865306956767,0.531367399998663,0.623381997284973,0.599029164504051,0.489443882380206,0.43993248855976,0.536792883390748,0.655938012475473,0.231847173585226,0.0926967641318588,0.492341484285546
"Prothonotary.Warbler",0.311307276472584,0.589819032208261,0.552885441546807,0.50744115681478,0.576831542523741,0.0399251282959496,0.544766954975982,0.440537884196289,0.212900402189194,0.0604691241854396,0.1872297820967,0.438284293293219,0.691491968691943,0.552639522025451,0.655997954487775,1,0.391359856117894,0.566793118205636,0.674264832187057,0.635907927592771,0.555033094856345,0.512235681988032,0.348903722420884,0.425004527747755,0.44664162083412,0.242390217642096,0.363250226760091,0.325330207624827,0.412304551766189,0.529636483985641,0.302810701414603,0.207031139689372,0.397963104682806,0.361965527809847,0.523454955468493,0.286357895737967,0.206846646349957,0.437637904292775,0.0645472067993644,0.23949926975134,0.368905680806622,0.523901076334112,0.255180269385285,0.245370623171724,0.197021173954957,0.538816988793351,0.535313857196397,0.448239677531971,0.434328977217349,0.143206646706943,0.217747354642198,0.400842017108682,0.414201856254545,0.523346726434316,0.323808602428337,0.297850066650433,0.383323070760685,0.411849295677855,0.46470865907524,0.275674573882492,0.496358977800436,0.539474179274316,0.216017861419669,-0.0384088866827849,0.428620792369553
"Prairie.Warbler",0.340364920753952,0.558321922400359,0.648829819003359,0.729593543071967,0.618139921230358,0.37790252003755,0.487705794211078,0.569970131044704,-0.0202073532422278,0.176199128601485,0.506206530707057,0.363244677494606,0.4707272666474,0.623094520473147,0.607038725867976,0.391359856117894,1,0.719050072346917,0.764139709122762,0.719008212906371,0.733282135445393,0.775512487072709,0.402678530221628,0.538940668252183,0.662795068679916,0.479522894352024,0.427518802242242,0.160475766130051,0.219931214208878,0.439288338252405,0.0748458125388989,0.0506063604651183,-0.0854713819309137,0.408910444580942,0.310916822938926,-0.00712586251867551,0.177409012757041,0.399769703814605,0.0551169590083051,0.544096849783306,0.553204999001791,0.649219726800074,0.686691514849324,0.745594023499583,0.747521976951259,0.715860710744264,0.686606726159535,0.696782537304572,0.798731643725662,0.482942095743028,0.43164023693508,0.721658229962663,0.611392476764371,0.533714913774515,0.487550632811068,0.497866322624601,0.631658531728513,0.67713719090403,0.614119347950826,0.501486787814425,0.476064909261023,0.644120262965395,0.227456057839458,-0.0215859516385597,0.329018854290692
"Hooded.Warbler",0.245397911395018,0.614463986305155,0.762284276853762,0.57308932631528,0.634307370526473,0.34078769405325,0.56143311457059,0.627908653936953,0.140789980983551,0.387672194059292,0.605885719554608,0.32416323691509,0.676926362824211,0.600969602409822,0.512327037462089,0.566793118205636,0.719050072346917,1,0.849322111173457,0.762227305641567,0.824285783602655,0.774735743694434,0.439827389023712,0.649178457169462,0.506498759208935,0.402650760875709,0.333415813345939,0.227843010004947,0.269269366455236,0.588064941833349,0.175342308324282,0.106862993704043,0.0543167596626453,0.383088867698853,0.324110094892031,0.0433609850555919,0.275961988823698,0.525142143859364,-0.0828795256390665,0.505225035629932,0.492449126039946,0.554112927809623,0.602267267884026,0.632041263050766,0.671093287632731,0.600286561836311,0.67385387927741,0.637823619989773,0.624462126943728,0.423963728540818,0.49206549495841,0.729543354738405,0.551480655262935,0.665260920492127,0.431910577218566,0.399201868637074,0.660580703835675,0.72339652164865,0.706283663586814,0.550830996414606,0.624854278478359,0.67167078553318,0.481138352211044,0.0646340529856908,0.537155205500181
"Ovenbird",0.178439352695441,0.504044363613346,0.633399842553244,0.640992959043435,0.589657815334512,0.208987970036416,0.56845501191506,0.49277098478942,0.0931628757870976,0.113549642705051,0.391767012088919,0.408834577815015,0.657220343146143,0.54445126007052,0.645106933531144,0.674264832187057,0.764139709122762,0.849322111173457,1,0.83814891568369,0.801572962434799,0.773282172241578,0.449494986158594,0.562216645988802,0.739049083085229,0.60350976618852,0.623866978635284,0.462988087830051,0.551586242820599,0.703930187273827,0.318690142490389,0.228342568485425,0.234421366934221,0.570958566267476,0.493229247089065,0.120297893666604,0.332495590762802,0.624632486748555,0.0378354333075324,0.49718292527667,0.583007156257295,0.641225955988167,0.508485778528424,0.603004604835711,0.57147518098309,0.705594891080961,0.790009946013201,0.745927860363862,0.765989854307269,0.441725002175246,0.479935569332588,0.711117902665347,0.704497732077977,0.741160569592081,0.597203469662147,0.525821494239351,0.713060074297722,0.700735441530736,0.763390970386913,0.638087426040557,0.713246564769643,0.830897094755162,0.343871162718205,0.0619152016280558,0.451300820641663
"Northern.Cardinal",0.361284124848095,0.600534103399848,0.698378075795996,0.694207822670893,0.666264370207396,0.208342161268553,0.497442545858014,0.400610516873465,0.00889502592302777,0.264869318534894,0.563884184595754,0.423523381122272,0.765250110654349,0.755672766651404,0.764279991524503,0.635907927592771,0.719008212906371,0.762227305641567,0.83814891568369,1,0.837382379136574,0.817173194933797,0.529103947472067,0.614502297543577,0.632576982784968,0.430347160866702,0.445072394238593,0.298249785779561,0.482587300667508,0.668729548684676,0.166838244679706,0.148983346259429,0.25491005831872,0.436831327771817,0.599672764659328,-0.0374572808596486,0.175041567912894,0.442917378979839,0.195334915167187,0.615177987188067,0.684124031044309,0.71475719574946,0.639607788554433,0.695281507075246,0.613038136155041,0.764075860595886,0.754076579078576,0.793790076127674,0.776280802266958,0.491242036001988,0.58683616691489,0.726832648057142,0.687131595764796,0.752245530358045,0.532696357221141,0.644302991787593,0.783942649358299,0.761495349329216,0.725882343321118,0.606789800608238,0.690789063480612,0.8474642612727,0.382481483155244,0.227828234471395,0.635069008121398
"Red.bellied.Woodpecker",0.232166875893753,0.664746158743533,0.696006912815783,0.72274863388446,0.522017898006941,0.287072911336943,0.622710110310233,0.507359841862486,-0.0536027316049116,0.335019140678627,0.562320074412823,0.338371757584814,0.682190877314593,0.693135443990449,0.626333598188949,0.555033094856345,0.733282135445393,0.824285783602655,0.801572962434799,0.837382379136574,1,0.841632320325815,0.676782517663056,0.789258181957687,0.640505125724046,0.513492742722858,0.441800268324809,0.243693890646486,0.245965527335622,0.645036111683599,0.16693845335464,0.219945184417924,0.24652259684718,0.430423616601675,0.484926808511645,-0.0154377181773585,0.219440887743162,0.339540833317399,0.288666586943522,0.54458295608948,0.731942536310814,0.697479028031098,0.664879526905937,0.693414224363668,0.643033111188664,0.728387589365356,0.689303850721289,0.784267395065277,0.669788924402621,0.511386310949569,0.547646292644547,0.791508343480993,0.660445828844062,0.778236188757553,0.491653954115989,0.594835265330452,0.718961382491165,0.758572291450884,0.748311798173184,0.63587179727162,0.690474661691161,0.747899219832424,0.591956552626207,0.296946204688921,0.557534791107364
"Tufted.Titmouse",0.262811533468229,0.658396114549847,0.626962983806096,0.725429847334269,0.610951810778114,0.253117695794074,0.393753880097568,0.473801303370987,0.196009581181291,0.276254445203255,0.693045985054663,0.384448872541612,0.649824458904649,0.694328672120088,0.55013236978339,0.512235681988032,0.775512487072709,0.774735743694434,0.773282172241578,0.817173194933797,0.841632320325815,1,0.557689471768901,0.67896324864986,0.57123266556646,0.494686201877648,0.333085070684377,0.157041835747856,0.141973973622075,0.560067884982738,-0.0227415709325062,-0.020019103399145,-0.00248643533144508,0.275135514303842,0.291361166071681,-0.0197112223949584,0.236745815214903,0.444834204321581,0.170131539227221,0.648699482625522,0.764122089628293,0.780175116683562,0.76258744501836,0.784913066318184,0.784642547856914,0.7474366850465,0.831942530278595,0.849370555616423,0.777406665630141,0.543125257373894,0.545691483402875,0.764169744967714,0.646139385920409,0.662240610692544,0.5028546972782,0.497046095300541,0.698261113436604,0.780460265953315,0.692588454833702,0.59382688029814,0.621800744385764,0.725324036001111,0.460128154012083,0.233500953021378,0.617355937025223
"Downy.Woodpecker",0.22396785204177,0.491793996314964,0.417673824454071,0.613029287856488,0.320937065128932,0.506323434965026,0.580930016093194,0.481556564575632,-0.00519242081111491,0.321121239457286,0.45584930269115,0.213786142181541,0.400139609977686,0.519468058202407,0.386840815906601,0.348903722420884,0.402678530221628,0.439827389023712,0.449494986158594,0.529103947472067,0.676782517663056,0.557689471768901,1,0.643024841850744,0.563220511166449,0.39531676264092,0.327223597310913,0.0225671219558998,0.23107947604029,0.291550556991346,0.00970890334974189,0.0440981024230103,0.238170185425612,0.419804651684565,0.587671579410519,-0.146357114655055,0.0487100528203868,-0.078636443310855,0.28674326193059,0.340741501680269,0.440282706299357,0.322601512487459,0.399739943703156,0.365365518845544,0.269789937483748,0.413267583400859,0.402724916360726,0.649295177988227,0.556646440388449,0.223576243711349,0.325111547078428,0.520360057207718,0.375951822458131,0.41072500663793,0.150200100684767,0.290212344201393,0.446700984536317,0.400567296695352,0.434341904647536,0.326118224027906,0.301763372542998,0.327504119754765,0.255437378145216,0.394189608254659,0.348662587646972
