"","Brown.headed.Cowbird","Eastern.Bluebird","Bonaparte.s.Gull","Eastern.Phoebe","Hermit.Thrush","House.Finch","Pine.Siskin","American.Goldfinch","Northern.Flicker..Yellow.shafted.","Swamp.Sparrow","Field.Sparrow","Song.Sparrow","House.Sparrow","Ring.necked.Duck","Cedar.Waxwing","Yellow.rumped.Warbler..Myrtle.","Red.winged.Blackbird","Rock.Pigeon..Feral.Pigeon.","European.Starling","Great.Blue.Heron..Blue.form.","Mourning.Dove","Eastern.Meadowlark","Herring.Gull","Carolina.Chickadee","Tufted.Titmouse","Brown.headed.Nuthatch","Northern.Mockingbird","Carolina.Wren","Chipping.Sparrow","Brown.Thrasher","Golden.crowned.Kinglet","Downy.Woodpecker","Pine.Warbler","Ruby.crowned.Kinglet","White.breasted.Nuthatch","Red.headed.Woodpecker","Blue.Jay","Red.bellied.Woodpecker","American.Crow","Ring.billed.Gull","White.throated.Sparrow","American.Robin","Yellow.bellied.Sapsucker","American.Pipit","Hooded.Merganser","Pied.billed.Grebe","Northern.Cardinal","Eastern.Towhee","Yellow.rumped.Warbler","Ruddy.Duck","Horned.Grebe","Bufflehead","Common.Grackle","American.Coot","Rusty.Blackbird","Dark.eyed.Junco..Slate.colored.","Fox.Sparrow"
"Field.Sparrow",0.047211952904823,0.406248866467021,0.403214167846949,0.488139963287641,0.227946103022236,0.51436254705891,0.548053343831102,0.552423904564373,0.454724952354426,0.495072742177695,1,0.638487305206192,0.50710481258325,0.357172541865526,0.116313640992631,0.320928129958972,-0.0700245669360874,0.0481261679556215,0.402812930294573,-0.0430665227697654,0.309676537408763,0.0771881840843816,0.24168314788727,0.310824024931519,0.1387047709053,0.216248350791169,0.211587950637381,0.138185510136639,0.263531449533037,-0.151596691356449,0.0555015627597498,0.263786655320714,0.164322187964965,0.0425905169277254,-0.087350869363187,-0.209907118904906,-0.106677405159545,-0.161047806859468,0.142626057544373,0.238481529063817,0.453776679449991,0.0236679145986713,-0.163272798648474,-0.333323323008209,-0.624320734238471,-0.354038275780784,-0.178938719762204,-0.275227833428201,-0.50545888572604,0.127231698338218,-0.126768816624821,0.0348732971085199,-0.228374426095021,-0.128583598856104,-0.00296899833314538,0.0624722500270876,-0.556253900630281
"Song.Sparrow",0.0672484872027476,0.264339219217033,0.335896852914397,0.218048084836623,0.100525523923079,0.370284863532843,0.499412759352978,0.539897553978293,0.43174277131547,0.572157503772077,0.638487305206192,1,0.34353020260047,0.443221436087527,0.217655799861704,0.44918380027119,0.462305930804501,0.0965841472468428,0.337792912583724,0.105955614722697,0.442205388646837,0.0597304263500518,0.259149239232209,0.271364293633222,0.120095697915351,0.15984526199481,-0.190814096723283,-0.00696839770127424,0.225262952571869,-0.393754275363367,-0.161590559112826,0.0574124117871343,-0.0117944681712103,-0.0323981155870605,0.0604367174529537,-0.0751733182737772,0.136331375800594,0.0350232656615794,0.244910186987169,0.105911261474118,0.529347236201538,0.236757104347682,0.0142659944471082,-0.078003966496696,-0.290674678644342,-0.334817668548488,-0.250269687846196,0.0797450240400419,-0.345363836542996,-0.288881531864181,-0.217623181738491,-0.131172040083074,-0.253424700539921,-0.36501593866749,0.0921707597885712,0.0845605566999703,-0.296794506658141
"House.Sparrow",-0.0387437183741399,0.240822705775141,0.422940614692997,0.344543685092804,0.0841909682241066,0.288329849221273,0.0332171503220646,0.00556950929583484,0.0516023437481056,0.0109343309378415,0.50710481258325,0.34353020260047,1,0.397146285871381,0.0989904109540088,0.11221210583828,0.132401792796255,0.273686352269931,0.123440765318385,-0.100798289702706,0.118332125433869,-0.147796745302191,0.385727178929852,0.587084133268074,0.379073361508622,0.650897823010527,0.347576017335803,0.392216138485131,0.329546833517388,-0.315017251632844,-0.108915203481469,0.216542050399568,-0.131713072485357,-0.139376490326376,0.255153346807727,-0.119754844803114,0.0581115043063665,0.229723594007611,0.0940035043372755,-0.105467252747506,0.160127583078407,0.0530781726435694,0.000164467347641591,-0.143596669659674,-0.48066797861715,-0.253430068844068,0.10056596883089,0.0785765127198681,0.0928955301736898,0.238841273998323,-0.209830334572003,-0.189044408017312,-0.376689953463229,-0.110292400922372,-0.052343230395552,-0.167226450466956,-0.424944766448986
"Ring.necked.Duck",0.0123608724656936,0.0190341872125343,0.110115185503115,0.1652767324446,0.0522020596423054,0.00343484401504459,-0.00615839853244835,0.17875349747894,0.301067914412048,0.05531819125752,0.357172541865526,0.443221436087527,0.397146285871381,1,0.345392964121315,0.384919240220896,0.351679718181438,0.121940749778573,-0.17560887950773,-0.157355904114983,0.231185018174017,0.193359595988343,0.0413578041864122,0.323822711100767,0.220054556604839,0.116648814727886,-0.134880653889566,0.0910129272354856,0.399784345031398,-0.291133447311504,-0.0241188045116563,0.39443179720819,0.213425244698889,0.24256749126226,-0.0372231699521101,0.32839280248645,0.0413235611509247,0.32362986978494,-0.298932728992081,-0.112425806683696,0.0164561675378771,-0.0817055915532827,-0.0612873732294356,-0.297855036018971,-0.468331635434402,-0.408436978489785,-0.202043343640633,0.107895103981007,0.0682589380259168,-0.234717496560585,-0.124898972410633,-0.00613425705224565,-0.265671388531787,-0.14027371566425,-0.340829977524399,-0.252575313541297,-0.495317742597426
"Cedar.Waxwing",0.207476470895477,-0.109963643771499,0.226439872894736,0.140824852612871,0.28000831843319,0.179354373548773,0.0961181376682984,0.237028385906842,0.248019081685836,0.056190141741295,0.116313640992631,0.217655799861704,0.0989904109540088,0.345392964121315,1,0.648091376459136,0.433692821897027,0.551022701498532,0.172051835568563,-0.030212518277499,0.25856258181042,0.19235809488569,-0.323823593930786,0.112582723719671,-0.0994584061300852,-0.330592070794958,-0.363014271243477,-0.0242265269657106,-0.041208289838443,-0.321264614720859,-0.227471655794308,-0.0258161048416298,-0.0696591696871749,-0.100775890344564,-0.52712660227465,-0.331376305312362,-0.333273978794901,-0.211141471217445,-0.258320855147025,-0.38055847403944,-0.211798379558021,0.374899252775858,-0.0765591851982644,-0.104599115720473,-0.194709636749384,-0.167130576246996,0.221628561751619,0.0674794607058676,-0.0554008786499129,-0.248950307640976,-0.320851402539523,0.0674226284146855,-0.223996841225761,-0.0325562844046496,-0.190705556323335,-0.102811892809017,-0.306955369593727
"Yellow.rumped.Warbler..Myrtle.",0.459239239473439,0.236050376651086,0.329659473672068,0.428558430833687,0.482820509869594,0.0597451872977283,0.0788237798233219,0.245762417122648,0.274661389578278,0.264558880366378,0.320928129958972,0.44918380027119,0.11221210583828,0.384919240220896,0.648091376459136,1,0.195330382608078,0.257572576311724,0.251519350060132,0.0551955306096283,0.436721501559968,0.0914861587702178,0.121135806777927,0.26748805540754,0.20448343899103,-0.128232292951211,-0.283256870409059,0.062458433884633,0.209398152938239,0.0222112923001518,-0.0370364663304233,0.0068068038805519,0.0254202417330329,0.162810525361231,-0.112722392765976,-0.221272696807224,-0.10334527190548,-0.0494515708883107,0.00671157397617944,0.157977256621415,0.308678552933382,0.477423418149751,0.265322347799055,-0.135694591572019,-0.0145647376720705,-0.21319123724996,0.0592260871315287,0.276674548799385,-0.029329182480825,-0.146316666424709,-0.00475440075784447,0.324234983028881,-0.191632863396612,-0.418457556932257,-0.205671329285653,0.00877724344699774,-0.310579153071903
"Red.winged.Blackbird",-0.158108121311145,-0.29249154078915,0.0888530072199746,-0.361431764716731,-0.0920430847031271,0.165551535194013,0.168575613550056,0.227063402483648,0.162675934706776,-0.0523727951169493,-0.0700245669360874,0.462305930804501,0.132401792796255,0.351679718181438,0.433692821897027,0.195330382608078,1,0.339161686370409,0.118473699789372,-0.101771676908895,0.166341938046257,0.239144240923375,-0.0236312554734907,0.147469829259294,-0.0416564757256405,0.0179197093666698,-0.339615996937746,-0.0569605889528945,-0.0275016319137684,-0.568721190834719,-0.132337160160449,-0.145766132018884,-0.235717958427663,-0.145302964760848,-0.217214248721786,-0.0729289357330647,0.146695447654363,0.0734085799350238,0.0758886247520242,-0.135298150014403,0.230315648161226,0.201884619551315,-0.126110183087159,-0.00442536404849592,-0.0768469416451,0.00758077207237105,-0.0754880925888632,0.0227465066678692,0.1465265223577,-0.512397589090048,-0.299424795353843,-0.382011169705237,-0.211309299325826,-0.0400325285578703,0.0117635155945384,0.0594078901087384,-0.084641974783969
"Rock.Pigeon..Feral.Pigeon.",0.104789424685636,-0.16325855009281,0.217595995898374,0.299725545617342,0.472954422274662,0.182983634960449,-0.0395302264597685,0.0346015675003513,-0.148676416706642,0.230853396675188,0.0481261679556215,0.0965841472468428,0.273686352269931,0.121940749778573,0.551022701498532,0.257572576311724,0.339161686370409,1,-0.15979869297096,-0.146470115675432,-0.0173402131026806,0.170503514025791,-0.163305424679735,0.127679585849914,0.0273639798065492,0.213278192428843,0.0240295669072835,0.171639386204243,-0.0865785286630498,-0.223568400042012,-0.0428741002603586,0.0830993511920348,-0.000956119129459249,-0.0889170101598553,-0.119663017844546,-0.293460078702931,-0.212568676783436,-0.000272616606439248,0.108700557266572,-0.062049606363452,-0.0488513987337843,0.314374261483791,-0.0628179801454135,-0.265214700048159,-0.194005407479022,-0.139369907790664,0.310566612710858,0.137372227905169,0.258678942672517,0.144143848700969,-0.284114195167623,-0.309140109508791,-0.368317967268288,-0.236861283916469,-0.306324915970213,-0.0751012450613118,-0.235140303719096
"European.Starling",0.112211675449105,0.283680657265946,0.30161379213611,0.0831831459152502,-0.0597614672873611,0.402997487894549,0.443154434709772,0.480163115226423,0.308229319823965,0.199413936518564,0.402812930294573,0.337792912583724,0.123440765318385,-0.17560887950773,0.172051835568563,0.251519350060132,0.118473699789372,-0.15979869297096,1,0.350312565394157,0.501532092468062,0.00276825277298864,0.0855876920344495,0.0536410568309813,-0.0151832572287345,-0.181580926171104,-0.157721309179172,0.0427729921335693,-0.135025119825687,0.00680194284143124,0.00102574067959718,-0.0616139825234072,-0.212195412537007,-0.145536011480695,-0.264154204428012,-0.221685981771892,0.0978693835710029,-0.351285145238545,0.191476355348126,-0.017344717202254,0.424062561365913,0.174891796602198,-0.0658539196692719,0.180486678360333,-0.0283564021460448,0.18191520085552,0.112838520379683,-0.177468244221998,-0.341262061921691,-0.286085227726598,-0.000698236664176639,0.213631072975748,0.0763703117543009,0.0689745332735024,0.212457914573173,0.290013009821055,-0.0591939953495876
"Great.Blue.Heron..Blue.form.",0.521708638317634,0.357844833398172,0.367155980492862,0.190033120080999,-0.0666917797564515,0.0513365650192442,-0.214185496858866,0.144398203482838,0.000881976696758429,0.0941991125573885,-0.0430665227697654,0.105955614722697,-0.100798289702706,-0.157355904114983,-0.030212518277499,0.0551955306096283,-0.101771676908895,-0.146470115675432,0.350312565394157,1,0.605058103296833,0.011170977298039,0.118521575427462,-0.0681590017960614,0.0460913630560689,-0.429927774862932,-0.460701744987961,-0.36848916288964,-0.453270173126353,0.124234240074949,-0.134295051884706,-0.237243395130524,-0.0536972671924036,-0.00418122532588563,-0.174394628550836,-0.109249709004427,-0.242253846430342,-0.492873138016387,0.150591315138957,-0.180092072487819,-0.0731274601518258,-0.23984300975442,-0.0622262162076769,0.530457790567683,0.430772497538276,0.522230576663128,0.176899210235746,0.395254198336845,-0.20886427067782,-0.177441101267291,0.077670339435871,0.361667543872143,0.160243815055522,-0.0102738948816468,0.0968873460060346,-0.110982608167055,0.0341601672791077
"Mourning.Dove",0.425762629355225,0.403303841946683,0.222952963323932,0.266514471450955,-0.154468871048289,0.267967969779967,0.0815247822197794,0.511799778739433,0.38316055534113,0.0797661270788098,0.309676537408763,0.442205388646837,0.118332125433869,0.231185018174017,0.25856258181042,0.436721501559968,0.166341938046257,-0.0173402131026806,0.501532092468062,0.605058103296833,1,0.126409921135801,0.104410136304266,0.334784799737578,0.155688660593181,-0.275785108706864,-0.282278705183739,-0.185238859530974,-0.0506772484951842,0.148771703758284,0.0405737869413885,0.0606208088701675,-0.223458856043505,-0.127339891539036,-0.0428188368210161,0.021866705237169,0.0358510070398981,-0.145286073261632,-0.00472221669433128,-0.0396096504685311,0.271988972655232,0.125873972898949,-0.179104425986092,0.082641770224884,-0.0973381559526592,0.0541147429450705,0.146574346732699,0.362528365456629,-0.267910084610409,-0.368356573581048,0.00649547212453512,0.0859711760140021,-0.106232460063391,-0.0922067691428539,-0.202357538249688,-0.00977265501411594,-0.222365329025969
"Eastern.Meadowlark",0.148041953409281,0.0547814559318425,-0.0424856821540167,-0.16287897633858,0.0002077736345484,0.101669286986382,0.130380135669388,-0.0912072663402124,-0.0204740422075861,-0.0712233100470989,0.0771881840843816,0.0597304263500518,-0.147796745302191,0.193359595988343,0.19235809488569,0.0914861587702178,0.239144240923375,0.170503514025791,0.00276825277298864,0.011170977298039,0.126409921135801,1,0.00435356880861423,0.0433080224259853,0.104354427982456,-0.227262740310326,0.0433342424140976,-0.504684184154504,-0.283172276966352,0.0658203786690588,0.23391599820018,-0.0700276484105169,0.316775145229191,0.205468837006318,-0.317803494435986,-0.011282499785686,-0.452411717063646,-0.44220869313258,-0.304388571526133,0.0183280561370109,-0.0692264104575102,-0.302003108803863,-0.572992163958907,-0.41464993181614,0.051965538968078,-0.0763731213693575,0.00852226855099051,-0.197589476365448,-0.204816905560641,-0.376918111338582,-0.204093513735826,-0.392387724760726,-0.37837801210222,0.0771628145825367,-0.315818099913632,-0.309840221533934,-0.521170667175332
"Herring.Gull",-0.155656431166612,0.2022850919055,0.173219567085787,0.0686682032149661,-0.114327344465599,-0.286607000670743,-0.251401802988968,-0.28800856038603,-0.351462737167089,0.108884707536094,0.24168314788727,0.259149239232209,0.385727178929852,0.0413578041864122,-0.323823593930786,0.121135806777927,-0.0236312554734907,-0.163305424679735,0.0855876920344495,0.118521575427462,0.104410136304266,0.00435356880861423,1,0.678150012800607,0.564307227962449,0.397023892117577,-0.00555079388040766,-0.0256919565510385,0.174801466454479,-0.000140258186378611,-0.23936117677449,-0.20850738697642,-0.120717767949908,0.0118549444501575,0.423408761289808,-0.170404077925888,-0.109628502033868,-0.0244126048947596,0.210135476291475,0.348812432442951,0.340985363379244,-0.0414120637116933,-0.0597368719779396,0.140764372470177,0.108977306746496,0.25916532994002,-0.0236024054379892,0.24047562003634,0.197463597994914,0.0876927308363338,0.276145205770797,-0.188381339510398,-0.186705174285118,-0.256038565474626,-0.225852720463554,-0.371859944524467,-0.416160520164222
"Carolina.Chickadee",-0.231243922916039,0.0542832619367347,0.038720815731157,0.222653058262093,-0.170916849085644,-0.163777847996368,-0.239334321938327,-0.20316024140029,-0.0757361933431769,-0.0397842313743617,0.310824024931519,0.271364293633222,0.587084133268074,0.323822711100767,0.112582723719671,0.26748805540754,0.147469829259294,0.127679585849914,0.0536410568309813,-0.0681590017960614,0.334784799737578,0.0433080224259853,0.678150012800607,1,0.698356671922028,0.354126968266959,0.071157158590789,0.254622525244608,0.466443672670305,0.0206578088852726,-0.0607142050766776,0.0816198429829796,-0.258384657913856,-0.0981052291734378,0.351401172080899,-0.197654898368109,-0.134690570695915,0.134187833795069,0.0247987938833065,0.0662916680797753,0.209544644232022,0.145001304069586,-0.340410065929509,-0.162532430656194,-0.300015903420496,0.0219401266315862,0.27700681583305,0.294053340685859,0.294443507962724,-0.0106198330637673,-0.0164388392745115,-0.382299019951788,-0.532360132481635,-0.201719463271043,-0.496728519678752,-0.454423536880318,-0.652395733418115
"Tufted.Titmouse",-0.127814598298836,0.0358769189176209,-0.0440558426007536,0.152829250673001,-0.0487229757658115,-0.282151361529493,-0.316629907298739,-0.358470598667999,-0.259230166404431,-0.112405742224152,0.1387047709053,0.120095697915351,0.379073361508622,0.220054556604839,-0.0994584061300852,0.20448343899103,-0.0416564757256405,0.0273639798065492,-0.0151832572287345,0.0460913630560689,0.155688660593181,0.104354427982456,0.564307227962449,0.698356671922028,1,0.421101473406608,0.25392853503321,0.351388144866806,0.569343548276795,0.227038264741787,0.361448880703614,0.215360062102018,0.115403056977531,0.426332485360527,0.447121796664465,-0.0303770110878883,-0.0240539722479109,0.0819160613845169,0.19014981780432,0.0559690978467704,0.223961649258148,-0.151687595519389,-0.152682173081004,0.0339881424760832,-0.0339168314792089,0.0314005234725408,0.351165680236657,0.327142207725974,0.430904882450064,-0.195803774731918,-0.144622350406628,-0.216371154238359,-0.479038222762293,-0.38740766001038,-0.381565399103809,-0.27766228972906,-0.434651040279257
