"","Brown.headed.Nuthatch","Tufted.Titmouse","Eastern.Wood.Pewee","Yellow.throated.Warbler","Acadian.Flycatcher","White.eyed.Vireo","Fish.Crow","Chipping.Sparrow","Great.Crested.Flycatcher","Summer.Tanager","Eastern.Phoebe","N..Rough.winged.Swallow","Black.and.white.Warbler","Gray.Catbird","Northern.Parula","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","American.Redstart","Common.Yellowthroat","Black.thr.Blue.Warbler","Yellow.rumped.Warbler","Ring.billed.Gull","White.throated.Sparrow","Purple.Martin","Bobolink","Cedar.Waxwing","Downy.Woodpecker","White.breasted.Nuthatch","Hooded.Warbler","Ovenbird","Red.eyed.Vireo","Blue.Jay","Red.bellied.Woodpecker","Ruby.throated.Hummingbird","Eastern.Kingbird","Red.winged.Blackbird","Blue.gray.Gnatcatcher","Scarlet.Tanager","American.Goldfinch","Eastern.Towhee","Wood.Thrush","Brown.headed.Cowbird","Orchard.Oriole","Prothonotary.Warbler","Carolina.Wren","Northern.Cardinal","Prairie.Warbler","Blue.Grosbeak","Yellow.breasted.Chat","American.Crow","Carolina.Chickadee","Pine.Warbler","American.Robin","Northern.Mockingbird","Eastern.Bluebird","European.Starling","House.Finch","Indigo.Bunting","Brown.Thrasher","House.Sparrow","Mourning.Dove","Cliff.Swallow","Barn.Swallow","Chimney.Swift","Common.Grackle"
"Eastern.Phoebe",0.547289280179201,0.310822367339811,0.242776546547047,0.37113054312152,0.0174418614851349,0.0790419450876908,0.333162349309088,0.501368018376624,0.489230769230769,0.314979498584496,1,0.518632478632479,0.145106168196276,0.0618803418803419,0.358693799053314,0.186452318705443,0.10465116891081,0.405811965811966,0.326949403525274,0.432192414431547,0.240547564487648,0.137482908176946,0.119699049407789,0.299931618087516,-0.116318877724497,0.245170118132722,0.0892097057204833,0.0800958986558873,0.224884638533837,0.2428180716558,0.256068376068376,0.269105833989474,0.260854700854701,0.127761829729046,0.150846607849392,0.195897435897436,0.124786324786325,0.182222222222222,0.162393162393162,0.0659941880050424,0.0331623931623932,0.567179487179487,0.453954550936631,0.396029721131887,0.394871794871795,0.264957264957265,0.203181145266528,0.334416144398609,0.199042419300952,0.316923076923077,0.223247863247863,0.336298402362295,0.367242269002153,0.357667982659453,0.523418803418803,0.244227841279968,0.24209266895114,0.30051282051282,0.354711864716144,0.136480264244688,0.227389300639136,-0.115213675213675,0.393229617646626,0.277948717948718,0.187692307692308
"N..Rough.winged.Swallow",0.518898648769905,0.252350832889748,0.459223805651668,0.371814654721744,0.391928887489503,0.314456915738475,0.545921056978753,0.448700436637197,0.401709401709402,0.375513017856434,0.518632478632479,1,0.185147257061757,0.108376068376068,0.155582153068882,0.024974347276142,-0.261969919561046,0.170598290598291,0.0793433698931628,0.368151224654448,0.132763093913524,0.204514375845308,-0.0547195654435606,-0.0608755165559611,-0.222374325061538,-0.0957428634270046,0.0377425678048199,-0.0910491839421625,0.15094996285148,0.0051299592603338,-0.205470085470085,-0.207214911559874,-0.0263247863247863,-0.0496661268383692,-0.206601703267648,-0.245128205128205,-0.274529914529914,-0.365470085470085,-0.202735042735043,-0.259873486444727,-0.357264957264957,0.286837606837607,0.246148810047841,0.206058679448052,-0.065982905982906,0.0242735042735043,-0.026680352408736,-0.0519746972889453,-0.0571135464317163,0.094017094017094,-0.10017094017094,0.00239480042373964,-0.0981364350126797,-0.197640625217174,-0.0516239316239316,-0.329741791307968,-0.169943582582933,-0.117948717948718,-0.175474625457456,-0.320848340505056,-0.0878782710740721,0.165128205128205,0.161737051432047,-0.0324786324786325,-0.232136752136752
"Black.and.white.Warbler",0.43742515613754,0.230361200207867,0.0982372428821069,0.276664991122609,0.186922330703587,0.201061828603724,0.265879165354834,0.312906612203441,0.196440897510996,0.272680652757156,0.145106168196276,0.185147257061757,1,0.735455555315557,0.644018719451861,0.534589072444941,0.465594083803807,0.380561459986458,0.593632456849854,0.688721450878377,0.590854607055237,0.417494106763781,0.564532826612116,-0.00804519188925696,0.0946917863747765,0.189799829888949,0.420059782851193,0.354462914230504,0.344526302811766,0.589695448052983,0.30013705072673,0.250898602900991,0.411704529104055,0.0732042099905979,0.224961508870735,0.15537311405922,0.226899503571063,0.185831720119287,0.156742040174279,0.198528226033526,0.131416907045683,0.0848734191336706,0.113262515218492,0.369367831358611,0.33504466666074,0.325462183855325,0.347200867572185,-0.02413144816442,-0.0826771847342789,0.0574948968324865,0.150924104185277,0.187671243882016,-0.0417593854760176,-0.00479206062839546,0.0742642417419618,-0.115220011773215,-0.199897386213068,0.0109514089204736,-0.0191748013649333,-0.0451977460744856,0.0227622879848784,0.29295018862267,0.0741057947176869,0.0301163745313025,0.0616016751776641
"Gray.Catbird",0.386865109926672,0.227389300639136,0.124123783657152,0.122113920639984,0.213406305229886,0.0852010576919264,0.3762613801232,0.253761984744512,0.297777777777778,0.353967188963032,0.0618803418803419,0.108376068376068,0.735455555315557,1,0.558386057058209,0.651043600910934,0.548905640855717,0.214358974358974,0.574213439873364,0.540069284911687,0.573139645116372,0.468194281826465,0.551641619127895,0.0150478804969792,0.0800547570221537,0.224311851457554,0.61417451246025,0.35803551279512,0.255006173071094,0.522913847270026,0.266324786324786,0.264318690818123,0.420854700854701,0.225723983355071,0.311612833902032,0.344957264957265,0.382564102564103,0.337435897435897,0.273846153846154,0.352538900690149,0.276581196581197,0.221880341880342,0.344745273599689,0.453534468884832,0.392820512820513,0.546666666666667,0.279117532891392,0.034877757391266,-0.0622435056920502,0.214358974358974,0.316239316239316,0.276086277422556,0.068045820792764,0.0270131650383334,0.0536752136752137,-0.120061585839312,-0.0304325530178693,0.0406837606837607,0.111510190836512,0.221652158472576,0.223627973861646,0.229401709401709,0,0.0365811965811966,0.0776068376068376
"Northern.Parula",0.482039029235791,0.369870041039672,0.135430916552668,0.454669886340927,0.202154954213625,0.346680437128629,0.352890886200652,0.433726703795054,0.491707991457259,0.586625628555613,0.358693799053314,0.155582153068882,0.644018719451861,0.558386057058209,1,0.578272103542385,0.561655558068989,0.269105833989474,0.508123831614789,0.443227106401416,0.228268362847775,0.250384816386419,0.276038998393224,0.0439541651716596,-0.117023112077808,0.12140902872777,0.450929216647912,0.442656857905958,0.524135846445492,0.672481624338388,0.54128911716053,0.37859097127223,0.552915036290952,0.0476191174782277,0.259835800358114,0.0919815366495151,0.39459737283844,0.395623189232301,0.196956747621267,0.20297537619699,0.191143788056056,0.441784926956035,0.25303904491858,0.434269314968064,0.420926660280867,0.402461965191373,0.371022943368499,0.217168262653899,0.165212932123826,0.213711748720992,0.286202773887153,0.347647607810097,0.0875512995896033,0.0673734610123119,0.284493079897385,-0.0130003428750604,0.0448016415868673,0.0981364350126797,0.299350000412574,0.0973315144198598,0.189637482900137,0.0762523519436501,0.0119699042407661,0.040690716956477,0.00718071475702534
"Black.throated.Blue.Warbler",0.0684579849149614,-0.0821214821598654,-0.264841779965566,-0.142050318698545,-0.168035601900591,-0.121554530115611,0.139311999301947,-0.00513347052649463,0.042080064588568,0.041067764211957,0.186452318705443,0.024974347276142,0.534589072444941,0.651043600910934,0.578272103542385,1,0.82477759792347,0.104344875605799,0.38535252085553,0.336532049000604,0.408149295486784,0.271731706535782,0.478097221700866,0.152635190321107,0.230058199246833,0.419161731857646,0.229700549040874,-0.0160986491534349,-0.0445281785095008,0.23921972653465,0.128977108535692,0.0533789634039125,0.102976418220805,0.112082342864019,0.282046897849641,0.301402739044946,0.200821121247881,0.332193030207313,0.263085932265112,0.215226717827314,0.18029426047297,0.232979869795242,0.0633778840097246,0.354170281375567,0.284981250425017,0.205610722095361,-0.116378574355434,-0.0574850375119057,-0.233744024639722,0.0749230418284259,0.0947656739108401,-0.0078740157480315,0.0191616791706353,0.0191616791706353,0.059185781900994,-0.14170802877397,-0.125235260293795,-0.163188543160544,0.0961834688055208,0.0927605695597727,-0.0318220743369478,0.0311324055086153,0.133789581352114,0.14334591107813,0.0687649835959525
"Yellow.rumped..Myrtle..Warbler",-0.064841746030243,-0.0521635034138373,-0.323071665405701,0.0195038497294135,-0.396510434485118,-0.131610491418814,-0.0383233538542861,-0.0172767704413274,0.00170998642011127,0.00513171399247349,0.10465116891081,-0.261969919561046,0.465594083803807,0.548905640855717,0.561655558068989,0.82477759792347,1,0.1244870113841,0.421142661648991,0.28588584567235,0.46072229245702,0.377523092712966,0.677215189873418,0.136332535066712,0.195414111375229,0.346502484971916,0.217608845164898,-0.0148947152671391,0.076356816197058,0.358877865206979,0.379958982548724,0.308363267721799,0.212038316093797,0.0633888024367314,0.494952958484151,0.378248996128612,0.437756523548485,0.58276337197392,0.451094417625352,0.368394053617723,0.385088941809058,0.213064307945864,0.107534303329013,0.321349201797932,0.439466509968596,0.264705897833224,0.0983746806527434,0.0848298285025026,0.0106055422511119,0.208618343253575,0.30950754204014,0.28302534169407,0.105695229868038,0.150675562319969,0.292749675123049,0.125919591235512,0.0400205239306162,0.0140218886449124,0.324893075755756,0.31154833646721,0.0978279473859506,0.0817373508813186,0.223704467099342,0.253077990176468,0.269151862525514
"American.Redstart",0.325637121706624,0.400068393605698,0.171653276572701,0.378655770723984,0.0129958967928456,-0.118391831170307,-0.022575682807392,0.231874158567088,0.247863247863248,0.145348845709458,0.405811965811966,0.170598290598291,0.380561459986458,0.214358974358974,0.269105833989474,0.104344875605799,0.1244870113841,1,0.662790736435127,0.681507848430094,0.538238007025704,0.42339263761955,0.338235313898009,0.271887840797692,0.207663408172852,0.278338181534221,0.408649075050368,0.29573870272943,0.300188474876979,0.493502080844112,0.385982905982906,0.476662684347301,0.485811965811966,0.247988109179168,0.397810895530256,0.336068376068376,0.419487179487179,0.355213675213675,0.347008547008547,0.34980339030652,0.446837606837607,0.317606837606838,0.224580833645875,0.212904482751974,0.452991452991453,0.308717948717949,0.30956049910136,0.3669003302042,0.241108085235689,0.389401709401709,0.454358974358974,0.468354540014224,0.473585235165719,0.366558391406246,0.406495726495726,0.405678178932832,0.227389300639136,0.343589743589744,0.34718663711368,0.302377327299008,0.375448800153039,0.403760683760684,0.568302282198863,0.422222222222222,0.44
"Common.Yellowthroat",0.524550905880541,0.452026686959908,0.226440913180068,0.385115488955348,-0.0311323982210058,0.12835873675437,0.00342172802270412,0.323811152925077,0.385088941809058,0.43089291823469,0.326949403525274,0.0793433698931628,0.593632456849854,0.574213439873364,0.508123831614789,0.38535252085553,0.421142661648991,0.662790736435127,1,0.731758138233839,0.657539022147054,0.504789599726309,0.445432774546699,-0.0169346561751625,0.164099941163612,0.242175478144241,0.524114679127445,0.372025474430957,0.444787014529051,0.743243243243243,0.621751062352457,0.573627509672165,0.635430953713347,0.289703959244629,0.678186494099956,0.604651198151344,0.640902910257703,0.486662135163667,0.560533548512474,0.531383623300959,0.551299621843873,0.354993180815099,0.317123455040336,0.360554831639023,0.534541754926782,0.530095790234493,0.585115491882404,0.461775276122494,0.325008552856654,0.45519838503362,0.551641619127895,0.560917212861646,0.434068759555144,0.33897725824992,0.435020545276307,0.234217283154097,0.252095095186873,0.409028751690615,0.389563735384864,0.385799834559889,0.571575175111621,0.32318743340103,0.400205239306162,0.365253099335767,0.451778412193397
"Black.thr.Blue.Warbler",0.510193959477357,0.312211365907953,0.204658575019201,0.436868568390618,0.0748544724738267,0.141902365722314,0.294843453411864,0.42257662149412,0.406507445269609,0.354231233583235,0.432192414431547,0.368151224654448,0.688721450878377,0.540069284911687,0.443227106401416,0.336532049000604,0.28588584567235,0.681507848430094,0.731758138233839,1,0.782005428491445,0.647482622313649,0.55926739731589,0.0900994336870316,-0.158670405995193,0.0989896705950612,0.320674228225649,0.122407010874965,0.339448013350742,0.61305299080967,0.264383949240217,0.371639420746164,0.460959579892918,0.013038257182775,0.266061524200247,0.178424919111597,0.313014157520154,0.177055054089627,0.291438783424125,0.290289777956105,0.242123642633204,0.234589385012369,0.207990410035546,0.463055092959775,0.426028021832682,0.363356697077552,0.333904643056202,0.0667923382907853,-0.0195272536888243,0.213698943427326,0.283219593292305,0.343728762879436,0.148827030704339,0.151395966792447,0.203767422018043,-0.049169129069846,0.024147999228207,0.119520723166886,0.131917175553246,0.00376906215866416,0.179483001355751,0.246575703954607,0.191471369766918,0.118150858144916,0.164041336380912
"Yellow.rumped.Warbler",0.240499842919337,0.130390174280363,0.029431902855935,0.203355027322542,-0.151976744317174,-0.0616438356164384,0.120506682857803,0.294369369623356,0.109495335186411,0.143419495200216,0.240547564487648,0.132763093913524,0.590854607055237,0.573139645116372,0.228268362847775,0.408149295486784,0.46072229245702,0.538238007025704,0.657539022147054,0.782005428491445,1,0.734896554164354,0.745849833034061,0.126989576895657,0.0258517380950102,0.0177960342849839,0.205701325706866,0.0585817095013879,0.272696144813478,0.523019066028474,0.254576654308407,0.296030185702137,0.292215675778735,0.21940361277677,0.410818237015237,0.37912759808295,0.408554469414298,0.338066847388045,0.477331226828262,0.48528416569437,0.418819657088024,0.232335414348667,0.102278581266243,0.470195299945351,0.514970248298591,0.421899213390142,0.289969205626588,0.0716974842827718,0.0304638068563705,0.199486813792743,0.339093366155418,0.358157854932195,0.13860372856574,0.210814559991348,0.21385807653596,0.0975693312911188,0.07323752571128,0.149529567113943,0.229715864197687,0.225607681827534,0.26813832427471,0.428400498916835,0.321013079986826,0.275107029655859,0.38049628977278
"Ring.billed.Gull",0.169033364321583,0.151530701720196,-0.0230887638061247,0.199315657322515,-0.073041395826206,-0.108505918803028,0.104362704692476,0.0641464249059186,0.195964443744751,0.228874444064317,0.137482908176946,0.204514375845308,0.417494106763781,0.468194281826465,0.250384816386419,0.271731706535782,0.377523092712966,0.42339263761955,0.504789599726309,0.647482622313649,0.734896554164354,1,0.723229558672597,0.278481012658228,-0.120294326004191,-0.119719516031758,0.160804012554818,0.0424584986925345,0.261599137105616,0.489223400615806,0.22161424004642,0.360868826895727,0.298563628951427,-0.0197019250816868,0.346278875897657,0.240424090667644,0.510601945045225,0.264705897833224,0.474692230222888,0.461091164602313,0.428864594163906,0.206908356833463,0.0558219472695193,0.364663718609268,0.172024633863194,0.356361169951188,0.21231822380879,-0.0574653676952437,0.0952788231269244,0.2428180716558,0.259917935856913,0.226214934534197,0.19052505837054,0.0916709437043174,0.127564986940301,0.0229255777521176,0.0957756128254062,0.135430924472812,0.217108643040576,0.257142860906214,0.249016593346056,0.44767444478513,0.253976401867372,0.15629275879817,0.394664865761681
"White.throated.Sparrow",0.0360992306395284,-0.042756970011342,-0.238412864783243,0.110179642331073,-0.269072870338693,-0.244737324744999,0.063986314024567,-0.00786862812179268,0.0335157338341808,-0.0174478275744099,0.119699049407789,-0.0547195654435606,0.564532826612116,0.551641619127895,0.276038998393224,0.478097221700866,0.677215189873418,0.338235313898009,0.445432774546699,0.55926739731589,0.745849833034061,0.723229558672597,1,0.257954156688334,-0.013689254737319,0.0723447932591908,0.223787014270526,0.0606060828111177,0.114021613424306,0.383852206637017,0.207250354117486,0.294510009438124,0.236662120543399,-0.0409457399523751,0.302651843608179,0.235636128691333,0.347811237850632,0.369357066744034,0.372777039584256,0.325808111486426,0.302667596359694,0.0974692259463423,0.0750000395829737,0.431946742747034,0.353967188963032,0.273939824501825,0.165782722700014,-0.132033523395024,-0.137529934998289,0.164158696330682,0.257181957584735,0.233401793271289,0.0323242693285746,0.0894475812637276,0.153898777810014,0.041573995475855,-0.121600822712257,-0.00376197012424479,0.107613346314044,0.157570575445525,0.044125193051705,0.278385789194114,0.276723109913406,0.127222989656278,0.305745571915895
