"","Red.winged.Blackbird","Common.Yellowthroat","Eastern.Kingbird","Common.Grackle","Eastern.Phoebe","N..Rough.winged.Swallow","House.Finch","Indigo.Bunting","Brown.Thrasher","Ovenbird","White.eyed.Vireo","Brown.headed.Nuthatch","Eastern.Towhee","Northern.Cardinal","Fish.Crow","Prairie.Warbler","Chipping.Sparrow","Eastern.Bluebird","Carolina.Wren","Pine.Warbler","European.Starling","Orchard.Oriole","American.Crow","Brown.headed.Cowbird","American.Goldfinch","Red.eyed.Vireo","Red.bellied.Woodpecker","Great.Crested.Flycatcher","Summer.Tanager","Hooded.Warbler","Prothonotary.Warbler","Yellow.throated.Warbler","Northern.Parula","Scarlet.Tanager","Downy.Woodpecker","Gray.Catbird","Acadian.Flycatcher","White.breasted.Nuthatch","House.Sparrow","Blue.gray.Gnatcatcher","Wood.Thrush","Yellow.breasted.Chat","Blue.Grosbeak","Mourning.Dove","Ruby.throated.Hummingbird","American.Robin","Carolina.Chickadee","Tufted.Titmouse","Eastern.Wood.Pewee","Northern.Mockingbird","Black.throated.Blue.Warbler","Chimney.Swift","Bobolink","Cedar.Waxwing","Purple.Martin","Barn.Swallow","Cliff.Swallow","White.throated.Sparrow","Yellow.rumped..Myrtle..Warbler","Black.and.white.Warbler","Blue.Jay","Ring.billed.Gull","Yellow.rumped.Warbler","American.Redstart","Black.thr.Blue.Warbler"
"White.eyed.Vireo",0.0679772342032496,0.542848535733721,0.507509247220438,-0.0134745629684385,0.209260484056391,0.0915372273301737,0.495926621148905,0.483538296202851,0.690429511909234,0.830946012044206,1,0.746439455473847,0.780284818476913,0.70776888473871,0.557269738515275,0.71763939547547,0.726669461809871,0.571931343601351,0.567222102807084,0.675624684939,0.0410825508849048,0.41452641343076,0.523421462013187,0.504304320520846,0.523181185518084,0.541039887971417,0.714789101943513,0.551295238217835,0.671879704141302,0.698786057636467,0.562185268554281,0.649053925019298,0.62983240310149,0.386759330019888,0.569954067669476,0.356537432424888,0.326642390878723,0.387190576595036,0.107506156945292,0.508944228767417,0.356928608107996,0.439750938270817,0.464818857644244,0.504176856713634,0.0609221081798305,0.327516905072876,0.750825451748869,0.66481576433514,0.621242718880569,0.578112218730284,0.0266294397471899,0.0814789383700734,-0.175304116624469,-0.0889492740645307,-0.19257589754231,-0.269829772634119,0.0470805244872609,0.0304881879838828,0.0522707027834583,0.389781870129862,0.315406547403631,0.218978792676963,0.285577667429055,0.267003631568187,0.372146511091409
"Brown.headed.Nuthatch",0.343278191906854,0.699904249492364,0.601051654693002,0.23288513993174,0.469976944814131,0.3168513244462,0.495235021715921,0.621354320107126,0.649926192657202,0.708398955538019,0.746439455473847,1,0.817511950758768,0.841496768293799,0.725295036931086,0.785719356249905,0.758222753707029,0.758562127272106,0.767466427411011,0.815358106374449,0.207016411496532,0.591943205457238,0.740211924615754,0.619652929019583,0.444072724430271,0.61735406049572,0.759112563057356,0.773131569044397,0.775293320428245,0.508148635362474,0.533245551010261,0.57347434026479,0.580861751741515,0.43017357768842,0.576424722947842,0.457555110645245,0.41126969491273,0.434614139518988,0.144284171877777,0.549066489670934,0.35157032125935,0.53740542769759,0.588487000042276,0.657911930969855,0.212648223008625,0.710690582716919,0.757713945965566,0.766049128619613,0.703264270346666,0.688688951360283,-0.0157414138333062,0.10919268217117,-0.138864655873124,0.205173382251807,-0.426639324712724,-0.227558189270996,0.0219086801521777,-0.0633303746647468,-0.0393759492791754,0.345336606717004,0.324825084444965,0.210169608622175,0.100603782579515,0.483879531660024,0.402587456180309
"Eastern.Towhee",0.163654952789106,0.496900113206567,0.423182044163773,-0.00427022410988725,0.293029300068945,0.0669707616124472,0.600662789793632,0.546609197553499,0.794369207838947,0.735724659050428,0.780284818476913,0.817511950758768,1,0.875080503740703,0.631327327004752,0.669756079105011,0.691709667379659,0.596917533314613,0.659052699615209,0.745364150751881,0.154611819483092,0.455102421641717,0.59994816621186,0.550808432010917,0.561976665292402,0.565958448398812,0.738338383777586,0.607577298011292,0.628057118745229,0.595309266239359,0.521365077010531,0.426289241158819,0.431051461179696,0.452963013215757,0.5999690332027,0.398603346899196,0.42456351253189,0.524262941385264,0.25657653614278,0.64371288313262,0.502200183063139,0.542977195086203,0.493211823664609,0.629960135208591,0.382735604090667,0.644614555292379,0.839139121090934,0.776389573855697,0.733452557414717,0.726489455588171,-0.0630300042303723,0.146525249942319,-0.00349126579065119,-0.119939571847867,-0.281884936450865,-0.423081077966864,-0.0724854738371042,-0.108085333566576,-0.104394330230096,0.252990790107692,0.346736403722386,0.310093957677534,0.291568011074328,0.326344778983746,0.41938897804824
"Northern.Cardinal",0.258517728506492,0.549853127489216,0.561239933326581,0.0580947249443377,0.326051321024927,0.122773259130519,0.604504767063939,0.65168723386802,0.73900152175319,0.762809101521502,0.70776888473871,0.841496768293799,0.875080503740703,1,0.811338360267507,0.70245628661124,0.769175155260079,0.685121997464851,0.707488154286367,0.795229435707112,0.357063489654589,0.662280812122749,0.692287754867398,0.670634670236724,0.558699499286115,0.731008010049955,0.786229071888521,0.741508329011678,0.76891955431826,0.65966925736874,0.607550039866307,0.535079282803236,0.510226635466554,0.602670054317397,0.604768907212064,0.565904474467921,0.397763557320178,0.462947893838157,0.428178363086025,0.643385295936754,0.489976961354007,0.574124543380194,0.570982838687991,0.638962390347947,0.333561384188582,0.612287926682873,0.826288566010958,0.828815018295114,0.801544528776508,0.695674708632468,-0.00882928105928602,0.127378842513606,-0.085854361468618,0.00821832611118094,-0.365604173994276,-0.303715784694381,0.0970363481499329,0.10906560332359,0.0396203032487586,0.359832024434402,0.522448896687565,0.406060436000194,0.235472394223394,0.327772096252182,0.335112420877231
"Fish.Crow",0.30465443000467,0.468427878752385,0.603006814428668,0.102504189138555,0.327020753973193,0.214942722413839,0.314490147135505,0.584396299900708,0.523144670175159,0.596868292424599,0.557269738515275,0.725295036931086,0.631327327004752,0.811338360267507,1,0.777893295894981,0.814550593986698,0.723625671308855,0.747151233471652,0.690488534470753,0.482997482727767,0.666912335268276,0.640615302932755,0.700957740645512,0.336633984483106,0.64622854909729,0.561555295171048,0.67816513391283,0.768487170593732,0.536914044884212,0.51086177026356,0.576122038125921,0.476586487320735,0.518423968106229,0.223198400294928,0.353371811193091,0.0822741945392438,0.23705264674061,0.346703479144938,0.319195070384528,0.219238780503055,0.642071975459808,0.671527369668785,0.58350628362251,0.209034178125897,0.410017656891133,0.586930505931128,0.671036790717607,0.658822782447177,0.571223695938076,-0.076522906021489,0.159708695924453,-0.432261738736033,-0.156242405228566,-0.173968184174349,-0.0533826501855974,0.32471178229157,0.232455986061465,0.16007595025664,0.233473011383145,0.388927573347019,0.358559789075476,0.081632206877295,0.222939474268666,0.157765957525511
"Prairie.Warbler",0.244720179481315,0.587352552542018,0.48442761282395,0.285895224561181,0.26124722808655,0.179438171463803,0.446022510757651,0.672860884714136,0.487228277500013,0.702006590903848,0.71763939547547,0.785719356249905,0.669756079105011,0.70245628661124,0.777893295894981,1,0.813746223484944,0.625275520069374,0.659151942388278,0.773680717192839,0.225302365075159,0.523143573763469,0.584498314967971,0.449884837677617,0.260461362924467,0.539446862888657,0.504010417623132,0.580197466243362,0.71117217042812,0.58942545325606,0.443082636942761,0.588081318012044,0.422587050990013,0.213587675064729,0.210624091665151,0.2582361022629,0.23920255769956,0.248240325810761,0.178287458361086,0.445513840674954,0.219463701060849,0.699041658535306,0.593218391503224,0.579945910103295,0.105571735032377,0.298848285461314,0.529227204106106,0.641829228075931,0.580299142436587,0.585946282418389,-0.316959407168645,-0.0821547596584311,-0.347787193281063,-0.202565875325542,-0.20683887742268,-0.118203411720698,0.333942200347083,0.021199402607665,-0.129408965194627,0.351008221799376,0.241304395499562,0.241354367689961,0.121446807879594,0.322472029977748,0.211386698646387
"Chipping.Sparrow",0.211167384704275,0.575005260393601,0.573007330743439,0.200104043143867,0.45709204148964,0.445696943765469,0.539286313278309,0.553905770181235,0.591721186107511,0.758113629303011,0.726669461809871,0.758222753707029,0.691709667379659,0.769175155260079,0.814550593986698,0.813746223484944,1,0.856848984493684,0.791894041480759,0.84929693112435,0.503701608979486,0.679684532157552,0.762052414519638,0.76220777062158,0.486915538741397,0.607970351643979,0.54865706378484,0.670247334916175,0.726447217905363,0.669428639765668,0.676139380284596,0.734814959257018,0.465494977979751,0.442596356421391,0.327825189225798,0.202705769889681,0.0560803175511005,0.268066844583697,0.19021342226082,0.370427391642374,0.115782749544244,0.616857590577937,0.69765606004974,0.580885840995719,0.28435464349904,0.371341051192379,0.706955561886285,0.736169162784976,0.700877424591896,0.707461683509246,-0.251975562161675,-0.0418675658423268,-0.425810300678888,-0.214812231643613,-0.114517219305264,0.0334007474152777,0.345378451083935,0.2635578027102,0.118668329813957,0.287347066655112,0.504060784375647,0.26218138855539,0.263331966796858,0.345068590677273,0.26147440118881
"Eastern.Bluebird",0.306958883201988,0.522837999554943,0.55159519386746,0.331317470879348,0.686665222668834,0.489788756705725,0.55553128358015,0.562621823686185,0.57685086111728,0.55024115835247,0.571931343601351,0.758562127272106,0.596917533314613,0.685121997464851,0.723625671308855,0.625275520069374,0.856848984493684,1,0.762218058143983,0.754304927008548,0.524070254651759,0.566074884398233,0.7225347598496,0.711716893725618,0.540656425214736,0.565083006839371,0.489528199073328,0.633431706966511,0.626924733010934,0.436421034484914,0.596317939240334,0.622387441795338,0.447411557212713,0.403452641962491,0.267982448958096,0.141980131246291,0.0221773646042608,0.261470207724411,0.103733274063262,0.240942324850548,0.01494745609235,0.49411676883514,0.598990600825352,0.468082232075189,0.215210750208011,0.51076919607023,0.651890547875582,0.645885321265788,0.602756986818543,0.709071769746702,-0.11383181981346,0.0104256984054079,-0.325616252149477,-0.0116680581083814,-0.200331006531297,0.0700156705031258,0.141391346743799,0.212638089076325,0.156038447731307,0.189409383096615,0.432383957841022,0.208107880352928,0.237245545742455,0.288138274780476,0.248856580378734
"Carolina.Wren",0.104827985546734,0.463780751609359,0.390695666404129,0.18053150669356,0.457598929941386,0.389170646352262,0.317340489404636,0.389644637396759,0.534117701649418,0.538137581174217,0.567222102807084,0.767466427411011,0.659052699615209,0.707488154286367,0.747151233471652,0.659151942388278,0.791894041480759,0.762218058143983,1,0.806100263648217,0.281192381699548,0.495119070774765,0.624251079216851,0.588250830069359,0.219177511970763,0.468462448995419,0.458836269349014,0.585475310713067,0.612731344315544,0.385049791012486,0.639291065655195,0.585481711536514,0.407667690682329,0.346353971252509,0.361519972711575,0.25192685415699,0.219143408574987,0.23816376806321,-0.0576024014122935,0.221853107402266,0.0228051988038935,0.396092599431843,0.461560402107306,0.485241997667474,0.258285573150886,0.48512535542014,0.614887110931672,0.548675695124595,0.590887823155498,0.623798690495705,-0.199994923102142,-0.0510938516248464,-0.261046847315263,0.0474009679489725,-0.151043565677628,-0.145446147029973,0.0509514215883249,0.0782622231274783,0.063494909766378,0.124024194085961,0.243366030627268,0.0587080867983623,0.192830177918238,0.312893224958372,0.228873715557246
"Pine.Warbler",0.152796269824489,0.637056709066806,0.514574110169225,0.294857055677996,0.466614123712559,0.43786484074538,0.559192516479986,0.533190026613893,0.633247049367079,0.722613481316345,0.675624684939,0.815358106374449,0.745364150751881,0.795229435707112,0.690488534470753,0.773680717192839,0.84929693112435,0.754304927008548,0.806100263648217,1,0.327669848788321,0.582366978493344,0.791620243971412,0.600533505741148,0.340055995970327,0.551925686836641,0.474389255292751,0.6089770730619,0.599726246223073,0.504960347225388,0.64338787062262,0.593751742620785,0.386477181361083,0.325481637202666,0.522828107429557,0.380640989882969,0.191665717289441,0.292162511470866,0.192292248145364,0.504825587889523,0.228439173024875,0.546510725129923,0.559691682947179,0.572839248875954,0.338841169114245,0.496374254154218,0.783587914327382,0.715193505675604,0.639278324437074,0.680262660744786,-0.268790082541145,-0.201245723347333,-0.17915341689883,-0.104729086659056,-0.202424950245206,-0.114595815494771,0.171948124231045,0.0477095339724458,-0.10049056060257,0.319414865368055,0.366484915084298,0.203492974266895,0.316599631638315,0.445313750108416,0.29703218921649
"European.Starling",0.153098256368469,0.00299174815869115,0.437234447461169,0.101210088659764,0.216360762400325,0.214045883588154,0.251505077803313,0.323612482289082,0.260284393786057,0.247556868474138,0.0410825508849048,0.207016411496532,0.154611819483092,0.357063489654589,0.482997482727767,0.225302365075159,0.503701608979486,0.524070254651759,0.281192381699548,0.327669848788321,1,0.419603180647169,0.42836562945394,0.60508334744966,0.345499441898543,0.503462725043163,0.237669231419833,0.42094756555097,0.323883503509983,0.341696833847841,0.304654199312569,0.228040479806078,0.0662899414396758,0.472239706906115,0.0139746013801826,-0.13862123595047,-0.117131184615559,0.284442593967858,0.513796987311288,0.160368303187825,0.129367706210085,0.441179587255218,0.565979227487808,0.3783967715178,0.306177739820918,0.313971097244505,0.344605154552336,0.467687982389215,0.365623109391007,0.377919310998546,-0.243140495878173,0.191123692845009,-0.324924382691673,-0.208831567770126,0.0784519641538119,0.110504462468474,0.437111810487114,0.399488310086333,0.243844937381558,0.0702601799280518,0.649968189972089,0.262086075918733,-0.0458736590635146,0.113237084032904,-0.0150664681293602
"Orchard.Oriole",0.432706695506558,0.450648363442488,0.424263685296615,0.108870771192567,0.320675464473869,0.293805587029675,0.500071294561173,0.466325103566122,0.398915594793726,0.418687280389353,0.41452641343076,0.591943205457238,0.455102421641717,0.662280812122749,0.666912335268276,0.523143573763469,0.679684532157552,0.566074884398233,0.495119070774765,0.582366978493344,0.419603180647169,1,0.727546459801131,0.659573376144333,0.465944471383128,0.437388470812221,0.553627252365129,0.750948160674805,0.664334293520344,0.514918607940966,0.552964182438154,0.634868392184056,0.282034952005126,0.429638018077348,0.480364369635684,0.445223352656835,0.155209536333362,0.240429461831256,0.327987167761004,0.340366926711113,0.113965505704697,0.386876552523514,0.643034214438436,0.520519007851553,0.408659308223329,0.405271116944103,0.613297910754073,0.584298455356426,0.692568943758674,0.564286570205415,-0.137773137109223,0.0316650145712205,-0.339623000348419,0.062084695233006,-0.255752779074674,0.0622460342126811,0.113220270435192,0.278435011586417,0.162335177791629,0.0736506621207342,0.419903794133026,0.199300140990442,0.0781973809937084,0.195826008212118,0.121243877882262
"American.Crow",0.31410098141809,0.575785127721915,0.587469182816314,0.42787045871571,0.547020564056673,0.661101675255026,0.51003809448004,0.592028609437309,0.554118123574997,0.604139800383324,0.523421462013187,0.740211924615754,0.59994816621186,0.692287754867398,0.640615302932755,0.584498314967971,0.762052414519638,0.7225347598496,0.624251079216851,0.791620243971412,0.42836562945394,0.727546459801131,1,0.76831730458567,0.559412369751853,0.603219686896129,0.539049764346269,0.786875459468166,0.711780877117778,0.59560601012243,0.688561073308308,0.704889330178295,0.448617154924245,0.478525923150765,0.502408213712893,0.313586978593035,0.167122642024281,0.381581475225507,0.346560214459055,0.451022262401901,0.333763742801808,0.544142173373153,0.705416249086551,0.71065810548437,0.44114984500442,0.580995611874346,0.75467832340652,0.746718177757706,0.67776770360537,0.616999198964509,-0.111549021796489,0.174752125225325,-0.319992006298127,-0.0436582334059061,-0.202014843668996,0.166814429951413,0.25520183228128,0.0678982350413134,-0.0536771404450369,0.110458741467646,0.328516686072983,0.0892684234307623,0.111508238102876,0.345691372542189,0.165479619417707
