"","Ring.necked.Duck","American.Goldfinch","Northern.Flicker..Yellow.shafted.","Golden.crowned.Kinglet","Northern.Mockingbird","Eastern.Meadowlark","House.Sparrow","Rock.Pigeon..Feral.Pigeon.","European.Starling","Yellow.rumped.Warbler..Myrtle.","American.Pipit","Hooded.Merganser","Pied.billed.Grebe","American.Coot","Dark.eyed.Junco..Slate.colored.","Fox.Sparrow","Eastern.Bluebird","House.Finch","Common.Grackle","Rusty.Blackbird","Field.Sparrow","Pine.Siskin","Northern.Cardinal","Carolina.Wren","Eastern.Towhee","Carolina.Chickadee","Herring.Gull","American.Crow","Ring.billed.Gull","Brown.headed.Cowbird","Great.Blue.Heron..Blue.form.","Mourning.Dove","American.Robin","Cedar.Waxwing","Red.winged.Blackbird","Song.Sparrow","White.throated.Sparrow","Blue.Jay","Red.bellied.Woodpecker","Red.headed.Woodpecker","Brown.Thrasher","Chipping.Sparrow","Tufted.Titmouse","Brown.headed.Nuthatch","Yellow.rumped.Warbler","Downy.Woodpecker","White.breasted.Nuthatch","Yellow.bellied.Sapsucker","Bonaparte.s.Gull","Bufflehead","Horned.Grebe","Ruddy.Duck","Eastern.Phoebe","Hermit.Thrush","Swamp.Sparrow","Pine.Warbler","Ruby.crowned.Kinglet"
"Carolina.Chickadee",0.132310403002734,0.00981819946160653,0.0397327910890956,0.128324332149411,0.196929350118419,-0.185083308322035,0.275090398845859,-0.0872576503616574,0.170561327543811,0.272174530878527,0.072748429803607,-0.155224538955545,0.144206605477553,-0.00584944368226245,-0.0971751053478015,-0.360549296050144,0.175156218542466,0.03053509854985,-0.381503005739434,-0.119954446988317,0.44617100598094,0.0631398863952125,0.147578134802658,0.336132355304473,0.416914377021651,1,0.662140556860058,0.405368578564463,0.182674288876064,-0.251675520549809,-0.0434160538030383,0.326672787919672,0.166865422605911,0.139175837733498,-0.0115615045056493,0.302742997937964,0.0995145577020555,-0.0733847213180959,0.12085160928449,-0.151269475917923,-0.00151352773202663,0.239088030586356,0.51419818773366,0.190076997042037,0.147938710944399,0.0148086180195328,0.083309217095414,-0.294393977059923,-0.114263996972967,-0.369609773260187,-0.144350693057496,-0.287588910556325,0.152787940268551,-0.218976079684283,0.0530012176941616,-0.29174826679343,-0.169041830096422
"Herring.Gull",-0.184758170946802,-0.188987808894495,-0.312839001863731,-0.219892396214121,0.105900743570421,-0.184896436465365,-0.0697399239067742,-0.411300294797136,-0.135488950704954,-0.0792773437798042,0.385919950082535,-0.0092177050843347,0.225122523766814,-0.0759042931729889,-0.276242903031632,-0.188770797925215,0.27449700062198,-0.132630756433788,-0.074923626279729,0.0134542827301373,0.28625765105309,0.176982220784633,0.206453313422428,0.137120592320698,0.351015246535169,0.662140556860058,1,0.493231729475574,0.57985366568262,-0.15250428692069,0.0476245133261204,-0.0639007338523823,-0.1012736987246,-0.233587692482072,-0.121669281931878,0.1397545928012,0.0581097116714742,-0.040453231467535,0.144287683701198,0.023424546535136,0.193856889279672,0.389585918939165,0.677020577182765,0.449291297100121,0.254902592253303,-0.100784049003717,0.231985308641004,0.00338626341748641,0.0392426795579284,-0.227438164995576,0.0431441393142022,-0.121763605886882,0.0770797101334445,-0.151908601104585,-0.132715732412509,-0.241975682210461,-0.363197057897341
"American.Crow",-0.328861256135017,0.121858223059095,-0.118131869149567,0.23180314248631,0.14898209811611,-0.184557266897477,-0.00751485911828249,-0.18383664891816,0.145675422620117,0.0540247978730986,0.270030535441395,0.210216267770054,0.265102565484044,0.0362107417912677,0.0541928455506106,0.160137527151672,0.230561751973554,0.269066687510393,0.0544850400364858,0.303201278751751,0.277805799342848,0.328787016035289,0.174702151459562,0.178073678350872,0.290142894083178,0.405368578564463,0.493231729475574,1,0.659927842849887,0.038644194039717,0.0375793333648703,-0.0167495516209961,0.0360292801039658,-0.0163744665099678,-0.0654835226617737,-0.0229397071274553,-0.00207133869779137,0.144574788994922,0.126375776478953,0.00289161438188546,-0.0486060272415605,0.122234394335899,0.438006198354158,0.186671995531299,0.114884417964327,-0.0579825038369547,-0.0952706543256428,-0.0213337265148819,-0.120578523150337,-0.351979165604347,-0.227317576429473,-0.275578725672047,0.0758750328393241,0.0237359343505064,-0.0186370480418869,-0.0447495635896512,-0.352250685785768
"Ring.billed.Gull",-0.334969065103278,-0.0166520353666432,-0.214034795870464,0.022176816518157,0.142096719298786,-0.0730740798195504,-0.425002490937457,-0.434696158258612,-0.342189056311841,-0.157028998141038,0.067820639124127,-0.00972038161729546,0.0701027309918787,-0.117066643712818,-0.0887004289509187,0.13534464405992,0.27408384816896,0.0963860956924349,0.147402914120031,0.0874112273750057,0.141814869818571,0.36370810457264,0.263097367742717,0.162710214585892,0.283308612789368,0.182674288876064,0.57985366568262,0.659927842849887,1,0.148993565200063,-0.150583595262921,-0.228890845878991,-0.0748244658563217,-0.20580347978279,-0.119054887844116,-0.0980165484327149,0.156365716606896,0.119466922241786,0.32357824600385,0.202110551121868,0.446055297701448,0.400551152045095,0.573056941220424,0.4364446631805,0.303622338118115,0.0278311126039879,0.172693380072447,0.143147375879038,0.0475793200714432,-0.147686497711651,0.112163440778063,0.0294542820664052,0.241342746371488,0.161020568493037,-0.240576554553826,-0.0835242724693413,-0.462047288869286
"Brown.headed.Cowbird",0.0228072287461814,0.0405525537079025,0.0325633129402141,0.124688681894118,-0.255704815321259,0.145426915802087,-0.149189226031603,-0.0584159927087791,-0.0911697337100237,0.0413697719689677,-0.124505928982937,0.282415838212232,-0.0987941037391137,-0.193550522315881,-0.0919760057679632,-0.0586078519347943,0.332257228299715,0.159700682841235,0.0183512628451132,-0.15878440000117,-0.184751194700577,-0.124708601907981,0.214580582759787,-0.139368133217052,0.224798851680916,-0.251675520549809,-0.15250428692069,0.038644194039717,0.148993565200063,1,0.337494556234181,0.308382200299804,0.0487423997453985,0.00999194889412305,0.0749509678021809,-0.134358360977926,-0.00127660393157473,-0.0616322810224613,-0.0522856217415919,0.0161776611076354,0.23001159224289,-0.0759434839631206,-0.0738281236816473,-0.121431493215836,-0.199625211395611,0.00605133349578682,-0.044528863209646,0.114586374093007,0.30504375207665,0.229783615797614,0.00897800413846663,0.206234558230236,0.266497563233151,0.309396127636565,-0.00952022959940585,0.237823215511164,0.0548704270673148
"Great.Blue.Heron..Blue.form.",-0.0219306577300932,0.171534340443203,0.224082855235871,0.016435617486989,-0.0251178113449759,0.168331099112158,0.169291429565667,0.0864759673358265,0.205332059553016,0.0527232747961736,0.463098776136209,0.370112655977775,0.400099605768549,0.280152629260114,0.0549545345742476,0.104253962347196,0.311206037253413,0.206910198798429,0.183041179366424,0.168436459153291,-0.0060754420292296,-0.130622817277251,-0.05958990738187,-0.374937404811585,0.132937549269283,-0.0434160538030383,0.0476245133261204,0.0375793333648703,-0.150583595262921,0.337494556234181,1,0.559341478154615,-0.171929040953435,-0.096743083007654,-0.0825525274968286,0.187236239892286,-0.0362127844586399,-0.204002268970193,-0.353932348110425,0.0281747941983151,-0.0319216992838268,-0.313633487061611,-0.0344292343948061,-0.204016511794299,-0.119156230880873,-0.132601097878394,-0.115443995075498,-0.0968996940116573,0.186551382193663,0.205131127563086,-0.043536474811386,-0.10916312445032,0.117110442365613,-0.0469534348500629,0.0290753396304439,0.0200248298790891,0.0810475528500771
"Mourning.Dove",0.345463237501144,0.559475013790106,0.483067310696355,0.333835872143399,0.0667942443989662,0.137326598401782,0.322317828213766,0.248731835892448,0.42314655871825,0.475891865455593,0.0235140794531827,0.168319258037936,0.0711488600735099,0.196654559662494,0.326407029854839,0.00791997953423787,0.324208849063729,0.385306934772452,-0.0460100065875361,-0.114444424850504,0.328818396738122,-0.07016555157322,0.0220271446588623,-0.115918201926664,0.318172399535067,0.326672787919672,-0.0639007338523823,-0.0167495516209961,-0.228890845878991,0.308382200299804,0.559341478154615,1,0.211777232965145,0.206691735527428,0.0717930285341786,0.455020476775831,0.276680836509972,0.0482682245909172,-0.216598097220852,-0.165060146576755,-0.104190717926291,-0.318440891094751,-0.164015995825618,-0.342060027571651,-0.338971230323092,-0.0851214384487502,-0.176473461722909,-0.328926608849657,-0.0430035396980868,-0.0533545258067661,-0.15689397647123,-0.366032344306283,0.0653514158081905,-0.262552339712922,0.119339111977084,-0.0550577395441831,0.192034690176333
"American.Robin",0.00242619073562963,0.114620757641791,0.223672694597873,-0.0334289828316351,-0.151581312318042,-0.206765726276032,0.142476239720638,0.15487857341956,0.260285886714087,0.327567625357781,-0.115596242554783,0.0102875065339015,-0.221888857370824,-0.13112142207238,0.0368986998093266,-0.0116010602065564,0.075429872794937,0.0333289266296764,-0.0702184060843243,0.0134586309875012,0.0328050832542066,0.229009621723842,-0.0074183161182586,0.220296270107982,0.0632681962588414,0.166865422605911,-0.1012736987246,0.0360292801039658,-0.0748244658563217,0.0487423997453985,-0.171929040953435,0.211777232965145,1,0.378132592581626,0.146525464886951,0.294583355407088,0.168770135702348,0.307044382679506,0.233560659165826,-0.0653918071410923,-0.0491948469684269,0.0797520912182049,-0.0919016298695996,0.00745883273738362,0.0286635553602582,0.0624184367035164,0.07594518356361,0.3039326273103,0.049259621424761,0.143164685542502,0.0352844300614744,0.100889115047192,0.217263888874686,0.211844689381395,0.375725828231444,-0.0938840651324271,0.0112208656646509
"Cedar.Waxwing",0.165812494057865,0.199154716920512,0.163266577987225,-0.0797826558737674,-0.065929503251446,0.194619507984806,0.240715864715942,0.323587082280594,0.29824050582251,0.518060074821111,-0.182599484818973,-0.0277595683039231,-0.0384160808498183,0.0479819907918045,0.183472838274538,-0.0918754273474403,-0.0939062994524368,0.265620044203553,-0.166950165054793,-0.00713600975344072,0.181229985793325,0.0324786429019598,-0.0152509896802437,-0.0127743791222063,-0.0591789539543371,0.139175837733498,-0.233587692482072,-0.0163744665099678,-0.20580347978279,0.00999194889412305,-0.096743083007654,0.206691735527428,0.378132592581626,1,0.321058016390808,0.161263002156729,0.0493952360019729,-0.230369485747986,-0.22601047782365,-0.29893102375296,-0.303217809115359,-0.200047607701201,-0.136737665783551,-0.239309027779523,0.00409756969905857,-0.0347391028552775,-0.342846578530896,-0.0255676387284406,0.0752837212854685,-0.0331006080617564,-0.151473093216033,-0.333634796356077,0.060054926656016,0.208399394314221,0.000219496635318229,-0.153683362324202,-0.0798019457183504
"Red.winged.Blackbird",0.114475701511991,-0.0564536479420866,-0.0347325639337784,-0.141881068298855,-0.456384789117611,0.00258021566566463,-0.0919284045400701,-0.0502719454627516,-0.199947527344426,-0.110701016772505,-0.179301460626986,-0.064629239507217,0.118242596320996,-0.214636767285824,-0.0522074883291912,-0.0810233983881457,-0.221517340765648,0.0810386948166654,-0.0507906420526508,0.10439481473592,-0.363174544680742,-0.147063827682919,-0.118954247101779,0.0397081530053458,0.0856476901865218,-0.0115615045056493,-0.121669281931878,-0.0654835226617737,-0.119054887844116,0.0749509678021809,-0.0825525274968286,0.0717930285341786,0.146525464886951,0.321058016390808,1,0.246659689153596,0.350771538763454,0.0624219044971724,0.156874258970721,0.00260548090938988,-0.0996295625620456,0.0923233547383444,0.000916984725953555,0.154043979972164,0.233488623881391,0.207516402127587,0.157988312708519,0.105763628935704,0.427783530156404,0.0791215757396035,0.14749010511209,-0.101338018691331,-0.0956458329532116,0.156049378403361,-0.129259348959541,-0.0837649204987715,0.0139177282316643
"Song.Sparrow",0.359620268261935,0.404783345110407,0.499185097637615,-0.00331639432849223,0.135623460556274,-0.0388425524806103,0.224813925276221,0.135881601480018,0.113375656825219,0.375917076110921,0.0366517120378835,-0.145907514293246,-0.282192467655245,-0.0845150156744921,0.324029038345227,0.0264970711969494,0.274668555663783,0.364540400761119,-0.138904449583712,0.157484694984399,0.457034390084227,0.294637812390767,-0.0985103156271529,0.193805114183638,0.263431972983952,0.302742997937964,0.1397545928012,-0.0229397071274553,-0.0980165484327149,-0.134358360977926,0.187236239892286,0.455020476775831,0.294583355407088,0.161263002156729,0.246659689153596,1,0.537277702467877,0.0877615231746782,0.0386854097660357,-0.17724225847797,-0.0379873700136829,0.0802238042901276,0.11313886216607,0.16897445316438,-0.0996953670015897,0.0612845219220129,0.149637992777585,-0.0675891294244009,0.172758219987325,-0.025918175185579,-0.159829924546265,-0.242051650315776,0.189465150644701,-0.0125111670432103,0.356444649445675,0.0123909086609749,0.210451471476926
"White.throated.Sparrow",0.00532391714159235,0.172839158493014,0.160509067896357,0.220581366430888,0.0543520140100025,-0.0648192753609342,-0.0549586860525982,0.011601012085831,-0.0334812353491608,0.273795091045048,-0.329191351457136,-0.0151690005113408,-0.00132003557077711,-0.287290486422818,0.490894247946634,0.162660028010287,0.00793318081293047,0.212138086484094,-0.148378356767588,0.0583319116223763,0.181285327663094,-0.000430707468411857,-0.0326155288270714,0.345757632397917,0.136666816590525,0.0995145577020555,0.0581097116714742,-0.00207133869779137,0.156365716606896,-0.00127660393157473,-0.0362127844586399,0.276680836509972,0.168770135702348,0.0493952360019729,0.350771538763454,0.537277702467877,1,0.184758870733772,0.0390042514344033,-0.211760555188736,0.272774046869218,0.104694894414202,0.10713826345096,0.224302064842655,0.182027736467489,0.172986914697621,0.378567015433415,0.139656244285244,0.248468369425909,0.147819405815812,0.232623392746676,-0.138421328708357,0.302610582597952,0.223850366771308,0.068054021294286,-0.196390193652756,0.187044572043171
"Blue.Jay",-0.0265998995905432,0.00270024072283189,-0.0765313990298915,0.0477614810071962,-0.111709934612619,-0.379263587020757,-0.0618054268409068,-0.27304386972432,0.0213883413135942,-0.199233908430102,0.0202083079856906,-0.116659601734447,-0.247338319225643,-0.132382029686688,0.057628090749418,0.424127953662298,0.264369887510481,0.04364599341611,0.221994830559586,0.161377613954715,-0.0902408382588341,0.199696239682821,0.10478993041883,0.369122496287469,0.13312217534934,-0.0733847213180959,-0.040453231467535,0.144574788994922,0.119466922241786,-0.0616322810224613,-0.204002268970193,0.0482682245909172,0.307044382679506,-0.230369485747986,0.0624219044971724,0.0877615231746782,0.184758870733772,1,0.607286209610072,0.431411955057513,0.180365446105274,0.327816004237246,0.105366135532031,0.357336351889786,0.253045860844504,0.294421361067714,0.329691622007382,0.476452231349785,-0.0381993946312885,0.1625511258505,0.157857839941602,-0.103230437375658,-0.0170805012550947,-0.170729720349589,-0.173642449376668,-0.0365875277306044,-0.0715506881688334
"Red.bellied.Woodpecker",0.0925863699681145,-0.273471196263749,-0.219204254420616,-0.188198635572453,-0.189358100502595,-0.486224117776625,-0.236046881083882,-0.435813235933159,-0.41777805390085,-0.379851248626308,-0.156721658787211,-0.332631171627555,-0.250442491319589,-0.33262925946708,-0.324618658187096,0.0752786610245149,0.138882120898946,-0.180464578618828,0.199472696040466,0.0622931734006742,-0.263337877454026,0.0388449455741693,0.0829655546719264,0.519134797847693,0.412642703307797,0.12085160928449,0.144287683701198,0.126375776478953,0.32357824600385,-0.0522856217415919,-0.353932348110425,-0.216598097220852,0.233560659165826,-0.22601047782365,0.156874258970721,0.0386854097660357,0.0390042514344033,0.607286209610072,1,0.710651586798897,0.434346431686016,0.606734241302476,0.439917682637462,0.644581447437728,0.54269464390038,0.590907057003291,0.63431726986277,0.483871132853145,0.262738124725991,0.195787468218205,0.430175520987149,0.26541390861206,0.361941431337032,0.0956695052024688,-0.0598362198200627,0.0409663178317935,-0.203245962898068
"Red.headed.Woodpecker",0.00619733626341391,-0.341606769367193,-0.27462469246454,-0.118662046387667,-0.247805381817238,-0.0893038598000413,-0.246006548218666,-0.421167655432251,-0.270899195721691,-0.491251892021768,-0.0903397257081786,-0.203342059170733,-0.0454729476007843,-0.163336093077662,-0.513955925208364,-0.0582876402109311,0.181822978366818,-0.245162833992568,0.309775563818847,0.135212523491647,-0.35059800223134,0.0633944684799997,-0.200673097373751,0.039849761141404,0.118152163438542,-0.151269475917923,0.023424546535136,0.00289161438188546,0.202110551121868,0.0161776611076354,0.0281747941983151,-0.165060146576755,-0.0653918071410923,-0.29893102375296,0.00260548090938988,-0.17724225847797,-0.211760555188736,0.431411955057513,0.710651586798897,1,0.373315387796552,0.386101177552724,0.346989522093365,0.420288507232137,0.433816497018154,0.627626091967343,0.496337126222521,0.492643125490676,0.281165631333517,0.359854114868898,0.553360222916272,0.168539337870079,0.310579450117694,0.146534060993681,-0.0493716533391624,0.263142297334897,-0.0598490167051556
"Brown.Thrasher",-0.280836846481829,-0.39041232820433,-0.289868130624147,-0.0273082534753079,-0.178299303893702,-0.283882825278653,-0.702693208006204,-0.662476497891627,-0.577734116599068,-0.42214279673826,-0.126490680485961,-0.175344425503131,0.00141336320224986,-0.35373994077222,-0.24221443287028,0.0576772807102617,0.304625119285053,-0.197761843593768,0.0845059119904253,-0.108911325247767,-0.258676249176821,0.0627993029427975,0.410394402998947,0.505260755247911,0.4407790034108,-0.00151352773202663,0.193856889279672,-0.0486060272415605,0.446055297701448,0.23001159224289,-0.0319216992838268,-0.104190717926291,-0.0491948469684269,-0.303217809115359,-0.0996295625620456,-0.0379873700136829,0.272774046869218,0.180365446105274,0.434346431686016,0.373315387796552,1,0.663645077183864,0.606144841584186,0.498562347281121,0.506883498931658,0.476711023715231,0.563250671592323,0.294545500674877,0.330499693923876,0.431694514964264,0.508563553232632,0.212861752827374,0.518653404001199,0.160166052875348,-0.225782211721601,-0.00271051808659887,-0.0939818722910821
"Chipping.Sparrow",-0.131824210524786,-0.385776123846862,-0.326846655332873,-0.183612817437979,-0.312256859364933,-0.53569492647398,-0.597019364098876,-0.77586457917065,-0.643328351885923,-0.525649602368477,0.0568342395668161,-0.468803093464314,-0.20092285656557,-0.485777465777126,-0.514455373510868,-0.204655670429492,0.0685225105300191,-0.388342944297722,-0.131679135428698,-0.0718330878794772,-0.0849637645107586,0.295238494603631,0.383880608346351,0.590911875992592,0.326702941581055,0.239088030586356,0.389585918939165,0.122234394335899,0.400551152045095,-0.0759434839631206,-0.313633487061611,-0.318440891094751,0.0797520912182049,-0.200047607701201,0.0923233547383444,0.0802238042901276,0.104694894414202,0.327816004237246,0.606734241302476,0.386101177552724,0.663645077183864,1,0.79109280239453,0.658122867920835,0.47266571689221,0.466143427237899,0.615294087051625,0.398218037234802,0.245568244887409,0.291413901375557,0.269557389092419,0.144145097918049,0.376366077050635,0.0583758081453737,-0.150874734503728,-0.0331152262737335,-0.166371758204028
"Tufted.Titmouse",-0.230350228001188,-0.36638987615582,-0.339163637372638,-0.00208775257781783,-0.0154759566546426,-0.274095213985516,-0.397558221072286,-0.619218307653095,-0.423365335134426,-0.283460783434538,0.20405973351661,-0.236026301636107,0.0702226461509768,-0.366469017857548,-0.415643931778451,-0.205601254811687,0.21661999748389,-0.214708138461926,-0.171540637080864,0.0458585306745442,0.033388476721844,0.25208021447139,0.331303661729412,0.465725024543496,0.472144701589124,0.51419818773366,0.677020577182765,0.438006198354158,0.573056941220424,-0.0738281236816473,-0.0344292343948061,-0.164015995825618,-0.0919016298695996,-0.136737665783551,0.000916984725953555,0.11313886216607,0.10713826345096,0.105366135532031,0.439917682637462,0.346989522093365,0.606144841584186,0.79109280239453,1,0.651375290215677,0.563298228957987,0.356730591703709,0.519143194670656,0.220323753859233,0.221880102170203,0.0404906339735054,0.161424046319807,-0.107323150312448,0.388801774865013,0.0926113344702677,-0.179344867085081,-0.0704765486469923,-0.204466247850963
"Brown.headed.Nuthatch",-0.191160997934092,-0.385876688296187,-0.419711054240494,-0.237834830843323,0.0298945518629476,-0.37516758557307,-0.193904262860102,-0.453883616843897,-0.550055559578243,-0.495044797898862,0.0166918105940579,-0.45888296435751,-0.129121363407719,-0.256323555368179,-0.263182245078158,0.0409687800869701,0.322501837199359,0.0441713096067768,0.050420603196847,0.126222067233336,-0.048751423404244,0.178632765612915,0.108632388703808,0.495174777349322,0.289395321473889,0.190076997042037,0.449291297100121,0.186671995531299,0.4364446631805,-0.121431493215836,-0.204016511794299,-0.342060027571651,0.00745883273738362,-0.239309027779523,0.154043979972164,0.16897445316438,0.224302064842655,0.357336351889786,0.644581447437728,0.420288507232137,0.498562347281121,0.658122867920835,0.651375290215677,1,0.694721474752583,0.537227640420706,0.652597807539824,0.504315447266403,0.465717946771206,0.180654326206626,0.347660619335955,0.298958270117329,0.422258185516926,0.271873891538288,-0.212547265379565,-0.0132858993786481,-0.216873054631327
"Yellow.rumped.Warbler",-0.201517274612064,-0.594428459345111,-0.52028830677518,-0.133534201252131,-0.121049562379697,-0.269899153593859,-0.26696442673052,-0.32222433222587,-0.437978125041355,-0.333288037119851,-0.0296308929486715,-0.172023504090627,0.272262440206838,-0.197069419836525,-0.21443414087255,0.11818172181035,0.0565944773912346,-0.223356404471644,0.0696785663317271,0.0271263953033738,-0.393670139480668,-0.215967205983242,0.0580714323549776,0.469098515830586,0.297502681932044,0.147938710944399,0.254902592253303,0.114884417964327,0.303622338118115,-0.199625211395611,-0.119156230880873,-0.338971230323092,0.0286635553602582,0.00409756969905857,0.233488623881391,-0.0996953670015897,0.182027736467489,0.253045860844504,0.54269464390038,0.433816497018154,0.506883498931658,0.47266571689221,0.563298228957987,0.694721474752583,1,0.523898471674658,0.518303351629836,0.515199397955588,0.34541180267057,0.304360583359267,0.513826615733477,0.113559743196985,0.380649278904774,0.343157604632937,-0.29588991211538,-0.115936087176312,-0.0968690335690729
"Downy.Woodpecker",-0.0871799256633248,-0.375073213336017,-0.255593360734248,-0.0716081159577822,-0.403322306999842,-0.28753203558248,-0.182465484803309,-0.315021920131874,-0.226801038519214,-0.385871735630882,-0.388204633948132,-0.525402868873259,-0.110549718800127,-0.418961811549666,-0.340069621825376,-0.208364148540941,0.286878336721975,-0.0181034902939412,0.155436016008851,0.0230444123147975,-0.236493092812364,-0.0981758414628791,-0.247250987130234,0.415971168845613,0.100418982822537,0.0148086180195328,-0.100784049003717,-0.0579825038369547,0.0278311126039879,0.00605133349578682,-0.132601097878394,-0.0851214384487502,0.0624184367035164,-0.0347391028552775,0.207516402127587,0.0612845219220129,0.172986914697621,0.294421361067714,0.590907057003291,0.627626091967343,0.476711023715231,0.466143427237899,0.356730591703709,0.537227640420706,0.523898471674658,1,0.599870401570627,0.463682507580357,0.561544484985625,0.517993981092518,0.64776944572968,0.274936672700489,0.559850168970081,0.472369740961788,0.134141985515269,0.371791636451442,0.172287555027311
"White.breasted.Nuthatch",-0.239880744210196,-0.514302576683761,-0.387861844583273,-0.221902842178426,-0.268336578740428,-0.312080434679027,-0.306826707841899,-0.389979465945375,-0.498221979292753,-0.402468367429823,-0.231488247737493,-0.303809639979979,-0.191910724566445,-0.668920905398261,-0.376397315285037,-0.110346645950547,0.0294126529774255,-0.372102153573582,-0.131245153703393,-0.0205118997575473,-0.340157515333073,-0.161669809112222,-0.0445577279279742,0.31161861392275,0.231899273182961,0.083309217095414,0.231985308641004,-0.0952706543256428,0.172693380072447,-0.044528863209646,-0.115443995075498,-0.176473461722909,0.07594518356361,-0.342846578530896,0.157988312708519,0.149637992777585,0.378567015433415,0.329691622007382,0.63431726986277,0.496337126222521,0.563250671592323,0.615294087051625,0.519143194670656,0.652597807539824,0.518303351629836,0.599870401570627,1,0.534488539487908,0.413022092328437,0.285058751015351,0.574441755229865,0.291746943633651,0.482159889636329,0.278471960119353,0.0304123743883879,-0.0500218046451798,-0.0343097340245605
"Yellow.bellied.Sapsucker",-0.272571370416163,-0.373712723596191,-0.370532160683475,-0.261243568005988,-0.314783595224753,-0.380606608475718,-0.212597797735882,-0.295960145784079,-0.278816625229129,-0.25204869748244,-0.0380856836136948,-0.180677666803264,-0.0239556160097953,-0.415712479283195,-0.278658755366873,0.135998074184107,0.143901968953109,-0.227742803812035,0.243740527841618,0.323618840588495,-0.322454943247704,0.0237214994646553,-0.245363909988401,0.19434670182909,0.0242511361000159,-0.294393977059923,0.00338626341748641,-0.0213337265148819,0.143147375879038,0.114586374093007,-0.0968996940116573,-0.328926608849657,0.3039326273103,-0.0255676387284406,0.105763628935704,-0.0675891294244009,0.139656244285244,0.476452231349785,0.483871132853145,0.492643125490676,0.294545500674877,0.398218037234802,0.220323753859233,0.504315447266403,0.515199397955588,0.463682507580357,0.534488539487908,1,0.519491317646989,0.644437319399146,0.600626346059196,0.358964754808773,0.420798046567229,0.523636507931687,-0.0160332395251399,0.0146161415187876,-0.0021228006056049
"Bonaparte.s.Gull",-0.109672345019612,-0.255187477702593,-0.144862226755887,-0.364584091383055,-0.421054893340697,-0.182663662431698,-0.0654763194477657,-0.234246934013325,-0.260223514242822,-0.276401661546949,-0.204617250226385,-0.301874906855128,0.171203788512214,-0.375991038020557,-0.344688237000317,-0.206618220948294,0.339166385750714,0.147722355666078,0.267383198322814,0.369569052621369,-0.217282521759819,-0.113735504630281,-0.20806814315342,0.166469830990618,0.15055047393092,-0.114263996972967,0.0392426795579284,-0.120578523150337,0.0475793200714432,0.30504375207665,0.186551382193663,-0.0430035396980868,0.049259621424761,0.0752837212854685,0.427783530156404,0.172758219987325,0.248468369425909,-0.0381993946312885,0.262738124725991,0.281165631333517,0.330499693923876,0.245568244887409,0.221880102170203,0.465717946771206,0.34541180267057,0.561544484985625,0.413022092328437,0.519491317646989,1,0.644923168767169,0.632821793012755,0.526488046649321,0.574201904496965,0.549452071279164,0.0132380406414327,0.128762204059443,-0.00887887028029979
"Bufflehead",-0.0341072160867062,-0.297457600486121,-0.0817830301997376,-0.20531927525216,-0.521606962106132,-0.34385487809776,-0.266520804232033,-0.378334878406958,-0.209230179489077,-0.292523566302989,-0.0681044918812048,-0.111434862100895,0.18106064580055,-0.162348537442675,-0.24258190713446,-0.00290725587600886,0.217888458999576,-0.177601675566875,0.419482721375615,0.235131006305091,-0.300863718661093,-0.138658089368265,-0.129674002374588,0.221529750876927,0.00487139747960223,-0.369609773260187,-0.227438164995576,-0.351979165604347,-0.147686497711651,0.229783615797614,0.205131127563086,-0.0533545258067661,0.143164685542502,-0.0331006080617564,0.0791215757396035,-0.025918175185579,0.147819405815812,0.1625511258505,0.195787468218205,0.359854114868898,0.431694514964264,0.291413901375557,0.0404906339735054,0.180654326206626,0.304360583359267,0.517993981092518,0.285058751015351,0.644437319399146,0.644923168767169,1,0.672507626820148,0.438129725689204,0.474378460756144,0.366896626820847,-0.013010293086363,0.248826131149602,0.283892013257637
"Horned.Grebe",-0.22344021025533,-0.454408592266016,-0.436457766535385,-0.322926962371653,-0.484383465469448,-0.275217530683773,-0.326364855084884,-0.380987650572709,-0.293089178572253,-0.37326851205668,-0.35928931821076,-0.217738801070187,0.315888151372391,-0.358937324363521,-0.378248596922913,-0.0948724104181859,0.126514288881994,-0.294615032614131,0.365319966677467,0.140655637054124,-0.391376423230343,-0.300644035303487,-0.284670589006046,0.166308063554118,0.123271723619683,-0.144350693057496,0.0431441393142022,-0.227317576429473,0.112163440778063,0.00897800413846663,-0.043536474811386,-0.15689397647123,0.0352844300614744,-0.151473093216033,0.14749010511209,-0.159829924546265,0.232623392746676,0.157857839941602,0.430175520987149,0.553360222916272,0.508563553232632,0.269557389092419,0.161424046319807,0.347660619335955,0.513826615733477,0.64776944572968,0.574441755229865,0.600626346059196,0.632821793012755,0.672507626820148,1,0.436712222278178,0.500827454948552,0.35889679302336,-0.0175111482111719,0.0214716750590434,-0.0196592075283721
