"","Eastern.Bluebird","Fish.Crow","American.Crow","Mourning.Dove","Downy.Woodpecker","Barn.Swallow","White.breasted.Nuthatch","White.eyed.Vireo","Red.eyed.Vireo","Wood.Thrush","Blue.gray.Gnatcatcher","Yellow.billed.Cuckoo","Carolina.Wren","Eastern.Meadowlark","Eastern.Phoebe","Blue.Grosbeak","American.Robin","Purple.Martin","House.Finch","Tufted.Titmouse","Great.Crested.Flycatcher","Carolina.Chickadee","Chipping.Sparrow","Eastern.Wood.Pewee","Yellow.breasted.Chat","Blue.Jay","Indigo.Bunting","Common.Grackle","Ovenbird","Pine.Warbler","Northern.Cardinal","Brown.headed.Cowbird","American.Goldfinch","Eastern.Towhee","Chimney.Swift","Common.Yellowthroat","Red.winged.Blackbird","European.Starling","Summer.Tanager","Brown.headed.Nuthatch","Red.bellied.Woodpecker","Brown.Thrasher","Northern.Mockingbird"
"Blue.gray.Gnatcatcher",-0.124457271878303,-0.233338581215682,0.115250246575877,0.157827671752342,-0.0181257319462295,0.3605719878373,0.336184979821428,0.161792301486655,-0.00264221517353752,0.115023412091296,1,0.161939885879311,-0.0943006746517037,-0.0943443688137988,-0.147739427608263,-0.0350896937215688,-0.113039316398566,-0.0215333944598232,0.0239860839819936,0.189878826723158,0.3877662762465,-0.0694753993789318,-0.100720494117078,0.133439187339772,0.205473653848292,-0.0737709609864585,-0.043795060881438,-0.158568360968456,0.0474517771245007,-0.31909561739278,0.0525106516485126,-0.0546488114806584,-0.355882499364214,0.0103628088645408,-0.0637396788476647,0.119208105272695,-0.313300016257247,-0.303422039256702,0.108536649957392,0.0011110255267934,0.22800162984266,0.218492493830325,-0.235965707713574
"Yellow.billed.Cuckoo",0.0465378046926369,-0.0609549314053806,-0.0867671093379611,0.0195306116247468,0.108008879741635,0.172758500850856,0.103998828341111,-0.101215536845282,0.21223948533191,0.242008696727759,0.161939885879311,1,0.159129967424001,-0.206532910060366,-0.26579074835271,0.210863095252145,-0.0779482363541997,0.0959532865990822,-0.322623188483541,-0.00910609512326231,-0.29919834919316,-0.421432227827501,-0.401344233358998,-0.388307740715015,-0.183012350883915,0.232041780088676,-0.0864246780242776,-0.171536898060815,-0.30273849205334,-0.317200627619071,0.292726230040356,-0.466343504549505,-0.233888521839411,-0.310599956058194,0.14194463976294,0.124308737222325,-0.0503983367752667,-0.128965619341279,-0.280516347767131,-0.326234255078937,-0.00174554014191736,0.176344217277627,0.100238067347023
"Carolina.Wren",0.416460141878342,0.0276232474138212,-0.0765510812892547,-0.091174764774048,0.116174260325058,0.160091076206321,-0.0623836856154075,-0.103287196947283,0.0519610049428944,0.00399043802431189,-0.0943006746517037,0.159129967424001,1,0.419869676402237,0.429516770221684,0.110819963087282,0.17137010207429,0.54917469632061,-0.351068786580947,-0.356160982971897,-0.100955029021663,-0.196925514742553,-0.112156900700122,-0.280783148437656,-0.301680568803517,0.322946468075228,0.138063593971213,0.032042977795799,-0.0619693152586361,-0.0465878535345198,0.265265812883317,0.163840061958838,0.135555278992088,0.196770732237001,-0.312667989208435,-0.031952111019037,-0.0896077634253567,0.170230535324372,-0.284168510421748,-0.19937569934657,-0.288991913330143,-0.195426460919644,0.0902590321815056
"Eastern.Meadowlark",0.108689902833404,0.181588666821704,0.0441965026883871,-0.0602812961381221,0.246414995739031,0.0110854662721454,-0.0173950521624833,0.284492992257619,-0.0703190991721478,0.0507480291248501,-0.0943443688137988,-0.206532910060366,0.419869676402237,1,0.705860958495409,0.244808152187356,0.0998561031603252,0.123431364662532,0.0626157367736556,0.175993292791983,0.139855392101228,0.224197361211359,0.0677603105861214,0.175911206492741,0.24889751143118,0.104358869873847,0.0793330210957728,0.266867833370188,0.406369470665883,0.336224871039817,0.269706014548504,0.303426204220691,0.172891709068814,0.282885452367767,-0.289777153030022,-0.175378968938459,0.1290731075718,-0.368060325171761,-0.0848854466051943,-0.102272693836335,-0.189510451380761,-0.384316798581438,-0.133970596193786
"Eastern.Phoebe",0.309459773706833,0.0191703799036262,0.163222582637277,0.0364718001101632,0.200514454809261,0.137744956519667,0.175343126660178,0.345344538579027,-0.0619223901529615,0.0554749232177937,-0.147739427608263,-0.26579074835271,0.429516770221684,0.705860958495409,1,0.231548000300536,0.191918360305194,0.0750810658402594,-0.143230707879984,-0.162563449855941,0.012924548553216,0.0108491285816491,-0.00761895845015606,0.227476610209628,0.261022484847481,-0.037608816371125,0.172253332567272,0.204959903991457,0.311535147342306,0.362912073216404,-0.139257191317725,0.280304416097816,0.289064691511688,0.26003339792706,-0.322318543732973,-0.214322690086376,0.0880104950686221,-0.198771280966854,0.0788482615802535,0.0981233598640809,-0.155527367120056,-0.239840128478837,0.0771917328911019
"Blue.Grosbeak",-0.0674232279062759,-0.106946250041895,-0.0635167946721925,-0.398297431334266,0.332336214836518,0.125065744635316,0.323712629007415,0.291019648398416,0.201003274479746,0.250206790505988,-0.0350896937215688,0.210863095252145,0.110819963087282,0.244808152187356,0.231548000300536,1,0.543805576956754,0.396228917380741,-0.293280034514691,0.102741741755963,-0.370967316125179,-0.119482570826799,-0.391608040567358,0.328533814757573,0.109552733382335,-0.0942258589199414,0.0926846685853633,0.186772256663388,-0.117672955645377,-0.000374056487445707,0.306983830449957,-0.168262261981407,-0.0721234220976814,-0.0567335914143834,-0.26893266931274,-0.454504185597858,-0.431412328124707,0.00716931702233191,0.276395260571227,-0.166252874355717,-0.192125328187175,0.159551578954166,0.00460486641031893
"American.Robin",0.0883968119271228,-0.0658355196525156,0.084760215463239,-0.175642681409745,0.0330412351470526,0.0174673384689311,0.10224041428379,0.16948643579887,-0.136960475440252,-0.0884964909382816,-0.113039316398566,-0.0779482363541997,0.17137010207429,0.0998561031603252,0.191918360305194,0.543805576956754,1,0.551294102129677,-0.191275157091349,0.069166778896104,-0.396987275217759,-0.185357475522663,-0.2116810778238,0.397654593058269,-0.0688106474158322,-0.051997706033618,0.0241655983832101,0.181418518926887,-0.0417567981263185,0.0480863694877932,0.170572813571903,-0.0136866282881653,0.136485598930548,0.032875631463424,-0.0243516514461963,-0.323308134388021,-0.412299140603666,0.250491361078618,0.167581077401396,-0.106905799213684,-0.0853097305020143,0.202575040947471,0.222205551284004
"Purple.Martin",0.0653382922051301,-0.23568583371275,-0.220632827169397,-0.494668417101543,-0.100001053736427,-0.100075166874727,-0.344627966748443,0.173378793489962,0.217369502537055,0.225649634212167,-0.0215333944598232,0.0959532865990822,0.54917469632061,0.123431364662532,0.0750810658402594,0.396228917380741,0.551294102129677,1,-0.480326501061709,-0.185015346563115,-0.0216336951552579,-0.0429299054826712,0.155937037513886,0.0257549626422225,-0.245125932572831,0.11710879817114,-0.141656564816916,0.141231236119237,-0.0423155930837495,-0.268719007142312,0.235321857345704,-0.177925093976124,-0.243536616582135,-0.133050143822343,-0.0236885986827298,-0.104489505002178,-0.277952656094936,0.378396715279527,-0.144188658695097,-0.203102686549811,-0.292856113584867,0.00820784690927356,0.0951947565950624
"House.Finch",-0.150765591404639,0.368810938297141,0.180079910832777,0.29759804269123,0.122765789744179,0.143340895321177,0.199361770246552,0.0701706755816586,-0.380402008776079,-0.443475163240347,0.0239860839819936,-0.322623188483541,-0.351068786580947,0.0626157367736556,-0.143230707879984,-0.293280034514691,-0.191275157091349,-0.480326501061709,1,0.302023507155613,0.16529049966293,0.349606267744023,0.0910985422436233,0.0827409610991366,0.129798223215035,-0.0408175320388377,0.0054092206081911,0.1918120132969,0.131349552966044,0.2453154419082,0.169530039324049,0.187585335518758,0.40695121845161,0.327918305841438,0.0819407889510533,0.0622834120943603,0.260084583009028,-0.260050321849398,0.154129266270898,0.497595562757444,0.546210263187163,0.0633697900531984,0.267470727702631
"Tufted.Titmouse",-0.655417518726645,-0.287312301976301,0.181404179886938,0.138268760428008,0.276327235195728,0.0027047853673163,0.0587751865331861,0.229611726927899,-0.125329480321424,-0.163675700902978,0.189878826723158,-0.00910609512326231,-0.356160982971897,0.175993292791983,-0.162563449855941,0.102741741755963,0.069166778896104,-0.185015346563115,0.302023507155613,1,0.318811052025526,0.529807765011302,0.0761829608664597,0.323394241733861,0.144356024278307,-0.0432087396409426,-0.097278010321653,0.142079807805641,0.174963306722688,0.20614833855631,0.270722095552983,0.0682458184364859,0.0601867779654423,0.196360613302392,0.0676763406133727,-0.099522060368448,-0.376842053753005,-0.263294626067171,-0.0335099574081401,-0.202339918457223,0.295718641795736,0.0179873219180942,-0.0491229366608215
"Great.Crested.Flycatcher",-0.348440318490817,-0.328902596051376,-0.129360980131316,-0.172724340970246,-0.243539352162225,-0.127067003797486,-0.196541609350113,0.034523007552343,-0.166592540891624,-0.0520082204002358,0.3877662762465,-0.29919834919316,-0.100955029021663,0.139855392101228,0.012924548553216,-0.370967316125179,-0.396987275217759,-0.0216336951552579,0.16529049966293,0.318811052025526,1,0.566437236723155,0.59119777415408,0.306057402333494,0.35384556972273,-0.010290485486961,-0.141209006449077,0.00464615898186359,0.168104064457555,-0.107518095867892,-0.0734806593272049,0.166138949059662,-0.219737321089648,-0.0735404024667662,0.145975440693149,0.17937600285616,-0.0237508453040334,-0.069631683157727,-0.125240309515113,0.146699888173046,0.0764329240820845,-0.203135761330824,-0.192351812972674
"Carolina.Chickadee",-0.459260496694362,-0.112085512975821,-0.0916089574776596,-0.0716922488130592,0.134126871865949,-0.120603509528895,-0.17879028218528,0.351933463371332,0.0988371341567804,-0.126410938869151,-0.0694753993789318,-0.421432227827501,-0.196925514742553,0.224197361211359,0.0108491285816491,-0.119482570826799,-0.185357475522663,-0.0429299054826712,0.349606267744023,0.529807765011302,0.566437236723155,1,0.607194010600243,0.331318782416503,0.208695797613652,0.0540157055449515,-0.0754192952097023,0.454765521216883,0.470598381223709,0.504440781564192,0.230061128207447,0.394864246809833,0.144529172489963,0.159027535375013,0.216420832526788,-0.0777865916290719,-0.161185691353721,-0.00110700751168722,0.0811563449124764,0.290553127859805,0.235940722989087,-0.0317936876725076,0.148997423331959
"Chipping.Sparrow",-0.316703454672714,-0.160168747636475,-0.0590492827019465,-0.279508248315173,-0.422647624489189,-0.47562570866272,-0.69779437827997,0.165663094049328,-0.00540056438137035,0.0113095598993861,-0.100720494117078,-0.401344233358998,-0.112156900700122,0.0677603105861214,-0.00761895845015606,-0.391608040567358,-0.2116810778238,0.155937037513886,0.0910985422436233,0.0761829608664597,0.59119777415408,0.607194010600243,1,0.122071032592893,0.257161083815221,0.14351253622837,-0.0226197494786285,0.27727929090812,0.467622337824606,0.0764942636908326,-0.185724499356094,0.101238156325812,-0.254733981509022,-0.135905938510777,0.322049820598518,0.237375595225342,0.163516693310439,0.216122993500086,-0.0761503316690582,0.242233201113373,0.0773657675137786,-0.237406744096475,-0.074689597108739
"Eastern.Wood.Pewee",-0.29928980800139,-0.169486270347981,-0.20584972379325,-0.21229715324512,-0.169810690355155,0.0737612630632171,0.267731520327181,0.252449069879657,-0.286710809931797,0.119459153823146,0.133439187339772,-0.388307740715015,-0.280783148437656,0.175911206492741,0.227476610209628,0.328533814757573,0.397654593058269,0.0257549626422225,0.0827409610991366,0.323394241733861,0.306057402333494,0.331318782416503,0.122071032592893,1,0.442771435692894,-0.195876888489336,-0.165135717207318,0.228958018197503,0.281114254708227,0.108020532330916,0.0294253448192455,0.335259510841888,0.190444179931477,-0.0468407867449345,0.197506409578344,-0.231253692653663,-0.270266422410994,-0.0265580828884186,0.525418139084813,0.334462791026077,0.169908495331812,0.0983015147522263,0.0110766674627266
"Yellow.breasted.Chat",-0.0844823777512872,-0.148261043433196,0.35522102723324,-0.0714484887641974,-0.0140323720812264,0.0800424226258961,0.103277162287669,0.229589314394811,-0.0844801663817526,0.193204985406009,0.205473653848292,-0.183012350883915,-0.301680568803517,0.24889751143118,0.261022484847481,0.109552733382335,-0.0688106474158322,-0.245125932572831,0.129798223215035,0.144356024278307,0.35384556972273,0.208695797613652,0.257161083815221,0.442771435692894,1,0.211790116454207,0.359024318133302,0.115361072863898,0.429247586299254,0.239953141511666,-0.00737322316906031,0.110662177170395,-0.0719155555504881,0.0161009510733287,-0.101931006454497,-0.00431670717347043,-0.0127434259715039,-0.257071658996658,0.420207545966455,0.273466098122468,0.183657677078397,-0.208774881299891,-0.126032043787033
"Blue.Jay",0.135867829559516,-0.0888562390027894,0.209888987600301,0.225920418309788,0.160324404916216,0.2336798190153,-0.21810242081155,-0.14884528827181,0.126013941033169,0.0367739291928961,-0.0737709609864585,0.232041780088676,0.322946468075228,0.104358869873847,-0.037608816371125,-0.0942258589199414,-0.051997706033618,0.11710879817114,-0.0408175320388377,-0.0432087396409426,-0.010290485486961,0.0540157055449515,0.14351253622837,-0.195876888489336,0.211790116454207,1,0.446940333694106,0.248711816238719,0.314707945800459,0.204785248630407,0.32334879716466,0.0765929702334064,0.044581285410246,0.101473744008841,0.238381644060996,0.378931249085142,-0.0271903740666915,0.241195499213747,0.0598962480245964,0.132917002386839,0.229697136005761,-0.143545237496933,0.391676744860664
"Indigo.Bunting",-0.0275305412603197,-0.129134857290965,0.405943243439085,0.0729585662666721,0.233784454337439,0.178540600722778,0.0498602795114153,-0.216828285656775,0.174833332717599,-0.238323489655583,-0.043795060881438,-0.0864246780242776,0.138063593971213,0.0793330210957728,0.172253332567272,0.0926846685853633,0.0241655983832101,-0.141656564816916,0.0054092206081911,-0.097278010321653,-0.141209006449077,-0.0754192952097023,-0.0226197494786285,-0.165135717207318,0.359024318133302,0.446940333694106,1,0.37101395389174,0.151508729749398,0.346944177574607,0.205372673275337,0.123695082325433,0.14121151370195,0.356218366993873,-0.24056886261923,0.136050815270749,0.0402903901514886,0.0247121062767803,0.0750843124914727,-0.0357444702481468,0.0562268964958077,-0.391754920311479,-0.017375950976524
"Common.Grackle",-0.356512398658115,-0.228736673179219,-0.197772547616243,0.130237898770826,0.0725277064682638,0.0958412839088254,-0.14567297872757,0.157072795371112,0.176538747145303,-0.0170499068115661,-0.158568360968456,-0.171536898060815,0.032042977795799,0.266867833370188,0.204959903991457,0.186772256663388,0.181418518926887,0.141231236119237,0.1918120132969,0.142079807805641,0.00464615898186359,0.454765521216883,0.27727929090812,0.228958018197503,0.115361072863898,0.248711816238719,0.37101395389174,1,0.491017868209093,0.585760858380156,0.413861697910644,0.313864533249014,0.268565823740778,0.411977118894783,0.33318663174631,0.223794121423106,0.130185006423845,0.119948442959091,0.282985583071055,0.215369160258755,0.28355949672998,-0.0690403933900488,0.393710431861782
"Ovenbird",-0.158290347507168,-0.0331562868346142,0.157467745071824,0.184818510400569,0.0281783026340145,0.239484569817369,-0.181547935170637,0.528301187354971,0.13394356675028,0.330022410968987,0.0474517771245007,-0.30273849205334,-0.0619693152586361,0.406369470665883,0.311535147342306,-0.117672955645377,-0.0417567981263185,-0.0423155930837495,0.131349552966044,0.174963306722688,0.168104064457555,0.470598381223709,0.467622337824606,0.281114254708227,0.429247586299254,0.314707945800459,0.151508729749398,0.491017868209093,1,0.591610716754217,0.195331250223585,0.48626601620574,0.250968389177696,0.342979791449336,0.255216424892117,0.100686999756567,0.145779892604245,-0.289711711702197,0.393024076510735,0.459320997125179,0.368037137962522,-0.10358564835405,0.147640528137923
"Pine.Warbler",-0.0619915225905581,0.0356393937132141,0.188468959817097,0.383662500888985,0.475131343573418,0.19866509534566,0.0697936071393973,0.340554759266081,0.231016989904428,-0.0234685308755259,-0.31909561739278,-0.317200627619071,-0.0465878535345198,0.336224871039817,0.362912073216404,-0.000374056487445707,0.0480863694877932,-0.268719007142312,0.2453154419082,0.20614833855631,-0.107518095867892,0.504440781564192,0.0764942636908326,0.108020532330916,0.239953141511666,0.204785248630407,0.346944177574607,0.585760858380156,0.591610716754217,1,0.248485795848301,0.498741431245027,0.565477133525449,0.558371019227305,0.0428855849284188,-0.00838848645089327,0.0332401848313324,-0.120089726666668,0.274205463884748,0.302631060532814,0.193034789526639,-0.0128942227022646,0.420663701923966
"Northern.Cardinal",-0.154238074293893,0.0235334539876271,-0.142210497152952,-0.125940483266247,0.333855415484187,0.412765175648733,0.222659447392507,0.0655069276641758,0.095115445421029,-0.00237055210141766,0.0525106516485126,0.292726230040356,0.265265812883317,0.269706014548504,-0.139257191317725,0.306983830449957,0.170572813571903,0.235321857345704,0.169530039324049,0.270722095552983,-0.0734806593272049,0.230061128207447,-0.185724499356094,0.0294253448192455,-0.00737322316906031,0.32334879716466,0.205372673275337,0.413861697910644,0.195331250223585,0.248485795848301,1,0.335632870418248,0.376030922742248,0.308156203497764,0.152786447430049,-0.110443504087433,-0.0231796176375309,-0.311986062335949,-0.0160341118734671,0.0344349559443354,0.225389287944125,0.0523842962449658,0.199282689146
"Brown.headed.Cowbird",0.156459822290676,-0.0223323314239722,-0.00550706724548538,0.212003268270135,0.0440841821536077,0.343880442136512,0.3162105440699,-0.0542409409902388,-0.298197092272361,-0.0680848679086189,-0.0546488114806584,-0.466343504549505,0.163840061958838,0.303426204220691,0.280304416097816,-0.168262261981407,-0.0136866282881653,-0.177925093976124,0.187585335518758,0.0682458184364859,0.166138949059662,0.394864246809833,0.101238156325812,0.335259510841888,0.110662177170395,0.0765929702334064,0.123695082325433,0.313864533249014,0.48626601620574,0.498741431245027,0.335632870418248,1,0.592313796177285,0.41224936112238,0.147292169616745,-0.289888927064758,0.0562247786130184,-0.146760937520349,0.303346392007447,0.408071942396435,0.260531790433499,0.0857160808189221,0.0727770035246767
"American.Goldfinch",0.0602891909751784,0.186594514567482,0.0584605954646589,0.279002727438621,0.38147241665077,0.453163572247037,0.384110111159462,0.0866922433217826,-0.183941030654098,-0.143125051141636,-0.355882499364214,-0.233888521839411,0.135555278992088,0.172891709068814,0.289064691511688,-0.0721234220976814,0.136485598930548,-0.243536616582135,0.40695121845161,0.0601867779654423,-0.219737321089648,0.144529172489963,-0.254733981509022,0.190444179931477,-0.0719155555504881,0.044581285410246,0.14121151370195,0.268565823740778,0.250968389177696,0.565477133525449,0.376030922742248,0.592313796177285,1,0.602750015278933,0.0536692913448401,-0.107330689659277,0.23629868915244,-0.253020404391688,0.188254499614561,0.450675637470205,0.367824248498927,0.0556296015544123,0.490247564257889
"Eastern.Towhee",-0.19902817238076,-0.127326908271663,0.287590099403977,0.47978795875265,0.463307139244736,0.424658247351842,0.117318152141544,0.146758916528545,-0.051889143997524,-0.0887439567158225,0.0103628088645408,-0.310599956058194,0.196770732237001,0.282885452367767,0.26003339792706,-0.0567335914143834,0.032875631463424,-0.133050143822343,0.327918305841438,0.196360613302392,-0.0735404024667662,0.159027535375013,-0.135905938510777,-0.0468407867449345,0.0161009510733287,0.101473744008841,0.356218366993873,0.411977118894783,0.342979791449336,0.558371019227305,0.308156203497764,0.41224936112238,0.602750015278933,1,-0.273999668918816,0.209638424839616,0.0307160352997336,-0.201519279419999,0.255257581170939,0.147795605461059,0.385002645449384,0.0352542226569483,0.319259379265371
