"","Yellow.throated.Warbler","Chipping.Sparrow","White.eyed.Vireo","Fish.Crow","Red.headed.Woodpecker","Acadian.Flycatcher","Eastern.Wood.Pewee","Summer.Tanager","N..Rough.winged.Swallow","Eastern.Phoebe","Brown.headed.Nuthatch","Great.Crested.Flycatcher","Blue.Grosbeak","Yellow.breasted.Chat","House.Finch","Mourning.Dove","Orchard.Oriole","Pine.Warbler","Prairie.Warbler","Red.bellied.Woodpecker","Tufted.Titmouse","Hooded.Warbler","Ovenbird","Eastern.Towhee","Blue.Jay","Wood.Thrush","Carolina.Chickadee","Eastern.Bluebird","American.Robin","Northern.Mockingbird","Brown.Thrasher","European.Starling","Indigo.Bunting","Ring.billed.Gull","White.throated.Sparrow","Common.Yellowthroat","Black.thr.Blue.Warbler","Yellow.rumped.Warbler","House.Wren","Gray.Catbird","Black.throated.Blue.Warbler","Yellow.rumped..Myrtle..Warbler","Black.and.white.Warbler","Northern.Parula","Cliff.Swallow","American.Redstart","Carolina.Wren","Bobolink","Cedar.Waxwing","Barn.Swallow","Common.Grackle","American.Goldfinch","Chimney.Swift","Eastern.Kingbird","House.Sparrow","Red.winged.Blackbird","American.Crow","Purple.Martin","Downy.Woodpecker","White.breasted.Nuthatch","Brown.headed.Cowbird","Ruby.throated.Hummingbird","Prothonotary.Warbler","Blue.gray.Gnatcatcher","Red.eyed.Vireo","Northern.Cardinal","Scarlet.Tanager"
"Brown.headed.Nuthatch",0.348595848595849,0.324175824175824,0.358363858363858,0.392551892551892,0.443223443223443,0.644078144078144,0.446886446886447,0.45054945054945,0.367521367521367,0.576923076923077,1,0.682539682539682,0.235653235653236,0.141636141636142,0.231990231990232,0.322344322344322,0.239316239316239,0.22039072039072,0.529304029304029,0.248473748473748,0.294261294261294,0.205128205128205,0.267399267399267,0.00854700854700855,0.117216117216117,-0.0280830280830281,0.238095238095238,0.166666666666667,0.235653235653236,0.243589743589744,0.0891330891330891,0.125152625152625,0.163614163614164,-0.0384615384615385,-0.0262515262515262,0.358363858363858,0.494505494505494,0.176434676434676,-0.362026862026862,0.112942612942613,-0.144405435967277,-0.229583272404635,0.31013431013431,0.399267399267399,0.145299145299145,0.398656898656899,0.231379731379731,-0.106853916677689,0.094017094017094,0.0769230769230769,-0.0415140415140415,0.184371184371184,0.131868131868132,0.094017094017094,-0.205128205128205,0.202686202686203,-0.0506715506715507,-0.0238095238095238,0.213675213675214,0.342490842490842,0.128815628815629,0.184371184371184,0.105006105006105,0.068986568986569,0.228327228327228,0.10989010989011,-0.195360195360195
"Great.Crested.Flycatcher",0.512210012210012,0.481074481074481,0.38949938949939,0.584859584859585,0.598290598290598,0.486568986568987,0.446886446886447,0.648962148962149,0.298534798534798,0.501221001221001,0.682539682539682,1,0.317460317460317,0.166056166056166,0.332722832722833,0.308302808302808,0.458485958485958,0.33028083028083,0.393162393162393,0.404151404151404,0.47008547008547,0.33028083028083,0.333333333333333,-0.00793650793650794,0.194139194139194,-0.00183150183150183,0.300976800976801,0.147130647130647,0.123321123321123,0.177045177045177,0.115384615384615,0.101953601953602,0.288766788766789,0.0586080586080586,0.0061050061050061,0.373015873015873,0.351037851037851,0.0311355311355311,-0.120879120879121,0.11050061050061,-0.176156314065791,-0.185009924304799,0.132478632478632,0.427350427350427,0.0152625152625153,0.157509157509158,0.24969474969475,-0.410013743137533,-0.0347985347985348,-0.142857142857143,-0.172161172161172,0.128815628815629,-0.00366300366300366,0.142246642246642,-0.00854700854700855,-0.0244200244200244,-0.0152625152625153,-0.113553113553114,0.295482295482295,0.161172161172161,0.108669108669109,-0.0494505494505494,0.325396825396825,0.274114774114774,0.377899877899878,0.162393162393162,-0.125763125763126
"Blue.Grosbeak",0.413308913308913,0.224053724053724,0.162393162393162,0.0573870573870574,0.0463980463980464,0.043956043956044,0.360805860805861,0.166056166056166,-0.247252747252747,0.201465201465201,0.235653235653236,0.317460317460317,1,0.845543345543345,0.634920634920635,0.583028083028083,0.478632478632479,0.474358974358974,0.528083028083028,0.341269841269841,0.412698412698413,0.147741147741148,0.186813186813187,0.0561660561660562,0.273504273504273,0.184371184371184,0.324786324786325,0.256410256410256,0.278998778998779,0.405982905982906,0.485347985347985,0.598290598290598,0.626984126984127,-0.339438339438339,-0.316239316239316,0.0891330891330891,-0.24053724053724,-0.235653235653236,-0.284493284493284,-0.288766788766789,-0.372462223847945,-0.238436882643644,-0.10989010989011,-0.0714285714285714,0.0366300366300366,0.232600732600733,0.252136752136752,0.0390780038135549,0.0421245421245421,0.133089133089133,0.191086691086691,0.311355311355311,0.236874236874237,0.322954822954823,0.386446886446886,0.343101343101343,0.186813186813187,0.0183150183150183,0.261294261294261,0.268620268620269,0.221001221001221,0.0848595848595848,-0.286935286935287,0.275946275946276,0.327838827838828,0.15995115995116,0.0115995115995116
"Yellow.breasted.Chat",0.216117216117216,0.0726495726495726,0.0488400488400488,-0.025030525030525,-0.0592185592185592,-0.00915750915750916,0.288766788766789,0.156898656898657,-0.194139194139194,0.105006105006105,0.141636141636142,0.166056166056166,0.845543345543345,1,0.567765567765568,0.617216117216117,0.267399267399267,0.417582417582418,0.519536019536019,0.386446886446886,0.452991452991453,0.169108669108669,0.122710622710623,0.321123321123321,0.248473748473748,0.258852258852259,0.31990231990232,0.363858363858364,0.396214896214896,0.424908424908425,0.519536019536019,0.557997557997558,0.661782661782662,-0.332722832722833,-0.461538461538462,-0.0824175824175824,-0.371794871794872,-0.341880341880342,-0.388278388278388,-0.291208791208791,-0.514425284576875,-0.360555644561003,-0.302808302808303,-0.144078144078144,0.105616605616606,0.232600732600733,0.115384615384615,0.0656388345305806,-0.0757020757020757,0.116605616605617,0.213675213675214,0.257020757020757,0.247863247863248,0.224664224664225,0.363858363858364,0.266178266178266,0.470695970695971,0.0512820512820513,0.115995115995116,0.186202686202686,0.0543345543345543,0.0335775335775336,-0.387667887667888,0.225885225885226,0.257631257631258,0.33028083028083,0.121489621489621
"House.Finch",0.137973137973138,0.0811965811965812,-0.126373626373626,-0.122710622710623,-0.1996336996337,0.222222222222222,0.32967032967033,0.118437118437118,-0.315018315018315,0.288156288156288,0.231990231990232,0.332722832722833,0.634920634920635,0.567765567765568,1,0.793040293040293,0.509157509157509,0.565934065934066,0.355311355311355,0.374236874236874,0.51037851037851,0.0982905982905983,0.351648351648352,0.394383394383394,0.38034188034188,0.533577533577533,0.63980463980464,0.49023199023199,0.58974358974359,0.654456654456654,0.593406593406593,0.750915750915751,0.721611721611721,-0.0518925518925519,-0.184981684981685,0.233821733821734,-0.00549450549450549,-0.0634920634920635,0.00488400488400488,-0.0738705738705739,-0.132498856680335,-0.097389712629094,-0.354700854700855,0.0665445665445665,0.188644688644689,0.433455433455433,0.364468864468864,0.337963673606292,0.407203907203907,0.484737484737485,0.622100122100122,0.684981684981685,0.644688644688645,0.517094017094017,0.642246642246642,0.594017094017094,0.224664224664225,0.288156288156288,0.244810744810745,0.418803418803419,0.197802197802198,0.148351648351648,0.10989010989011,0.310744810744811,0.347374847374847,0.26984126984127,0.307081807081807
"Mourning.Dove",0.00305250305250305,0.0891330891330891,-0.144688644688645,-0.043956043956044,-0.0592185592185592,0.365689865689866,0.517094017094017,0.382783882783883,-0.185592185592186,0.213675213675214,0.322344322344322,0.308302808302808,0.583028083028083,0.617216117216117,0.793040293040293,1,0.551892551892552,0.431013431013431,0.539072039072039,0.45970695970696,0.574481074481074,0.293650793650794,0.506105006105006,0.484126984126984,0.45054945054945,0.592796092796093,0.581807081807082,0.465201465201465,0.520757020757021,0.585470085470085,0.67032967032967,0.683760683760684,0.727106227106227,0.0537240537240537,-0.293650793650794,0.119047619047619,0.109279609279609,-0.0225885225885226,0.00305250305250305,0.145909645909646,-0.152953749301492,-0.146542514300831,-0.283272283272283,0.14957264957265,0.298534798534798,0.338827838827839,0.251526251526252,0.170660969779509,0.261904761904762,0.415750915750916,0.529304029304029,0.627594627594628,0.629426129426129,0.481074481074481,0.695360195360195,0.691697191697192,0.231379731379731,0.211233211233211,0.315628815628816,0.469474969474969,0.365079365079365,0.407814407814408,0.0512820512820513,0.387667887667888,0.417582417582418,0.48962148962149,0.344932844932845
"Orchard.Oriole",0.307692307692308,0.225885225885226,-0.0824175824175824,0.295482295482295,0.288766788766789,0.136141636141636,0.535409035409035,0.368742368742369,-0.0494505494505494,0.322954822954823,0.239316239316239,0.458485958485958,0.478632478632479,0.267399267399267,0.509157509157509,0.551892551892552,1,0.520757020757021,0.375457875457875,0.356532356532356,0.394383394383394,0.172161172161172,0.24053724053724,0.15018315018315,0.394383394383394,0.288766788766789,0.561050061050061,0.365079365079365,0.32051282051282,0.380952380952381,0.3003663003663,0.495115995115995,0.443223443223443,-0.0164835164835165,0.0177045177045177,0.227716727716728,0.148962148962149,0.0183150183150183,0.138583638583639,0.142857142857143,-0.0668600221497541,0.0311402842889266,-0.131257631257631,0.0543345543345543,0.108058608058608,0.217338217338217,0.241758241758242,-0.144405435967277,0.221611721611722,0.266788766788767,0.225885225885226,0.464590964590965,0.327228327228327,0.346153846153846,0.441391941391941,0.49023199023199,0.0964590964590964,0.119047619047619,0.349206349206349,0.323565323565324,0.394383394383394,0.35958485958486,0.163614163614164,0.36996336996337,0.501831501831502,0.277777777777778,0.278998778998779
"Pine.Warbler",0.514041514041514,0.353479853479853,0.170940170940171,0.0702075702075702,0.0811965811965812,-0.143467643467643,0.304029304029304,0.311965811965812,-0.261904761904762,0.355921855921856,0.22039072039072,0.33028083028083,0.474358974358974,0.417582417582418,0.565934065934066,0.431013431013431,0.520757020757021,1,0.587912087912088,0.410866910866911,0.499389499389499,0.173992673992674,0.475579975579976,0.201465201465201,0.445054945054945,0.373015873015873,0.653846153846154,0.6001221001221,0.351648351648352,0.341880341880342,0.327838827838828,0.575091575091575,0.533577533577533,-0.0128205128205128,0.0549450549450549,0.490842490842491,0.207570207570208,0.222832722832723,0.111721611721612,0.0537240537240537,-0.234162725976536,0.00122118761917359,0.0537240537240537,0.0653235653235653,0.131257631257631,0.324175824175824,0.404761904761905,0.0436574573854559,0.125763125763126,0.225274725274725,0.322344322344322,0.504884004884005,0.380952380952381,0.512210012210012,0.286935286935287,0.297313797313797,0.31013431013431,-0.131257631257631,0.316239316239316,0.312576312576313,-0.0225885225885226,0.194749694749695,0.171550671550672,0.508547008547009,0.633699633699634,0.523199023199023,0.357753357753358
"Prairie.Warbler",0.419413919413919,0.101953601953602,0.16971916971917,0.00305250305250305,0.27045177045177,0.0732600732600732,0.322344322344322,0.436507936507936,-0.121489621489621,0.363247863247863,0.529304029304029,0.393162393162393,0.528083028083028,0.519536019536019,0.355311355311355,0.539072039072039,0.375457875457875,0.587912087912088,1,0.529304029304029,0.561050061050061,0.481684981684982,0.51037851037851,0.26984126984127,0.523199023199023,0.404151404151404,0.46031746031746,0.405372405372405,0.406593406593407,0.469474969474969,0.513431013431013,0.486568986568987,0.538461538461538,0.0622710622710623,0.0335775335775336,0.421245421245421,0.251526251526252,0.172161172161172,-0.0653235653235653,0.217338217338217,-0.188062893352733,0.0106853916677689,0.184371184371184,0.333943833943834,0.0280830280830281,0.26007326007326,0.120879120879121,-0.108380401201656,-0.0531135531135531,0.115384615384615,0.266788766788767,0.394993894993895,0.249084249084249,0.482905982905983,0.31990231990232,0.415140415140415,0.244200244200244,-0.07997557997558,0.300976800976801,0.324175824175824,-0.0421245421245421,0.274114774114774,-0.0390720390720391,0.629426129426129,0.587301587301587,0.429181929181929,0.242979242979243
"Red.bellied.Woodpecker",0.141636141636142,0.0213675213675214,0.192307692307692,0.0982905982905983,0.216117216117216,0.178876678876679,0.35042735042735,0.537240537240537,-0.172771672771673,0.0170940170940171,0.248473748473748,0.404151404151404,0.341269841269841,0.386446886446886,0.374236874236874,0.45970695970696,0.356532356532356,0.410866910866911,0.529304029304029,1,0.735653235653236,0.637973137973138,0.514652014652014,0.507936507936508,0.692307692307692,0.51037851037851,0.615995115995116,0.652625152625153,0.418803418803419,0.427350427350427,0.435897435897436,0.40964590964591,0.578144078144078,0.380952380952381,0.221611721611722,0.432844932844933,0.335164835164835,0.137973137973138,0.14957264957265,0.259462759462759,-0.00274767214314058,0.165776219302815,0.0848595848595848,0.394383394383394,0.131257631257631,0.492063492063492,0.346764346764347,0.0595328964347126,0.0146520146520147,0.158119658119658,0.202075702075702,0.437118437118437,0.298534798534798,0.388278388278388,0.358974358974359,0.251526251526252,0.283882783882784,-0.032967032967033,0.402319902319902,0.335775335775336,-0.00244200244200244,0.286935286935287,0.125152625152625,0.590964590964591,0.677045177045177,0.469474969474969,0.406593406593407
"Tufted.Titmouse",0.0769230769230769,0.0927960927960928,0.251526251526252,0.145299145299145,0.256410256410256,0.105616605616606,0.540903540903541,0.523809523809524,0.0195360195360195,0.170940170940171,0.294261294261294,0.47008547008547,0.412698412698413,0.452991452991453,0.51037851037851,0.574481074481074,0.394383394383394,0.499389499389499,0.561050061050061,0.735653235653236,1,0.514652014652014,0.566544566544567,0.379120879120879,0.535409035409035,0.423687423687424,0.634310134310134,0.551892551892552,0.409035409035409,0.370573870573871,0.531746031746032,0.393772893772894,0.66971916971917,0.235042735042735,-0.17032967032967,0.272893772893773,0.261904761904762,-0.0354090354090354,0.0598290598290598,0.160561660561661,-0.130056481441988,-0.101358572391408,0.00793650793650794,0.433455433455433,0.145299145299145,0.283882783882784,0.116605616605617,-0.0137383607157029,0.0854700854700855,0.0732600732600732,0.242979242979243,0.409035409035409,0.290598290598291,0.408424908424908,0.385225885225885,0.318070818070818,0.221001221001221,0.0903540903540904,0.311965811965812,0.305250305250305,-0.0134310134310134,0.0702075702075702,0.021978021978022,0.44993894993895,0.626984126984127,0.456654456654457,0.276556776556777
"Hooded.Warbler",0.122710622710623,0.117826617826618,0.191697191697192,0.136141636141636,0.266788766788767,0.174603174603175,0.32967032967033,0.47985347985348,-0.111111111111111,0.114774114774115,0.205128205128205,0.33028083028083,0.147741147741148,0.169108669108669,0.0982905982905983,0.293650793650794,0.172161172161172,0.173992673992674,0.481684981684982,0.637973137973138,0.514652014652014,1,0.655677655677656,0.473748473748474,0.594017094017094,0.386446886446886,0.302197802197802,0.382783882783883,0.281440781440781,0.35958485958486,0.393772893772894,0.255189255189255,0.383394383394383,0.371794871794872,0.246031746031746,0.28021978021978,0.27960927960928,0.189255189255189,0.0836385836385836,0.114163614163614,-0.0802930859606636,0.15814379668298,0.258852258852259,0.465201465201465,0.108058608058608,0.11050061050061,0.235653235653236,-0.243321633120338,-0.264957264957265,-0.0677655677655678,0.0726495726495726,0.306471306471306,0.161172161172161,0.256410256410256,0.192307692307692,0.0372405372405372,0.143467643467643,0.0811965811965812,0.285103785103785,0.26984126984127,0.127594627594628,0.312576312576313,0.336385836385836,0.622100122100122,0.545787545787546,0.425518925518925,0.365079365079365
