"","Yellow.rumped.Warbler","Herring.Gull","Ring.billed.Gull","Common.Grackle","Rusty.Blackbird","Chipping.Sparrow","Red.headed.Woodpecker","Bonaparte.s.Gull","Bufflehead","Hermit.Thrush","Hairy.Woodpecker","Brown.Thrasher","White.breasted.Nuthatch","Brown.headed.Nuthatch","Yellow.bellied.Sapsucker","Fox.Sparrow","Swamp.Sparrow","American.Pipit","gull.sp.","Ring.necked.Duck","American.Coot","Pacific.Winter.Wren","Northern.Cardinal","Northern.Mockingbird","Brown.Creeper","Song.Sparrow","White.throated.Sparrow","Dark.eyed.Junco..Slate.colored.","Blue.Jay","American.Goldfinch","Northern.Flicker..Yellow.shafted.","American.Robin","Cedar.Waxwing","Yellow.rumped.Warbler..Myrtle.","Hooded.Merganser","Pied.billed.Grebe","Eastern.Towhee","Eastern.Phoebe","Downy.Woodpecker","Red.bellied.Woodpecker","Carolina.Wren","Tufted.Titmouse","Eastern.Bluebird","American.Crow","Carolina.Chickadee","Great.Blue.Heron..Blue.form.","House.Finch","Rock.Pigeon..Feral.Pigeon.","Pine.Warbler","Golden.crowned.Kinglet","Ruby.crowned.Kinglet","Pine.Siskin","American.Black.Duck","Spinus.sp...goldfinch.sp..","European.Starling","blackbird.sp.","Northern.Bobwhite","Evening.Grosbeak","Purple.Finch","Spotted.Eastern.Towhee..Rufous.sided.Towhee.","Brown.headed.Cowbird","Red.winged.Blackbird","Eastern.Meadowlark","Savannah.Sparrow","Field.Sparrow","House.Sparrow","Mourning.Dove"
"House.Finch",0.194897217437173,0.357674502400742,0.45048470964355,0.313366539077399,0.224430098179808,0.434401685855298,0.500832667580785,0.594576626311399,0.624394623681225,0.60181403547468,0.51735504654286,0.565613362831853,0.479382478423548,0.605468283831776,0.589935390453008,0.358670052605784,0.530922956641925,0.220985752822084,0.379421200331076,0.339539387659281,0.32876174270026,0.41424648303801,0.534717233248144,0.54431817816834,0.52685087701534,0.649543538263811,0.499274380231024,0.521971702433921,0.621132736043409,0.686242952121191,0.693776731361306,0.595258215825985,0.531898900611292,0.591970974044195,0.625175716662687,0.587833679580366,0.78625604431915,0.747603345914123,0.680819784350825,0.682591337077577,0.73691026090271,0.688338916370587,0.80338091239955,0.77788707493157,0.769803942822789,0.801448269491693,1,0.809646590196799,0.66147804874038,0.82542553070102,0.759058382723998,0.147911746950955,-0.103572885164898,-0.124342959462822,0.0819614695460467,0.0130337388586669,-0.29796348913085,0.0181979215100575,-0.178380400482242,-0.229650720927554,-0.0580913191570573,0.261717663345698,0.0303930641181451,0.191956369815291,0.288302343992155,0.0878773745196621,0.393520653972484
"Rock.Pigeon..Feral.Pigeon.",0.0273497875932226,0.12546294034209,0.186783960846552,0.207842820040382,0.0878207580617345,0.161950691492686,0.289599378788856,0.385721113232269,0.412183984125251,0.505677252827083,0.400573559899539,0.383905688348931,0.333467379171994,0.393098097068917,0.44952165112365,0.265780787853307,0.57499268221504,0.212239084941343,0.434075628920501,0.255191297608002,0.279561031854654,0.620032171485889,0.48514931970368,0.586467534878101,0.519278689680185,0.62774571778827,0.553387317664216,0.577619330706806,0.619381461632134,0.688714925702049,0.68849737514773,0.519096658974333,0.567571321361791,0.686974961603484,0.574206066325564,0.526660644696584,0.594771427141604,0.570627984565865,0.566766724005325,0.553943622863167,0.605276086648823,0.550679846128379,0.670345424161939,0.701317630316454,0.707501176947875,0.750916497237134,0.809646590196799,1,0.599800515538435,0.756789718488716,0.706116740382893,-0.0378612307994714,-0.122436538300546,-0.123351421945087,0.205161083747822,0.102530277135097,-0.207678222627618,0.105902619135658,-0.0903702364003603,-0.0733721188404748,-0.0651140634634301,0.243487631746729,0.179094407568599,0.264160432426924,0.390501577783101,0.244991450574581,0.529257015634458
"Pine.Warbler",0.137098018631736,0.242094752698578,0.353226391054328,0.267827635894435,0.125051063023911,0.420876666919412,0.494727549076934,0.499861528269079,0.550707427522363,0.578634525513861,0.522020625639763,0.493594070503898,0.529238081816178,0.559329719516611,0.569566537244906,0.373118990260332,0.528599545304508,0.350053924141937,0.202815901027899,0.438554159597568,0.237447956542636,0.360775724339835,0.461661234343832,0.447287583396398,0.474337611796146,0.490995153223183,0.393980144635599,0.384003203722067,0.439719522800839,0.560521470440583,0.572211039383404,0.507720656789251,0.417874447199459,0.633008248819757,0.581044724829406,0.508987419092327,0.607378565267008,0.691992318889143,0.672115572327032,0.615335602470322,0.6567812993733,0.635890324104263,0.717887463256374,0.662077613875547,0.674665495691195,0.695930318254194,0.66147804874038,0.599800515538435,1,0.706139794446513,0.834136222488879,0.0638980275307622,-0.0786039231611,-0.07768104281518,0.0769118937068394,0.00972809492945936,-0.190543846854169,-0.0501475749158893,-0.0882894176107417,-0.131056750050475,-0.0841735216904215,0.176082670982757,0.0363817053437263,0.14396949948489,0.202292020862062,0.0618230653229414,0.232210545335861
"Golden.crowned.Kinglet",0.159566234375744,0.306861713675862,0.426763745126019,0.222731597541387,0.215127748352368,0.431146413353347,0.483081069598551,0.457275227073884,0.585230367102537,0.612166310944882,0.604652330992686,0.644471330694774,0.570444761387538,0.630774562604555,0.630065132730232,0.468067380373216,0.610718537041351,0.258195855191403,0.248461459722045,0.359724758270301,0.339991129945191,0.570435532425174,0.681322910314039,0.685898637874401,0.647882962072399,0.717872181707274,0.636939855461024,0.652422606054452,0.665089218957882,0.744133678231018,0.72698482593508,0.509975550101782,0.463400719221035,0.664014464863733,0.612052587470501,0.646306903527098,0.699826645598902,0.709488345977531,0.728507850493671,0.73145628707968,0.792966127227494,0.729465467122357,0.768534454137807,0.788771123491868,0.829972706562984,0.707716252602086,0.82542553070102,0.756789718488716,0.706139794446513,1,0.858686110031821,0.170095692990172,-0.0890118094409091,-0.0597316668572705,0.169318626425933,0.0566435782591956,-0.0833653460707687,0.170374934174753,-0.024844773350273,0.0329177055408175,0.0840863747897949,0.16725237508259,0.100251896239217,0.292948109494738,0.404290456994788,0.209250722200704,0.461009209400702
"Ruby.crowned.Kinglet",0.236415058587403,0.293375791900425,0.363239351187618,0.263252873173765,0.194909124556054,0.505429168857653,0.532634817867375,0.56502455875569,0.641240929414373,0.642634802643579,0.614051208181187,0.643333405835363,0.61545596377913,0.655651263426787,0.705162287979354,0.438619780529151,0.631526349172961,0.361184098940822,0.215399508360409,0.408282742301899,0.287597399991114,0.561356185516746,0.585935621374115,0.580892420061089,0.589013987266521,0.64557313463869,0.555080848146745,0.486148048653549,0.555635318354449,0.651272101211383,0.684363503474087,0.64164417684244,0.50902615127099,0.739382036877153,0.618205730101174,0.626998058200481,0.701880866168846,0.782938863754412,0.748305367430108,0.731433983804324,0.786428373442267,0.727991828986024,0.768104988115369,0.748390725626933,0.774497321414517,0.717691051156286,0.759058382723998,0.706116740382893,0.834136222488879,0.858686110031821,1,0.0539376262808291,-0.1703369281362,-0.121177901829745,0.12104073869966,0.0336415909331697,-0.185200493263077,0.0419881075206589,-0.104312722057468,-0.058648864270815,0.0126038837007034,0.277512269058313,0.0124742449595612,0.178287262864325,0.279412803811997,0.0831511191824788,0.324142484394389
"Pine.Siskin",-0.0266794183732427,0.248926177157202,0.362446720179713,0.101421514493695,0.33665523113795,0.322987395953096,0.234565724803906,0.114833454809785,0.108837989508169,0.163670911623917,0.236459693715964,0.296377690223236,0.255473120925051,0.301977101380663,0.257767641228676,0.200081773785352,0.224923672085406,0.108720364650084,-0.0471167099322348,0.00341356765118806,0.188484133413929,-0.068059252587312,0.288722660326425,0.292326714075932,0.18098488269147,0.257758949009226,0.198458647055014,0.168430523074316,0.210619329183107,0.315055040538645,0.262641109849304,0.18568161854581,0.139616979522665,0.105626905510382,0.0534129930530439,0.060156838286042,0.156388375102965,0.205676985566522,0.241426647756595,0.256250937103345,0.236475728984902,0.268662631840843,0.235422521301521,0.251287623281325,0.212195439778676,0.0661576629924348,0.147911746950955,-0.0378612307994714,0.0638980275307622,0.170095692990172,0.0539376262808291,1,0.000502231538717216,0.0100446248962757,0.0745778406153587,-0.0459022615941685,0.0396970896205007,0.110806345227668,0.247431182079027,0.112947790034733,0.0235900740893695,0.0358312054366132,-0.00295304524172763,0.136887633172881,0.171612622961721,0.113181163738499,0.102807869921791
"American.Black.Duck",-0.120351060549568,-0.113578491647037,-0.0931834242454894,-0.0889790161594358,-0.0730379864674787,-0.161849537120771,-0.0560124293957047,-0.14887239638358,0.173034670160335,0.204740046603717,-0.0492015234640942,-0.192550163616576,-0.0665881937029708,-0.131840661152574,-0.206004068132313,0.232018108253415,0.0191405701548786,0.00318650504177204,-0.00914801027269099,0.214481500418892,-0.014104131754879,-0.0523978473684234,-0.0653619504758951,-0.137905427295097,0.0550177634767412,0.0868460526175047,-0.00622004649244546,0.0602987902842106,-0.127116428914256,-0.175925919673647,-0.187027140870435,-0.139349079064725,-0.0928474424020332,-0.114144687401099,-0.0705226047179353,-0.161893959243651,-0.0990080954485413,-0.191261427501923,-0.109279281987743,-0.213137326104668,-0.10411774252515,-0.154559082898366,-0.157957313945614,-0.216842149202275,-0.114390349401803,-0.13121858255213,-0.103572885164898,-0.122436538300546,-0.0786039231611,-0.0890118094409091,-0.1703369281362,0.000502231538717216,1,0.674639606221085,-0.102687173562518,-0.0524958432522542,0.271468328407386,-0.107013661165359,-0.0355052371814869,-0.163208137144955,-0.0952438578087609,-0.0849407745604912,0.000384406763974339,0.0260711060988993,0.088727774650535,0.0809272382105465,-0.0809941978304335
"Spinus.sp...goldfinch.sp..",-0.0563303297362345,-0.0620860910069413,-0.0799609829675767,-0.0721097043164951,-0.0356749511176829,-0.0905705061435228,-0.0769544622278625,-0.09149938393614,0.206304176744335,0.212208716048415,-0.0291699885296482,-0.144156952594671,-0.02199615944104,-0.0943809946086153,-0.142282493527962,0.201751235253567,0.0279709578548929,0.0872334332963425,-0.0372570264245367,0.0692471868967161,-0.0335368080834653,-0.0285973582833255,-0.026253921244472,-0.104749246542405,0.0404065984576846,0.0232593841795066,-0.0358773975724848,0.147179861306033,-0.108361789160373,-0.168304908200573,-0.18879741820688,-0.10415922004007,-0.0591359550827878,-0.0716745098437939,-0.0181901375848749,-0.125468640092251,-0.131125003317091,-0.144453598250743,-0.0835389108796088,-0.156896102940958,-0.0633782044719581,-0.0952518687290232,-0.1801320278438,-0.178248954874784,-0.0566115967460867,-0.120107478897716,-0.124342959462822,-0.123351421945087,-0.07768104281518,-0.0597316668572705,-0.121177901829745,0.0100446248962757,0.674639606221085,1,-0.070968318629907,-0.0294144453740793,0.369830956440527,-0.0670886143263532,-0.0426555798444712,-0.0767229626320116,-0.0380683278761093,-0.0361761040366861,-0.130438165252055,-0.0646011889192364,-0.00825363706332107,0.192706666159358,-0.0169916541658025
"European.Starling",-0.0781741967601596,-0.0871972257035505,-0.114578045279379,0.178949887075383,0.104683953380126,-0.127576540635035,-0.0782508605299381,-0.100009785597373,-0.110305246996629,-0.00546229187175488,0.187179908016584,0.17454570531363,0.0378523834011363,0.0113531180572302,0.156711058795059,0.180708011601615,0.15492904521981,0.188964390423256,0.0353064041629581,-0.0780688158014012,-0.0308916923374364,0.137105180923021,0.355101584081862,0.442821540015217,0.224320375717306,0.240599144843989,0.406778236680166,0.429924178188231,0.357839312591039,0.259158809034284,0.291507451823059,0.0776524812343273,0.19225472332107,0.245253444937285,-0.0214461953098732,0.0582151462636462,-0.0681922059407097,0.0351774298845916,0.1117075471746,0.136042057806494,0.116588846524552,0.0651870088483482,0.106402548304211,0.137364062409476,0.156830292072888,0.141987814766165,0.0819614695460467,0.205161083747822,0.0769118937068394,0.169318626425933,0.12104073869966,0.0745778406153587,-0.102687173562518,-0.070968318629907,1,0.318742211469562,0.322261440298626,0.158609003364119,0.298539615762036,0.425975610557368,0.114505866217123,0.114575520394875,0.425419520725884,0.180004292108036,0.449529381080991,0.474788787127419,0.502896610715796
"blackbird.sp.",-0.0218234472251082,-0.0335966681059409,-0.0529325386873464,0.0553341404698476,0.0975206507018002,-0.0383010185310291,-0.026843078467022,-0.0361548494065533,-0.0561035221694387,-0.0233079587659877,0.0673930627702275,0.107298498668206,-0.0382150281213729,-0.00575391421203936,0.0873354987495441,-0.0070550292224347,0.0747087457307094,-0.0147205010807499,-0.0280120739569088,0.0263646825378084,0.0452431984826741,0.0297066796280234,0.0742085297802536,0.164294503315293,0.255008205352757,0.1228128345114,0.210581123110639,0.115802711489128,0.163221020936422,0.0349733866334285,-0.0394419727380674,0.148375471724228,0.146377746894478,0.055477439733467,-0.0551006639627855,0.0419480796618404,-0.0896998163271577,-0.0262501241271319,0.0967490277361119,0.0895853562732775,0.0424309021988706,0.0559975772177581,0.0204153880093476,0.0445150211017028,0.114846443412455,-0.0366668734504893,0.0130337388586669,0.102530277135097,0.00972809492945936,0.0566435782591956,0.0336415909331697,-0.0459022615941685,-0.0524958432522542,-0.0294144453740793,0.318742211469562,1,0.0739786517242352,0.243665358157288,0.0288715224217792,0.292133092487692,0.000447245775522899,0.00567560683295246,0.337246137122172,0.172447830671239,0.180141922681791,0.226028753745219,0.264720475140609
"Northern.Bobwhite",-0.111903609417747,-0.244034430110852,-0.311463860713856,-0.0650761368421472,0.0385037071034022,-0.312620450443668,-0.273759337881596,-0.32985232153783,-0.225206430786339,-0.1114891923184,0.167111285315156,-0.0537354584210513,-0.0126768285137644,-0.177189239324894,-0.0880058145875557,0.18375835706965,-0.0239180120746764,0.00139682637599627,-0.064207480135453,-0.105342447576382,-0.13117446692311,-0.013397898087688,0.294476047868428,0.304017572086526,0.195895603461595,0.104917857762601,0.308759465159525,0.397656290149342,0.123070157127232,-0.0169751090035068,0.130441237917067,-0.193770862441586,-0.0313134809600931,-0.0968317299714325,-0.321325845544177,-0.228953109665586,-0.428587535140447,-0.291268064506399,-0.071421405522502,-0.106153387442341,-0.154204645003241,-0.191923081188834,-0.207295596046248,-0.190170224812208,-0.0736011110010592,-0.313375576847447,-0.29796348913085,-0.207678222627618,-0.190543846854169,-0.0833653460707687,-0.185200493263077,0.0396970896205007,0.271468328407386,0.369830956440527,0.322261440298626,0.0739786517242352,1,0.464261366729511,0.643492519444157,0.667903876031807,0.334129188923889,0.104819197079664,0.42171744964328,0.242295833493227,0.467902784513458,0.508896026781102,0.318834769250351
"Evening.Grosbeak",-0.112264520988097,-0.129567220970951,-0.180810805490252,0.112495729675987,0.120924804417242,-0.175756834256807,-0.171698146517161,-0.114078043728042,-0.180396374249693,-0.0623595576098707,0.191893944500956,0.119576432639777,0.0432815024490959,0.0023027867519711,0.0882557282072544,0.088920304569873,0.20075065646114,-0.0580294136694769,0.0372281267276097,-0.0183821422607507,-0.0218254056195508,0.179759361499955,0.329904911182087,0.426863980421903,0.327098356298914,0.330753716718742,0.454204386162633,0.425758057114132,0.304398655887347,0.273341854513244,0.261248056001533,0.0465795000579318,0.185422676620861,0.106605936770212,-0.112851162943985,0.0320853333595842,-0.199895970811956,-0.0678232624564732,0.116017202402186,0.149981770638497,0.0292723548438167,0.0215533604149343,0.0419076725201762,0.0924801726553515,0.171402627697669,-0.0638795718873353,0.0181979215100575,0.105902619135658,-0.0501475749158893,0.170374934174753,0.0419881075206589,0.110806345227668,-0.107013661165359,-0.0670886143263532,0.158609003364119,0.243665358157288,0.464261366729511,1,0.698959058111096,0.69091809481323,0.407250943079439,0.222776356789839,0.529348727706514,0.430064386632916,0.623657688899198,0.532333496481341,0.466706791321684
"Purple.Finch",-0.0867326201577358,-0.179952613624348,-0.210684148279212,0.128389825720877,0.10401269718469,-0.197831127077881,-0.174295272456162,-0.238586901799214,-0.291789895722715,-0.133655488863501,0.230449429147,0.0422736504497921,0.0617402626451648,-0.0611208354455134,0.0679289814719681,0.142924635506498,0.106545912462452,-0.0260320300379809,-0.0543460568486188,-0.0926708502447525,-0.0900347190790253,0.0213484351606094,0.346661927212756,0.418078047571764,0.286750110703502,0.231182220955021,0.396760942773034,0.367652505485025,0.213078481934381,0.178191285484426,0.277289618469671,-0.0693001762550845,0.0965428957957562,0.021893502766092,-0.263850683232369,-0.104461749601403,-0.321014477420957,-0.149410444940326,0.0466542772682437,0.0642219723778231,-0.0511667180933264,-0.0699570950604339,-0.0526913047035408,-0.0263805181125679,0.0362298663530731,-0.178801998594331,-0.178380400482242,-0.0903702364003603,-0.0882894176107417,-0.024844773350273,-0.104312722057468,0.247431182079027,-0.0355052371814869,-0.0426555798444712,0.298539615762036,0.0288715224217792,0.643492519444157,0.698959058111096,1,0.706907446031202,0.302741286164161,0.186797642709482,0.490893020640907,0.319030130421217,0.548766449364372,0.516689827166538,0.464504178554592
"Spotted.Eastern.Towhee..Rufous.sided.Towhee.",-0.0324076757249957,-0.197616022828806,-0.246802609898699,0.0372511169255481,0.115639389193358,-0.214221222063588,-0.214589923194352,-0.285105662610892,-0.346477496077065,-0.180743308275777,0.183009502670726,0.145507165365333,-0.0122923839777217,-0.0696443383297406,0.0575144206630223,0.117538463105411,0.149424844670448,0.028876271502446,-0.114253184894322,-0.185149554210544,-0.0514469548538211,0.0878940943581451,0.357873084897237,0.486355282696203,0.308606431122199,0.239591581991066,0.485495998489382,0.427174753169956,0.395068152789737,0.234262497672341,0.278896266576226,-0.0437695200129739,0.120200967611036,0.0105132646755744,-0.300084289199491,-0.0660940045359145,-0.408736437737714,-0.201443662385926,0.0436543428177479,0.0896758955552858,-0.0359089096616302,-0.079045371761141,-0.0654764978303991,-0.024167940282508,0.0623916991471575,-0.244560350887478,-0.229650720927554,-0.0733721188404748,-0.131056750050475,0.0329177055408175,-0.058648864270815,0.112947790034733,-0.163208137144955,-0.0767229626320116,0.425975610557368,0.292133092487692,0.667903876031807,0.69091809481323,0.706907446031202,1,0.556249032323318,0.250175353865424,0.603104176603852,0.546022993275515,0.659756020736346,0.641563347382665,0.539728192721628
"Brown.headed.Cowbird",0.0915390131340932,-0.0787104372356272,-0.0681473987281448,0.0534299152387055,0.108175032462966,-0.046800660672914,-0.0861181251784924,-0.0764737629091879,-0.116530827342521,-0.0289932084834713,0.159275121278868,0.149673061908217,0.0219130756390072,0.060584262862391,0.0739296202081833,0.082390745338079,0.201625908284724,0.103677637061064,-0.0487205323793817,-0.103346486273279,-0.0427425293468941,0.131080564232191,0.244792895263245,0.330483440425494,0.204174750451961,0.206693628574833,0.301280561075715,0.223902530752283,0.269665899854298,0.135404137299393,0.279944004301154,0.105105214078075,0.014935780714007,0.0245749221290618,-0.0995569823925614,-0.000597772684486437,-0.139054771377215,-0.0318522193274742,0.0619832396071727,0.135400513290229,0.0795362515813392,0.0073953403494698,0.0929357303427451,0.0233695937355113,0.0626781308415923,-0.0842036942263396,-0.0580913191570573,-0.0651140634634301,-0.0841735216904215,0.0840863747897949,0.0126038837007034,0.0235900740893695,-0.0952438578087609,-0.0380683278761093,0.114505866217123,0.000447245775522899,0.334129188923889,0.407250943079439,0.302741286164161,0.556249032323318,1,0.562003994739221,0.263971113012971,0.330996582881094,0.35178997695011,0.331415784786064,0.314878846298945
"Red.winged.Blackbird",0.237339021846554,0.056099155914394,0.0732510251795251,0.230660604093833,0.106943437906565,0.151368812170085,0.123273626737769,0.12223735488354,0.0993232533909324,0.224449560306186,0.297277613067952,0.258561494571451,0.151307090171486,0.201030209043126,0.256402084666587,0.0998689335813617,0.362346035743353,0.219464525814031,0.0550165773407513,0.00644795255753151,0.0691395666897082,0.112228700113305,0.328290042671837,0.408380633334076,0.393917910516518,0.333607929168699,0.446425269705322,0.307356152869887,0.433365766038444,0.310885381930646,0.465128127516341,0.518704060558231,0.346985305704645,0.301794223087954,0.0600804405253583,0.244174054482939,0.118877715413091,0.25970111278234,0.32844153627111,0.320721635534413,0.295802576435183,0.252148482244956,0.331619765069347,0.304436491804181,0.312136374527465,0.179865903661672,0.261717663345698,0.243487631746729,0.176082670982757,0.16725237508259,0.277512269058313,0.0358312054366132,-0.0849407745604912,-0.0361761040366861,0.114575520394875,0.00567560683295246,0.104819197079664,0.222776356789839,0.186797642709482,0.250175353865424,0.562003994739221,1,0.284531899848458,0.360143151055356,0.339334898552154,0.429814098605253,0.479439083321941
"Eastern.Meadowlark",-0.0706210761721782,-0.166356566502335,-0.235806347566287,0.0314815122924066,0.0119603598793188,-0.238333397162358,-0.190272235121476,-0.214837376880913,-0.261453417343258,-0.0684994502648955,0.154721915805039,0.0678583045293367,-0.0730148993718452,-0.12551554253506,-0.00563252193895253,-0.0281999442667969,0.113505078146215,0.096368922739664,0.0944576216172916,-0.0245476657323146,-0.0169405655542104,0.0532230448404257,0.281620767362483,0.501019862522894,0.325864942947157,0.229477085419036,0.439994328875466,0.475162993357567,0.406604377808327,0.331646177181269,0.318745598171003,0.0447246343234082,0.240588565023454,0.12878987701888,-0.208854577322856,0.0645480678468742,-0.222644104025717,-0.0941539315128278,0.0846043380390726,0.0635819054317742,0.0100154297390731,-0.0195024631863787,0.0964846873306912,0.094214949858261,0.155845732870363,0.0157647476330577,0.0303930641181451,0.179094407568599,0.0363817053437263,0.100251896239217,0.0124742449595612,-0.00295304524172763,0.000384406763974339,-0.130438165252055,0.425419520725884,0.337246137122172,0.42171744964328,0.529348727706514,0.490893020640907,0.603104176603852,0.263971113012971,0.284531899848458,1,0.548265878253099,0.573764661591555,0.72367372886168,0.660392217457048
"Savannah.Sparrow",0.149795317202512,0.160851082594181,0.140506705422732,0.176214353770906,0.124124060675501,0.100404860999082,0.119177858253508,0.0624131073334258,0.0143309884173897,0.25630354859226,0.291404126804463,0.348400832043689,0.189596083433425,0.212302784377154,0.254785021496461,0.215852251574334,0.50102277788226,0.26290473499029,0.0519665256860239,-0.0365347346092006,0.198587980230674,0.13185582868911,0.439304865038218,0.562208635512085,0.500031691379631,0.523422467671064,0.619360923200062,0.54420484679049,0.611616176463521,0.567506228131976,0.453700651427095,0.269588465823094,0.44707469130375,0.3072923021201,0.0331930591597512,0.401016176178461,0.0313968204203632,0.206893437904249,0.368178133350964,0.359149511417025,0.330528229623156,0.320626069870906,0.34168615435491,0.374655805777696,0.448767181562162,0.187355399125173,0.191956369815291,0.264160432426924,0.14396949948489,0.292948109494738,0.178287262864325,0.136887633172881,0.0260711060988993,-0.0646011889192364,0.180004292108036,0.172447830671239,0.242295833493227,0.430064386632916,0.319030130421217,0.546022993275515,0.330996582881094,0.360143151055356,0.548265878253099,1,0.646609871648599,0.638310550709444,0.614539025457043
"Field.Sparrow",0.00434417052336915,0.0101389251210298,-0.0295295170599049,0.125394952195783,0.118960426449727,-0.00679693243489508,0.0139055236442365,-0.0138664540400322,0.0162588177877907,0.202473811809297,0.391963836490701,0.305733111848275,0.205581023021544,0.189471543447655,0.280092055234705,0.348734323662404,0.48425788932743,0.183205347644181,0.150179391033852,0.0420990512721107,0.102610080029666,0.318021876123333,0.57352433015951,0.682759518441757,0.553904776779813,0.711997407999647,0.76570013983564,0.676690885491313,0.632463958336382,0.602105370018741,0.579631787253689,0.244456316611212,0.39376071347877,0.3814040330696,0.0418133073099006,0.244153378197688,0.0324243650816933,0.191310563926189,0.353021488264148,0.361054610309293,0.318481434237398,0.262027764058925,0.346903955505042,0.373605924096943,0.458646197675744,0.274670729489988,0.288302343992155,0.390501577783101,0.202292020862062,0.404290456994788,0.279412803811997,0.171612622961721,0.088727774650535,-0.00825363706332107,0.449529381080991,0.180141922681791,0.467902784513458,0.623657688899198,0.548766449364372,0.659756020736346,0.35178997695011,0.339334898552154,0.573764661591555,0.646609871648599,1,0.671403802046516,0.663125108134793
"House.Sparrow",-0.0319822280388214,-0.127201266423476,-0.20126910674295,0.0801452666173873,0.0200191579710425,-0.192296568898245,-0.142947344213434,-0.16330161060973,-0.111570077652899,0.116714956332973,0.175788664297072,0.135334572262017,0.00606185052147468,-0.0536455162470248,0.0716389647133504,0.107603868393777,0.300032522970953,0.214468695632852,0.0999637839992462,-0.0319329809278953,0.0715478704380611,0.148144773915932,0.404236518090755,0.597327140646968,0.46699093043832,0.398810465098442,0.587320158270322,0.687364721837006,0.546833519097955,0.443379272123104,0.422436172544456,0.0977963679346458,0.307316574649519,0.23254816055315,-0.119093894920779,0.196047179087028,-0.180760567225075,-0.029502947189364,0.1815970473339,0.155508116937021,0.126786073300897,0.0829420744652777,0.132656683752623,0.155739577806929,0.282095897229137,0.0767425013230379,0.0878773745196621,0.244991450574581,0.0618230653229414,0.209250722200704,0.0831511191824788,0.113181163738499,0.0809272382105465,0.192706666159358,0.474788787127419,0.226028753745219,0.508896026781102,0.532333496481341,0.516689827166538,0.641563347382665,0.331415784786064,0.429814098605253,0.72367372886168,0.638310550709444,0.671403802046516,1,0.743354296665584
"Mourning.Dove",0.0564522070759794,0.0195295951539627,-0.0135166058061959,0.331043322773489,0.143790998326628,0.0202493582291708,0.0633713096766407,0.0710015843285559,0.0680412744469663,0.23625717623585,0.370143845376104,0.358647763346776,0.173815253942118,0.177318027282328,0.289943026322435,0.19883110282284,0.473431029815789,0.183894996601892,0.265552018797676,-0.0302610144253896,0.106418775558123,0.271248269654174,0.597383565576038,0.73144890737227,0.6173138791906,0.568936863653727,0.730954108082713,0.732251092696169,0.699385944590837,0.621330638697665,0.658766576771411,0.291601192229754,0.432320577996906,0.36784281450207,0.0983318576045499,0.326542585837365,0.111895634284823,0.236321674369215,0.397131677251085,0.402229397053228,0.407591958221927,0.320690634009423,0.440172818853258,0.445286797885244,0.510224160396755,0.360022567200393,0.393520653972484,0.529257015634458,0.232210545335861,0.461009209400702,0.324142484394389,0.102807869921791,-0.0809941978304335,-0.0169916541658025,0.502896610715796,0.264720475140609,0.318834769250351,0.466706791321684,0.464504178554592,0.539728192721628,0.314878846298945,0.479439083321941,0.660392217457048,0.614539025457043,0.663125108134793,0.743354296665584,1
