"","Gray.Catbird","Blue.Jay","Red.bellied.Woodpecker","Common.Grackle","Downy.Woodpecker","Pine.Warbler","Eastern.Towhee","Northern.Cardinal","Brown.Thrasher","Eastern.Phoebe","Northern.Mockingbird","White.breasted.Nuthatch","Brown.headed.Nuthatch","Pileated.Woodpecker","Carolina.Wren","Chipping.Sparrow","Carolina.Chickadee","Tufted.Titmouse","American.Crow","Red.winged.Blackbird","Song.Sparrow","American.Robin","European.Starling","American.Goldfinch","Northern.Bobwhite","Common.Yellowthroat","Blue.gray.Gnatcatcher","Eastern.Meadowlark","House.Sparrow","Field.Sparrow","Fish.Crow","Eastern.Bluebird","House.Finch","Brown.headed.Cowbird","Mourning.Dove"
"Northern.Mockingbird",0.0273129453023177,0.288461538461538,0.235384615384615,-0.181538461538462,0.333076923076923,0.186153846153846,-0.214615384615385,-0.108461538461538,0.265384615384615,0.108461538461538,1,0.394615384615385,0.593846153846154,0.372307692307692,0.286153846153846,0.301538461538462,0.141538461538462,0.224658592345825,-0.126923076923077,-0.31,-0.163846153846154,0.0761538461538462,-0.109230769230769,-0.0361538461538462,-0.525100439039341,0.234320909995788,-0.0699885953803128,0.0892307692307692,0.35,0.208461538461538,-0.03545285964355,0.195384615384615,0.33,-0.163846153846154,-0.173076923076923
"White.breasted.Nuthatch",0.46047317643485,0.496923076923077,0.618461538461539,-0.263076923076923,0.00384615384615385,-0.276923076923077,0.353846153846154,0.0423076923076923,0.0769230769230769,0.116153846153846,0.394615384615385,1,0.532307692307692,0.552307692307692,0.293846153846154,0.436923076923077,0.309230769230769,0.317368730625523,0.213076923076923,-0.113076923076923,0.0769230769230769,0.108461538461538,-0.286153846153846,-0.113846153846154,-0.305793785087616,0.0169295895563459,-0.168750279972532,-0.336923076923077,0.266153846153846,0.00384615384615385,-0.139499295553969,-0.0353846153846154,-0.268461538461538,-0.0753846153846154,-0.0276923076923077
"Brown.headed.Nuthatch",0.0696287760523875,0.384615384615385,0.436923076923077,-0.115384615384615,0.201538461538462,0.0653846153846154,0.117692307692308,0.0115384615384615,-0.0738461538461539,0.153076923076923,0.593846153846154,0.532307692307692,1,0.739230769230769,0.573846153846154,0.283076923076923,0.287692307692308,0.341219471593744,0.308461538461538,-0.0961538461538462,0.120769230769231,0.174615384615385,-0.138461538461538,-0.112307692307692,-0.383786644415518,0.147749145219019,-0.0365495998097189,-0.241538461538462,0.640769230769231,0.2,0.228902159002921,0.253846153846154,0.162307692307692,-0.358461538461538,-0.201538461538462
"Pileated.Woodpecker",0.310059632586875,0.6,0.579230769230769,-0.225384615384615,-0.0115384615384615,-0.328461538461538,0.0969230769230769,0.12,-0.28,-0.0430769230769231,0.372307692307692,0.552307692307692,0.739230769230769,1,0.54,0.442307692307692,0.238461538461538,0.0830929040183187,0.178461538461538,0.164615384615385,0.293846153846154,0.481538461538462,0.00153846153846154,0.118461538461538,-0.114286566143857,0.152751069406121,-0.321947538749439,-0.435384615384615,0.479230769230769,0.0453846153846154,-0.00616571472061739,-0.0530769230769231,-0.00461538461538462,-0.313076923076923,-0.0984615384615385
"Carolina.Wren",0.155414505663892,0.398461538461538,0.502307692307692,-0.06,0.377692307692308,-0.106923076923077,0.166923076923077,0.418461538461538,0.157692307692308,0.364615384615385,0.286153846153846,0.293846153846154,0.573846153846154,0.54,1,0.583846153846154,0.307692307692308,0.335833820407372,0.266153846153846,-0.128461538461538,0.00153846153846154,0.192307692307692,-0.0761538461538462,-0.115384615384615,-0.155213512127805,0.041939210491857,-0.26673431350497,-0.610769230769231,0.335384615384615,0.133076923076923,0.0254335732225467,-0.0569230769230769,0.00769230769230769,-0.444615384615385,-0.185384615384615
"Chipping.Sparrow",0.330063479850544,0.44,0.489230769230769,-0.313846153846154,0.151538461538462,-0.12,-0.102307692307692,0.0923076923076923,0.00692307692307692,0.0107692307692308,0.301538461538462,0.436923076923077,0.283076923076923,0.442307692307692,0.583846153846154,1,0.329230769230769,0.402769770866573,-0.00461538461538462,0.0215384615384615,0.23,0.14,-0.178461538461538,0,-0.213901208255731,0.29703734403407,-0.220852900977876,-0.456153846153846,0.214615384615385,0.0661538461538462,-0.20462465729049,-0.161538461538462,-0.229230769230769,-0.454615384615385,-0.0869230769230769
"Carolina.Chickadee",0.166185808036637,-0.19,0.151538461538462,-0.323076923076923,0.155384615384615,-0.306153846153846,0.22,0.226153846153846,0.0953846153846154,0.229230769230769,0.141538461538462,0.309230769230769,0.287692307692308,0.238461538461538,0.307692307692308,0.329230769230769,1,0.571263715125941,-0.03,0.0592307692307692,0.249230769230769,0.261538461538462,0.0738461538461539,-0.163076923076923,-0.203090316863745,-0.277029647285661,0.177304441630126,-0.06,0.535384615384615,0.271538461538462,0.492486463309314,0.173846153846154,-0.07,-0.202307692307692,0.340769230769231
"Tufted.Titmouse",0.0211619853789919,-0.036545490193242,0.0373148689341524,-0.22504328171628,0.286593580989109,0.125408734768388,0.229274864791287,0.263896908132253,0.289286406582295,0.094248895761519,0.224658592345825,0.317368730625523,0.341219471593744,0.0830929040183187,0.335833820407372,0.402769770866573,0.571263715125941,1,0.0430852094909801,-0.0703981547932978,0.0530871331228148,-0.199269093895783,-0.0996345469478915,-0.380457787380172,-0.517477898310383,0.272464888630685,0.453457779658193,0.130025007213851,0.207347570675342,0.0196191578932141,0.311043057946464,0.00153875748182072,-0.217734183677632,-0.237738030941301,0.121946530434292
"American.Crow",0.294287368398212,0.196923076923077,0.0930769230769231,0.0661538461538462,0.112307692307692,0.130769230769231,0.130769230769231,-0.0338461538461538,-0.0946153846153846,0.243076923076923,-0.126923076923077,0.213076923076923,0.308461538461538,0.178461538461538,0.266153846153846,-0.00461538461538462,-0.03,0.0430852094909801,1,0.160769230769231,0.233076923076923,0.0738461538461539,0.183846153846154,0.263076923076923,0.025482815423968,-0.0908041621658555,0.182747999048595,-0.32,0.0407692307692308,0.220769230769231,0.260116089776046,0.217692307692308,0.195384615384615,-0.0107692307692308,0.0761538461538462
"Red.winged.Blackbird",0.372763999971069,0.184615384615385,0.01,-0.303846153846154,-0.252307692307692,-0.211538461538462,-0.0461538461538462,-0.200769230769231,-0.518461538461538,-0.375384615384615,-0.31,-0.113076923076923,-0.0961538461538462,0.164615384615385,-0.128461538461538,0.0215384615384615,0.0592307692307692,-0.0703981547932978,0.160769230769231,1,0.535384615384615,0.137692307692308,0.0892307692307692,0.283076923076923,0.205406936447742,0.267795325709472,-0.0730991996194378,0.120769230769231,0.136923076923077,-0.0723076923076923,0.281696091298207,-0.251538461538462,0.160769230769231,-0.108461538461538,0.161538461538462
"Song.Sparrow",0.282361997914102,0.127692307692308,-0.00461538461538462,-0.270769230769231,-0.0253846153846154,-0.106153846153846,-0.0192307692307692,-0.350769230769231,-0.360769230769231,0.146923076923077,-0.163846153846154,0.0769230769230769,0.120769230769231,0.293846153846154,0.00153846153846154,0.23,0.249230769230769,0.0530871331228148,0.233076923076923,0.535384615384615,1,0.205384615384615,0.368461538461538,0.578461538461538,0.433207862207456,0.137745296844815,0.0101094637771563,0.0115384615384615,0.33,0.603846153846154,0.486320748588697,0.333076923076923,0.33,0.106923076923077,0.403076923076923
"American.Robin",0.427389890575704,0.0692307692307692,0.350769230769231,-0.0438461538461538,-0.119230769230769,-0.232307692307692,0.176153846153846,0.0269230769230769,-0.0953846153846154,0.186923076923077,0.0761538461538462,0.108461538461538,0.174615384615385,0.481538461538462,0.192307692307692,0.14,0.261538461538462,-0.199269093895783,0.0738461538461539,0.137692307692308,0.205384615384615,1,0.163846153846154,0.286153846153846,0.115830979199855,-0.299345924428117,-0.293952100597314,-0.306923076923077,0.121538461538462,0.0176923076923077,-0.162235368586245,-0.0592307692307692,-0.0192307692307692,-0.140769230769231,0.162307692307692
"European.Starling",-0.0465474138250767,-0.0653846153846154,-0.443846153846154,0.116153846153846,0.09,-0.126153846153846,-0.18,0.0330769230769231,-0.00769230769230769,0.0853846153846154,-0.109230769230769,-0.286153846153846,-0.138461538461538,0.00153846153846154,-0.0761538461538462,-0.178461538461538,0.0738461538461539,-0.0996345469478915,0.183846153846154,0.0892307692307692,0.368461538461538,0.163846153846154,1,0.527692307692308,0.404636220671492,-0.190457882508892,0.259735453966939,0.0761538461538462,0.0661538461538462,0.425384615384615,0.285164305828554,0.329230769230769,0.428461538461538,0.155384615384615,0.496153846153846
"American.Goldfinch",0.282361997914102,0.257692307692308,-0.04,0.187692307692308,0.15,-0.0346153846153846,-0.150769230769231,-0.346923076923077,-0.256923076923077,0.126153846153846,-0.0361538461538462,-0.113846153846154,-0.112307692307692,0.118461538461538,-0.115384615384615,0,-0.163076923076923,-0.380457787380172,0.263076923076923,0.283076923076923,0.578461538461538,0.286153846153846,0.527692307692308,1,0.637842592127199,-0.0923432157618869,-0.185080952227938,-0.122307692307692,0.0715384615384615,0.525384615384615,0.0978807211898011,0.249230769230769,0.578461538461538,0.339230769230769,0.522307692307692
"Northern.Bobwhite",0.121645923856545,0.0548266634879312,-0.107336707391865,0.450968612351434,-0.0903481637758866,-0.325871154815591,0.00463323916799418,-0.271816697855659,-0.183785153663769,0.0270272284799661,-0.525100439039341,-0.305793785087616,-0.383786644415518,-0.114286566143857,-0.155213512127805,-0.213901208255731,-0.203090316863745,-0.517477898310383,0.025482815423968,0.205406936447742,0.433207862207456,0.115830979199855,0.404636220671492,0.637842592127199,1,-0.354192947352013,-0.292747272123368,-0.257916980351676,-0.173746468799782,0.305021578559617,0.0193423959504769,0.112742153087858,0.196912664639753,0.178379707967776,0.345948524543566
"Common.Yellowthroat",0.0257841066924518,0.355521380683265,0.0634859608362973,-0.309349772802321,0.0380915765017784,0.265101981916417,-0.210850342656308,-0.123509051081524,-0.167756841967428,-0.325894598959659,0.234320909995788,0.0169295895563459,0.147749145219019,0.152751069406121,0.041939210491857,0.29703734403407,-0.277029647285661,0.272464888630685,-0.0908041621658555,0.267795325709472,0.137745296844815,-0.299345924428117,-0.190457882508892,-0.0923432157618869,-0.354192947352013,1,0.0634029518142419,0.290111602851928,-0.022316277142456,-0.175067346548577,0.0156129715308631,-0.203924601474167,-0.0119276653692437,-0.095036559554942,-0.235090436793804
"Blue.gray.Gnatcatcher",-0.118614599310248,-0.391936134129752,-0.578572388477253,-0.124424169565001,0.157863165135594,0.449482312553565,-0.244182432771314,-0.139199539700844,0.0894298718748442,-0.0738768506792191,-0.0699885953803128,-0.168750279972532,-0.0365495998097189,-0.321947538749439,-0.26673431350497,-0.220852900977876,0.177304441630126,0.453457779658193,0.182747999048595,-0.0730991996194378,0.0101094637771563,-0.293952100597314,0.259735453966939,-0.185080952227938,-0.292747272123368,0.0634029518142419,1,0.55835346092294,-0.148531352418219,0.176526790570345,0.55358669338688,0.0855416165759379,-0.0909851739944067,-0.102649939891125,0.00855416165759379
"Eastern.Meadowlark",-0.233121758495839,-0.338461538461538,-0.493076923076923,-0.245384615384615,-0.0430769230769231,0.381538461538462,-0.333846153846154,-0.232307692307692,0.0746153846153846,-0.187692307692308,0.0892307692307692,-0.336923076923077,-0.241538461538462,-0.435384615384615,-0.610769230769231,-0.456153846153846,-0.06,0.130025007213851,-0.32,0.120769230769231,0.0115384615384615,-0.306923076923077,0.0761538461538462,-0.122307692307692,-0.257916980351676,0.290111602851928,0.55835346092294,1,-0.133846153846154,0.0230769230769231,0.360694311156117,0.0761538461538462,0.16,0.230769230769231,0.0161538461538462
"House.Sparrow",-0.120023083582016,0.0492307692307692,0.290769230769231,-0.233846153846154,0.208461538461538,-0.108461538461538,0.0392307692307692,0.0246153846153846,-0.387692307692308,0.263076923076923,0.35,0.266153846153846,0.640769230769231,0.479230769230769,0.335384615384615,0.214615384615385,0.535384615384615,0.207347570675342,0.0407692307692308,0.136923076923077,0.33,0.121538461538462,0.0661538461538462,0.0715384615384615,-0.173746468799782,-0.022316277142456,-0.148531352418219,-0.133846153846154,1,0.424615384615385,0.41464431496152,0.352307692307692,0.345384615384615,-0.0530769230769231,0.103846153846154
"Field.Sparrow",-0.0873244870933257,-0.170769230769231,-0.218461538461538,-0.155384615384615,0.327692307692308,0.0976923076923077,-0.253076923076923,-0.291538461538462,-0.0761538461538462,0.573076923076923,0.208461538461538,0.00384615384615385,0.2,0.0453846153846154,0.133076923076923,0.0661538461538462,0.271538461538462,0.0196191578932141,0.220769230769231,-0.0723076923076923,0.603846153846154,0.0176923076923077,0.425384615384615,0.525384615384615,0.305021578559617,-0.175067346548577,0.176526790570345,0.0230769230769231,0.424615384615385,1,0.609249685831006,0.551538461538462,0.550769230769231,0.23,0.263846153846154
"Fish.Crow",-0.114087664376894,-0.292100734889249,-0.379576812488008,-0.306744307350715,0.2127171578613,0.0874760775987593,-0.104431793080457,-0.144123581594432,-0.155298939525551,0.218882872581917,-0.03545285964355,-0.139499295553969,0.228902159002921,-0.00616571472061739,0.0254335732225467,-0.20462465729049,0.492486463309314,0.311043057946464,0.260116089776046,0.281696091298207,0.486320748588697,-0.162235368586245,0.285164305828554,0.0978807211898011,0.0193423959504769,0.0156129715308631,0.55358669338688,0.360694311156117,0.41464431496152,0.609249685831006,1,0.371484311917198,0.364547882856503,0.0574182183357495,0.246243231654657
"Eastern.Bluebird",-0.319676866848254,-0.117692307692308,-0.142307692307692,0.220769230769231,0.339230769230769,0.300769230769231,0.0476923076923077,-0.234615384615385,0.297692307692308,0.44,0.195384615384615,-0.0353846153846154,0.253846153846154,-0.0530769230769231,-0.0569230769230769,-0.161538461538462,0.173846153846154,0.00153875748182072,0.217692307692308,-0.251538461538462,0.333076923076923,-0.0592307692307692,0.329230769230769,0.249230769230769,0.112742153087858,-0.203924601474167,0.0855416165759379,0.0761538461538462,0.352307692307692,0.551538461538462,0.371484311917198,1,0.651538461538462,0.371538461538462,0.479230769230769
"House.Finch",-0.182342761595755,0.05,-0.210769230769231,0.137692307692308,0.406153846153846,0.288461538461538,-0.179230769230769,-0.226923076923077,0.0553846153846154,0.25,0.33,-0.268461538461538,0.162307692307692,-0.00461538461538462,0.00769230769230769,-0.229230769230769,-0.07,-0.217734183677632,0.195384615384615,0.160769230769231,0.33,-0.0192307692307692,0.428461538461538,0.578461538461538,0.196912664639753,-0.0119276653692437,-0.0909851739944067,0.16,0.345384615384615,0.550769230769231,0.364547882856503,0.651538461538462,1,0.354615384615385,0.395384615384615
"Brown.headed.Cowbird",-0.305828049511868,-0.226923076923077,-0.222307692307692,-0.000769230769230769,0.0246153846153846,0.0338461538461538,0.23,0.0715384615384615,0.110769230769231,0.396153846153846,-0.163846153846154,-0.0753846153846154,-0.358461538461538,-0.313076923076923,-0.444615384615385,-0.454615384615385,-0.202307692307692,-0.237738030941301,-0.0107692307692308,-0.108461538461538,0.106923076923077,-0.140769230769231,0.155384615384615,0.339230769230769,0.178379707967776,-0.095036559554942,-0.102649939891125,0.230769230769231,-0.0530769230769231,0.23,0.0574182183357495,0.371538461538462,0.354615384615385,1,0.533076923076923
"Mourning.Dove",0.0688593973114771,-0.0161538461538462,-0.158461538461538,0.119230769230769,0.116923076923077,-0.18,0.361538461538462,0.0730769230769231,0.249230769230769,0.233076923076923,-0.173076923076923,-0.0276923076923077,-0.201538461538462,-0.0984615384615385,-0.185384615384615,-0.0869230769230769,0.340769230769231,0.121946530434292,0.0761538461538462,0.161538461538462,0.403076923076923,0.162307692307692,0.496153846153846,0.522307692307692,0.345948524543566,-0.235090436793804,0.00855416165759379,0.0161538461538462,0.103846153846154,0.263846153846154,0.246243231654657,0.479230769230769,0.395384615384615,0.533076923076923,1
