"","Eastern.Phoebe","Great.Crested.Flycatcher","Eastern.Meadowlark","Red.winged.Blackbird","Chimney.Swift","Common.Yellowthroat","Brown.headed.Nuthatch","Ovenbird","Brown.Thrasher","White.breasted.Nuthatch","American.Goldfinch","Northern.Mockingbird","Purple.Martin","White.eyed.Vireo","Fish.Crow","House.Finch","Yellow.billed.Cuckoo","Barn.Swallow","Downy.Woodpecker","European.Starling","Carolina.Wren","Eastern.Bluebird","Acadian.Flycatcher","Carolina.Chickadee","Chipping.Sparrow","Red.bellied.Woodpecker","Summer.Tanager","American.Crow","Indigo.Bunting","Pine.Warbler","Eastern.Towhee","Mourning.Dove","Brown.headed.Cowbird","American.Robin","Common.Grackle","Blue.Jay","Northern.Cardinal","Red.eyed.Vireo","Eastern.Wood.Pewee","Yellow.breasted.Chat","Blue.Grosbeak","Wood.Thrush","Blue.gray.Gnatcatcher","Tufted.Titmouse"
"American.Goldfinch",0.257496518070039,0.519005894069875,0.71604750111361,0.884831807745327,0.903757018286811,0.876175039243884,0.891415461105758,0.899582528813382,0.918995527926849,0.941235078704286,1,0.947860396972999,0.719010828737264,0.754579699323904,0.50957159101696,0.492078646073306,0.354999901279184,0.52293467624452,0.357033138033887,-0.110711138649072,0.302173344728345,0.0823987299213889,0.073050075113093,0.00174973190700317,0.0419431522259064,0.0165322503539319,0.162525345289575,-0.137003547291577,0.309404761059519,0.270708102804297,0.326269080649922,0.111104112070622,0.501164433536929,0.399363817563585,0.730959464427602,0.604455777572202,0.438395517778326,0.559030933746153,0.526660847621649,0.359818809905752,0.355917203745541,0.122207317782006,0.116288876748168,0.0525017947001977
"Northern.Mockingbird",0.172675699474355,0.553927908155378,0.638016820437305,0.857986289221892,0.940937587322376,0.929506798794638,0.904562159199001,0.896833445445557,0.95812045195578,0.93862988145918,0.947860396972999,1,0.776602199847314,0.785905699599995,0.442768999663775,0.459512336991197,0.463720525210361,0.508686626517405,0.337990498229376,0.0554385708274716,0.284828243638244,0.10271466664976,0.106791728503505,0.0125233346716315,0.126025210195293,0.0690587361207567,0.200272600945085,-0.108899801590564,0.294862690308656,0.2441577600916,0.278466514740486,0.163184525194799,0.351930890473959,0.432078481575182,0.758127496559733,0.698386557340743,0.430274105969126,0.612568872674409,0.507037712489923,0.364086858598756,0.39493454112785,0.158431983441466,0.184817274596618,0.0483652594881889
"Purple.Martin",0.145406964000642,0.49409761114618,0.64230585689241,0.690808627287484,0.760166802860303,0.740574974187933,0.649811166936534,0.75088379979915,0.801808110618603,0.807558996145222,0.719010828737264,0.776602199847314,1,0.713286314442958,0.253600479071604,0.00837138162907658,0.397761951191047,0.278068345304624,0.0995041792886413,0.0996126917745418,0.466754831152869,-0.0171058076469914,0.0361650472515504,-0.164687266647456,0.0420772679389394,-0.332720137376326,-0.0273457724835372,-0.340572129551923,0.0485581401644759,-0.0782539653722351,-0.0343652139855567,-0.270206656664192,0.136327214249082,0.367270749026653,0.566324693720964,0.479742671951696,0.199473043776224,0.484000192086343,0.396242800044077,0.137533307812352,0.473251540470804,0.121523525552948,0.103795779131652,-0.145577943371722
"White.eyed.Vireo",0.370585459824173,0.546290881877692,0.708239375812806,0.694503206782373,0.746733136075352,0.728902270948261,0.78064089662863,0.860415586424386,0.797306191609111,0.797086631238788,0.754579699323904,0.785905699599995,0.713286314442958,1,0.380617235376741,0.329545431280269,0.315012351027052,0.402041546332154,0.36968123833233,-0.244079848364898,0.150356971127276,-0.0165053305248548,0.222781602777523,0.151316138424114,0.206829867854564,-0.0305968836002143,0.236340238953253,-0.0995818624326516,0.169812147338571,0.291323463566955,0.130192863151992,-0.0352576350013748,0.242022893041638,0.316372185287104,0.613923963751673,0.432051169159243,0.308878842719183,0.652307484121111,0.559671763317474,0.444523930315318,0.503134094401243,0.240608326723466,0.296292657262869,0.122095608675856
"Fish.Crow",0.056162596266022,0.0547151085356171,0.433197808393377,0.532578046496632,0.405753263868852,0.405292327258423,0.495507076486382,0.434419313232271,0.455261255702764,0.487279794398185,0.50957159101696,0.442768999663775,0.253600479071604,0.380617235376741,1,0.463937643038125,0.156209279631376,0.143951205509949,0.164203142431252,-0.258833109645693,0.0515322698904008,0.216094690561223,-0.481998564978441,-0.196277606431027,-0.144309458546965,-0.220175737427139,-0.11720871075608,-0.164586103282322,0.0315891978513598,0.00326384471319774,-0.0834451595467364,-0.0779053430184246,0.0547644899917495,-0.00100144528844379,0.15237182109827,0.174113359071049,0.10158564381819,0.246162646262093,0.0396578718607163,0.123942214535518,0.0404205609434765,-0.135905355831351,-0.138797479200228,-0.256233266238584
"House.Finch",-0.124143735572248,0.310289758469438,0.177564965239443,0.433275406611846,0.41815228053397,0.421650910825584,0.557198289735404,0.372033775334992,0.390271974928072,0.385811540666766,0.492078646073306,0.459512336991197,0.00837138162907658,0.329545431280269,0.463937643038125,1,-0.0760313848078855,0.242525466594286,0.227626480583611,-0.193825083342668,-0.272927713177481,-0.0670513422387805,0.0665813711696698,0.298460401483801,0.192685254417852,0.465579544615834,0.167740218119722,0.0744237549064997,0.196805694390342,0.228598904926003,0.398864795375979,0.313071210534896,0.292423758762055,0.128153770708811,0.435063271543443,0.240094202981252,0.325042049794462,0.152922872443552,0.197149673578809,0.228640976239106,-0.132569872821207,-0.18797763510872,0.173210321536834,0.286929492796023
"Yellow.billed.Cuckoo",-0.165624234733378,0.0989076085742021,0.194468218826528,0.37693398485361,0.471894585769387,0.468146075798854,0.235721827981475,0.341142428827041,0.472439789469996,0.44103871319397,0.354999901279184,0.463720525210361,0.397761951191047,0.315012351027052,0.156209279631376,-0.0760313848078855,1,0.365883018335909,0.288280927851973,-0.0422444516462537,0.322127162152355,0.22222339554827,-0.127501953492529,-0.232953434712074,-0.0977813490722859,0.0336929332735276,-0.0944739246895786,0.0828490297350903,0.22033070151511,0.00909969829344896,-0.064207601418499,0.144666399290627,-0.147724252572433,0.199105945451985,0.211262977678793,0.516926576287679,0.45530496091262,0.5127074501083,0.116828558172661,0.207196587312501,0.463108074489089,0.366508779362558,0.307840751560236,0.105962254481352
"Barn.Swallow",0.146089455035712,0.140798212598505,0.292829989995853,0.314475488747097,0.402222550662508,0.389973987827776,0.522050267637534,0.465769840030411,0.477730291941461,0.464446609263225,0.52293467624452,0.508686626517405,0.278068345304624,0.402041546332154,0.143951205509949,0.242525466594286,0.365883018335909,1,0.484630575023418,-0.230608250350062,0.215244138514362,0.229449008414233,0.0778737295756269,-0.0856195333268372,-0.220980720291106,0.364671301297784,0.450870176868568,0.16561512081713,0.352714942511847,0.308657185113887,0.40366953969944,0.398231912962479,0.437166314721973,0.264241941525096,0.354794167838747,0.434304832199,0.413696983971978,0.342049002434994,0.359891556786889,0.321628845897852,0.337593956112763,0.296068629642476,0.435694777359275,0.0539284291205747
"Downy.Woodpecker",0.17855584554163,0.0293809648865887,0.300324476601103,0.137277131448267,0.151280568503169,0.23912829742516,0.22315596141264,0.27278375702528,0.265608138773756,0.253984746501975,0.357033138033887,0.337990498229376,0.0995041792886413,0.36968123833233,0.164203142431252,0.227626480583611,0.288280927851973,0.484630575023418,1,-0.14824548702928,0.219743334578848,0.221163665197835,0.124302802866981,0.229792850711777,-0.0669710175740309,0.148336616012706,0.0768609596793785,0.405273568429891,0.444317053092288,0.593932407244381,0.472055495216277,0.422446461488401,0.228309966970589,0.184968469387271,0.22954636956117,0.364303977082542,0.468264963932444,0.535544032838808,0.154806635692835,0.29917610221703,0.433027299026637,0.314090351857855,0.205701040231527,0.364653102466749
"European.Starling",-0.275846091928007,-0.0702712891164278,-0.369238481828284,-0.188116747613987,0.00894548580051998,0.028334764325323,-0.0542074666470668,-0.14422028607986,-0.00175230652079581,-0.120191633043384,-0.110711138649072,0.0554385708274716,0.0996126917745418,-0.244079848364898,-0.258833109645693,-0.193825083342668,-0.0422444516462537,-0.230608250350062,-0.14824548702928,1,0.244746898391477,0.27231382407777,0.0664421321171386,0.133400473190205,0.325860767045662,0.0890735237816559,0.204606593281549,0.242952189763592,0.226424263763805,0.11688469980584,0.0789091622833308,0.234014793849583,-0.0583136097205224,0.331409922682505,0.0839101756153101,0.267112385277266,0.0749613634177223,0.118564250178271,0.0766952060151313,-0.0319255416873635,0.109105694510308,0.144489271327876,-0.147184309074808,-0.0584943946830991
"Carolina.Wren",0.297181682879521,0.0278961606805308,0.287406922483072,0.196498891050775,0.197617348122612,0.250702993553772,0.124330856817695,0.198516440339594,0.227622493245884,0.253562788244527,0.302173344728345,0.284828243638244,0.466754831152869,0.150356971127276,0.0515322698904008,-0.272927713177481,0.322127162152355,0.215244138514362,0.219743334578848,0.244746898391477,1,0.476115550296443,-0.270241006250498,-0.156751332890014,-0.027659217278509,-0.295150036129854,-0.210977752710651,0.0465671727117744,0.288019331868043,0.127959556346278,0.222831764883904,0.0719000654739463,0.270896160343639,0.301951858058454,0.155266398683161,0.408642927186795,0.321534197828136,0.349510592208278,-0.0204738028033649,-0.0548814210540236,0.251339883068166,0.197772418129526,-0.00342913518239719,-0.274911365780869
"Eastern.Bluebird",0.157520711054881,-0.152570620378073,0.00080444348923337,0.0685524336364836,0.0412349933274589,0.0442416190047406,0.0869753069321623,0.0355278418543112,0.0923735353010632,0.0403352880146977,0.0823987299213889,0.10271466664976,-0.0171058076469914,-0.0165053305248548,0.216094690561223,-0.0670513422387805,0.22222339554827,0.229449008414233,0.221163665197835,0.27231382407777,0.476115550296443,1,-0.148306955002887,-0.123102216894031,0.0734712144308899,0.0875768455600136,0.175315925159331,0.571709364457172,0.455950047345005,0.358164520611133,0.110182885229948,0.487284794827408,0.24983206909756,0.227291746201254,-0.154093439823438,0.326098619662184,0.334571313695761,0.38207045128208,0.0965041230438681,0.345171545282397,0.17329001888015,0.386867838741328,0.177293986057019,-0.250312545314396
"Acadian.Flycatcher",-0.00998986895972229,0.33522755712219,0.0748657312925099,0.114187123277589,0.184768105547055,0.185767256624167,0.210208625830302,0.283153281015598,0.100487179997565,0.0604305432165711,0.073050075113093,0.106791728503505,0.0361650472515504,0.222781602777523,-0.481998564978441,0.0665813711696698,-0.127501953492529,0.0778737295756269,0.124302802866981,0.0664421321171386,-0.270241006250498,-0.148306955002887,1,0.428437108856767,0.502220773291483,0.323253096703837,0.461388377321574,0.201423482232498,0.23102328565881,0.390670671401531,0.207027582976948,0.190769480603394,0.32704804650385,0.0262964338825698,0.325205505879371,0.285961694290986,0.16715898509167,0.23149918813988,0.402514001604604,0.467568439379711,0.149420149281082,0.453195228843955,0.186385320170312,0.327977525271509
"Carolina.Chickadee",-0.117451151666717,0.376332515910345,-0.112315847204799,-0.144245592499955,0.064286080730266,-0.0185084476639847,0.101215141942029,0.106114011199645,-0.0518845198212981,-0.111439166766776,0.00174973190700317,0.0125233346716315,-0.164687266647456,0.151316138424114,-0.196277606431027,0.298460401483801,-0.232953434712074,-0.0856195333268372,0.229792850711777,0.133400473190205,-0.156751332890014,-0.123102216894031,0.428437108856767,1,0.71110899763167,0.409066053747702,0.186544246050703,0.314402858242897,0.218056018043107,0.616836631480049,0.334088315719089,0.275026270753041,0.431433729060793,0.0777948692947398,0.281903029507871,0.156856619970563,0.426590855764811,0.30300373421709,0.308502874436699,0.317823861114305,-0.0466825877724842,0.206416004122475,0.159873489174494,0.623922308323813
"Chipping.Sparrow",-0.146375245208496,0.486650774591419,-0.126756879318352,0.115114260737772,0.239746913232677,0.235282109900936,0.225016662172315,0.241706987553631,0.0747546196415647,0.00206410886125938,0.0419431522259064,0.126025210195293,0.0420772679389394,0.206829867854564,-0.144309458546965,0.192685254417852,-0.0977813490722859,-0.220980720291106,-0.0669710175740309,0.325860767045662,-0.027659217278509,0.0734712144308899,0.502220773291483,0.71110899763167,1,0.308814956106564,0.134322324289306,0.399006562818062,0.347297615993686,0.426439380365059,0.216256741123335,0.222459578373766,0.24202907546408,0.156540295955582,0.260191716918932,0.347294403260663,0.382874809705919,0.439643379916284,0.305626612537624,0.443545631325288,-0.0743938932938099,0.398565771928912,0.221151362523303,0.326361171163611
"Red.bellied.Woodpecker",-0.29440759830697,-0.0625383259525737,-0.434799441020832,-0.143981642136854,0.0465793986085656,-0.00433891295390941,0.168705978467652,-0.00279461076281262,0.0113149380931896,-0.114603164236094,0.0165322503539319,0.0690587361207567,-0.332720137376326,-0.0305968836002143,-0.220175737427139,0.465579544615834,0.0336929332735276,0.364671301297784,0.148336616012706,0.0890735237816559,-0.295150036129854,0.0875768455600136,0.323253096703837,0.409066053747702,0.308814956106564,1,0.563713243903389,0.52575847044526,0.328240336602489,0.392422509239422,0.51302148489288,0.624045449018291,0.291356669992608,0.242954359462294,0.179470164146013,0.242371469040772,0.418074966439296,0.0866902676136121,0.180155123252861,0.25349424733065,-0.108197848405292,0.18432357179394,0.40711932090899,0.409124519661174
"Summer.Tanager",0.0464588041677011,-0.0344817470261443,-0.034793912152053,-0.00630513026037542,0.150621223911422,0.121974716602001,0.346082856411762,0.242484299539785,0.218173005043209,0.116895956817849,0.162525345289575,0.200272600945085,-0.0273457724835372,0.236340238953253,-0.11720871075608,0.167740218119722,-0.0944739246895786,0.450870176868568,0.0768609596793785,0.204606593281549,-0.210977752710651,0.175315925159331,0.461388377321574,0.186544246050703,0.134322324289306,0.563713243903389,1,0.317765167962919,0.379498115400208,0.458054516698918,0.35236114656116,0.396490211229209,0.375223986732953,0.335126327778011,0.335321587160437,0.196283855846264,0.255747843427563,0.235919705054805,0.590488095796013,0.528407760863898,0.402789137670444,0.410686138938772,0.296151907516443,0.0937888396160594
"American.Crow",-0.088887143475144,-0.134801386968125,-0.272100358722902,-0.251106090272065,-0.176777513772705,-0.114408208245418,-0.14502910968942,-0.107688690995221,-0.150301830400355,-0.23181675663091,-0.137003547291577,-0.108899801590564,-0.340572129551923,-0.0995818624326516,-0.164586103282322,0.0744237549064997,0.0828490297350903,0.16561512081713,0.405273568429891,0.242952189763592,0.0465671727117744,0.571709364457172,0.201423482232498,0.314402858242897,0.399006562818062,0.52575847044526,0.317765167962919,1,0.687068510585179,0.614735600120139,0.439943044848055,0.680134027065884,0.144748958782754,0.308560816933227,-0.147280892675393,0.258293736753815,0.475894157391828,0.381154921834304,0.188320924066593,0.536386575756206,0.188191482547723,0.49001981018442,0.359234740599418,0.43821871063286
"Indigo.Bunting",0.0446405567412591,0.0756650566381319,0.078039862856316,0.2090454233588,0.246978071370735,0.336726777890434,0.23546972663046,0.299254096804208,0.212569461557343,0.216312957672487,0.309404761059519,0.294862690308656,0.0485581401644759,0.169812147338571,0.0315891978513598,0.196805694390342,0.22033070151511,0.352714942511847,0.444317053092288,0.226424263763805,0.288019331868043,0.455950047345005,0.23102328565881,0.218056018043107,0.347297615993686,0.328240336602489,0.379498115400208,0.687068510585179,1,0.685220976509848,0.522448684011848,0.517299931081135,0.366104637355025,0.434295560199195,0.383291438577126,0.6021903950408,0.678780028218472,0.669895723710905,0.373498880216424,0.640628712117814,0.442535023184337,0.418764933957078,0.279715370051666,0.258165292289252
"Pine.Warbler",0.212955003341374,0.052434532420436,0.127302351140103,0.0700739787873055,0.179887933004182,0.166306912638582,0.244984527003896,0.313198326500048,0.141364186886395,0.0857927278072804,0.270708102804297,0.2441577600916,-0.0782539653722351,0.291323463566955,0.00326384471319774,0.228598904926003,0.00909969829344896,0.308657185113887,0.593932407244381,0.11688469980584,0.127959556346278,0.358164520611133,0.390670671401531,0.616836631480049,0.426439380365059,0.392422509239422,0.458054516698918,0.614735600120139,0.685220976509848,1,0.639702776198557,0.629297640847914,0.583408169119627,0.430385661100592,0.456848889078667,0.433885767028555,0.664371715227805,0.607613517700462,0.405916340635608,0.557168573645835,0.314409513952588,0.50432251517511,0.134336926531774,0.441257432015165
"Eastern.Towhee",0.0770348590020271,-0.0219959796766099,0.0367254114588751,0.10614033940773,0.163114513228273,0.249182776756645,0.211772758807812,0.183300978383117,0.15163202610212,0.0909111620660988,0.326269080649922,0.278466514740486,-0.0343652139855567,0.130192863151992,-0.0834451595467364,0.398864795375979,-0.064207601418499,0.40366953969944,0.472055495216277,0.0789091622833308,0.222831764883904,0.110182885229948,0.207027582976948,0.334088315719089,0.216256741123335,0.51302148489288,0.35236114656116,0.439943044848055,0.522448684011848,0.639702776198557,1,0.665204099579144,0.503657865850436,0.549866178452933,0.458899924785808,0.314204754445179,0.627636671213541,0.310835317477645,0.186545892129518,0.179881350002075,0.109268664704401,0.314024109085661,0.178979855880215,0.371142307303531
"Mourning.Dove",-0.0886035446724666,-0.0886335348521073,-0.148777141402877,-0.00673629252053126,0.0949121295008459,0.167922478071412,0.0797789424987308,0.0697509652870421,0.0710913608896113,-0.0154770297749425,0.111104112070622,0.163184525194799,-0.270206656664192,-0.0352576350013748,-0.0779053430184246,0.313071210534896,0.144666399290627,0.398231912962479,0.422446461488401,0.234014793849583,0.0719000654739463,0.487284794827408,0.190769480603394,0.275026270753041,0.222459578373766,0.624045449018291,0.396490211229209,0.680134027065884,0.517299931081135,0.629297640847914,0.665204099579144,1,0.356913548149323,0.330784402766059,0.202642933235525,0.399321610597784,0.504472253756252,0.347603459401133,0.143836141748738,0.275524421512625,0.00678529646283463,0.40309215901131,0.394489212787523,0.377459290501088
"Brown.headed.Cowbird",0.243445914875486,0.315195258997704,0.331972743974252,0.299141574724405,0.392799158087721,0.266988913320807,0.482589231998703,0.467119478785097,0.350456800065294,0.338419828131317,0.501164433536929,0.351930890473959,0.136327214249082,0.242022893041638,0.0547644899917495,0.292423758762055,-0.147724252572433,0.437166314721973,0.228309966970589,-0.0583136097205224,0.270896160343639,0.24983206909756,0.32704804650385,0.431433729060793,0.24202907546408,0.291356669992608,0.375223986732953,0.144748958782754,0.366104637355025,0.583408169119627,0.503657865850436,0.356913548149323,1,0.253515230991327,0.475757672549657,0.347141328440002,0.484840723830864,0.277524570007168,0.486481163084862,0.332902977271838,0.0617286359568066,0.225593712550541,0.180247039262265,0.182037752692754
"American.Robin",0.100369059523761,-0.0504771619863052,0.0749139166377305,0.167588567308003,0.39887923790405,0.329631992487945,0.284969698044824,0.274333942027005,0.362358160049427,0.273116108640613,0.399363817563585,0.432078481575182,0.367270749026653,0.316372185287104,-0.00100144528844379,0.128153770708811,0.199105945451985,0.264241941525096,0.184968469387271,0.331409922682505,0.301951858058454,0.227291746201254,0.0262964338825698,0.0777948692947398,0.156540295955582,0.242954359462294,0.335126327778011,0.308560816933227,0.434295560199195,0.430385661100592,0.549866178452933,0.330784402766059,0.253515230991327,1,0.488178430124301,0.385844228848287,0.616007541429333,0.406551921975448,0.509933546727937,0.233333966021864,0.482393317811808,0.339121675067662,0.151875424923681,0.28190556649217
"Common.Grackle",0.170384182774169,0.384342053685567,0.47108890191123,0.641711747673299,0.752470933688078,0.715621771913861,0.703980977385796,0.739377062056981,0.669758472476602,0.661483893860152,0.730959464427602,0.758127496559733,0.566324693720964,0.613923963751673,0.15237182109827,0.435063271543443,0.211262977678793,0.354794167838747,0.22954636956117,0.0839101756153101,0.155266398683161,-0.154093439823438,0.325205505879371,0.281903029507871,0.260191716918932,0.179470164146013,0.335321587160437,-0.147280892675393,0.383291438577126,0.456848889078667,0.458899924785808,0.202642933235525,0.475757672549657,0.488178430124301,1,0.568187128278796,0.497475416616261,0.530265923183848,0.477297510584023,0.272717985226212,0.365548122989803,0.159519051984895,0.0632004227012949,0.186069091902977
