"","Pied.billed.Grebe","Rusty.Blackbird","Carolina.Chickadee","Field.Sparrow","Golden.crowned.Kinglet","European.Starling","Mourning.Dove","American.Robin","Cedar.Waxwing","American.Coot","Northern.Mockingbird","American.Goldfinch","Dark.eyed.Junco","Rock.Pigeon..Feral.Pigeon.","Yellow.rumped.Warbler","House.Sparrow","Ring.necked.Duck","Brown.headed.Cowbird","Swamp.Sparrow","Eastern.Meadowlark","Pine.Warbler","Ruby.crowned.Kinglet","Carolina.Wren","White.breasted.Nuthatch","Brown.headed.Nuthatch","Red.bellied.Woodpecker","Brown.Thrasher","Chipping.Sparrow","Tufted.Titmouse","Downy.Woodpecker","Red.headed.Woodpecker","Hermit.Thrush","Yellow.bellied.Sapsucker","Bufflehead","Horned.Grebe","Ruddy.Duck","Bonaparte.s.Gull","Eastern.Phoebe","Blue.Jay","Fox.Sparrow","Common.Grackle","Eastern.Bluebird","House.Finch","American.Crow","Herring.Gull","Ring.billed.Gull","American.Pipit","Pine.Siskin","Hooded.Merganser","Eastern.Towhee","Northern.Cardinal","Red.winged.Blackbird","White.throated.Sparrow","Northern.Flicker","Song.Sparrow"
"Northern.Mockingbird",-0.0577777777777778,0.475555555555556,0.168547008547009,0.532307692307692,0.457777777777778,0.48034188034188,0.135726495726496,-0.00991452991452991,0.04,0.69400065317027,1,0.496752136752137,0.606153846153846,0.431111111111111,0.527521367521367,0.438632478632479,0.183589743589744,-0.206837606837607,-0.0393162393162393,0.296410256410256,-0.125470085470085,-0.0871794871794872,-0.0823931623931624,-0.333333333333333,-0.04,-0.242393162393162,-0.216410256410256,-0.366153846153846,-0.126153846153846,-0.435897435897436,-0.191111111111111,-0.102222222222222,-0.32991452991453,-0.511111111111111,-0.517264957264957,-0.47965811965812,-0.375042735042735,-0.185641025641026,0.0242735042735043,0.248547008547009,-0.132991452991453,0.096068376068376,0.42017094017094,0.156239316239316,-0.0194871794871795,0.0557264957264957,0.114529914529915,0.0367069055310029,0.0755555555555555,-0.0728205128205128,-0.141196581196581,-0.491282051282051,-0.0064957264957265,0.283418803418803,0.188066338874473
"American.Goldfinch",-0.0776068376068376,0.137094017094017,0.0557264957264957,0.605470085470085,0.398290598290598,0.615042735042735,0.471452991452991,0.138461538461538,0.140512820512821,0.52110083646349,0.496752136752137,1,0.687521367521367,0.408547008547008,0.382564102564103,0.28,0.262222222222222,-0.027008547008547,0.23008547008547,0.0707692307692308,-0.0413675213675214,0.0229059829059829,-0.114529914529915,-0.550769230769231,-0.431794871794872,-0.406495726495726,-0.385299145299145,-0.469401709401709,-0.463247863247863,-0.445470085470085,-0.418119658119658,-0.241025641025641,-0.411965811965812,-0.208888888888889,-0.503589743589744,-0.474188034188034,-0.175384615384615,-0.205470085470085,0.107008547008547,0.272478632478632,0.0748717948717949,0.0796581196581197,0.54051282051282,0.12957264957265,-0.249230769230769,-0.132991452991453,0.229401709401709,0.503948076869564,0.00512820512820513,-0.134358974358974,-0.0557264957264957,-0.0133333333333333,0.177435897435897,0.485811965811966,0.269789711585381
"Dark.eyed.Junco",-0.00854700854700855,0.36957264957265,-0.104273504273504,0.391452991452991,0.36957264957265,0.448888888888889,0.384615384615385,0.0803418803418803,0.224615384615385,0.503948076869564,0.606153846153846,0.687521367521367,1,0.577435897435897,0.58017094017094,0.326495726495727,0.161709401709402,-0.185641025641026,-0.0475213675213675,0.178119658119658,-0.0646153846153846,0.109059829059829,0.0406837606837607,-0.441367521367521,-0.271111111111111,-0.349059829059829,-0.257435897435897,-0.653333333333333,-0.448888888888889,-0.375042735042735,-0.482393162393162,-0.12,-0.326495726495727,-0.180854700854701,-0.353846153846154,-0.543931623931624,-0.274529914529914,-0.225982905982906,0.143931623931624,0.643760683760684,0.094017094017094,0.142564102564103,0.626666666666666,0.120683760683761,-0.314188034188034,-0.198632478632479,0.0858119658119658,0.149915118850919,0.26017094017094,0.0256410256410256,-0.0324786324786325,-0.0557264957264957,0.398974358974359,0.298461538461538,0.254402465677469
"Rock.Pigeon..Feral.Pigeon.",-0.128205128205128,0.217777777777778,-0.158974358974359,0.176752136752137,0.215042735042735,0.34974358974359,0.155555555555556,0.258803418803419,0.28,0.37152877280445,0.431111111111111,0.408547008547008,0.577435897435897,1,0.635555555555555,0.581538461538462,0.39965811965812,0.0338461538461538,0.297094017094017,0.452307692307692,0.0112820512820513,0.250598290598291,-0.284786324786325,-0.440683760683761,-0.440683760683761,-0.47965811965812,-0.644444444444444,-0.760683760683761,-0.64991452991453,-0.454358974358974,-0.483076923076923,0.102222222222222,-0.299145299145299,-0.394871794871795,-0.388034188034188,-0.377777777777778,-0.29025641025641,-0.330598290598291,-0.217777777777778,0.15008547008547,-0.0434188034188034,-0.22051282051282,0.297094017094017,-0.143931623931624,-0.634871794871795,-0.411282051282051,-0.135042735042735,-0.0751290870213985,0.20957264957265,-0.313504273504273,-0.139145299145299,-0.0461538461538461,0.00854700854700855,-0.0126495726495726,0.106342966163566
"Yellow.rumped.Warbler",0.00307692307692308,0.295042735042735,0.245128205128205,0.385299145299145,0.386666666666667,0.56034188034188,0.392820512820513,0.415384615384615,0.543931623931624,0.396914857003462,0.527521367521367,0.382564102564103,0.58017094017094,0.635555555555555,1,0.437948717948718,0.401709401709402,-0.141196581196581,0.277948717948718,0.34017094017094,-0.131623931623932,0.245128205128205,0.00307692307692308,-0.381880341880342,-0.360683760683761,-0.353846153846154,-0.284102564102564,-0.440683760683761,-0.196581196581197,-0.352478632478632,-0.393504273504273,0.162393162393162,-0.152820512820513,-0.205470085470085,-0.248547008547009,-0.524102564102564,-0.262222222222222,-0.0235897435897436,-0.10974358974359,0.13982905982906,-0.112478632478632,0.0372649572649573,0.255384615384615,0.166495726495726,-0.258119658119658,-0.143931623931624,-0.0393162393162393,-0.0353346847634888,0.317606837606838,-0.00581196581196581,-0.105641025641026,-0.179487179487179,0.20957264957265,0.164444444444444,0.270473589181288
"House.Sparrow",0.10974358974359,0.329230769230769,0.349059829059829,0.344957264957265,0.119316239316239,0.482393162393162,0.372991452991453,0.267692307692308,0.20957264957265,0.457292570774083,0.438632478632479,0.28,0.326495726495727,0.581538461538462,0.437948717948718,1,0.465982905982906,-0.0482051282051282,0.121367521367521,0.189059829059829,-0.111794871794872,0.0878632478632479,-0.0523076923076923,-0.217777777777778,-0.0447863247863248,-0.254017094017094,-0.636239316239316,-0.489230769230769,-0.32034188034188,-0.191111111111111,-0.174700854700855,-0.0700854700854701,-0.193846153846154,-0.224615384615385,-0.260854700854701,-0.16991452991453,0.0988034188034188,-0.0728205128205128,-0.0324786324786325,-0.0851282051282051,0.0468376068376068,0.150769230769231,0.446837606837607,-0.0673504273504273,-0.230769230769231,-0.437264957264957,-0.156239316239316,-0.0188680355533193,0.0830769230769231,-0.0905982905982906,-0.234871794871795,-0.0276923076923077,-0.0953846153846154,0.202735042735043,0.32689349084363
"Ring.necked.Duck",-0.183589743589744,-0.295042735042735,0.204102564102564,0.182222222222222,0.271111111111111,0.15008547008547,0.314871794871795,0.0851282051282051,0.148034188034188,0.264495552938348,0.183589743589744,0.262222222222222,0.161709401709402,0.39965811965812,0.401709401709402,0.465982905982906,1,0.00444444444444444,0.245128205128205,0.141880341880342,0.174700854700855,0.485811965811966,0.128888888888889,-0.304615384615385,-0.241025641025641,-0.0461538461538461,-0.29025641025641,-0.188376068376068,-0.235555555555556,-0.0317948717948718,-0.0570940170940171,-0.0748717948717949,-0.154188034188034,0.0468376068376068,-0.115213675213675,-0.130940170940171,0.0611965811965812,0.135726495726496,-0.145982905982906,-0.262222222222222,0.0229059829059829,-0.138461538461538,0.00786324786324786,-0.288205128205128,-0.323760683760684,-0.346324786324786,-0.130940170940171,-0.21029283262154,0.0892307692307692,0.141196581196581,-0.0427350427350427,0.052991452991453,-0.119316239316239,0.0864957264957265,0.172337154168608
"Brown.headed.Cowbird",-0.126153846153846,-0.278632478632479,-0.27042735042735,-0.0181196581196581,-0.0755555555555555,-0.0796581196581197,0.0796581196581197,-0.109059829059829,0.101538461538462,-0.161578995374789,-0.206837606837607,-0.027008547008547,-0.185641025641026,0.0338461538461538,-0.141196581196581,-0.0482051282051282,0.00444444444444444,1,0.291623931623932,0.218461538461538,0.0509401709401709,-0.18017094017094,-0.305982905982906,0.0796581196581197,-0.16034188034188,0.0358974358974359,0.0762393162393162,-0.143931623931624,-0.165128205128205,0.149401709401709,0.251965811965812,0.221880341880342,0.0974358974358974,0.0379487179487179,0.167863247863248,0.186324786324786,0.316239316239316,0.36,-0.124102564102564,-0.168547008547009,0.0933333333333333,0.0830769230769231,0.0988034188034188,-0.0687179487179487,-0.316923076923077,-0.0147008547008547,-0.327179487179487,-0.0428818989848165,-0.0605128205128205,0.0899145299145299,0.0488888888888889,-0.00170940170940171,-0.241025641025641,-0.0475213675213675,-0.15626603066479
"Swamp.Sparrow",0.0728205128205128,-0.236923076923077,0.0386324786324786,0.288888888888889,0.143931623931624,0.34974358974359,0.00786324786324786,0.262905982905983,-0.0331623931623932,-0.0854207427777545,-0.0393162393162393,0.23008547008547,-0.0475213675213675,0.297094017094017,0.277948717948718,0.121367521367521,0.245128205128205,0.291623931623932,1,-0.0495726495726496,0.068034188034188,0.375726495726496,0.096068376068376,-0.0762393162393162,-0.250598290598291,-0.081025641025641,-0.185641025641026,-0.174700854700855,-0.137094017094017,0.0981196581196581,-0.00512820512820513,0.474188034188034,0.068034188034188,0.0276923076923077,0.0372649572649573,-0.00923076923076923,0.114529914529915,0.306666666666667,-0.255384615384615,-0.323760683760684,-0.0844444444444444,-0.182905982905983,-0.10974358974359,-0.0488888888888889,-0.334017094017094,-0.182222222222222,-0.151452991452991,0.120412372349365,0.0564102564102564,-0.237606837606838,-0.264957264957265,-0.0618803418803419,0.00854700854700855,0.065982905982906,0.207556850357828
"Eastern.Meadowlark",-0.225299145299145,0.16034188034188,-0.243076923076923,0.0167521367521367,0.238974358974359,0.178803418803419,0.189059829059829,-0.145299145299145,0.22051282051282,0.213037274156568,0.296410256410256,0.0707692307692308,0.178119658119658,0.452307692307692,0.34017094017094,0.189059829059829,0.141880341880342,0.218461538461538,-0.0495726495726496,1,0.177435897435897,0.0994871794871795,-0.617094017094017,-0.355897435897436,-0.306666666666667,-0.52957264957265,-0.215042735042735,-0.474188034188034,-0.256752136752137,-0.328547008547008,-0.078974358974359,0.042051282051282,-0.297094017094017,-0.301196581196581,-0.250598290598291,-0.295726495726496,-0.164444444444444,-0.279316239316239,-0.208888888888889,-0.223931623931624,-0.245128205128205,-0.0153846153846154,0.213675213675214,-0.16034188034188,-0.133675213675214,-0.102905982905983,-0.227350427350427,-0.12864569695445,0.150769230769231,-0.385299145299145,-0.141880341880342,-0.0782905982905983,0.0235897435897436,0.00170940170940171,0.0762523519436501
"Pine.Warbler",-0.231452991452991,-0.15965811965812,-0.225982905982906,-0.042051282051282,0.406495726495726,-0.104957264957265,0.0892307692307692,-0.151452991452991,-0.189059829059829,-0.220584488377896,-0.125470085470085,-0.0413675213675214,-0.0646153846153846,0.0112820512820513,-0.131623931623932,-0.111794871794872,0.174700854700855,0.0509401709401709,0.068034188034188,0.177435897435897,1,0.647179487179487,0.0290598290598291,-0.00991452991452991,0.0386324786324786,0.0413675213675214,0.158290598290598,0.0598290598290598,0.0488888888888889,0.303247863247863,0.317606837606838,0.151452991452991,-0.0454700854700855,0.105641025641026,-0.166495726495726,0.0201709401709402,-0.0618803418803419,-0.0304273504273504,0.119316239316239,-0.0741880341880342,0.191794871794872,0.264273504273504,0.20957264957265,-0.0147008547008547,0.10974358974359,-0.0167521367521367,0.122735042735043,0.0243569186233758,-0.065982905982906,-0.0393162393162393,-0.0064957264957265,0.0311111111111111,-0.101538461538462,-0.188376068376068,0.108052660153334
"Ruby.crowned.Kinglet",-0.0646153846153846,-0.157606837606838,-0.127521367521368,-0.0974358974358974,0.42974358974359,0.0741880341880342,0.18974358974359,0.014017094017094,-0.117264957264957,-0.21029283262154,-0.0871794871794872,0.0229059829059829,0.109059829059829,0.250598290598291,0.245128205128205,0.0878632478632479,0.485811965811966,-0.18017094017094,0.375726495726496,0.0994871794871795,0.647179487179487,1,0.141196581196581,-0.0666666666666667,-0.181538461538462,-0.168547008547009,0.00786324786324786,-0.13025641025641,-0.0994871794871795,0.228034188034188,0.0317948717948718,0.288888888888889,0.014017094017094,0.331965811965812,0.0441025641025641,-0.0311111111111111,0.014017094017094,0.0646153846153846,-0.0953846153846154,-0.130940170940171,-0.091965811965812,-0.111794871794872,-0.0406837606837607,-0.352478632478632,-0.225299145299145,-0.412649572649573,-0.0379487179487179,-0.22675948183171,0.0892307692307692,-0.100854700854701,-0.248547008547009,0.115897435897436,0.146666666666667,-0.215726495726496,0.285176957493292
"Carolina.Wren",0.0229059829059829,-0.101538461538462,0.418803418803419,0.145299145299145,0.0441025641025641,-0.10974358974359,-0.0694017094017094,0.286837606837607,-0.0064957264957265,-0.274101098310947,-0.0823931623931624,-0.114529914529915,0.0406837606837607,-0.284786324786325,0.00307692307692308,-0.0523076923076923,0.128888888888889,-0.305982905982906,0.096068376068376,-0.617094017094017,0.0290598290598291,0.141196581196581,1,0.392136752136752,0.487863247863248,0.572649572649573,0.408547008547008,0.427008547008547,0.499487179487179,0.47965811965812,0.0625641025641026,0.0112820512820513,0.208205128205128,0.259487179487179,0.188376068376068,0.185641025641026,0.149401709401709,0.443418803418803,0.36,0.143931623931624,0.0673504273504273,0.15965811965812,-0.00923076923076923,0.12,0.192478632478632,0.16034188034188,-0.0304273504273504,0.13550680079202,-0.109059829059829,0.476923076923077,0.237606837606838,0.0728205128205128,0.305982905982906,0.203418803418803,0.231150627416625
"White.breasted.Nuthatch",-0.0167521367521367,-0.162393162393162,0.0837606837606838,-0.344273504273504,-0.294358974358974,-0.555555555555555,-0.258803418803419,0.0331623931623932,-0.393504273504273,-0.720758958136796,-0.333333333333333,-0.550769230769231,-0.441367521367521,-0.440683760683761,-0.381880341880342,-0.217777777777778,-0.304615384615385,0.0796581196581197,-0.0762393162393162,-0.355897435897436,-0.00991452991452991,-0.0666666666666667,0.392136752136752,1,0.658803418803419,0.617777777777778,0.552136752136752,0.578803418803419,0.622564102564103,0.506324786324786,0.387350427350427,0.0707692307692308,0.402393162393162,0.19042735042735,0.396923076923077,0.437948717948718,0.331965811965812,0.344273504273504,0.251965811965812,-0.0147008547008547,-0.203418803418803,-0.000341880341880342,-0.32034188034188,-0.0905982905982906,0.229401709401709,0.32034188034188,-0.18974358974359,-0.13550680079202,-0.15965811965812,0.34974358974359,0.167179487179487,0.230769230769231,0.312136752136752,-0.0393162393162393,0.173704909360423
"Brown.headed.Nuthatch",0.0167521367521367,0.0352136752136752,0.154188034188034,-0.0858119658119658,-0.275897435897436,-0.491282051282051,-0.353846153846154,0.0673504273504273,-0.235555555555556,-0.324187156325213,-0.04,-0.431794871794872,-0.271111111111111,-0.440683760683761,-0.360683760683761,-0.0447863247863248,-0.241025641025641,-0.16034188034188,-0.250598290598291,-0.306666666666667,0.0386324786324786,-0.181538461538462,0.487863247863248,0.658803418803419,1,0.686837606837607,0.452991452991453,0.576068376068376,0.677948717948718,0.466666666666667,0.444786324786325,0.161025641025641,0.46051282051282,0.130940170940171,0.149401709401709,0.448205128205128,0.383247863247863,0.40034188034188,0.271111111111111,-0.0235897435897436,0.00581196581196581,0.385299145299145,0.0564102564102564,0.112478632478632,0.524102564102564,0.477606837606838,0.0611965811965812,-0.0216124770883475,-0.378461538461538,0.314871794871795,0.0447863247863248,0.0864957264957265,0.219145299145299,0.0994871794871795,0.271499405575149
"Red.bellied.Woodpecker",-0.0803418803418803,-0.253333333333333,0.126837606837607,-0.204786324786325,-0.225982905982906,-0.533675213675214,-0.315555555555556,0.126837606837607,-0.231452991452991,-0.29674274097493,-0.242393162393162,-0.406495726495726,-0.349059829059829,-0.47965811965812,-0.353846153846154,-0.254017094017094,-0.0461538461538461,0.0358974358974359,-0.081025641025641,-0.52957264957265,0.0413675213675214,-0.168547008547009,0.572649572649573,0.617777777777778,0.686837606837607,1,0.476239316239316,0.624615384615385,0.489230769230769,0.591111111111111,0.618461538461538,0.0994871794871795,0.452991452991453,0.15965811965812,0.29982905982906,0.372307692307692,0.218461538461538,0.447521367521367,0.397606837606838,0.13025641025641,0.304615384615385,0.251965811965812,-0.180854700854701,0.226666666666667,0.298461538461538,0.493333333333333,-0.0229059829059829,-0.0881651843127827,-0.170598290598291,0.484444444444444,0.141880341880342,0.179487179487179,0.0365811965811966,0.221880341880342,0.0909557202556544
