"","Pine.Warbler","Acadian.Flycatcher","Yellow.throated.Vireo","Ovenbird","Barn.Swallow","Eastern.Bluebird","Tufted.Titmouse","American.Crow","Blue.Jay","Hooded.Warbler","White.breasted.Nuthatch","Mourning.Dove","Northern.Cardinal","Brown.headed.Cowbird","Chimney.Swift","Carolina.Chickadee","Wood.Thrush","Red.winged.Blackbird","Eastern.Meadowlark","Field.Sparrow","Common.Grackle","Yellow.breasted.Chat","Black.and.white.Warbler","Gray.Catbird","Great.Crested.Flycatcher","Rock.Pigeon","Blue.gray.Gnatcatcher","White.eyed.Vireo","Carolina.Wren","Indigo.Bunting","Yellow.rumped.Warbler","Northern.Flicker","Ruby.thr.Hummingbird","Brown.Thrasher","Red.eyed.Vireo","American.Robin","Eastern.Towhee","Orchard.Oriole","Prothonotary.Warbler","American.Redstart","N..Rough.winged.Swallow","Chipping.Sparrow","White.throated.Sparrow","Bobolink","count","American.Goldfinch","Cliff.Swallow","House.Finch","Blue.Grosbeak","Yellow.throated.Warbler","Eastern.Wood.Pewee","Ruby.throated.Hummingbird","Purple.Martin","Eastern.Kingbird","Northern.Parula","Summer.Tanager","Northern..Yellow.shafted..Flicker","Red.bellied.Woodpecker","Black.thr.Blue.Warbler","Eastern.Whip.poor.will","Brown.headed.Nuthatch","Spotted.Sandpiper","Common.Yellowthroat","Cedar.Waxwing","European.Starling","Fish.Crow","Scarlet.Tanager","Tree.Swallow","House.Sparrow","Northern.Mockingbird","Downy.Woodpecker","Prairie.Warbler","Black.throated.Blue.Warbler","Yellow.billed.Cuckoo","Yellow.rumped..Myrtle..Warbler","Eastern.Phoebe","Red.headed.Woodpecker","Northern.Bobwhite","Ring.billed.Gull"
"White.breasted.Nuthatch",0.00672515642792598,-0.000712117787358264,-0.00347042125764778,-0.000713506672298176,0.00696533803813561,-0.000504357797002546,-0.000613969944819757,-0.000556092078723891,-0.000572659063886416,0.0213618859286877,1,-0.000520180750256646,-0.000515774144725402,-0.000480351304704907,-0.000475736181919279,-0.00050026778214146,0.000211427332162265,-0.000476116029048923,-0.000413489326586072,-0.000398417965938993,-0.000429800187674543,-0.000385417262273315,-0.00079296762428425,-0.000597700108627385,0.00323882955655952,-0.000729443050305933,-0.000707758241327367,-0.000665379808980461,-0.000642419058530823,-0.000360561566469511,-0.00202830360993484,-0.000589497120355878,0.00413548835758776,-0.000524393260017682,-0.000547636223655289,-0.00051341151331493,-0.000551617151798426,-0.000718165398322069,-0.000825653558898006,-0.000575436978383276,-0.000879987325513652,-0.000504416945362516,-0.0178469859408626,-0.00052332483871205,-0.0117635976318624,-0.000590410790656121,-0.000755085688710963,-0.000657222565705531,0.000284306602558909,-0.00078879149070764,-0.000633186321442534,-0.00433261733433767,0.00516635180529003,0.0165973643489403,-0.000697879319736822,-0.000557487746429465,-0.00044552897161319,-0.000647648927451893,-0.000833154319631144,-0.00822914162610522,-0.000646836276182479,0.00310975575423385,-0.000603336829642636,-0.000881610388721303,-0.000557778536833706,-0.000702736362116538,-0.00265061383274659,-0.000199637165309545,-0.00392518271680358,-0.000544609620768335,0.00184609270128817,-0.000580202081698271,-0.000911385941370297,0.00127210635444781,-0.000960878198749712,-0.000627167344493878,0.000832225294145013,0.00489952211955013,-0.000797168194610837
"Mourning.Dove",-0.000697833876122176,-0.000727109162919772,-0.000626227247093157,-0.000728527286415719,-0.000841512146308883,-0.000514975446619641,-0.000626895129655413,-0.000567798829133721,-0.0005847145794878,-0.000559190705334821,-0.000520180750256646,1,-0.00052663212924124,-0.000490463573964625,-0.000485751294444309,-0.000510799329501487,-0.000391103803820287,-0.000486139138047316,-0.000422194029509647,-0.000406805389289314,-0.000438848263911713,-0.000393530997148745,-0.000809661036069418,-0.000610282783798067,-0.000663398723777652,-0.000744799154186502,-0.000722657840510211,-0.000679387265028615,-0.000655943148990743,-0.000395152388101651,-0.000534462005501349,-0.000601907107693089,-0.000560309654159604,-0.000535432692598117,-0.000559164962925249,0.0106057013454208,-0.000563229696851551,-0.000733284087101787,-0.000843035069098934,-0.000587550974140879,-0.000898512660395689,-0.000515035840160313,-0.000807285710388514,-0.000534341779079315,0.0442434514431429,-0.000602840012416188,-0.000770981616802714,-0.000671058296935683,-0.000579070342560206,-0.000607450149903777,-0.000646516045982175,-0.000568277335921313,-0.000651081620070513,-0.000551990261014463,-0.000712570949639355,-0.000569223878184843,-0.000454908167380599,-0.000661283116171562,-0.00085069373449783,-0.000750541413469006,-0.000660453357113958,-0.000946184183756314,-0.000616038168050248,-0.000900169892038005,-0.000569520790256255,-0.000717530241601591,-0.00059168371803011,-0.000620619995875355,-0.000623280019909878,-0.000556074644538782,-0.000602390474817938,-0.000592416391553722,-0.000930572274265264,-0.000788302646785516,-0.000981106433744143,-0.000640370358613479,-0.000874257738573441,-0.000583688231804926,-0.000813950036046804
"Northern.Cardinal",-0.000691922318232238,-0.000720949605386105,-0.000620922290211373,-0.000722355715536889,-0.000834383447146748,-0.000510612936760511,-0.000621584514942193,-0.000562988836722591,-0.000579761288734768,-0.000554453634895548,-0.000515774144725402,-0.00052663212924124,1,-0.000486308711454155,-0.000481636351052189,-0.000506472196769925,-0.000387790647413876,-0.000482020909117072,-0.000418617498573479,-0.000403359220091981,-0.000435130650012747,-0.000390197279267219,-0.000802802157115679,-0.000605112897197463,-0.000657778876283863,-0.00073848973948616,-0.000716535991449749,-0.000673631973856318,-0.000650386459883988,-0.00036503331847383,-0.000529934419218051,-0.000596808173930781,-0.000555563104772631,-0.000530896883336352,-0.000554428110557484,-0.000519778938956449,-0.000558458410916239,-0.000727072219952591,-0.000835893468805801,-0.000582573655446859,-0.000890901092960121,-0.00051067281868947,-0.000800446953523825,-0.000529815211269788,0.0834062351884202,-0.000597733175740989,-0.000764450402690338,-0.000665373562924211,-0.000574164865813358,-0.000602304259385527,-0.000641039216662944,-0.000563463289937243,-0.000645566114418189,-0.000547314187676155,-0.000706534549625448,-0.000564401813760345,-0.000451054505272478,-0.000655681190617884,-0.00084348725537689,-0.000744183354385746,-0.000654858460695349,-0.000938168776697041,-0.000610819525881152,-0.000892544285701388,-0.000564696210601449,-0.000711451829953392,-0.000586671389635909,-0.000615362539682904,-0.000618000029864378,-0.000551363971175358,-0.000597287446309063,-0.000587397856464655,-0.000922689120325076,-0.000781624701087041,-0.000972795189939899,-0.000634945591236036,-0.000866851641779885,-0.000578743635547617,-0.0142285836301932
"Brown.headed.Cowbird",-0.000644401802060517,-0.000671435524861529,-0.000578277983248222,-0.000672745064807406,-0.000589140221481594,-0.000475544563217202,-0.000578894727062763,-0.000524323340011483,-0.00053994387719732,-0.000516374327104328,-0.000480351304704907,-0.000490463573964625,-0.000486308711454155,1,-0.000448558059738346,0.00282349908467326,-0.000361157582912152,-0.000448916206749171,-0.000389867277506059,0.0040518224569644,-0.000405246322616734,7.06694893648323e-05,-0.000747666527168892,-0.00177773215395242,-0.000612603296736468,-0.000687771020515556,0.0411600001519247,-0.000627367619804133,-0.000605718583924056,-0.00033996320401641,-0.000493539066047889,-0.000555819999776856,-0.000517407599726724,-0.000494435429116483,-0.000516350555751808,-0.000484081053769873,-0.00147986925094648,-0.000677137644530081,-0.00077848516146324,0.00205482106507544,-0.000829714918327957,-0.000160103766279662,-0.000745473076547868,-0.000493428045179332,-0.0101389873343858,-0.000556681473410183,0.00524655324409682,-0.000619676388076688,-0.000534731810870472,-0.000377301005451008,-0.000597013299794325,-0.000524765208265191,-0.000601229294847978,-0.000509725209808012,-0.00112903893619623,-0.000525639275233402,-0.000420076543805799,-0.000610649677973749,-0.000785557414550187,-0.000693073603775197,-0.000609883452299671,-0.00159388136159841,-0.000568869066425332,-0.000831245258274587,-0.00052591345320105,-0.000662590046918139,-0.000546379399445582,-0.000573100070691908,-0.000575556420748917,-0.000513496858324244,-0.000556266356218921,-0.00159432291899763,-0.000859319776529562,-0.000727943517131149,-0.001925833186312,-0.000591338178320904,-0.00540552833965256,-0.000538996115388837,-0.00887367533981082
"Chimney.Swift",-0.000638210513704223,-0.00066498450170517,-0.000572721999802876,-0.000666281459843334,-0.000757277166116444,-0.0014207237853167,-0.00057333281806164,-0.000519285742382874,0.00165652242379776,-0.000511413102060242,-0.000475736181919279,-0.000485751294444309,-0.000481636351052189,-0.000448558059738346,1,0.00385043598195801,0.00456082704066686,-0.000444603106328106,-0.000386121507820092,-0.000372047682635667,-0.000401352794028298,-0.000359907462854125,-0.000740483091229976,-0.000558139841414712,-0.000606717522292667,-0.000681163049064443,-0.000660913503063394,-0.000621339992588916,-0.000599898956474382,-0.000336696903053387,-0.000488797237792199,-0.00055047978830958,-0.00051243644719816,-0.00048968498877682,-0.0193790646945939,-0.000479430096273594,-0.000515106999617892,-0.000670631836506494,-0.000771005626023895,-0.000537350251778653,0.00015916396818898,-0.000490659944817099,-0.0007383107148596,-0.000488687283590899,0.0510309767725004,-0.000551332985070296,-0.000705108465714443,-0.00061372265673406,-0.000529594210659237,-0.00055554922953019,-0.00734831240348404,-0.000519723365251592,-0.000595452799622751,-0.000504827868201698,-0.00065168844245142,-0.000520589034352622,-0.00041604052930977,-0.000604782673522579,-0.000778009930265387,0.00118862618694639,-0.0052375163371652,-0.000865341615872095,-0.000563403482040088,-0.000823258813990086,-0.000520860578071201,-0.000656224009409591,-0.000541129891447457,0.00931940179306414,-0.000570026585551554,-0.000508563279445507,-0.00055092185624524,-0.000541799964887469,-0.000851063597682908,-0.000720949576072613,-0.000897280086999721,-0.000585656715037431,-0.000799560611109019,-0.000640524039183516,-0.000744405636369576
"Carolina.Chickadee",-0.000671120193007202,-0.000699274796557257,-0.000602254727544841,-0.000700638633061553,-0.000809298334994716,0.00359577842452791,-0.00060289704298607,0.00391152825241942,0.010001162850163,-0.00053778440246783,-0.00050026778214146,-0.000510799329501487,-0.000506472196769925,0.00282349908467326,0.00385043598195801,1,0.0965334454739894,0.0189708417606187,-0.000406032077642187,-0.000391232527852176,-0.000422048773576192,-0.0003784662909006,-0.000778666512747682,0.0149587601090545,-0.000638003248016992,-0.000716287599689022,-0.000694993874611509,-0.000653379734108451,-0.00063083307906832,-0.000354058865703326,-0.000514002338608485,-0.00057886558407297,-0.000538860516965652,-0.00833441794008796,-0.00053775964549976,-0.00632277370073086,-0.000541668777902961,-0.000705213339311453,-0.000810762958985959,-0.000565059015704631,-0.000864116820201983,-0.000495319823644398,-0.000776382116584133,-0.000513886714557854,0.0309366984001886,-0.000579762776397795,-0.000741467775036917,-0.000645369606103279,-0.000556903030020883,-0.000584196433843268,-0.000621766853699919,-0.000546523188992205,-0.000626157653671492,0.000255815360886892,-0.000685293118629598,-0.000547433496800877,-0.000437493890078052,0.0121914322500734,-0.000818128444062953,-0.000721810040329697,-0.00063517063253158,-0.000909963436500775,-0.000592455695242335,-0.000865710611586598,-0.000547719042821964,-0.000690062564614998,-0.000569033554590647,-0.00059686212674341,0.00823106628137846,-0.000534787627168495,-0.000579330447487019,-0.000569738180739332,-0.000894949164380288,-0.000758125741041242,-0.000943548832615827,-0.000615856428548354,-0.000840790397722923,-0.000561344142479318,-0.084503602370781
"Wood.Thrush",-0.000513856704866589,-0.000535413844642462,-0.000461128472978633,-0.000536458093555524,-0.00061965558480836,-0.00037920713674392,-0.000461620274744622,-0.000418104143907569,0.00112368766809717,-0.000411765468928126,0.000211427332162265,-0.000391103803820287,-0.000387790647413876,-0.000361157582912152,0.00456082704066686,0.0965334454739894,1,-0.000357973242817966,-0.000310886645434516,-0.000299555071794166,-0.000323150151556446,-0.000289780345117993,-0.000596201712598616,-0.000449387613656639,-0.000488500048331461,-0.000548440040320879,-0.000532136070455667,-0.000500273364881488,-0.000752504522762115,-0.000252236942577503,-0.000393556252312444,-0.000443220103778437,-0.00041258941768685,-0.000394271027117863,-0.000411746513256548,-0.000386014276159862,-0.000414739619285048,-0.000539960809617208,0.000989749512182895,-0.000432648826381098,-0.000661628463091367,-0.000379251608109955,-0.000678379670061335,-0.00039346772242713,0.0148837475399566,-0.000443907057168525,-0.000567719749182286,-0.000494140248898388,-0.000426404031526024,-0.000447301776369478,-0.000476068325713668,-0.000418456496995492,-0.000479430230225854,-0.000406463352308889,-0.000524708491081036,-0.000419153492520061,-0.000334976016363701,-0.000486942200267101,-0.000626416535821991,-0.000552668408324031,-0.000486331199182383,0.0146096680555416,-0.000453625646357848,-0.000662848781594102,-0.0004193721265874,-0.000528360313546783,-0.000435692012201689,-0.000456999519465825,-0.000458958253817951,-0.000409470927508408,-0.000443576035822542,0.00396917949048517,-0.000685235868959699,-0.000580474256660912,-0.000722447184663325,-0.000471542889548263,-0.000643768117483544,-0.000154223790235253,-0.000599359959096951
"Red.winged.Blackbird",-0.000638720086952902,-0.000665515452395545,-0.000573179284356734,-0.000666813446077995,-0.000770227312908845,-0.000471351668783037,-0.000573790590317652,-0.000519700361254046,0.00235278575982972,-0.000511821435094924,-0.000476116029048923,-0.000486139138047316,-0.000482020909117072,-0.000448916206749171,-0.000444603106328106,0.0189708417606187,-0.000357973242817966,1,-0.000386429802946635,-0.000372344740647567,-0.000401673250433786,-0.000360194827620364,-0.000741074323067114,-0.00055858548297984,-0.000607201950255257,-0.000681706917365401,-0.000661441203302901,-0.000621836095726822,-0.000600377940216542,-0.000336965735564046,-0.000489187513400487,-0.000550919313776622,-0.00051284559731328,-0.000490075973201735,-0.000511797873335154,-0.00047981289277495,-0.000515518282010845,-0.000671167296258949,-0.000771621228294903,-0.0168222439576566,-0.000822399290451883,-0.000471406946362433,-0.000738900212182942,-0.000831209369596328,0.0155904803411754,-0.000551773191764174,-0.00070567145301081,-0.000614212677881119,-0.000530017060230927,-0.000555992802645356,-0.000591749410906844,-0.000520138333538641,-0.000595928233372305,0.00434788068683021,-0.000652208777027035,-0.000521004693825207,-0.000416372713000832,-0.000605265556623142,-0.000778631125058188,-0.000686962747547452,-0.000604506086789894,-0.000866032539836854,-0.00056385332631002,-0.00176024901139714,-0.000521276454355214,-0.000656747965366467,-0.000541561951576298,-0.0812038036105798,-0.000570481717977057,-0.00050896933706596,-0.000551361734677213,-0.000542232560030228,-0.000851743121496854,-0.00072152521155607,-0.00089799651193971,-0.000586124327194487,-0.000800199012842197,-0.000534243766214801,-0.00074500000012621
"Eastern.Meadowlark",-0.000554704993147708,-0.000577975786266438,-0.000497785207473805,-0.000579103046221856,-0.000668914200534443,-0.00040935165425885,-0.000498316104302969,-0.00045134072219899,-0.000464786975677607,-0.00044449816350954,-0.000413489326586072,-0.000422194029509647,-0.000418617498573479,-0.000389867277506059,-0.000386121507820092,-0.000406032077642187,-0.000310886645434516,-0.000386429802946635,1,0.0458573634188749,-0.000348838500903433,-0.000312816010437698,-0.000643595897007053,0.00105856074253002,-0.000527332646233973,-0.000592037480345999,-0.000574437450207892,0.00110163841820819,-0.000521406243543543,-0.000292642395088497,-0.000424841431812959,-0.000478453238618697,-0.000445387610871502,-0.00042561302659771,-0.000444477700984517,-0.00041669991728092,-0.000447708739605494,-0.000582884205581226,-0.000670124764974823,-0.000467041612963721,-0.000714223651476318,-0.000409399660811092,-0.000641707761362501,-0.000424745864373787,0.00387014067270113,-0.000479194800365312,-0.000612849801505767,-0.000533421206307535,-0.000460300397261882,-0.000482859377811231,-0.00051391268198278,-0.000451721085081018,-0.000517541836184284,-0.000438774562873181,-0.000566419426258562,-0.000452473487246952,-0.000361604445562205,-0.00052565095931291,-0.000676212603474708,-0.000596601976288153,-0.000524991387589392,-0.000752117529867807,-0.000489685954608592,0.00520592810351971,-0.0004527095013102,-0.000570361545017881,-0.000470326712396648,-0.000493328028831706,-0.0109949199319639,-0.00117129391506922,-0.000478837464960864,-0.000470909111268086,-0.000739707693596516,-0.000626618209929093,-0.000779877068495805,-0.000509027502878804,-0.000421737849655442,-0.000463971136544638,-0.000647005203698186
"Field.Sparrow",-0.000534486432553939,0.00602617774933062,0.0235735467296128,-0.000557995195788417,-0.000644532804183786,-0.000394431108512836,-0.000480152874344404,-0.000434889707960777,-0.000447845856078756,-0.000428296555152428,-0.000398417965938993,-0.000406805389289314,-0.000403359220091981,0.0040518224569644,-0.000372047682635667,-0.000391232527852176,-0.000299555071794166,-0.000372344740647567,0.0458573634188749,1,-0.000336123611989281,0.000421787932417942,-0.000620137332901498,-0.000467429110455299,-0.000295577985067457,0.0185933767019198,-0.000553499657078564,-0.000451504820142365,-0.000502401396175421,-4.34404446909443e-05,-0.000409356295861488,-0.000461013994487441,-0.000429153582857732,-0.000410099766623361,-0.00042827683847029,-0.000401511533129036,-0.000431390108275437,-0.000561638534863843,-0.000645699244502847,-0.0163255808207571,-0.000688190761285552,-0.000394477365264114,-0.000618318018315597,-0.00122334007979913,-0.00121250127098727,-0.000461728526891868,-0.000590511908392043,-0.000513978422999399,0.0025722164349457,-0.000465259533372942,-0.000495180969038139,-0.000435256206915123,0.000120286256896533,-0.000463388854648333,-0.000545773883794111,-0.000435981184614018,-0.00262677309599225,-0.0169123579322935,-0.000651565186078974,0.0028641762339659,-0.000505855864541322,0.0061127115103564,-0.00804574891191614,-0.000689460071731537,-0.000436208596150352,-0.000549572315426074,-0.000453183673752722,-0.000475346610299844,-0.000477383981664859,-0.000425909895124098,-0.0004613842160817,-0.000453744844643518,0.000239106869169637,-0.000603778469160338,-0.000751451162906596,-0.000490473850869278,-0.000669613379074414,-0.00044705975364045,-0.000623422373045822
"Common.Grackle",0.00120687968496569,-0.000600775123894154,-0.000517421277497801,-0.000601946850730194,-0.00069530077427023,-0.000425499297111055,-0.000517973116546914,-0.000469144702495486,-0.000483121368631707,-0.000462032226260115,-0.000429800187674543,-0.000438848263911713,-0.000435130650012747,-0.000405246322616734,-0.000401352794028298,-0.000422048773576192,-0.000323150151556446,-0.000401673250433786,-0.000348838500903433,-0.000336123611989281,1,0.00661794020524639,-0.000668983742831047,-0.000504247138867812,-0.000548134270331982,-0.000615391507838985,-0.000597097211541444,-0.000561344828444603,-0.0011461209660126,-0.000304186222578215,-0.000441600097958337,-0.000497326722916047,-0.000462956759539573,-0.000442402129744635,-0.000462010956552562,-0.000433137426133952,-0.000465369449544731,-0.00060587716500391,-0.00133134564724675,-0.00443933573320701,-0.000742397541384413,-0.000425549197371907,-0.000667021126138856,-0.000441500760682501,-0.00705912241164739,-0.000498097536954955,0.0021769506118051,-0.000554463005063482,-0.000478457808725719,-0.000501906670523195,-0.000534184930450897,-0.000469540069504095,-0.000537957243438317,-0.000456082847474543,-0.000588762901616983,-0.000470322151582818,-0.00037586861032128,-0.000546386246119891,-0.00070288707638701,-0.00062013605887433,-0.000814559838839513,-0.000781786214796533,-0.000509002534430648,-0.000743766831713973,0.00226636458038388,-0.000592860524635482,-0.000488879630643459,-1.81692546059034e-06,-0.000514986126262615,0.00115838019250243,-0.000497726105785949,-0.000489485003329389,-0.000768886849285852,-0.00155461482761549,-0.000810640780428542,-0.000529107046305549,-0.000722356872931833,-0.000482273347195927,-0.000672527536011369
"Yellow.breasted.Chat",-0.000517045703678778,-0.000538736627236089,-0.000463990239962817,1.61009168016282e-05,-0.000623501172313945,-0.000381560499261495,-0.000464485093854497,-0.000420698901562112,-0.000433232279984013,0.000434805719293135,-0.000385417262273315,-0.000393530997148745,-0.000390197279267219,7.06694893648323e-05,-0.000359907462854125,-0.0003784662909006,-0.000289780345117993,-0.000360194827620364,-0.000312816010437698,0.000421787932417942,0.00661794020524639,1,-0.000599901745186202,0.000573606670006443,-0.000491531683530797,-0.000551843663588984,-0.000535438511156667,-0.000503378065377292,-0.000486007628245094,-0.000272774709014595,-0.000395998665555829,-0.000445970731280464,-0.000415149950906471,-0.000396717876259385,-0.00041430181540452,-0.000388409883838923,-0.00041731349667296,-0.000543311810711829,-0.000540625756163892,-0.0020962227891824,-0.000265427083248782,-0.000381605246617212,-0.000598141796321405,-0.000395909586253349,-0.00956182774042027,-0.000446661947908753,-0.000571243022477402,-0.000497206887227449,0.00294778323814233,-0.00066018830711404,0.0020478117348318,0.00996888400662632,-0.000482405578061617,0.000121854545661259,-0.000527964836165129,-0.000421754762440478,-0.000337054880195177,-0.0034264555134033,-0.000630304081843555,-0.0005560982728777,-0.000489349374486619,-0.000701055772497894,-0.000456440850740188,-0.000666962426423817,-0.000421974753352601,-0.000561253242995246,3.13423278543051e-05,-0.000459835662131569,-0.000461806552404722,-0.000412012107353074,-0.000446328872241589,-0.000438938779733481,0.000488562012600275,-0.000584076684531311,-0.000726930697658234,-5.57829307786335e-05,0.00289972124273109,-0.000104380514527766,-0.000603079591787433
"Black.and.white.Warbler",-0.00106378344569761,-0.00110841092299461,-0.00172332642729405,-0.00111057272159771,-0.00128280773007409,-0.000785032618506639,-0.000955643863008869,-0.000865556997999806,-0.000891343500796669,0.0426804282103551,-0.00079296762428425,-0.000809661036069418,-0.000802802157115679,-0.000747666527168892,-0.000740483091229976,-0.000778666512747682,-0.000596201712598616,-0.000741074323067114,-0.000643595897007053,-0.000620137332901498,-0.000668983742831047,-0.000599901745186202,1,0.37991587331559,0.0146645138883456,0.00958646161746487,-0.00110162529212582,-0.00103566328675725,-0.000999924891999846,-0.000561213869083846,-0.000814738082029035,-0.000917551925925127,-0.000854140440805013,-0.000816217805069203,-0.000852395464489988,-0.000799124722695749,-0.000858591776835736,-0.00111782402595166,0.00584768592602537,-0.000895667323099586,-0.0235483160040976,-0.000785124682894638,-0.00123063268213902,-0.000814554807926521,-0.0191563577524593,-0.00091897405321718,-0.00117529043652872,-0.00102296654233092,-0.00214804528675022,-0.000926001783039112,0.00285415069268472,-0.000866286437507974,-0.00345775804267346,-3.74349872662217e-05,-0.00108624875639975,-0.000867729353974235,0.00299659105975347,-0.00100806517994186,-0.00129680421527545,0.00038443949613885,-0.0108762001161186,0.000399974025058722,-0.000939093425403039,-0.0013722260587095,-0.000868181969069602,-0.00109380874004689,-0.0137018521771089,-0.000345774473865176,-0.0009501329612983,-0.000847684558852033,0.0108799647775843,-0.000903084203645754,-0.00141857168913833,0.00119633481632604,-0.00149560635904388,-0.00102813987992263,0.0101974254159352,-0.000889778928321812,-0.00124079183255358
"Gray.Catbird",-0.000801827794197096,-0.000835465798084187,-0.000719550066834145,-0.000837095255858387,-0.000966917558967538,-0.00059171909039927,-0.000720317479853155,-0.000652414418803726,-0.000671851020060725,-0.000642523478919954,-0.000597700108627385,-0.000610282783798067,-0.000605112897197463,-0.00177773215395242,-0.000558139841414712,0.0149587601090545,-0.000449387613656639,-0.00055858548297984,0.00105856074253002,-0.000467429110455299,-0.000504247138867812,0.000573606670006443,0.37991587331559,1,-0.000762260981532725,0.00107692086615001,-0.000830351122297856,-0.000780632197380133,-0.000753694347996696,-0.000222001899735601,-0.000614109612067989,-0.000691605645680401,-0.000643809177850092,-0.000615224954730994,-0.00064249390027631,-0.00680535358296008,-0.000647164376659936,-0.000842560933481752,-0.000968667433634295,-0.000675110105275685,-0.00103241251133666,-0.00059178848401991,-0.000927590566460672,-0.000613971469037045,-0.0031549203055703,-0.000692677575493285,-0.000885876295663164,0.000644915119987734,-0.0124434366328994,-0.000697974733597991,-0.000742862381436019,-0.000652964234534013,-0.000748108335130544,-0.015518326363504,-0.0110299931348941,-0.000654051834206674,-0.000522700351607905,-0.000759830097853829,-0.000977467423135241,-0.00086239001373728,-0.000758876684874366,-0.00108718823050185,-0.000707842571607299,-0.0010343167100832,-0.000654392993269635,-0.00392406018212261,0.00505257760088556,-0.00408244893532541,0.0152198083147782,-0.000638943050625587,-0.000692161046053988,-0.000680700586112748,-0.00575832231000565,-0.000905778572895065,-0.00112731472999449,-0.000735800839835256,-0.00100454302673803,-0.000670671722054642,-0.00519921914992446
"Great.Crested.Flycatcher",-0.000871614847217493,0.000750471894217391,0.0117882046372236,-0.000909951811126939,-0.0010510731936842,-0.000643219339996123,-0.000783010285617512,-0.000709197284109676,-0.000730325549252794,-0.00069844548663119,0.00323882955655952,-0.000663398723777652,-0.000657778876283863,-0.000612603296736468,-0.000606717522292667,-0.000638003248016992,-0.000488500048331461,-0.000607201950255257,-0.000527332646233973,-0.000295577985067457,-0.000548134270331982,-0.000491531683530797,0.0146645138883456,-0.000762260981532725,1,0.0439492311656449,-0.000902620702146117,-0.000564880850408718,-0.00081929210827095,-0.000459832631101967,-0.000667558619907203,-0.00075179951799771,-0.000699843086321279,-0.00251900936655847,-0.000698413333611464,-0.000654765756975418,-0.000703490304737962,-0.00091589319380422,-0.00105297536862924,-0.000733868288831377,-0.00112226849686033,-0.000643294773288183,-0.095309767217902,-0.00284072136354934,-0.00797895991592094,-0.000752964743182998,-0.0014279622320806,-0.00185904482329884,-0.000579196381337933,-0.000758722939251473,-0.00930369036310888,-0.00070979495303199,-0.000813219916977222,-0.000337786107338652,-0.000890021881501182,-0.000710977211902819,0.0106584211207551,-0.000825961882894594,-0.00106254126489743,-0.000937448097341464,0.00415828171616054,-0.00118181161875852,0.00021918522746381,-0.0011243384274757,-0.000711348063732535,-0.000896216181683164,-0.0415197201512104,-0.000775172460659349,-0.000778494908195461,-0.000694553435890116,-0.000752403257622594,-0.00114626185288616,-0.00116231188884944,-0.000984612978173762,-0.00122543052668075,-0.000799841239274772,-0.00109197339267896,-0.000729043611087427,-0.00101664731476505
"Rock.Pigeon",-0.000978563837577915,-0.00101961621118008,-0.00270818349629193,-0.00102160482826775,0.00378460825239498,-0.000722143717216673,-0.000879087308348269,-0.00079621729500555,-0.000819938043092587,-0.00185730579942084,-0.000729443050305933,-0.000744799154186502,-0.00073848973948616,-0.000687771020515556,-0.000681163049064443,-0.000716287599689022,-0.000548440040320879,-0.000681706917365401,-0.000592037480345999,0.0185933767019198,-0.000615391507838985,-0.000551843663588984,0.00958646161746487,0.00107692086615001,0.0439492311656449,1,-0.00101337417666669,-0.000952696382357296,-0.000919820987591338,-0.000516255070196532,-0.000749469478394037,-0.000844046913346619,-0.000785715317309112,-0.000750830660937775,-0.000784110130909533,-0.000735106904047996,-0.000789810057160971,0.00928888489642882,-0.00118217767961407,-0.000823915484331179,0.0258036986273675,-0.000722228406333759,-0.00113204679481814,-0.000749300886365399,-0.0109739327513772,-0.000845355114133366,-0.00108113801214818,-0.00094101677312791,-0.00111827149378807,-0.0114061980881675,-0.00090660147731387,-0.000796888299172178,-0.000913003725547425,-0.000774049134911027,-0.00318561604024519,-0.0118928107957668,-0.000637912112394392,-0.000927309157707223,0.00160256780586669,-0.00500426159509901,-0.000215552859655525,-0.00132682241088278,-0.000863862724996439,-0.00126229713713492,-0.000798631979849748,-0.00100618380795966,-0.000829710780114943,0.00215788223220918,-0.000874017884539981,-0.00077977661555137,-0.000844724733103949,0.0339793160683749,-0.00130493002275692,-0.00285160896675359,-0.00137579345131847,-0.00089798345571614,-0.00312518713812553,-0.000818498808395561,-0.00114139209649272
