"year","common_name","sci_name","count"
"1990","Red-bellied Woodpecker","Melanerpes carolinus",80
"1991","Red-bellied Woodpecker","Melanerpes carolinus",174
"1992","Red-bellied Woodpecker","Melanerpes carolinus",144
"1993","Red-bellied Woodpecker","Melanerpes carolinus",138
"1994","Red-bellied Woodpecker","Melanerpes carolinus",110
"1995","Red-bellied Woodpecker","Melanerpes carolinus",140
"1996","Red-bellied Woodpecker","Melanerpes carolinus",122
"1997","Red-bellied Woodpecker","Melanerpes carolinus",118
"1998","Red-bellied Woodpecker","Melanerpes carolinus",157
"1999","Red-bellied Woodpecker","Melanerpes carolinus",176
"2000","Red-bellied Woodpecker","Melanerpes carolinus",210
"2001","Red-bellied Woodpecker","Melanerpes carolinus",218
"2002","Red-bellied Woodpecker","Melanerpes carolinus",199
"2003","Red-bellied Woodpecker","Melanerpes carolinus",210
"2004","Red-bellied Woodpecker","Melanerpes carolinus",154
"2005","Red-bellied Woodpecker","Melanerpes carolinus",141
"2006","Red-bellied Woodpecker","Melanerpes carolinus",228
"2007","Red-bellied Woodpecker","Melanerpes carolinus",216
"2008","Red-bellied Woodpecker","Melanerpes carolinus",135
"2009","Red-bellied Woodpecker","Melanerpes carolinus",190
"2010","Red-bellied Woodpecker","Melanerpes carolinus",90
"2011","Red-bellied Woodpecker","Melanerpes carolinus",225
"2012","Red-bellied Woodpecker","Melanerpes carolinus",220
"2013","Red-bellied Woodpecker","Melanerpes carolinus",244
"2014","Red-bellied Woodpecker","Melanerpes carolinus",287
"2015","Red-bellied Woodpecker","Melanerpes carolinus",182
"2016","Red-bellied Woodpecker","Melanerpes carolinus",220
"2017","Red-bellied Woodpecker","Melanerpes carolinus",202
"2018","Red-bellied Woodpecker","Melanerpes carolinus",254
"2019","Red-bellied Woodpecker","Melanerpes carolinus",325
"2020","Red-bellied Woodpecker","Melanerpes carolinus",306
"2021","Red-bellied Woodpecker","Melanerpes carolinus",244
"2022","Red-bellied Woodpecker","Melanerpes carolinus",298
"2023","Red-bellied Woodpecker","Melanerpes carolinus",189
"2024","Red-bellied Woodpecker","Melanerpes carolinus",174
"1923","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1928","Red-headed Woodpecker","Melanerpes erythrocephalus",6
"1929","Red-headed Woodpecker","Melanerpes erythrocephalus",2
"1930","Red-headed Woodpecker","Melanerpes erythrocephalus",13
"1931","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1932","Red-headed Woodpecker","Melanerpes erythrocephalus",5
"1933","Red-headed Woodpecker","Melanerpes erythrocephalus",6
"1934","Red-headed Woodpecker","Melanerpes erythrocephalus",5
"1935","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1936","Red-headed Woodpecker","Melanerpes erythrocephalus",2
"1937","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1938","Red-headed Woodpecker","Melanerpes erythrocephalus",8
"1940","Red-headed Woodpecker","Melanerpes erythrocephalus",3
"1941","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1943","Red-headed Woodpecker","Melanerpes erythrocephalus",2
"1944","Red-headed Woodpecker","Melanerpes erythrocephalus",10
"1945","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"1946","Red-headed Woodpecker","Melanerpes erythrocephalus",7
"1947","Red-headed Woodpecker","Melanerpes erythrocephalus",6
"1948","Red-headed Woodpecker","Melanerpes erythrocephalus",5
"1950","Red-headed Woodpecker","Melanerpes erythrocephalus",2
"1951","Red-headed Woodpecker","Melanerpes erythrocephalus",6
"1952","Red-headed Woodpecker","Melanerpes erythrocephalus",8
"1953","Red-headed Woodpecker","Melanerpes erythrocephalus",9
"1954","Red-headed Woodpecker","Melanerpes erythrocephalus",7
"1956","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"1957","Red-headed Woodpecker","Melanerpes erythrocephalus",8
"1958","Red-headed Woodpecker","Melanerpes erythrocephalus",NA
"1959","Red-headed Woodpecker","Melanerpes erythrocephalus",21
"1960","Red-headed Woodpecker","Melanerpes erythrocephalus",3
"1961","Red-headed Woodpecker","Melanerpes erythrocephalus",NA
"1962","Red-headed Woodpecker","Melanerpes erythrocephalus",8
"1963","Red-headed Woodpecker","Melanerpes erythrocephalus",2
"1964","Red-headed Woodpecker","Melanerpes erythrocephalus",NA
"1965","Red-headed Woodpecker","Melanerpes erythrocephalus",14
"1966","Red-headed Woodpecker","Melanerpes erythrocephalus",3
"1967","Red-headed Woodpecker","Melanerpes erythrocephalus",2
"1968","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"1969","Red-headed Woodpecker","Melanerpes erythrocephalus",3
"1970","Red-headed Woodpecker","Melanerpes erythrocephalus",3
"1971","Red-headed Woodpecker","Melanerpes erythrocephalus",6
"1972","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1973","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1974","Red-headed Woodpecker","Melanerpes erythrocephalus",9
"1975","Red-headed Woodpecker","Melanerpes erythrocephalus",NA
"1976","Red-headed Woodpecker","Melanerpes erythrocephalus",11
"1977","Red-headed Woodpecker","Melanerpes erythrocephalus",1
"1978","Red-headed Woodpecker","Melanerpes erythrocephalus",9
"1979","Red-headed Woodpecker","Melanerpes erythrocephalus",5
"1980","Red-headed Woodpecker","Melanerpes erythrocephalus",11
"1981","Red-headed Woodpecker","Melanerpes erythrocephalus",9
"1982","Red-headed Woodpecker","Melanerpes erythrocephalus",22
"1983","Red-headed Woodpecker","Melanerpes erythrocephalus",6
"1984","Red-headed Woodpecker","Melanerpes erythrocephalus",8
"1985","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"1986","Red-headed Woodpecker","Melanerpes erythrocephalus",8
"1987","Red-headed Woodpecker","Melanerpes erythrocephalus",NA
"1988","Red-headed Woodpecker","Melanerpes erythrocephalus",31
"1989","Red-headed Woodpecker","Melanerpes erythrocephalus",13
"1990","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"1991","Red-headed Woodpecker","Melanerpes erythrocephalus",24
"1992","Red-headed Woodpecker","Melanerpes erythrocephalus",20
"1993","Red-headed Woodpecker","Melanerpes erythrocephalus",16
"1994","Red-headed Woodpecker","Melanerpes erythrocephalus",22
"1995","Red-headed Woodpecker","Melanerpes erythrocephalus",40
"1996","Red-headed Woodpecker","Melanerpes erythrocephalus",34
"1997","Red-headed Woodpecker","Melanerpes erythrocephalus",5
"1998","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"1999","Red-headed Woodpecker","Melanerpes erythrocephalus",14
"2000","Red-headed Woodpecker","Melanerpes erythrocephalus",87
"2001","Red-headed Woodpecker","Melanerpes erythrocephalus",87
"2002","Red-headed Woodpecker","Melanerpes erythrocephalus",9
"2003","Red-headed Woodpecker","Melanerpes erythrocephalus",25
"2004","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"2005","Red-headed Woodpecker","Melanerpes erythrocephalus",4
"2006","Red-headed Woodpecker","Melanerpes erythrocephalus",41
"2007","Red-headed Woodpecker","Melanerpes erythrocephalus",53
"2008","Red-headed Woodpecker","Melanerpes erythrocephalus",23
"2009","Red-headed Woodpecker","Melanerpes erythrocephalus",50
"2010","Red-headed Woodpecker","Melanerpes erythrocephalus",10
"2011","Red-headed Woodpecker","Melanerpes erythrocephalus",32
"2012","Red-headed Woodpecker","Melanerpes erythrocephalus",61
"2013","Red-headed Woodpecker","Melanerpes erythrocephalus",66
"2014","Red-headed Woodpecker","Melanerpes erythrocephalus",87
"2015","Red-headed Woodpecker","Melanerpes erythrocephalus",16
"2016","Red-headed Woodpecker","Melanerpes erythrocephalus",25
"2017","Red-headed Woodpecker","Melanerpes erythrocephalus",40
"2018","Red-headed Woodpecker","Melanerpes erythrocephalus",65
"2019","Red-headed Woodpecker","Melanerpes erythrocephalus",88
"2020","Red-headed Woodpecker","Melanerpes erythrocephalus",53
"2021","Red-headed Woodpecker","Melanerpes erythrocephalus",65
"2022","Red-headed Woodpecker","Melanerpes erythrocephalus",83
"2023","Red-headed Woodpecker","Melanerpes erythrocephalus",45
"2024","Red-headed Woodpecker","Melanerpes erythrocephalus",75
"1923","Wild Turkey","Meleagris gallopavo",NA
"1928","Wild Turkey","Meleagris gallopavo",1
"1929","Wild Turkey","Meleagris gallopavo",NA
"1930","Wild Turkey","Meleagris gallopavo",1
"1931","Wild Turkey","Meleagris gallopavo",NA
"1932","Wild Turkey","Meleagris gallopavo",NA
"1933","Wild Turkey","Meleagris gallopavo",NA
"1934","Wild Turkey","Meleagris gallopavo",1
"1935","Wild Turkey","Meleagris gallopavo",NA
"1936","Wild Turkey","Meleagris gallopavo",NA
"1937","Wild Turkey","Meleagris gallopavo",2
"1938","Wild Turkey","Meleagris gallopavo",NA
"1940","Wild Turkey","Meleagris gallopavo",3
"1941","Wild Turkey","Meleagris gallopavo",NA
"1943","Wild Turkey","Meleagris gallopavo",3
"1944","Wild Turkey","Meleagris gallopavo",NA
"1945","Wild Turkey","Meleagris gallopavo",1
"1946","Wild Turkey","Meleagris gallopavo",NA
"1947","Wild Turkey","Meleagris gallopavo",NA
"1948","Wild Turkey","Meleagris gallopavo",NA
"1950","Wild Turkey","Meleagris gallopavo",3
"1951","Wild Turkey","Meleagris gallopavo",1
"1952","Wild Turkey","Meleagris gallopavo",NA
"1953","Wild Turkey","Meleagris gallopavo",1
"1954","Wild Turkey","Meleagris gallopavo",NA
"1956","Wild Turkey","Meleagris gallopavo",1
"1957","Wild Turkey","Meleagris gallopavo",NA
"1958","Wild Turkey","Meleagris gallopavo",NA
"1959","Wild Turkey","Meleagris gallopavo",2
"1960","Wild Turkey","Meleagris gallopavo",NA
"1961","Wild Turkey","Meleagris gallopavo",NA
"1962","Wild Turkey","Meleagris gallopavo",1
"1963","Wild Turkey","Meleagris gallopavo",NA
"1964","Wild Turkey","Meleagris gallopavo",NA
"1965","Wild Turkey","Meleagris gallopavo",NA
"1966","Wild Turkey","Meleagris gallopavo",NA
"1967","Wild Turkey","Meleagris gallopavo",NA
"1968","Wild Turkey","Meleagris gallopavo",NA
"1969","Wild Turkey","Meleagris gallopavo",2
"1970","Wild Turkey","Meleagris gallopavo",NA
"1971","Wild Turkey","Meleagris gallopavo",NA
"1972","Wild Turkey","Meleagris gallopavo",NA
"1973","Wild Turkey","Meleagris gallopavo",NA
"1974","Wild Turkey","Meleagris gallopavo",NA
"1975","Wild Turkey","Meleagris gallopavo",NA
"1976","Wild Turkey","Meleagris gallopavo",NA
"1977","Wild Turkey","Meleagris gallopavo",NA
"1978","Wild Turkey","Meleagris gallopavo",NA
"1979","Wild Turkey","Meleagris gallopavo",1
"1980","Wild Turkey","Meleagris gallopavo",NA
"1981","Wild Turkey","Meleagris gallopavo",NA
"1982","Wild Turkey","Meleagris gallopavo",NA
"1983","Wild Turkey","Meleagris gallopavo",NA
"1984","Wild Turkey","Meleagris gallopavo",NA
"1985","Wild Turkey","Meleagris gallopavo",NA
"1986","Wild Turkey","Meleagris gallopavo",NA
"1987","Wild Turkey","Meleagris gallopavo",NA
"1988","Wild Turkey","Meleagris gallopavo",NA
"1989","Wild Turkey","Meleagris gallopavo",NA
"1990","Wild Turkey","Meleagris gallopavo",NA
"1991","Wild Turkey","Meleagris gallopavo",NA
"1992","Wild Turkey","Meleagris gallopavo",NA
"1993","Wild Turkey","Meleagris gallopavo",NA
"1994","Wild Turkey","Meleagris gallopavo",NA
"1995","Wild Turkey","Meleagris gallopavo",NA
"1996","Wild Turkey","Meleagris gallopavo",NA
"1997","Wild Turkey","Meleagris gallopavo",5
"1998","Wild Turkey","Meleagris gallopavo",NA
"1999","Wild Turkey","Meleagris gallopavo",NA
"2000","Wild Turkey","Meleagris gallopavo",NA
"2001","Wild Turkey","Meleagris gallopavo",NA
"2002","Wild Turkey","Meleagris gallopavo",NA
"2003","Wild Turkey","Meleagris gallopavo",2
"2004","Wild Turkey","Meleagris gallopavo",13
"2005","Wild Turkey","Meleagris gallopavo",NA
"2006","Wild Turkey","Meleagris gallopavo",3
"2007","Wild Turkey","Meleagris gallopavo",11
"2008","Wild Turkey","Meleagris gallopavo",1
"2009","Wild Turkey","Meleagris gallopavo",1
"2010","Wild Turkey","Meleagris gallopavo",NA
"2011","Wild Turkey","Meleagris gallopavo",NA
"2012","Wild Turkey","Meleagris gallopavo",1
"2013","Wild Turkey","Meleagris gallopavo",2
"2014","Wild Turkey","Meleagris gallopavo",4
"2015","Wild Turkey","Meleagris gallopavo",15
"2016","Wild Turkey","Meleagris gallopavo",3
"2017","Wild Turkey","Meleagris gallopavo",9
"2018","Wild Turkey","Meleagris gallopavo",NA
"2019","Wild Turkey","Meleagris gallopavo",NA
"2020","Wild Turkey","Meleagris gallopavo",NA
"2021","Wild Turkey","Meleagris gallopavo",NA
"2022","Wild Turkey","Meleagris gallopavo",NA
"2023","Wild Turkey","Meleagris gallopavo",NA
"2024","Wild Turkey","Meleagris gallopavo",1
"1923","Swamp Sparrow","Melospiza georgiana",1
"1928","Swamp Sparrow","Melospiza georgiana",23
"1929","Swamp Sparrow","Melospiza georgiana",NA
"1930","Swamp Sparrow","Melospiza georgiana",17
"1931","Swamp Sparrow","Melospiza georgiana",35
"1932","Swamp Sparrow","Melospiza georgiana",57
"1933","Swamp Sparrow","Melospiza georgiana",147
"1934","Swamp Sparrow","Melospiza georgiana",400
"1935","Swamp Sparrow","Melospiza georgiana",40
"1936","Swamp Sparrow","Melospiza georgiana",160
"1937","Swamp Sparrow","Melospiza georgiana",42
"1938","Swamp Sparrow","Melospiza georgiana",190
"1940","Swamp Sparrow","Melospiza georgiana",139
"1941","Swamp Sparrow","Melospiza georgiana",111
"1943","Swamp Sparrow","Melospiza georgiana",16
"1944","Swamp Sparrow","Melospiza georgiana",53
"1945","Swamp Sparrow","Melospiza georgiana",19
"1946","Swamp Sparrow","Melospiza georgiana",56
"1947","Swamp Sparrow","Melospiza georgiana",22
"1948","Swamp Sparrow","Melospiza georgiana",9
"1950","Swamp Sparrow","Melospiza georgiana",51
"1951","Swamp Sparrow","Melospiza georgiana",12
"1952","Swamp Sparrow","Melospiza georgiana",25
"1953","Swamp Sparrow","Melospiza georgiana",12
"1954","Swamp Sparrow","Melospiza georgiana",1
"1956","Swamp Sparrow","Melospiza georgiana",3
"1957","Swamp Sparrow","Melospiza georgiana",2
"1958","Swamp Sparrow","Melospiza georgiana",1
"1959","Swamp Sparrow","Melospiza georgiana",22
"1960","Swamp Sparrow","Melospiza georgiana",1
"1961","Swamp Sparrow","Melospiza georgiana",4
"1962","Swamp Sparrow","Melospiza georgiana",NA
"1963","Swamp Sparrow","Melospiza georgiana",6
"1964","Swamp Sparrow","Melospiza georgiana",8
"1965","Swamp Sparrow","Melospiza georgiana",17
"1966","Swamp Sparrow","Melospiza georgiana",10
"1967","Swamp Sparrow","Melospiza georgiana",42
"1968","Swamp Sparrow","Melospiza georgiana",30
"1969","Swamp Sparrow","Melospiza georgiana",130
"1970","Swamp Sparrow","Melospiza georgiana",72
"1971","Swamp Sparrow","Melospiza georgiana",170
"1972","Swamp Sparrow","Melospiza georgiana",41
"1973","Swamp Sparrow","Melospiza georgiana",90
"1974","Swamp Sparrow","Melospiza georgiana",152
"1975","Swamp Sparrow","Melospiza georgiana",16
"1976","Swamp Sparrow","Melospiza georgiana",34
"1977","Swamp Sparrow","Melospiza georgiana",109
"1978","Swamp Sparrow","Melospiza georgiana",164
"1979","Swamp Sparrow","Melospiza georgiana",37
"1980","Swamp Sparrow","Melospiza georgiana",158
"1981","Swamp Sparrow","Melospiza georgiana",64
"1982","Swamp Sparrow","Melospiza georgiana",16
"1983","Swamp Sparrow","Melospiza georgiana",75
"1984","Swamp Sparrow","Melospiza georgiana",16
"1985","Swamp Sparrow","Melospiza georgiana",39
"1986","Swamp Sparrow","Melospiza georgiana",35
"1987","Swamp Sparrow","Melospiza georgiana",62
"1988","Swamp Sparrow","Melospiza georgiana",48
"1989","Swamp Sparrow","Melospiza georgiana",51
"1990","Swamp Sparrow","Melospiza georgiana",10
"1991","Swamp Sparrow","Melospiza georgiana",35
"1992","Swamp Sparrow","Melospiza georgiana",39
"1993","Swamp Sparrow","Melospiza georgiana",15
"1994","Swamp Sparrow","Melospiza georgiana",18
"1995","Swamp Sparrow","Melospiza georgiana",60
"1996","Swamp Sparrow","Melospiza georgiana",30
"1997","Swamp Sparrow","Melospiza georgiana",247
"1998","Swamp Sparrow","Melospiza georgiana",165
"1999","Swamp Sparrow","Melospiza georgiana",145
"2000","Swamp Sparrow","Melospiza georgiana",363
"2001","Swamp Sparrow","Melospiza georgiana",174
"2002","Swamp Sparrow","Melospiza georgiana",89
"2003","Swamp Sparrow","Melospiza georgiana",110
"2004","Swamp Sparrow","Melospiza georgiana",83
"2005","Swamp Sparrow","Melospiza georgiana",41
"2006","Swamp Sparrow","Melospiza georgiana",81
"2007","Swamp Sparrow","Melospiza georgiana",39
"2008","Swamp Sparrow","Melospiza georgiana",98
"2009","Swamp Sparrow","Melospiza georgiana",82
"2010","Swamp Sparrow","Melospiza georgiana",24
"2011","Swamp Sparrow","Melospiza georgiana",73
"2012","Swamp Sparrow","Melospiza georgiana",152
"2013","Swamp Sparrow","Melospiza georgiana",80
"2014","Swamp Sparrow","Melospiza georgiana",413
"2015","Swamp Sparrow","Melospiza georgiana",104
"2016","Swamp Sparrow","Melospiza georgiana",132
"2017","Swamp Sparrow","Melospiza georgiana",120
"2018","Swamp Sparrow","Melospiza georgiana",36
"2019","Swamp Sparrow","Melospiza georgiana",128
"2020","Swamp Sparrow","Melospiza georgiana",118
"2021","Swamp Sparrow","Melospiza georgiana",87
"2022","Swamp Sparrow","Melospiza georgiana",83
"2023","Swamp Sparrow","Melospiza georgiana",101
"2024","Swamp Sparrow","Melospiza georgiana",192
"1923","Lincoln's Sparrow","Melospiza lincolnii",NA
"1928","Lincoln's Sparrow","Melospiza lincolnii",NA
"1929","Lincoln's Sparrow","Melospiza lincolnii",NA
"1930","Lincoln's Sparrow","Melospiza lincolnii",NA
"1931","Lincoln's Sparrow","Melospiza lincolnii",NA
"1932","Lincoln's Sparrow","Melospiza lincolnii",NA
"1933","Lincoln's Sparrow","Melospiza lincolnii",NA
"1934","Lincoln's Sparrow","Melospiza lincolnii",NA
"1935","Lincoln's Sparrow","Melospiza lincolnii",NA
"1936","Lincoln's Sparrow","Melospiza lincolnii",NA
"1937","Lincoln's Sparrow","Melospiza lincolnii",NA
"1938","Lincoln's Sparrow","Melospiza lincolnii",NA
"1940","Lincoln's Sparrow","Melospiza lincolnii",NA
"1941","Lincoln's Sparrow","Melospiza lincolnii",NA
"1943","Lincoln's Sparrow","Melospiza lincolnii",NA
"1944","Lincoln's Sparrow","Melospiza lincolnii",NA
"1945","Lincoln's Sparrow","Melospiza lincolnii",NA
"1946","Lincoln's Sparrow","Melospiza lincolnii",NA
"1947","Lincoln's Sparrow","Melospiza lincolnii",NA
"1948","Lincoln's Sparrow","Melospiza lincolnii",NA
"1950","Lincoln's Sparrow","Melospiza lincolnii",NA
"1951","Lincoln's Sparrow","Melospiza lincolnii",NA
"1952","Lincoln's Sparrow","Melospiza lincolnii",NA
"1953","Lincoln's Sparrow","Melospiza lincolnii",NA
"1954","Lincoln's Sparrow","Melospiza lincolnii",NA
"1956","Lincoln's Sparrow","Melospiza lincolnii",NA
"1957","Lincoln's Sparrow","Melospiza lincolnii",NA
"1958","Lincoln's Sparrow","Melospiza lincolnii",NA
"1959","Lincoln's Sparrow","Melospiza lincolnii",NA
"1960","Lincoln's Sparrow","Melospiza lincolnii",NA
"1961","Lincoln's Sparrow","Melospiza lincolnii",NA
"1962","Lincoln's Sparrow","Melospiza lincolnii",NA
"1963","Lincoln's Sparrow","Melospiza lincolnii",NA
"1964","Lincoln's Sparrow","Melospiza lincolnii",NA
"1965","Lincoln's Sparrow","Melospiza lincolnii",NA
"1966","Lincoln's Sparrow","Melospiza lincolnii",NA
"1967","Lincoln's Sparrow","Melospiza lincolnii",NA
"1968","Lincoln's Sparrow","Melospiza lincolnii",NA
"1969","Lincoln's Sparrow","Melospiza lincolnii",NA
"1970","Lincoln's Sparrow","Melospiza lincolnii",NA
"1971","Lincoln's Sparrow","Melospiza lincolnii",NA
"1972","Lincoln's Sparrow","Melospiza lincolnii",NA
"1973","Lincoln's Sparrow","Melospiza lincolnii",6
"1974","Lincoln's Sparrow","Melospiza lincolnii",NA
"1975","Lincoln's Sparrow","Melospiza lincolnii",NA
"1976","Lincoln's Sparrow","Melospiza lincolnii",NA
"1977","Lincoln's Sparrow","Melospiza lincolnii",NA
"1978","Lincoln's Sparrow","Melospiza lincolnii",NA
"1979","Lincoln's Sparrow","Melospiza lincolnii",NA
"1980","Lincoln's Sparrow","Melospiza lincolnii",NA
"1981","Lincoln's Sparrow","Melospiza lincolnii",NA
"1982","Lincoln's Sparrow","Melospiza lincolnii",NA
"1983","Lincoln's Sparrow","Melospiza lincolnii",NA
"1984","Lincoln's Sparrow","Melospiza lincolnii",NA
"1985","Lincoln's Sparrow","Melospiza lincolnii",NA
"1986","Lincoln's Sparrow","Melospiza lincolnii",NA
"1987","Lincoln's Sparrow","Melospiza lincolnii",NA
"1988","Lincoln's Sparrow","Melospiza lincolnii",NA
"1989","Lincoln's Sparrow","Melospiza lincolnii",NA
"1990","Lincoln's Sparrow","Melospiza lincolnii",NA
"1991","Lincoln's Sparrow","Melospiza lincolnii",NA
"1992","Lincoln's Sparrow","Melospiza lincolnii",NA
"1993","Lincoln's Sparrow","Melospiza lincolnii",NA
"1994","Lincoln's Sparrow","Melospiza lincolnii",NA
"1995","Lincoln's Sparrow","Melospiza lincolnii",NA
"1996","Lincoln's Sparrow","Melospiza lincolnii",NA
"1997","Lincoln's Sparrow","Melospiza lincolnii",NA
"1998","Lincoln's Sparrow","Melospiza lincolnii",NA
"1999","Lincoln's Sparrow","Melospiza lincolnii",NA
"2000","Lincoln's Sparrow","Melospiza lincolnii",NA
"2001","Lincoln's Sparrow","Melospiza lincolnii",NA
"2002","Lincoln's Sparrow","Melospiza lincolnii",NA
"2003","Lincoln's Sparrow","Melospiza lincolnii",NA
"2004","Lincoln's Sparrow","Melospiza lincolnii",NA
"2005","Lincoln's Sparrow","Melospiza lincolnii",NA
"2006","Lincoln's Sparrow","Melospiza lincolnii",NA
"2007","Lincoln's Sparrow","Melospiza lincolnii",NA
"2008","Lincoln's Sparrow","Melospiza lincolnii",NA
"2009","Lincoln's Sparrow","Melospiza lincolnii",NA
"2010","Lincoln's Sparrow","Melospiza lincolnii",NA
"2011","Lincoln's Sparrow","Melospiza lincolnii",NA
"2012","Lincoln's Sparrow","Melospiza lincolnii",NA
"2013","Lincoln's Sparrow","Melospiza lincolnii",NA
"2014","Lincoln's Sparrow","Melospiza lincolnii",2
"2015","Lincoln's Sparrow","Melospiza lincolnii",NA
"2016","Lincoln's Sparrow","Melospiza lincolnii",1
"2017","Lincoln's Sparrow","Melospiza lincolnii",NA
"2018","Lincoln's Sparrow","Melospiza lincolnii",NA
"2019","Lincoln's Sparrow","Melospiza lincolnii",NA
"2020","Lincoln's Sparrow","Melospiza lincolnii",NA
"2021","Lincoln's Sparrow","Melospiza lincolnii",NA
"2022","Lincoln's Sparrow","Melospiza lincolnii",NA
"2023","Lincoln's Sparrow","Melospiza lincolnii",NA
"2024","Lincoln's Sparrow","Melospiza lincolnii",NA
"1923","Song Sparrow","Melospiza melodia",4
"1928","Song Sparrow","Melospiza melodia",31
"1929","Song Sparrow","Melospiza melodia",11
"1930","Song Sparrow","Melospiza melodia",80
"1931","Song Sparrow","Melospiza melodia",58
"1932","Song Sparrow","Melospiza melodia",NA
"1933","Song Sparrow","Melospiza melodia",NA
"1934","Song Sparrow","Melospiza melodia",NA
"1935","Song Sparrow","Melospiza melodia",60
"1936","Song Sparrow","Melospiza melodia",900
"1937","Song Sparrow","Melospiza melodia",250
"1938","Song Sparrow","Melospiza melodia",300
"1940","Song Sparrow","Melospiza melodia",211
"1941","Song Sparrow","Melospiza melodia",252
"1943","Song Sparrow","Melospiza melodia",130
"1944","Song Sparrow","Melospiza melodia",160
"1945","Song Sparrow","Melospiza melodia",71
"1946","Song Sparrow","Melospiza melodia",473
"1947","Song Sparrow","Melospiza melodia",166
"1948","Song Sparrow","Melospiza melodia",117
"1950","Song Sparrow","Melospiza melodia",150
"1951","Song Sparrow","Melospiza melodia",50
"1952","Song Sparrow","Melospiza melodia",40
"1953","Song Sparrow","Melospiza melodia",63
"1954","Song Sparrow","Melospiza melodia",77
"1956","Song Sparrow","Melospiza melodia",30
"1957","Song Sparrow","Melospiza melodia",139
"1958","Song Sparrow","Melospiza melodia",11
"1959","Song Sparrow","Melospiza melodia",43
"1960","Song Sparrow","Melospiza melodia",68
"1961","Song Sparrow","Melospiza melodia",123
"1962","Song Sparrow","Melospiza melodia",65
"1963","Song Sparrow","Melospiza melodia",160
"1964","Song Sparrow","Melospiza melodia",68
"1965","Song Sparrow","Melospiza melodia",230
"1966","Song Sparrow","Melospiza melodia",150
"1967","Song Sparrow","Melospiza melodia",180
"1968","Song Sparrow","Melospiza melodia",360
"1969","Song Sparrow","Melospiza melodia",750
"1970","Song Sparrow","Melospiza melodia",310
"1971","Song Sparrow","Melospiza melodia",660
"1972","Song Sparrow","Melospiza melodia",177
"1973","Song Sparrow","Melospiza melodia",308
"1974","Song Sparrow","Melospiza melodia",731
"1975","Song Sparrow","Melospiza melodia",198
"1976","Song Sparrow","Melospiza melodia",374
"1977","Song Sparrow","Melospiza melodia",377
"1978","Song Sparrow","Melospiza melodia",960
"1979","Song Sparrow","Melospiza melodia",651
"1980","Song Sparrow","Melospiza melodia",660
"1981","Song Sparrow","Melospiza melodia",749
"1982","Song Sparrow","Melospiza melodia",431
"1983","Song Sparrow","Melospiza melodia",654
"1984","Song Sparrow","Melospiza melodia",209
"1985","Song Sparrow","Melospiza melodia",251
"1986","Song Sparrow","Melospiza melodia",464
"1987","Song Sparrow","Melospiza melodia",239
"1988","Song Sparrow","Melospiza melodia",194
"1989","Song Sparrow","Melospiza melodia",218
"1990","Song Sparrow","Melospiza melodia",71
"1991","Song Sparrow","Melospiza melodia",298
"1992","Song Sparrow","Melospiza melodia",158
"1993","Song Sparrow","Melospiza melodia",265
"1994","Song Sparrow","Melospiza melodia",221
"1995","Song Sparrow","Melospiza melodia",717
"1996","Song Sparrow","Melospiza melodia",314
"1997","Song Sparrow","Melospiza melodia",382
"1998","Song Sparrow","Melospiza melodia",398
"1999","Song Sparrow","Melospiza melodia",497
"2000","Song Sparrow","Melospiza melodia",551
"2001","Song Sparrow","Melospiza melodia",482
"2002","Song Sparrow","Melospiza melodia",325
"2003","Song Sparrow","Melospiza melodia",493
"2004","Song Sparrow","Melospiza melodia",408
"2005","Song Sparrow","Melospiza melodia",279
"2006","Song Sparrow","Melospiza melodia",545
"2007","Song Sparrow","Melospiza melodia",375
"2008","Song Sparrow","Melospiza melodia",486
"2009","Song Sparrow","Melospiza melodia",460
"2010","Song Sparrow","Melospiza melodia",158
"2011","Song Sparrow","Melospiza melodia",549
"2012","Song Sparrow","Melospiza melodia",669
"2013","Song Sparrow","Melospiza melodia",284
"2014","Song Sparrow","Melospiza melodia",785
"2015","Song Sparrow","Melospiza melodia",375
"2016","Song Sparrow","Melospiza melodia",464
"2017","Song Sparrow","Melospiza melodia",406
"2018","Song Sparrow","Melospiza melodia",265
"2019","Song Sparrow","Melospiza melodia",457
"2020","Song Sparrow","Melospiza melodia",547
"2021","Song Sparrow","Melospiza melodia",422
"2022","Song Sparrow","Melospiza melodia",424
"2023","Song Sparrow","Melospiza melodia",458
"2024","Song Sparrow","Melospiza melodia",475
"1923","Song Sparrow (melodia/atlantica)","Melospiza melodia melodia/atlantica",NA
