"","dif_mass","dif_tailLen","dif_handWing","dif_Secondary","dif_KippsDist","dif_wingLen","dif_tarsusLen","dif_beakDep","dif_width","dif_beakLenNare","dif_beakLenCulm","dif_clutch","dif_ESI","dif_DB","dif_HB","dif_normMax","dif_elevaRange","dif_weight","dif_LAT","dif_mig","dif_habDen","dif_RLM","dif_primHab","dif_primDiet","dif_INwt","dif_FRwt","dif_NEwt","dif_SEwt","dif_VEwt","dif_FIwt","dif_SCwt","dif_PLwt","dif_MSwt","dif_habitat","dif_trophicLvl","dif_trophicNic","dif_primLife","sp1","sp2","corr"
"817",18.8,11.5,7.5,11.7,14.4,25.6,3.2,-1.4,0.2,-1.6,3.6,-1,-0.653212513775344,2,2,2000,2000,20.075,-2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,"Cedar.Waxwing","American.Goldfinch",0.219230769230769
"818",18.9,11.5,-0.100000000000001,15,7.9,23,2.8,-0.6,0.2,-2.4,1.1,3,-0.176091259055681,0,2,-1000,-1000,18.4583333333333,-2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,"Cedar.Waxwing","Pine.Siskin",0.139230769230769
"819",19.4,3.8,10.9,11,17.2,27.4,0.399999999999999,0,0.5,-0.4,2,-1,-0.255272505103306,1,1,-800,-800,19.675,-1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Cedar.Waxwing","Chipping.Sparrow",-0.0438461538461538
"820",19.1,-2.2,18.4,8.5,22.7,31,-1.2,-0.3,0.2,0,4.7,0,-0.352182518111363,1,2,2000,2000,19.2083333333333,-2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Cedar.Waxwing","Field.Sparrow",-0.00769230769230769
"821",12.1,-4,13.2,3.4,17.1,20.2,-4.4,-0.399999999999999,0,-1.2,3.5,2,-0.176091259055681,0,2,-1000,-1000,12.4916666666667,-3,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,"Cedar.Waxwing","Dark.eyed.Junco",-0.144615384615385
"822",3.6,-10.8,11.7,1.1,15,16.7,-6.1,-1.1,0,-1.8,-0.300000000000001,0,0.0669467896306132,0,-1,400,400,3.16333333333333,-4,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"Cedar.Waxwing","White.crowned.Sparrow",0.405043181657644
"823",7.2,-10.6,15.4,3.9,19.2,22.6,-6.3,-1.4,-0.6,-1.8,1.5,-2,-0.176091259055681,-1,3,2000,2000,5.54166666666666,-2,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,"Cedar.Waxwing","White.throated.Sparrow",-0.201538461538462
"824",5.9,0.199999999999996,11.2,2,14.7,16.8,-3.4,-1.7,-0.4,-1.1,3.1,0,-0.255272505103306,1,1,0,0,8.85,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"Cedar.Waxwing","Vesper.Sparrow",-0.321663401674449
"825",11.6,8.59999999999999,11,6.8,15.9,22.6,-4,-0.5,0.4,-1.7,2.3,0,-0.0791812460476249,0,1,0,0,11.625,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Cedar.Waxwing","Savannah.Sparrow",0.357692307692308
"826",9.7,-7.40000000000001,15,9.4,20.3,29.1,-4.8,-1.8,-0.8,-1.9,1.7,-1,-0.176091259055681,0,2,500,500,7.55833333333333,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Cedar.Waxwing","Song.Sparrow",0.227692307692308
"827",15.5,2.8,16,11.6,21.6,33.1,-5.2,-0.3,0.4,-1.6,1.2,-1,0,0,0,2000,2000,15.725,-2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Cedar.Waxwing","Swamp.Sparrow",0.0392307692307692
"828",-8.4,-31.9,21.5,-8.8,22.4,13.1,-10.3,-3.3,-1,-3.2,-0.300000000000001,0,0.045757490560675,-1,1,1020,1020,-8.09166666666667,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,"Cedar.Waxwing","Eastern.Towhee",-0.0523076923076923
"829",-60.2,-7.60000000000001,10.3,-24.1,5.1,-12.7,-23.1,-3.3,-1.6,-13.4,-18.4,-1,-0.352182518111363,1,2,500,500,-65.475,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Cedar.Waxwing","Eastern.Meadowlark",0.155384615384615
"830",-1.2,-13.5,7.7,-5.40000000000001,8,3.30000000000001,-6.7,-1.5,-0.5,-6.7,-6,0,-0.0791812460476249,0,1,2000,2000,-0.408333333333331,-1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,"Cedar.Waxwing","Baltimore.Oriole",0.355068288930131
"831",-19.2,-29.1,11.1,-26.9,5.7,-22.6,-11.3,-3.9,-1.1,-8.8,-7.6,2,-0.352182518111363,1,2,500,500,-23.375,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,"Cedar.Waxwing","Red.winged.Blackbird",0.301538461538462
"832",-8.7,-10,2.1,-6.8,-0.399999999999999,-9.59999999999999,-8,-4,-1.3,-4.5,-2.5,3,-0.352182518111363,1,2,105,105,-9.725,-1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Cedar.Waxwing","Brown.headed.Cowbird",0.176923076923077
"833",-28,-30.2,7.1,-20.6,1.4,-19,-13.5,-1.7,-0.5,-8.7,-7.9,2,0,0,0,1535,1535,-29.425,-2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Cedar.Waxwing","Rusty.Blackbird",-0.2
"834",-73.6,-58.4,9.2,-36.2,-0.799999999999997,-37.5,-18.9,-5.6,-2.8,-15.2,-17.9,-2,0,0,0,2000,2000,-74.725,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Cedar.Waxwing","Common.Grackle",-0.103846153846154
"835",20.7,13.2,9.6,12.3,16.5,26.6,-0.600000000000001,1.6,1.6,-2.4,1.4,3,-0.954242509439325,2,4,500,500,22.745,-1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,"Cedar.Waxwing","Black.and.white.Warbler",-0.374976112079431
"836",22.4,13.3,12.1,16,19.7,35.5,-1.7,0.9,0.7,-1.2,3.3,1,-0.653212513775344,1,4,-350,-350,23.885,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"Cedar.Waxwing","Orange.crowned.Warbler",-0.140982346274176
"837",22.1,10.4,19,17.7,25,40.7,-3.5,1.6,1.5,-1.3,2.4,-1,-0.954242509439325,2,4,-1600,-1600,21.75,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,"Cedar.Waxwing","Common.Yellowthroat",-0.10080801054006
"838",21.3,8.8,15,11.6,20.8,31.7,-2.4,1.8,1.7,-0.5,2.2,3,-0.0511525224473813,-1,2,1110,1110,23.075,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,"Cedar.Waxwing","Palm.Warbler",-0.166153846153846
"839",19.8,5.8,6.5,10.8,12.9,23.6,-1.9,1.1,1.4,-1.4,1.7,3,-0.176091259055681,0,2,-50,-50,20.775,-1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,"Cedar.Waxwing","Pine.Warbler",-0.0123076923076923
"840",-11,-42,19.6,-15.7,19.3,1.90000000000001,-7.8,-7.4,-4.8,-8.1,-2.5,0,-0.352182518111363,-1,4,1000,1000,-11.6083333333333,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,"Cedar.Waxwing","Northern.Cardinal",0.153076923076923
"856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Tufted.Titmouse","Tufted.Titmouse",1
"857",11.6,19,-3.4,18.2,1.1,19.1,5.7,1.8,1.4,2.2,4.4,1,0,0,0,-1240,-1240,11.3833333333333,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,"Tufted.Titmouse","Carolina.Chickadee",0.571263715125941
"858",15.4,26.4,-5.9,20.3,-0.0999999999999996,19.9,2.1,3.3,2.2,2.5,2.7,-5,-0.0791812460476249,0,1,-2390,-2390,14.825,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,"Tufted.Titmouse","Ruby.crowned.Kinglet",0.467782274473498
"859",15.4,25.8,-7.5,21.8,-0.9,20.7,4.3,3,2.8,3.4,4.3,-4,-0.954242509439325,1,5,-2890,-2890,15.575,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Tufted.Titmouse","Golden.crowned.Kinglet",0.357376425152862
"860",2.6,17.9,4.7,12.6,5.7,18.5,-0.899999999999999,1.6,1.7,-2.3,-3.6,-1,-0.778151250383644,2,3,-1390,-1390,2,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,"Tufted.Titmouse","Carolina.Wren",0.335833820407372
"861",12.7,41,-0.899999999999999,27.2,4.8,32.1,2.4,3.2,2.6,0.300000000000001,0.800000000000001,-4,-0.954242509439325,2,4,-1390,-1390,12.8,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,"Tufted.Titmouse","Winter.Wren",0.411617626387042
"862",0.600000000000001,19.8,-15.1,4.3,-15.1,-10.7,2,1.3,0.9,-3.4,-5.8,-5,-0.653212513775344,1,4,-2890,-2890,0.0800000000000018,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,"Tufted.Titmouse","White.breasted.Nuthatch",0.317368730625523
"863",11.4,33.2,-7.2,15.3,-2.6,12.9,5.7,1.6,1.6,-1.6,-2,-4,-0.352182518111363,1,2,10,10,11.724,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,"Tufted.Titmouse","Brown.headed.Nuthatch",0.341219471593744
"864",11.8,33,-10.1,16.3,-4.8,11.5,6,2.3,1.6,-1.6,-0.699999999999999,-4,-0.255272505103306,1,1,-2465,-2465,11.2,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,"Tufted.Titmouse","Red.breasted.Nuthatch",-0.429203539823009
"865",-26.9,-49,-4.5,-25.3,-10.6,-34.4,-11.7,0.2,0.300000000000001,-3.4,-8.8,-2,-0.352182518111363,1,2,-2390,-2390,-26.35,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,"Tufted.Titmouse","Northern.Mockingbird",0.224658592345825
"866",-47.2,-53.2,2.2,-21.5,-1.5,-24.6,-13.7,-0.8,-0.5,-10.5,-16.8,-2,-0.477121254719662,0,4,90,90,-48.3666666666667,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,"Tufted.Titmouse","Brown.Thrasher",0.289286406582295
"867",-5.9,6.09999999999999,-16.7,0.799999999999997,-18.9,-17.9,0.800000000000001,1,0.7,-0.299999999999999,-2.1,1,-0.477121254719662,1,3,-1830,-1830,-8.08333333333334,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,"Tufted.Titmouse","Eastern.Bluebird",0.00153875748182072
"868",-8.5,0.899999999999991,-10.8,-0.0999999999999943,-11.5,-11.1,-8.4,1.8,1.5,-0.399999999999999,-5.5,-1,0,0,0,-2890,-2890,-6.2,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,"Tufted.Titmouse","Hermit.Thrush",-0.0511636862705389
"869",-56.9,-27.1,-12.9,-25.1,-24.4,-49.1,-12.2,-1.3,-0.699999999999999,-3.7,-10.1,0,-0.109144469425068,1,-1,-2890,-2890,-57.8333333333333,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,"Tufted.Titmouse","American.Robin",-0.199269093895783
"870",-4.9,11.4,-11.2,10.8,-7.9,3,2.6,-1.9,-1.4,-0.299999999999999,-0.199999999999999,-5,-0.778151250383644,2,3,-3990,-3990,-5.64,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Tufted.Titmouse","House.Sparrow",0.207347570675342
"871",-1.7,9.09999999999999,-12,7,-10.3,-3.19999999999999,3.9,-3.5,-2.6,-0.299999999999999,1.1,-3,0.1249387366083,-1,0,-390,-390,-2.47833333333333,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,"Tufted.Titmouse","Purple.Finch",-0.453164078396201
"872",0.200000000000003,2.39999999999999,-11.4,9.40000000000001,-8.7,0.700000000000003,3.1,-2.7,-1.7,0.4,2.7,-3,-0.109144469425068,1,-1,-2890,-2890,0.0749999999999993,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,"Tufted.Titmouse","House.Finch",-0.217734183677632
"873",8.8,20.3,-11.5,14.9,-6.6,8.10000000000001,7,-0.8,0.6,0.600000000000001,1.8,-3,-0.653212513775344,2,2,-390,-390,8.85,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,"Tufted.Titmouse","American.Goldfinch",-0.380457787380172
"874",8.9,20.3,-19.1,18.2,-13.1,5.5,6.6,0,0.6,-0.199999999999999,-0.699999999999999,1,-0.176091259055681,0,2,-3390,-3390,7.23333333333333,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,"Tufted.Titmouse","Pine.Siskin",-0.240046167164032
"875",9.4,12.6,-8.1,14.2,-3.8,9.90000000000001,4.2,0.6,0.9,1.8,0.200000000000001,-3,-0.255272505103306,1,1,-3190,-3190,8.45,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Tufted.Titmouse","Chipping.Sparrow",0.402769770866573
"876",9.1,6.59999999999999,-0.599999999999998,11.7,1.7,13.5,2.6,0.3,0.6,2.2,2.9,-2,-0.352182518111363,1,2,-390,-390,7.98333333333333,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Tufted.Titmouse","Field.Sparrow",0.0196191578932141
"877",2.1,4.8,-5.8,6.6,-3.9,2.7,-0.600000000000001,0.2,0.4,1,1.7,0,-0.176091259055681,0,2,-3390,-3390,1.26666666666667,-1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Tufted.Titmouse","Dark.eyed.Junco",-0.22504328171628
"878",-6.4,-2,-7.3,4.3,-6,-0.799999999999997,-2.3,-0.5,0.4,0.4,-2.1,-2,0.0669467896306132,0,-1,-1990,-1990,-8.06166666666666,-2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Tufted.Titmouse","White.crowned.Sparrow",-0.425648265451058
"879",-2.8,-1.80000000000001,-3.6,7.1,-1.8,5.10000000000001,-2.5,-0.8,-0.199999999999999,0.4,-0.299999999999999,-4,-0.176091259055681,-1,3,-390,-390,-5.68333333333333,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Tufted.Titmouse","White.throated.Sparrow",0.162338914332086
"880",-4.1,8.99999999999999,-7.8,5.2,-6.3,-0.699999999999989,0.399999999999999,-1.1,0,1.1,1.3,-2,-0.255272505103306,1,1,-2390,-2390,-2.375,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Tufted.Titmouse","Vesper.Sparrow",0.102421904940015
"881",1.6,17.4,-8,10,-5.1,5.10000000000001,-0.199999999999999,0.0999999999999996,0.800000000000001,0.5,0.5,-2,-0.0791812460476249,0,1,-2390,-2390,0.400000000000002,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,"Tufted.Titmouse","Savannah.Sparrow",-0.16118484622072
"882",-0.299999999999997,1.39999999999999,-4,12.6,-0.699999999999999,11.6,-1,-1.2,-0.399999999999999,0.300000000000001,-0.0999999999999996,-3,-0.176091259055681,0,2,-1890,-1890,-3.66666666666667,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,"Tufted.Titmouse","Song.Sparrow",0.0530871331228148
"883",5.5,11.6,-3,14.8,0.6,15.6,-1.4,0.3,0.800000000000001,0.600000000000001,-0.6,-3,0,0,0,-390,-390,4.5,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Tufted.Titmouse","Swamp.Sparrow",-0.115791500507009
"884",-18.4,-23.1,2.5,-5.59999999999999,1.4,-4.39999999999999,-6.5,-2.7,-0.6,-1,-2.1,-2,0.045757490560675,-1,1,-1370,-1370,-19.3166666666667,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,"Tufted.Titmouse","Eastern.Towhee",0.229274864791287
"885",-70.2,1.19999999999999,-8.7,-20.9,-15.9,-30.2,-19.3,-2.7,-1.2,-11.2,-20.2,-3,-0.352182518111363,1,2,-1890,-1890,-76.7,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,"Tufted.Titmouse","Eastern.Meadowlark",0.130025007213851
"886",-11.2,-4.7,-11.3,-2.2,-13,-14.2,-2.9,-0.9,-0.0999999999999996,-4.5,-7.8,-2,-0.0791812460476249,0,1,-390,-390,-11.6333333333333,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,"Tufted.Titmouse","Baltimore.Oriole",0.0923432089265102
"887",-29.2,-20.3,-7.9,-23.7,-15.3,-40.1,-7.5,-3.3,-0.699999999999999,-6.6,-9.4,0,-0.352182518111363,1,2,-1890,-1890,-34.6,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,"Tufted.Titmouse","Red.winged.Blackbird",-0.0703981547932978
"888",-18.7,-1.2,-16.9,-3.59999999999999,-21.4,-27.1,-4.2,-3.4,-0.9,-2.3,-4.3,1,-0.352182518111363,1,2,-2285,-2285,-20.95,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,"Tufted.Titmouse","Brown.headed.Cowbird",-0.237738030941301
"889",-38,-21.4,-11.9,-17.4,-19.6,-36.5,-9.7,-1.1,-0.0999999999999996,-6.5,-9.7,0,0,0,0,-855,-855,-40.65,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Tufted.Titmouse","Rusty.Blackbird",-0.291594542805026
"890",-83.6,-49.6,-9.8,-33,-21.8,-55,-15.1,-5,-2.4,-13,-19.7,-4,0,0,0,-390,-390,-85.95,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Tufted.Titmouse","Common.Grackle",-0.22504328171628
"891",10.7,22,-9.4,15.5,-4.5,9.10000000000001,3.2,2.2,2,-0.199999999999999,-0.399999999999999,1,-0.954242509439325,2,4,-1890,-1890,11.52,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Tufted.Titmouse","Black.and.white.Warbler",0.405275437855414
"892",12.4,22.1,-6.9,19.2,-1.3,18,2.1,1.5,1.1,1,1.5,-1,-0.653212513775344,1,4,-2740,-2740,12.66,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,"Tufted.Titmouse","Orange.crowned.Warbler",-0.138691502261028
"893",12.1,19.2,0,20.9,4,23.2,0.300000000000001,2.2,1.9,0.9,0.600000000000001,-3,-0.954242509439325,2,4,-3990,-3990,10.525,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,"Tufted.Titmouse","Common.Yellowthroat",0.272464888630685
"894",11.3,17.6,-4,14.8,-0.199999999999999,14.2,1.4,2.4,2.1,1.7,0.4,1,-0.0511525224473813,-1,2,-1280,-1280,11.85,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,"Tufted.Titmouse","Palm.Warbler",-0.010771302372745
"895",9.8,14.6,-12.5,14,-8.1,6.10000000000001,1.9,1.7,1.8,0.800000000000001,-0.0999999999999996,1,-0.176091259055681,0,2,-2440,-2440,9.55,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Tufted.Titmouse","Pine.Warbler",0.125408734768388
"896",-21,-33.2,0.600000000000001,-12.5,-1.7,-15.6,-4,-6.8,-4.4,-5.9,-4.3,-2,-0.352182518111363,-1,4,-1390,-1390,-22.8333333333333,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,"Tufted.Titmouse","Northern.Cardinal",0.263896908132253
"913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Carolina.Chickadee","Carolina.Chickadee",1
"914",3.8,7.4,-2.5,2.1,-1.2,0.799999999999997,-3.6,1.5,0.8,0.3,-1.7,-6,-0.0791812460476249,0,1,-1150,-1150,3.44166666666667,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,"Carolina.Chickadee","Ruby.crowned.Kinglet",-0.144615384615385
"915",3.8,6.8,-4.1,3.6,-2,1.59999999999999,-1.4,1.2,1.4,1.2,-0.0999999999999996,-5,-0.954242509439325,1,5,-1650,-1650,4.19166666666667,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,"Carolina.Chickadee","Golden.crowned.Kinglet",-0.0784615384615385
"916",-9,-1.1,8.1,-5.6,4.6,-0.600000000000001,-6.6,-0.2,0.3,-4.5,-8,-2,-0.778151250383644,2,3,-150,-150,-9.38333333333333,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,"Carolina.Chickadee","Carolina.Wren",0.307692307692308
"917",1.1,22,2.5,9,3.7,13,-3.3,1.4,1.2,-1.9,-3.6,-5,-0.954242509439325,2,4,-150,-150,1.41666666666667,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,"Carolina.Chickadee","Winter.Wren",0.126923076923077
"918",-11,0.800000000000004,-11.7,-13.9,-16.2,-29.8,-3.7,-0.5,-0.5,-5.6,-10.2,-6,-0.653212513775344,1,4,-1650,-1650,-11.3033333333333,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,"Carolina.Chickadee","White.breasted.Nuthatch",0.309230769230769
"919",-0.199999999999999,14.2,-3.8,-2.9,-3.7,-6.2,0,-0.2,0.2,-3.8,-6.4,-5,-0.352182518111363,1,2,1250,1250,0.340666666666664,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"Carolina.Chickadee","Brown.headed.Nuthatch",0.287692307692308
"920",0.199999999999999,14,-6.7,-1.9,-5.9,-7.60000000000001,0.300000000000001,0.5,0.2,-3.8,-5.1,-5,-0.255272505103306,1,1,-1225,-1225,-0.183333333333334,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,"Carolina.Chickadee","Red.breasted.Nuthatch",-0.347759190891482
"921",-38.5,-68,-1.1,-43.5,-11.7,-53.5,-17.4,-1.6,-1.1,-5.6,-13.2,-3,-0.352182518111363,1,2,-1150,-1150,-37.7333333333333,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,"Carolina.Chickadee","Northern.Mockingbird",0.141538461538462
"922",-58.8,-72.2,5.6,-39.7,-2.6,-43.7,-19.4,-2.6,-1.9,-12.7,-21.2,-3,-0.477121254719662,0,4,1330,1330,-59.75,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,"Carolina.Chickadee","Brown.Thrasher",0.0953846153846154
"923",-17.5,-12.9,-13.3,-17.4,-20,-37,-4.9,-0.8,-0.7,-2.5,-6.5,0,-0.477121254719662,1,3,-590,-590,-19.4666666666667,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,"Carolina.Chickadee","Eastern.Bluebird",0.173846153846154
"924",-20.1,-18.1,-7.4,-18.3,-12.6,-30.2,-14.1,0,0.1,-2.6,-9.9,-2,0,0,0,-1650,-1650,-17.5833333333333,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,"Carolina.Chickadee","Hermit.Thrush",-0.0869230769230769
"925",-68.5,-46.1,-9.5,-43.3,-25.5,-68.2,-17.9,-3.1,-2.1,-5.9,-14.5,-1,-0.109144469425068,1,-1,-1650,-1650,-69.2166666666667,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,"Carolina.Chickadee","American.Robin",0.261538461538462
"926",-16.5,-7.6,-7.8,-7.4,-9,-16.1,-3.1,-3.7,-2.8,-2.5,-4.6,-6,-0.778151250383644,2,3,-2750,-2750,-17.0233333333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Carolina.Chickadee","House.Sparrow",0.535384615384615
"927",-13.3,-9.9,-8.6,-11.2,-11.4,-22.3,-1.8,-5.3,-4,-2.5,-3.3,-4,0.1249387366083,-1,0,850,850,-13.8616666666667,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,"Carolina.Chickadee","Purple.Finch",-0.323846153846154
"928",-11.4,-16.6,-8,-8.8,-9.8,-18.4,-2.6,-4.5,-3.1,-1.8,-1.7,-4,-0.109144469425068,1,-1,-1650,-1650,-11.3083333333333,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,"Carolina.Chickadee","House.Finch",-0.07
"929",-2.8,1.3,-8.1,-3.3,-7.7,-11,1.3,-2.6,-0.8,-1.6,-2.6,-4,-0.653212513775344,2,2,850,850,-2.53333333333333,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,"Carolina.Chickadee","American.Goldfinch",-0.163076923076923
"930",-2.7,1.3,-15.7,0,-14.2,-13.6,0.9,-1.8,-0.8,-2.4,-5.1,0,-0.176091259055681,0,2,-2150,-2150,-4.15,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,"Carolina.Chickadee","Pine.Siskin",-0.165384615384615
"931",-2.2,-6.4,-4.7,-4,-4.9,-9.2,-1.5,-1.2,-0.5,-0.4,-4.2,-4,-0.255272505103306,1,1,-1950,-1950,-2.93333333333333,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,"Carolina.Chickadee","Chipping.Sparrow",0.329230769230769
"932",-2.5,-12.4,2.8,-6.5,0.6,-5.60000000000001,-3.1,-1.5,-0.8,0,-1.5,-3,-0.352182518111363,1,2,850,850,-3.4,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,"Carolina.Chickadee","Field.Sparrow",0.271538461538462
"933",-9.5,-14.2,-2.4,-11.6,-5,-16.4,-6.3,-1.6,-1,-1.2,-2.7,-1,-0.176091259055681,0,2,-2150,-2150,-10.1166666666667,-1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,"Carolina.Chickadee","Dark.eyed.Junco",-0.437692307692308
"934",-18,-21,-3.9,-13.9,-7.1,-19.9,-8,-2.3,-1,-1.8,-6.5,-3,0.0669467896306132,0,-1,-750,-750,-19.445,-2,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,"Carolina.Chickadee","White.crowned.Sparrow",0.0348507517678661
"935",-14.4,-20.8,-0.199999999999999,-11.1,-2.9,-14,-8.2,-2.6,-1.6,-1.8,-4.7,-5,-0.176091259055681,-1,3,850,850,-17.0666666666667,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,"Carolina.Chickadee","White.throated.Sparrow",0.178461538461538
"936",-15.7,-10,-4.4,-13,-7.4,-19.8,-5.3,-2.9,-1.4,-1.1,-3.1,-3,-0.255272505103306,1,1,-1150,-1150,-13.7583333333333,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,"Carolina.Chickadee","Vesper.Sparrow",0.101197474684096
